22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-14, 22 x 6 = 1-36, 22 x 7 = 1-58, 22 x 8 = 1-80, 22 x 9 = 2-6, 22 x 10 = 2-28, 22 x 11 = 2-50, 22 x 12 = 2-72, 22 x 13 = 2-94, 22 x 14 = 3-20, 22 x 15 = 3-42, 22 x 16 = 3-64, 22 x 17 = 3-86, 22 x 18 = 4-12, 22 x 19 = 4-34, 22 x 20 = 4-56, 22 x 21 = 4-78, 22 x 22 = 5-4, 22 x 23 = 5-26, 22 x 24 = 5-48, 22 x 25 = 5-70, 22 x 26 = 5-92, 22 x 27 = 6-18, 22 x 28 = 6-40, 22 x 29 = 6-62, 22 x 30 = 6-84, 22 x 31 = 7-10, 22 x 32 = 7-32, 22 x 33 = 7-54, 22 x 34 = 7-76, 22 x 35 = 8-2, 22 x 36 = 8-24, 22 x 37 = 8-46, 22 x 38 = 8-68, 22 x 39 = 8-90, 22 x 40 = 9-16, 22 x 41 = 9-38, 22 x 42 = 9-60, 22 x 43 = 9-82, 22 x 44 = 10-8, 22 x 45 = 10-30, 22 x 46 = 10-52, 22 x 47 = 10-74, 22 x 48 = 11-0, 22 x 49 = 11-22, 22 x 50 = 11-44, 22 x 51 = 11-66, 22 x 52 = 11-88, 22 x 53 = 12-14, 22 x 54 = 12-36, 22 x 55 = 12-58, 22 x 56 = 12-80, 22 x 57 = 13-6, 22 x 58 = 13-28, 22 x 59 = 13-50, 22 x 60 = 13-72, 22 x 61 = 13-94, 22 x 62 = 14-20, 22 x 63 = 14-42, 22 x 64 = 14-64, 22 x 65 = 14-86, 22 x 66 = 15-12, 22 x 67 = 15-34, 22 x 68 = 15-56, 22 x 69 = 15-78, 22 x 70 = 16-4, 22 x 71 = 16-26, 22 x 72 = 16-48, 22 x 73 = 16-70, 22 x 74 = 16-92, 22 x 75 = 17-18, 22 x 76 = 17-40, 22 x 77 = 17-62, 22 x 78 = 17-84, 22 x 79 = 18-10, 22 x 80 = 18-32, 22 x 81 = 18-54, 22 x 82 = 18-76, 22 x 83 = 19-2, 22 x 84 = 19-24, 22 x 85 = 19-46, 22 x 86 = 19-68, 22 x 87 = 19-90, 22 x 88 = 20-16, 22 x 89 = 20-38, 22 x 90 = 20-60, 22 x 91 = 20-82, 22 x 92 = 21-8, 22 x 93 = 21-30, 22 x 94 = 21-52, 22 x 95 = 21-74, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-19, 23 x 6 = 1-42, 23 x 7 = 1-65, 23 x 8 = 1-88, 23 x 9 = 2-15, 23 x 10 = 2-38, 23 x 11 = 2-61, 23 x 12 = 2-84, 23 x 13 = 3-11, 23 x 14 = 3-34, 23 x 15 = 3-57, 23 x 16 = 3-80, 23 x 17 = 4-7, 23 x 18 = 4-30, 23 x 19 = 4-53, 23 x 20 = 4-76, 23 x 21 = 5-3, 23 x 22 = 5-26, 23 x 23 = 5-49, 23 x 24 = 5-72, 23 x 25 = 5-95, 23 x 26 = 6-22, 23 x 27 = 6-45, 23 x 28 = 6-68, 23 x 29 = 6-91, 23 x 30 = 7-18, 23 x 31 = 7-41, 23 x 32 = 7-64, 23 x 33 = 7-87, 23 x 34 = 8-14, 23 x 35 = 8-37, 23 x 36 = 8-60, 23 x 37 = 8-83, 23 x 38 = 9-10, 23 x 39 = 9-33, 23 x 40 = 9-56, 23 x 41 = 9-79, 23 x 42 = 10-6, 23 x 43 = 10-29, 23 x 44 = 10-52, 23 x 45 = 10-75, 23 x 46 = 11-2, 23 x 47 = 11-25, 23 x 48 = 11-48, 23 x 49 = 11-71, 23 x 50 = 11-94, 23 x 51 = 12-21, 23 x 52 = 12-44, 23 x 53 = 12-67, 23 x 54 = 12-90, 23 x 55 = 13-17, 23 x 56 = 13-40, 23 x 57 = 13-63, 23 x 58 = 13-86, 23 x 59 = 14-13, 23 x 60 = 14-36, 23 x 61 = 14-59, 23 x 62 = 14-82, 23 x 63 = 15-9, 23 x 64 = 15-32, 23 x 65 = 15-55, 23 x 66 = 15-78, 23 x 67 = 16-5, 23 x 68 = 16-28, 23 x 69 = 16-51, 23 x 70 = 16-74, 23 x 71 = 17-1, 23 x 72 = 17-24, 23 x 73 = 17-47, 23 x 74 = 17-70, 23 x 75 = 17-93, 23 x 76 = 18-20, 23 x 77 = 18-43, 23 x 78 = 18-66, 23 x 79 = 18-89, 23 x 80 = 19-16, 23 x 81 = 19-39, 23 x 82 = 19-62, 23 x 83 = 19-85, 23 x 84 = 20-12, 23 x 85 = 20-35, 23 x 86 = 20-58, 23 x 87 = 20-81, 23 x 88 = 21-8, 23 x 89 = 21-31, 23 x 90 = 21-54, 23 x 91 = 21-77, 23 x 92 = 22-4, 23 x 93 = 22-27, 23 x 94 = 22-50, 23 x 95 = 22-73, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-0, 24 x 5 = 1-24, 24 x 6 = 1-48, 24 x 7 = 1-72, 24 x 8 = 2-0, 24 x 9 = 2-24, 24 x 10 = 2-48, 24 x 11 = 2-72, 24 x 12 = 3-0, 24 x 13 = 3-24, 24 x 14 = 3-48, 24 x 15 = 3-72, 24 x 16 = 4-0, 24 x 17 = 4-24, 24 x 18 = 4-48, 24 x 19 = 4-72, 24 x 20 = 5-0, 24 x 21 = 5-24, 24 x 22 = 5-48, 24 x 23 = 5-72, 24 x 24 = 6-0, 24 x 25 = 6-24, 24 x 26 = 6-48, 24 x 27 = 6-72, 24 x 28 = 7-0, 24 x 29 = 7-24, 24 x 30 = 7-48, 24 x 31 = 7-72, 24 x 32 = 8-0, 24 x 33 = 8-24, 24 x 34 = 8-48, 24 x 35 = 8-72, 24 x 36 = 9-0, 24 x 37 = 9-24, 24 x 38 = 9-48, 24 x 39 = 9-72, 24 x 40 = 10-0, 24 x 41 = 10-24, 24 x 42 = 10-48, 24 x 43 = 10-72, 24 x 44 = 11-0, 24 x 45 = 11-24, 24 x 46 = 11-48, 24 x 47 = 11-72, 24 x 48 = 12-0, 24 x 49 = 12-24, 24 x 50 = 12-48, 24 x 51 = 12-72, 24 x 52 = 13-0, 24 x 53 = 13-24, 24 x 54 = 13-48, 24 x 55 = 13-72, 24 x 56 = 14-0, 24 x 57 = 14-24, 24 x 58 = 14-48, 24 x 59 = 14-72, 24 x 60 = 15-0, 24 x 61 = 15-24, 24 x 62 = 15-48, 24 x 63 = 15-72, 24 x 64 = 16-0, 24 x 65 = 16-24, 24 x 66 = 16-48, 24 x 67 = 16-72, 24 x 68 = 17-0, 24 x 69 = 17-24, 24 x 70 = 17-48, 24 x 71 = 17-72, 24 x 72 = 18-0, 24 x 73 = 18-24, 24 x 74 = 18-48, 24 x 75 = 18-72, 24 x 76 = 19-0, 24 x 77 = 19-24, 24 x 78 = 19-48, 24 x 79 = 19-72, 24 x 80 = 20-0, 24 x 81 = 20-24, 24 x 82 = 20-48, 24 x 83 = 20-72, 24 x 84 = 21-0, 24 x 85 = 21-24, 24 x 86 = 21-48, 24 x 87 = 21-72, 24 x 88 = 22-0, 24 x 89 = 22-24, 24 x 90 = 22-48, 24 x 91 = 22-72, 24 x 92 = 23-0, 24 x 93 = 23-24, 24 x 94 = 23-48, 24 x 95 = 23-72, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-4, 25 x 5 = 1-29, 25 x 6 = 1-54, 25 x 7 = 1-79, 25 x 8 = 2-8, 25 x 9 = 2-33, 25 x 10 = 2-58, 25 x 11 = 2-83, 25 x 12 = 3-12, 25 x 13 = 3-37, 25 x 14 = 3-62, 25 x 15 = 3-87, 25 x 16 = 4-16, 25 x 17 = 4-41, 25 x 18 = 4-66, 25 x 19 = 4-91, 25 x 20 = 5-20, 25 x 21 = 5-45, 25 x 22 = 5-70, 25 x 23 = 5-95, 25 x 24 = 6-24, 25 x 25 = 6-49, 25 x 26 = 6-74, 25 x 27 = 7-3, 25 x 28 = 7-28, 25 x 29 = 7-53, 25 x 30 = 7-78, 25 x 31 = 8-7, 25 x 32 = 8-32, 25 x 33 = 8-57, 25 x 34 = 8-82, 25 x 35 = 9-11, 25 x 36 = 9-36, 25 x 37 = 9-61, 25 x 38 = 9-86, 25 x 39 = 10-15, 25 x 40 = 10-40, 25 x 41 = 10-65, 25 x 42 = 10-90, 25 x 43 = 11-19, 25 x 44 = 11-44, 25 x 45 = 11-69, 25 x 46 = 11-94, 25 x 47 = 12-23, 25 x 48 = 12-48, 25 x 49 = 12-73, 25 x 50 = 13-2, 25 x 51 = 13-27, 25 x 52 = 13-52, 25 x 53 = 13-77, 25 x 54 = 14-6, 25 x 55 = 14-31, 25 x 56 = 14-56, 25 x 57 = 14-81, 25 x 58 = 15-10, 25 x 59 = 15-35, 25 x 60 = 15-60, 25 x 61 = 15-85, 25 x 62 = 16-14, 25 x 63 = 16-39, 25 x 64 = 16-64, 25 x 65 = 16-89, 25 x 66 = 17-18, 25 x 67 = 17-43, 25 x 68 = 17-68, 25 x 69 = 17-93, 25 x 70 = 18-22, 25 x 71 = 18-47, 25 x 72 = 18-72, 25 x 73 = 19-1, 25 x 74 = 19-26, 25 x 75 = 19-51, 25 x 76 = 19-76, 25 x 77 = 20-5, 25 x 78 = 20-30, 25 x 79 = 20-55, 25 x 80 = 20-80, 25 x 81 = 21-9, 25 x 82 = 21-34, 25 x 83 = 21-59, 25 x 84 = 21-84, 25 x 85 = 22-13, 25 x 86 = 22-38, 25 x 87 = 22-63, 25 x 88 = 22-88, 25 x 89 = 23-17, 25 x 90 = 23-42, 25 x 91 = 23-67, 25 x 92 = 23-92, 25 x 93 = 24-21, 25 x 94 = 24-46, 25 x 95 = 24-71, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-8, 26 x 5 = 1-34, 26 x 6 = 1-60, 26 x 7 = 1-86, 26 x 8 = 2-16, 26 x 9 = 2-42, 26 x 10 = 2-68, 26 x 11 = 2-94, 26 x 12 = 3-24, 26 x 13 = 3-50, 26 x 14 = 3-76, 26 x 15 = 4-6, 26 x 16 = 4-32, 26 x 17 = 4-58, 26 x 18 = 4-84, 26 x 19 = 5-14, 26 x 20 = 5-40, 26 x 21 = 5-66, 26 x 22 = 5-92, 26 x 23 = 6-22, 26 x 24 = 6-48, 26 x 25 = 6-74, 26 x 26 = 7-4, 26 x 27 = 7-30, 26 x 28 = 7-56, 26 x 29 = 7-82, 26 x 30 = 8-12, 26 x 31 = 8-38, 26 x 32 = 8-64, 26 x 33 = 8-90, 26 x 34 = 9-20, 26 x 35 = 9-46, 26 x 36 = 9-72, 26 x 37 = 10-2, 26 x 38 = 10-28, 26 x 39 = 10-54, 26 x 40 = 10-80, 26 x 41 = 11-10, 26 x 42 = 11-36, 26 x 43 = 11-62, 26 x 44 = 11-88, 26 x 45 = 12-18, 26 x 46 = 12-44, 26 x 47 = 12-70, 26 x 48 = 13-0, 26 x 49 = 13-26, 26 x 50 = 13-52, 26 x 51 = 13-78, 26 x 52 = 14-8, 26 x 53 = 14-34, 26 x 54 = 14-60, 26 x 55 = 14-86, 26 x 56 = 15-16, 26 x 57 = 15-42, 26 x 58 = 15-68, 26 x 59 = 15-94, 26 x 60 = 16-24, 26 x 61 = 16-50, 26 x 62 = 16-76, 26 x 63 = 17-6, 26 x 64 = 17-32, 26 x 65 = 17-58, 26 x 66 = 17-84, 26 x 67 = 18-14, 26 x 68 = 18-40, 26 x 69 = 18-66, 26 x 70 = 18-92, 26 x 71 = 19-22, 26 x 72 = 19-48, 26 x 73 = 19-74, 26 x 74 = 20-4, 26 x 75 = 20-30, 26 x 76 = 20-56, 26 x 77 = 20-82, 26 x 78 = 21-12, 26 x 79 = 21-38, 26 x 80 = 21-64, 26 x 81 = 21-90, 26 x 82 = 22-20, 26 x 83 = 22-46, 26 x 84 = 22-72, 26 x 85 = 23-2, 26 x 86 = 23-28, 26 x 87 = 23-54, 26 x 88 = 23-80, 26 x 89 = 24-10, 26 x 90 = 24-36, 26 x 91 = 24-62, 26 x 92 = 24-88, 26 x 93 = 25-18, 26 x 94 = 25-44, 26 x 95 = 25-70, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-12, 27 x 5 = 1-39, 27 x 6 = 1-66, 27 x 7 = 1-93, 27 x 8 = 2-24, 27 x 9 = 2-51, 27 x 10 = 2-78, 27 x 11 = 3-9, 27 x 12 = 3-36, 27 x 13 = 3-63, 27 x 14 = 3-90, 27 x 15 = 4-21, 27 x 16 = 4-48, 27 x 17 = 4-75, 27 x 18 = 5-6, 27 x 19 = 5-33, 27 x 20 = 5-60, 27 x 21 = 5-87, 27 x 22 = 6-18, 27 x 23 = 6-45, 27 x 24 = 6-72, 27 x 25 = 7-3, 27 x 26 = 7-30, 27 x 27 = 7-57, 27 x 28 = 7-84, 27 x 29 = 8-15, 27 x 30 = 8-42, 27 x 31 = 8-69, 27 x 32 = 9-0, 27 x 33 = 9-27, 27 x 34 = 9-54, 27 x 35 = 9-81, 27 x 36 = 10-12, 27 x 37 = 10-39, 27 x 38 = 10-66, 27 x 39 = 10-93, 27 x 40 = 11-24, 27 x 41 = 11-51, 27 x 42 = 11-78, 27 x 43 = 12-9, 27 x 44 = 12-36, 27 x 45 = 12-63, 27 x 46 = 12-90, 27 x 47 = 13-21, 27 x 48 = 13-48, 27 x 49 = 13-75, 27 x 50 = 14-6, 27 x 51 = 14-33, 27 x 52 = 14-60, 27 x 53 = 14-87, 27 x 54 = 15-18, 27 x 55 = 15-45, 27 x 56 = 15-72, 27 x 57 = 16-3, 27 x 58 = 16-30, 27 x 59 = 16-57, 27 x 60 = 16-84, 27 x 61 = 17-15, 27 x 62 = 17-42, 27 x 63 = 17-69, 27 x 64 = 18-0, 27 x 65 = 18-27, 27 x 66 = 18-54, 27 x 67 = 18-81, 27 x 68 = 19-12, 27 x 69 = 19-39, 27 x 70 = 19-66, 27 x 71 = 19-93, 27 x 72 = 20-24, 27 x 73 = 20-51, 27 x 74 = 20-78, 27 x 75 = 21-9, 27 x 76 = 21-36, 27 x 77 = 21-63, 27 x 78 = 21-90, 27 x 79 = 22-21, 27 x 80 = 22-48, 27 x 81 = 22-75, 27 x 82 = 23-6, 27 x 83 = 23-33, 27 x 84 = 23-60, 27 x 85 = 23-87, 27 x 86 = 24-18, 27 x 87 = 24-45, 27 x 88 = 24-72, 27 x 89 = 25-3, 27 x 90 = 25-30, 27 x 91 = 25-57, 27 x 92 = 25-84, 27 x 93 = 26-15, 27 x 94 = 26-42, 27 x 95 = 26-69, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-16, 28 x 5 = 1-44, 28 x 6 = 1-72, 28 x 7 = 2-4, 28 x 8 = 2-32, 28 x 9 = 2-60, 28 x 10 = 2-88, 28 x 11 = 3-20, 28 x 12 = 3-48, 28 x 13 = 3-76, 28 x 14 = 4-8, 28 x 15 = 4-36, 28 x 16 = 4-64, 28 x 17 = 4-92, 28 x 18 = 5-24, 28 x 19 = 5-52, 28 x 20 = 5-80, 28 x 21 = 6-12, 28 x 22 = 6-40, 28 x 23 = 6-68, 28 x 24 = 7-0, 28 x 25 = 7-28, 28 x 26 = 7-56, 28 x 27 = 7-84, 28 x 28 = 8-16, 28 x 29 = 8-44, 28 x 30 = 8-72, 28 x 31 = 9-4, 28 x 32 = 9-32, 28 x 33 = 9-60, 28 x 34 = 9-88, 28 x 35 = 10-20, 28 x 36 = 10-48, 28 x 37 = 10-76, 28 x 38 = 11-8, 28 x 39 = 11-36, 28 x 40 = 11-64, 28 x 41 = 11-92, 28 x 42 = 12-24, 28 x 43 = 12-52, 28 x 44 = 12-80, 28 x 45 = 13-12, 28 x 46 = 13-40, 28 x 47 = 13-68, 28 x 48 = 14-0, 28 x 49 = 14-28, 28 x 50 = 14-56, 28 x 51 = 14-84, 28 x 52 = 15-16, 28 x 53 = 15-44, 28 x 54 = 15-72, 28 x 55 = 16-4, 28 x 56 = 16-32, 28 x 57 = 16-60, 28 x 58 = 16-88, 28 x 59 = 17-20, 28 x 60 = 17-48, 28 x 61 = 17-76, 28 x 62 = 18-8, 28 x 63 = 18-36, 28 x 64 = 18-64, 28 x 65 = 18-92, 28 x 66 = 19-24, 28 x 67 = 19-52, 28 x 68 = 19-80, 28 x 69 = 20-12, 28 x 70 = 20-40, 28 x 71 = 20-68, 28 x 72 = 21-0, 28 x 73 = 21-28, 28 x 74 = 21-56, 28 x 75 = 21-84, 28 x 76 = 22-16, 28 x 77 = 22-44, 28 x 78 = 22-72, 28 x 79 = 23-4, 28 x 80 = 23-32, 28 x 81 = 23-60, 28 x 82 = 23-88, 28 x 83 = 24-20, 28 x 84 = 24-48, 28 x 85 = 24-76, 28 x 86 = 25-8, 28 x 87 = 25-36, 28 x 88 = 25-64, 28 x 89 = 25-92, 28 x 90 = 26-24, 28 x 91 = 26-52, 28 x 92 = 26-80, 28 x 93 = 27-12, 28 x 94 = 27-40, 28 x 95 = 27-68, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-20, 29 x 5 = 1-49, 29 x 6 = 1-78, 29 x 7 = 2-11, 29 x 8 = 2-40, 29 x 9 = 2-69, 29 x 10 = 3-2, 29 x 11 = 3-31, 29 x 12 = 3-60, 29 x 13 = 3-89, 29 x 14 = 4-22, 29 x 15 = 4-51, 29 x 16 = 4-80, 29 x 17 = 5-13, 29 x 18 = 5-42, 29 x 19 = 5-71, 29 x 20 = 6-4, 29 x 21 = 6-33, 29 x 22 = 6-62, 29 x 23 = 6-91, 29 x 24 = 7-24, 29 x 25 = 7-53, 29 x 26 = 7-82, 29 x 27 = 8-15, 29 x 28 = 8-44, 29 x 29 = 8-73, 29 x 30 = 9-6, 29 x 31 = 9-35, 29 x 32 = 9-64, 29 x 33 = 9-93, 29 x 34 = 10-26, 29 x 35 = 10-55, 29 x 36 = 10-84, 29 x 37 = 11-17, 29 x 38 = 11-46, 29 x 39 = 11-75, 29 x 40 = 12-8, 29 x 41 = 12-37, 29 x 42 = 12-66, 29 x 43 = 12-95, 29 x 44 = 13-28, 29 x 45 = 13-57, 29 x 46 = 13-86, 29 x 47 = 14-19, 29 x 48 = 14-48, 29 x 49 = 14-77, 29 x 50 = 15-10, 29 x 51 = 15-39, 29 x 52 = 15-68, 29 x 53 = 16-1, 29 x 54 = 16-30, 29 x 55 = 16-59, 29 x 56 = 16-88, 29 x 57 = 17-21, 29 x 58 = 17-50, 29 x 59 = 17-79, 29 x 60 = 18-12, 29 x 61 = 18-41, 29 x 62 = 18-70, 29 x 63 = 19-3, 29 x 64 = 19-32, 29 x 65 = 19-61, 29 x 66 = 19-90, 29 x 67 = 20-23, 29 x 68 = 20-52, 29 x 69 = 20-81, 29 x 70 = 21-14, 29 x 71 = 21-43, 29 x 72 = 21-72, 29 x 73 = 22-5, 29 x 74 = 22-34, 29 x 75 = 22-63, 29 x 76 = 22-92, 29 x 77 = 23-25, 29 x 78 = 23-54, 29 x 79 = 23-83, 29 x 80 = 24-16, 29 x 81 = 24-45, 29 x 82 = 24-74, 29 x 83 = 25-7, 29 x 84 = 25-36, 29 x 85 = 25-65, 29 x 86 = 25-94, 29 x 87 = 26-27, 29 x 88 = 26-56, 29 x 89 = 26-85, 29 x 90 = 27-18, 29 x 91 = 27-47, 29 x 92 = 27-76, 29 x 93 = 28-9, 29 x 94 = 28-38, 29 x 95 = 28-67, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-24, 30 x 5 = 1-54, 30 x 6 = 1-84, 30 x 7 = 2-18, 30 x 8 = 2-48, 30 x 9 = 2-78, 30 x 10 = 3-12, 30 x 11 = 3-42, 30 x 12 = 3-72, 30 x 13 = 4-6, 30 x 14 = 4-36, 30 x 15 = 4-66, 30 x 16 = 5-0, 30 x 17 = 5-30, 30 x 18 = 5-60, 30 x 19 = 5-90, 30 x 20 = 6-24, 30 x 21 = 6-54, 30 x 22 = 6-84, 30 x 23 = 7-18, 30 x 24 = 7-48, 30 x 25 = 7-78, 30 x 26 = 8-12, 30 x 27 = 8-42, 30 x 28 = 8-72, 30 x 29 = 9-6, 30 x 30 = 9-36, 30 x 31 = 9-66, 30 x 32 = 10-0, 30 x 33 = 10-30, 30 x 34 = 10-60, 30 x 35 = 10-90, 30 x 36 = 11-24, 30 x 37 = 11-54, 30 x 38 = 11-84, 30 x 39 = 12-18, 30 x 40 = 12-48, 30 x 41 = 12-78, 30 x 42 = 13-12, 30 x 43 = 13-42, 30 x 44 = 13-72, 30 x 45 = 14-6, 30 x 46 = 14-36, 30 x 47 = 14-66, 30 x 48 = 15-0, 30 x 49 = 15-30, 30 x 50 = 15-60, 30 x 51 = 15-90, 30 x 52 = 16-24, 30 x 53 = 16-54, 30 x 54 = 16-84, 30 x 55 = 17-18, 30 x 56 = 17-48, 30 x 57 = 17-78, 30 x 58 = 18-12, 30 x 59 = 18-42, 30 x 60 = 18-72, 30 x 61 = 19-6, 30 x 62 = 19-36, 30 x 63 = 19-66, 30 x 64 = 20-0, 30 x 65 = 20-30, 30 x 66 = 20-60, 30 x 67 = 20-90, 30 x 68 = 21-24, 30 x 69 = 21-54, 30 x 70 = 21-84, 30 x 71 = 22-18, 30 x 72 = 22-48, 30 x 73 = 22-78, 30 x 74 = 23-12, 30 x 75 = 23-42, 30 x 76 = 23-72, 30 x 77 = 24-6, 30 x 78 = 24-36, 30 x 79 = 24-66, 30 x 80 = 25-0, 30 x 81 = 25-30, 30 x 82 = 25-60, 30 x 83 = 25-90, 30 x 84 = 26-24, 30 x 85 = 26-54, 30 x 86 = 26-84, 30 x 87 = 27-18, 30 x 88 = 27-48, 30 x 89 = 27-78, 30 x 90 = 28-12, 30 x 91 = 28-42, 30 x 92 = 28-72, 30 x 93 = 29-6, 30 x 94 = 29-36, 30 x 95 = 29-66, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-28, 31 x 5 = 1-59, 31 x 6 = 1-90, 31 x 7 = 2-25, 31 x 8 = 2-56, 31 x 9 = 2-87, 31 x 10 = 3-22, 31 x 11 = 3-53, 31 x 12 = 3-84, 31 x 13 = 4-19, 31 x 14 = 4-50, 31 x 15 = 4-81, 31 x 16 = 5-16, 31 x 17 = 5-47, 31 x 18 = 5-78, 31 x 19 = 6-13, 31 x 20 = 6-44, 31 x 21 = 6-75, 31 x 22 = 7-10, 31 x 23 = 7-41, 31 x 24 = 7-72, 31 x 25 = 8-7, 31 x 26 = 8-38, 31 x 27 = 8-69, 31 x 28 = 9-4, 31 x 29 = 9-35, 31 x 30 = 9-66, 31 x 31 = 10-1, 31 x 32 = 10-32, 31 x 33 = 10-63, 31 x 34 = 10-94, 31 x 35 = 11-29, 31 x 36 = 11-60, 31 x 37 = 11-91, 31 x 38 = 12-26, 31 x 39 = 12-57, 31 x 40 = 12-88, 31 x 41 = 13-23, 31 x 42 = 13-54, 31 x 43 = 13-85, 31 x 44 = 14-20, 31 x 45 = 14-51, 31 x 46 = 14-82, 31 x 47 = 15-17, 31 x 48 = 15-48, 31 x 49 = 15-79, 31 x 50 = 16-14, 31 x 51 = 16-45, 31 x 52 = 16-76, 31 x 53 = 17-11, 31 x 54 = 17-42, 31 x 55 = 17-73, 31 x 56 = 18-8, 31 x 57 = 18-39, 31 x 58 = 18-70, 31 x 59 = 19-5, 31 x 60 = 19-36, 31 x 61 = 19-67, 31 x 62 = 20-2, 31 x 63 = 20-33, 31 x 64 = 20-64, 31 x 65 = 20-95, 31 x 66 = 21-30, 31 x 67 = 21-61, 31 x 68 = 21-92, 31 x 69 = 22-27, 31 x 70 = 22-58, 31 x 71 = 22-89, 31 x 72 = 23-24, 31 x 73 = 23-55, 31 x 74 = 23-86, 31 x 75 = 24-21, 31 x 76 = 24-52, 31 x 77 = 24-83, 31 x 78 = 25-18, 31 x 79 = 25-49, 31 x 80 = 25-80, 31 x 81 = 26-15, 31 x 82 = 26-46, 31 x 83 = 26-77, 31 x 84 = 27-12, 31 x 85 = 27-43, 31 x 86 = 27-74, 31 x 87 = 28-9, 31 x 88 = 28-40, 31 x 89 = 28-71, 31 x 90 = 29-6, 31 x 91 = 29-37, 31 x 92 = 29-68, 31 x 93 = 30-3, 31 x 94 = 30-34, 31 x 95 = 30-65, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-0, 32 x 4 = 1-32, 32 x 5 = 1-64, 32 x 6 = 2-0, 32 x 7 = 2-32, 32 x 8 = 2-64, 32 x 9 = 3-0, 32 x 10 = 3-32, 32 x 11 = 3-64, 32 x 12 = 4-0, 32 x 13 = 4-32, 32 x 14 = 4-64, 32 x 15 = 5-0, 32 x 16 = 5-32, 32 x 17 = 5-64, 32 x 18 = 6-0, 32 x 19 = 6-32, 32 x 20 = 6-64, 32 x 21 = 7-0, 32 x 22 = 7-32, 32 x 23 = 7-64, 32 x 24 = 8-0, 32 x 25 = 8-32, 32 x 26 = 8-64, 32 x 27 = 9-0, 32 x 28 = 9-32, 32 x 29 = 9-64, 32 x 30 = 10-0, 32 x 31 = 10-32, 32 x 32 = 10-64, 32 x 33 = 11-0, 32 x 34 = 11-32, 32 x 35 = 11-64, 32 x 36 = 12-0, 32 x 37 = 12-32, 32 x 38 = 12-64, 32 x 39 = 13-0, 32 x 40 = 13-32, 32 x 41 = 13-64, 32 x 42 = 14-0, 32 x 43 = 14-32, 32 x 44 = 14-64, 32 x 45 = 15-0, 32 x 46 = 15-32, 32 x 47 = 15-64, 32 x 48 = 16-0, 32 x 49 = 16-32, 32 x 50 = 16-64, 32 x 51 = 17-0, 32 x 52 = 17-32, 32 x 53 = 17-64, 32 x 54 = 18-0, 32 x 55 = 18-32, 32 x 56 = 18-64, 32 x 57 = 19-0, 32 x 58 = 19-32, 32 x 59 = 19-64, 32 x 60 = 20-0, 32 x 61 = 20-32, 32 x 62 = 20-64, 32 x 63 = 21-0, 32 x 64 = 21-32, 32 x 65 = 21-64, 32 x 66 = 22-0, 32 x 67 = 22-32, 32 x 68 = 22-64, 32 x 69 = 23-0, 32 x 70 = 23-32, 32 x 71 = 23-64, 32 x 72 = 24-0, 32 x 73 = 24-32, 32 x 74 = 24-64, 32 x 75 = 25-0, 32 x 76 = 25-32, 32 x 77 = 25-64, 32 x 78 = 26-0, 32 x 79 = 26-32, 32 x 80 = 26-64, 32 x 81 = 27-0, 32 x 82 = 27-32, 32 x 83 = 27-64, 32 x 84 = 28-0, 32 x 85 = 28-32, 32 x 86 = 28-64, 32 x 87 = 29-0, 32 x 88 = 29-32, 32 x 89 = 29-64, 32 x 90 = 30-0, 32 x 91 = 30-32, 32 x 92 = 30-64, 32 x 93 = 31-0, 32 x 94 = 31-32, 32 x 95 = 31-64, 
