27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-14, 27 x 4 = 1-41, 27 x 5 = 2-1, 27 x 6 = 2-28, 27 x 7 = 2-55, 27 x 8 = 3-15, 27 x 9 = 3-42, 27 x 10 = 4-2, 27 x 11 = 4-29, 27 x 12 = 4-56, 27 x 13 = 5-16, 27 x 14 = 5-43, 27 x 15 = 6-3, 27 x 16 = 6-30, 27 x 17 = 6-57, 27 x 18 = 7-17, 27 x 19 = 7-44, 27 x 20 = 8-4, 27 x 21 = 8-31, 27 x 22 = 8-58, 27 x 23 = 9-18, 27 x 24 = 9-45, 27 x 25 = 10-5, 27 x 26 = 10-32, 27 x 27 = 10-59, 27 x 28 = 11-19, 27 x 29 = 11-46, 27 x 30 = 12-6, 27 x 31 = 12-33, 27 x 32 = 12-60, 27 x 33 = 13-20, 27 x 34 = 13-47, 27 x 35 = 14-7, 27 x 36 = 14-34, 27 x 37 = 14-61, 27 x 38 = 15-21, 27 x 39 = 15-48, 27 x 40 = 16-8, 27 x 41 = 16-35, 27 x 42 = 16-62, 27 x 43 = 17-22, 27 x 44 = 17-49, 27 x 45 = 18-9, 27 x 46 = 18-36, 27 x 47 = 18-63, 27 x 48 = 19-23, 27 x 49 = 19-50, 27 x 50 = 20-10, 27 x 51 = 20-37, 27 x 52 = 20-64, 27 x 53 = 21-24, 27 x 54 = 21-51, 27 x 55 = 22-11, 27 x 56 = 22-38, 27 x 57 = 22-65, 27 x 58 = 23-25, 27 x 59 = 23-52, 27 x 60 = 24-12, 27 x 61 = 24-39, 27 x 62 = 24-66, 27 x 63 = 25-26, 27 x 64 = 25-53, 27 x 65 = 26-13, 27 x 66 = 26-40, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-17, 28 x 4 = 1-45, 28 x 5 = 2-6, 28 x 6 = 2-34, 28 x 7 = 2-62, 28 x 8 = 3-23, 28 x 9 = 3-51, 28 x 10 = 4-12, 28 x 11 = 4-40, 28 x 12 = 5-1, 28 x 13 = 5-29, 28 x 14 = 5-57, 28 x 15 = 6-18, 28 x 16 = 6-46, 28 x 17 = 7-7, 28 x 18 = 7-35, 28 x 19 = 7-63, 28 x 20 = 8-24, 28 x 21 = 8-52, 28 x 22 = 9-13, 28 x 23 = 9-41, 28 x 24 = 10-2, 28 x 25 = 10-30, 28 x 26 = 10-58, 28 x 27 = 11-19, 28 x 28 = 11-47, 28 x 29 = 12-8, 28 x 30 = 12-36, 28 x 31 = 12-64, 28 x 32 = 13-25, 28 x 33 = 13-53, 28 x 34 = 14-14, 28 x 35 = 14-42, 28 x 36 = 15-3, 28 x 37 = 15-31, 28 x 38 = 15-59, 28 x 39 = 16-20, 28 x 40 = 16-48, 28 x 41 = 17-9, 28 x 42 = 17-37, 28 x 43 = 17-65, 28 x 44 = 18-26, 28 x 45 = 18-54, 28 x 46 = 19-15, 28 x 47 = 19-43, 28 x 48 = 20-4, 28 x 49 = 20-32, 28 x 50 = 20-60, 28 x 51 = 21-21, 28 x 52 = 21-49, 28 x 53 = 22-10, 28 x 54 = 22-38, 28 x 55 = 22-66, 28 x 56 = 23-27, 28 x 57 = 23-55, 28 x 58 = 24-16, 28 x 59 = 24-44, 28 x 60 = 25-5, 28 x 61 = 25-33, 28 x 62 = 25-61, 28 x 63 = 26-22, 28 x 64 = 26-50, 28 x 65 = 27-11, 28 x 66 = 27-39, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-20, 29 x 4 = 1-49, 29 x 5 = 2-11, 29 x 6 = 2-40, 29 x 7 = 3-2, 29 x 8 = 3-31, 29 x 9 = 3-60, 29 x 10 = 4-22, 29 x 11 = 4-51, 29 x 12 = 5-13, 29 x 13 = 5-42, 29 x 14 = 6-4, 29 x 15 = 6-33, 29 x 16 = 6-62, 29 x 17 = 7-24, 29 x 18 = 7-53, 29 x 19 = 8-15, 29 x 20 = 8-44, 29 x 21 = 9-6, 29 x 22 = 9-35, 29 x 23 = 9-64, 29 x 24 = 10-26, 29 x 25 = 10-55, 29 x 26 = 11-17, 29 x 27 = 11-46, 29 x 28 = 12-8, 29 x 29 = 12-37, 29 x 30 = 12-66, 29 x 31 = 13-28, 29 x 32 = 13-57, 29 x 33 = 14-19, 29 x 34 = 14-48, 29 x 35 = 15-10, 29 x 36 = 15-39, 29 x 37 = 16-1, 29 x 38 = 16-30, 29 x 39 = 16-59, 29 x 40 = 17-21, 29 x 41 = 17-50, 29 x 42 = 18-12, 29 x 43 = 18-41, 29 x 44 = 19-3, 29 x 45 = 19-32, 29 x 46 = 19-61, 29 x 47 = 20-23, 29 x 48 = 20-52, 29 x 49 = 21-14, 29 x 50 = 21-43, 29 x 51 = 22-5, 29 x 52 = 22-34, 29 x 53 = 22-63, 29 x 54 = 23-25, 29 x 55 = 23-54, 29 x 56 = 24-16, 29 x 57 = 24-45, 29 x 58 = 25-7, 29 x 59 = 25-36, 29 x 60 = 25-65, 29 x 61 = 26-27, 29 x 62 = 26-56, 29 x 63 = 27-18, 29 x 64 = 27-47, 29 x 65 = 28-9, 29 x 66 = 28-38, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-23, 30 x 4 = 1-53, 30 x 5 = 2-16, 30 x 6 = 2-46, 30 x 7 = 3-9, 30 x 8 = 3-39, 30 x 9 = 4-2, 30 x 10 = 4-32, 30 x 11 = 4-62, 30 x 12 = 5-25, 30 x 13 = 5-55, 30 x 14 = 6-18, 30 x 15 = 6-48, 30 x 16 = 7-11, 30 x 17 = 7-41, 30 x 18 = 8-4, 30 x 19 = 8-34, 30 x 20 = 8-64, 30 x 21 = 9-27, 30 x 22 = 9-57, 30 x 23 = 10-20, 30 x 24 = 10-50, 30 x 25 = 11-13, 30 x 26 = 11-43, 30 x 27 = 12-6, 30 x 28 = 12-36, 30 x 29 = 12-66, 30 x 30 = 13-29, 30 x 31 = 13-59, 30 x 32 = 14-22, 30 x 33 = 14-52, 30 x 34 = 15-15, 30 x 35 = 15-45, 30 x 36 = 16-8, 30 x 37 = 16-38, 30 x 38 = 17-1, 30 x 39 = 17-31, 30 x 40 = 17-61, 30 x 41 = 18-24, 30 x 42 = 18-54, 30 x 43 = 19-17, 30 x 44 = 19-47, 30 x 45 = 20-10, 30 x 46 = 20-40, 30 x 47 = 21-3, 30 x 48 = 21-33, 30 x 49 = 21-63, 30 x 50 = 22-26, 30 x 51 = 22-56, 30 x 52 = 23-19, 30 x 53 = 23-49, 30 x 54 = 24-12, 30 x 55 = 24-42, 30 x 56 = 25-5, 30 x 57 = 25-35, 30 x 58 = 25-65, 30 x 59 = 26-28, 30 x 60 = 26-58, 30 x 61 = 27-21, 30 x 62 = 27-51, 30 x 63 = 28-14, 30 x 64 = 28-44, 30 x 65 = 29-7, 30 x 66 = 29-37, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-26, 31 x 4 = 1-57, 31 x 5 = 2-21, 31 x 6 = 2-52, 31 x 7 = 3-16, 31 x 8 = 3-47, 31 x 9 = 4-11, 31 x 10 = 4-42, 31 x 11 = 5-6, 31 x 12 = 5-37, 31 x 13 = 6-1, 31 x 14 = 6-32, 31 x 15 = 6-63, 31 x 16 = 7-27, 31 x 17 = 7-58, 31 x 18 = 8-22, 31 x 19 = 8-53, 31 x 20 = 9-17, 31 x 21 = 9-48, 31 x 22 = 10-12, 31 x 23 = 10-43, 31 x 24 = 11-7, 31 x 25 = 11-38, 31 x 26 = 12-2, 31 x 27 = 12-33, 31 x 28 = 12-64, 31 x 29 = 13-28, 31 x 30 = 13-59, 31 x 31 = 14-23, 31 x 32 = 14-54, 31 x 33 = 15-18, 31 x 34 = 15-49, 31 x 35 = 16-13, 31 x 36 = 16-44, 31 x 37 = 17-8, 31 x 38 = 17-39, 31 x 39 = 18-3, 31 x 40 = 18-34, 31 x 41 = 18-65, 31 x 42 = 19-29, 31 x 43 = 19-60, 31 x 44 = 20-24, 31 x 45 = 20-55, 31 x 46 = 21-19, 31 x 47 = 21-50, 31 x 48 = 22-14, 31 x 49 = 22-45, 31 x 50 = 23-9, 31 x 51 = 23-40, 31 x 52 = 24-4, 31 x 53 = 24-35, 31 x 54 = 24-66, 31 x 55 = 25-30, 31 x 56 = 25-61, 31 x 57 = 26-25, 31 x 58 = 26-56, 31 x 59 = 27-20, 31 x 60 = 27-51, 31 x 61 = 28-15, 31 x 62 = 28-46, 31 x 63 = 29-10, 31 x 64 = 29-41, 31 x 65 = 30-5, 31 x 66 = 30-36, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-29, 32 x 4 = 1-61, 32 x 5 = 2-26, 32 x 6 = 2-58, 32 x 7 = 3-23, 32 x 8 = 3-55, 32 x 9 = 4-20, 32 x 10 = 4-52, 32 x 11 = 5-17, 32 x 12 = 5-49, 32 x 13 = 6-14, 32 x 14 = 6-46, 32 x 15 = 7-11, 32 x 16 = 7-43, 32 x 17 = 8-8, 32 x 18 = 8-40, 32 x 19 = 9-5, 32 x 20 = 9-37, 32 x 21 = 10-2, 32 x 22 = 10-34, 32 x 23 = 10-66, 32 x 24 = 11-31, 32 x 25 = 11-63, 32 x 26 = 12-28, 32 x 27 = 12-60, 32 x 28 = 13-25, 32 x 29 = 13-57, 32 x 30 = 14-22, 32 x 31 = 14-54, 32 x 32 = 15-19, 32 x 33 = 15-51, 32 x 34 = 16-16, 32 x 35 = 16-48, 32 x 36 = 17-13, 32 x 37 = 17-45, 32 x 38 = 18-10, 32 x 39 = 18-42, 32 x 40 = 19-7, 32 x 41 = 19-39, 32 x 42 = 20-4, 32 x 43 = 20-36, 32 x 44 = 21-1, 32 x 45 = 21-33, 32 x 46 = 21-65, 32 x 47 = 22-30, 32 x 48 = 22-62, 32 x 49 = 23-27, 32 x 50 = 23-59, 32 x 51 = 24-24, 32 x 52 = 24-56, 32 x 53 = 25-21, 32 x 54 = 25-53, 32 x 55 = 26-18, 32 x 56 = 26-50, 32 x 57 = 27-15, 32 x 58 = 27-47, 32 x 59 = 28-12, 32 x 60 = 28-44, 32 x 61 = 29-9, 32 x 62 = 29-41, 32 x 63 = 30-6, 32 x 64 = 30-38, 32 x 65 = 31-3, 32 x 66 = 31-35, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-32, 33 x 4 = 1-65, 33 x 5 = 2-31, 33 x 6 = 2-64, 33 x 7 = 3-30, 33 x 8 = 3-63, 33 x 9 = 4-29, 33 x 10 = 4-62, 33 x 11 = 5-28, 33 x 12 = 5-61, 33 x 13 = 6-27, 33 x 14 = 6-60, 33 x 15 = 7-26, 33 x 16 = 7-59, 33 x 17 = 8-25, 33 x 18 = 8-58, 33 x 19 = 9-24, 33 x 20 = 9-57, 33 x 21 = 10-23, 33 x 22 = 10-56, 33 x 23 = 11-22, 33 x 24 = 11-55, 33 x 25 = 12-21, 33 x 26 = 12-54, 33 x 27 = 13-20, 33 x 28 = 13-53, 33 x 29 = 14-19, 33 x 30 = 14-52, 33 x 31 = 15-18, 33 x 32 = 15-51, 33 x 33 = 16-17, 33 x 34 = 16-50, 33 x 35 = 17-16, 33 x 36 = 17-49, 33 x 37 = 18-15, 33 x 38 = 18-48, 33 x 39 = 19-14, 33 x 40 = 19-47, 33 x 41 = 20-13, 33 x 42 = 20-46, 33 x 43 = 21-12, 33 x 44 = 21-45, 33 x 45 = 22-11, 33 x 46 = 22-44, 33 x 47 = 23-10, 33 x 48 = 23-43, 33 x 49 = 24-9, 33 x 50 = 24-42, 33 x 51 = 25-8, 33 x 52 = 25-41, 33 x 53 = 26-7, 33 x 54 = 26-40, 33 x 55 = 27-6, 33 x 56 = 27-39, 33 x 57 = 28-5, 33 x 58 = 28-38, 33 x 59 = 29-4, 33 x 60 = 29-37, 33 x 61 = 30-3, 33 x 62 = 30-36, 33 x 63 = 31-2, 33 x 64 = 31-35, 33 x 65 = 32-1, 33 x 66 = 32-34, 
34 x 1 = 0-34, 34 x 2 = 1-1, 34 x 3 = 1-35, 34 x 4 = 2-2, 34 x 5 = 2-36, 34 x 6 = 3-3, 34 x 7 = 3-37, 34 x 8 = 4-4, 34 x 9 = 4-38, 34 x 10 = 5-5, 34 x 11 = 5-39, 34 x 12 = 6-6, 34 x 13 = 6-40, 34 x 14 = 7-7, 34 x 15 = 7-41, 34 x 16 = 8-8, 34 x 17 = 8-42, 34 x 18 = 9-9, 34 x 19 = 9-43, 34 x 20 = 10-10, 34 x 21 = 10-44, 34 x 22 = 11-11, 34 x 23 = 11-45, 34 x 24 = 12-12, 34 x 25 = 12-46, 34 x 26 = 13-13, 34 x 27 = 13-47, 34 x 28 = 14-14, 34 x 29 = 14-48, 34 x 30 = 15-15, 34 x 31 = 15-49, 34 x 32 = 16-16, 34 x 33 = 16-50, 34 x 34 = 17-17, 34 x 35 = 17-51, 34 x 36 = 18-18, 34 x 37 = 18-52, 34 x 38 = 19-19, 34 x 39 = 19-53, 34 x 40 = 20-20, 34 x 41 = 20-54, 34 x 42 = 21-21, 34 x 43 = 21-55, 34 x 44 = 22-22, 34 x 45 = 22-56, 34 x 46 = 23-23, 34 x 47 = 23-57, 34 x 48 = 24-24, 34 x 49 = 24-58, 34 x 50 = 25-25, 34 x 51 = 25-59, 34 x 52 = 26-26, 34 x 53 = 26-60, 34 x 54 = 27-27, 34 x 55 = 27-61, 34 x 56 = 28-28, 34 x 57 = 28-62, 34 x 58 = 29-29, 34 x 59 = 29-63, 34 x 60 = 30-30, 34 x 61 = 30-64, 34 x 62 = 31-31, 34 x 63 = 31-65, 34 x 64 = 32-32, 34 x 65 = 32-66, 34 x 66 = 33-33, 
35 x 1 = 0-35, 35 x 2 = 1-3, 35 x 3 = 1-38, 35 x 4 = 2-6, 35 x 5 = 2-41, 35 x 6 = 3-9, 35 x 7 = 3-44, 35 x 8 = 4-12, 35 x 9 = 4-47, 35 x 10 = 5-15, 35 x 11 = 5-50, 35 x 12 = 6-18, 35 x 13 = 6-53, 35 x 14 = 7-21, 35 x 15 = 7-56, 35 x 16 = 8-24, 35 x 17 = 8-59, 35 x 18 = 9-27, 35 x 19 = 9-62, 35 x 20 = 10-30, 35 x 21 = 10-65, 35 x 22 = 11-33, 35 x 23 = 12-1, 35 x 24 = 12-36, 35 x 25 = 13-4, 35 x 26 = 13-39, 35 x 27 = 14-7, 35 x 28 = 14-42, 35 x 29 = 15-10, 35 x 30 = 15-45, 35 x 31 = 16-13, 35 x 32 = 16-48, 35 x 33 = 17-16, 35 x 34 = 17-51, 35 x 35 = 18-19, 35 x 36 = 18-54, 35 x 37 = 19-22, 35 x 38 = 19-57, 35 x 39 = 20-25, 35 x 40 = 20-60, 35 x 41 = 21-28, 35 x 42 = 21-63, 35 x 43 = 22-31, 35 x 44 = 22-66, 35 x 45 = 23-34, 35 x 46 = 24-2, 35 x 47 = 24-37, 35 x 48 = 25-5, 35 x 49 = 25-40, 35 x 50 = 26-8, 35 x 51 = 26-43, 35 x 52 = 27-11, 35 x 53 = 27-46, 35 x 54 = 28-14, 35 x 55 = 28-49, 35 x 56 = 29-17, 35 x 57 = 29-52, 35 x 58 = 30-20, 35 x 59 = 30-55, 35 x 60 = 31-23, 35 x 61 = 31-58, 35 x 62 = 32-26, 35 x 63 = 32-61, 35 x 64 = 33-29, 35 x 65 = 33-64, 35 x 66 = 34-32, 
36 x 1 = 0-36, 36 x 2 = 1-5, 36 x 3 = 1-41, 36 x 4 = 2-10, 36 x 5 = 2-46, 36 x 6 = 3-15, 36 x 7 = 3-51, 36 x 8 = 4-20, 36 x 9 = 4-56, 36 x 10 = 5-25, 36 x 11 = 5-61, 36 x 12 = 6-30, 36 x 13 = 6-66, 36 x 14 = 7-35, 36 x 15 = 8-4, 36 x 16 = 8-40, 36 x 17 = 9-9, 36 x 18 = 9-45, 36 x 19 = 10-14, 36 x 20 = 10-50, 36 x 21 = 11-19, 36 x 22 = 11-55, 36 x 23 = 12-24, 36 x 24 = 12-60, 36 x 25 = 13-29, 36 x 26 = 13-65, 36 x 27 = 14-34, 36 x 28 = 15-3, 36 x 29 = 15-39, 36 x 30 = 16-8, 36 x 31 = 16-44, 36 x 32 = 17-13, 36 x 33 = 17-49, 36 x 34 = 18-18, 36 x 35 = 18-54, 36 x 36 = 19-23, 36 x 37 = 19-59, 36 x 38 = 20-28, 36 x 39 = 20-64, 36 x 40 = 21-33, 36 x 41 = 22-2, 36 x 42 = 22-38, 36 x 43 = 23-7, 36 x 44 = 23-43, 36 x 45 = 24-12, 36 x 46 = 24-48, 36 x 47 = 25-17, 36 x 48 = 25-53, 36 x 49 = 26-22, 36 x 50 = 26-58, 36 x 51 = 27-27, 36 x 52 = 27-63, 36 x 53 = 28-32, 36 x 54 = 29-1, 36 x 55 = 29-37, 36 x 56 = 30-6, 36 x 57 = 30-42, 36 x 58 = 31-11, 36 x 59 = 31-47, 36 x 60 = 32-16, 36 x 61 = 32-52, 36 x 62 = 33-21, 36 x 63 = 33-57, 36 x 64 = 34-26, 36 x 65 = 34-62, 36 x 66 = 35-31, 
37 x 1 = 0-37, 37 x 2 = 1-7, 37 x 3 = 1-44, 37 x 4 = 2-14, 37 x 5 = 2-51, 37 x 6 = 3-21, 37 x 7 = 3-58, 37 x 8 = 4-28, 37 x 9 = 4-65, 37 x 10 = 5-35, 37 x 11 = 6-5, 37 x 12 = 6-42, 37 x 13 = 7-12, 37 x 14 = 7-49, 37 x 15 = 8-19, 37 x 16 = 8-56, 37 x 17 = 9-26, 37 x 18 = 9-63, 37 x 19 = 10-33, 37 x 20 = 11-3, 37 x 21 = 11-40, 37 x 22 = 12-10, 37 x 23 = 12-47, 37 x 24 = 13-17, 37 x 25 = 13-54, 37 x 26 = 14-24, 37 x 27 = 14-61, 37 x 28 = 15-31, 37 x 29 = 16-1, 37 x 30 = 16-38, 37 x 31 = 17-8, 37 x 32 = 17-45, 37 x 33 = 18-15, 37 x 34 = 18-52, 37 x 35 = 19-22, 37 x 36 = 19-59, 37 x 37 = 20-29, 37 x 38 = 20-66, 37 x 39 = 21-36, 37 x 40 = 22-6, 37 x 41 = 22-43, 37 x 42 = 23-13, 37 x 43 = 23-50, 37 x 44 = 24-20, 37 x 45 = 24-57, 37 x 46 = 25-27, 37 x 47 = 25-64, 37 x 48 = 26-34, 37 x 49 = 27-4, 37 x 50 = 27-41, 37 x 51 = 28-11, 37 x 52 = 28-48, 37 x 53 = 29-18, 37 x 54 = 29-55, 37 x 55 = 30-25, 37 x 56 = 30-62, 37 x 57 = 31-32, 37 x 58 = 32-2, 37 x 59 = 32-39, 37 x 60 = 33-9, 37 x 61 = 33-46, 37 x 62 = 34-16, 37 x 63 = 34-53, 37 x 64 = 35-23, 37 x 65 = 35-60, 37 x 66 = 36-30, 
38 x 1 = 0-38, 38 x 2 = 1-9, 38 x 3 = 1-47, 38 x 4 = 2-18, 38 x 5 = 2-56, 38 x 6 = 3-27, 38 x 7 = 3-65, 38 x 8 = 4-36, 38 x 9 = 5-7, 38 x 10 = 5-45, 38 x 11 = 6-16, 38 x 12 = 6-54, 38 x 13 = 7-25, 38 x 14 = 7-63, 38 x 15 = 8-34, 38 x 16 = 9-5, 38 x 17 = 9-43, 38 x 18 = 10-14, 38 x 19 = 10-52, 38 x 20 = 11-23, 38 x 21 = 11-61, 38 x 22 = 12-32, 38 x 23 = 13-3, 38 x 24 = 13-41, 38 x 25 = 14-12, 38 x 26 = 14-50, 38 x 27 = 15-21, 38 x 28 = 15-59, 38 x 29 = 16-30, 38 x 30 = 17-1, 38 x 31 = 17-39, 38 x 32 = 18-10, 38 x 33 = 18-48, 38 x 34 = 19-19, 38 x 35 = 19-57, 38 x 36 = 20-28, 38 x 37 = 20-66, 38 x 38 = 21-37, 38 x 39 = 22-8, 38 x 40 = 22-46, 38 x 41 = 23-17, 38 x 42 = 23-55, 38 x 43 = 24-26, 38 x 44 = 24-64, 38 x 45 = 25-35, 38 x 46 = 26-6, 38 x 47 = 26-44, 38 x 48 = 27-15, 38 x 49 = 27-53, 38 x 50 = 28-24, 38 x 51 = 28-62, 38 x 52 = 29-33, 38 x 53 = 30-4, 38 x 54 = 30-42, 38 x 55 = 31-13, 38 x 56 = 31-51, 38 x 57 = 32-22, 38 x 58 = 32-60, 38 x 59 = 33-31, 38 x 60 = 34-2, 38 x 61 = 34-40, 38 x 62 = 35-11, 38 x 63 = 35-49, 38 x 64 = 36-20, 38 x 65 = 36-58, 38 x 66 = 37-29, 
39 x 1 = 0-39, 39 x 2 = 1-11, 39 x 3 = 1-50, 39 x 4 = 2-22, 39 x 5 = 2-61, 39 x 6 = 3-33, 39 x 7 = 4-5, 39 x 8 = 4-44, 39 x 9 = 5-16, 39 x 10 = 5-55, 39 x 11 = 6-27, 39 x 12 = 6-66, 39 x 13 = 7-38, 39 x 14 = 8-10, 39 x 15 = 8-49, 39 x 16 = 9-21, 39 x 17 = 9-60, 39 x 18 = 10-32, 39 x 19 = 11-4, 39 x 20 = 11-43, 39 x 21 = 12-15, 39 x 22 = 12-54, 39 x 23 = 13-26, 39 x 24 = 13-65, 39 x 25 = 14-37, 39 x 26 = 15-9, 39 x 27 = 15-48, 39 x 28 = 16-20, 39 x 29 = 16-59, 39 x 30 = 17-31, 39 x 31 = 18-3, 39 x 32 = 18-42, 39 x 33 = 19-14, 39 x 34 = 19-53, 39 x 35 = 20-25, 39 x 36 = 20-64, 39 x 37 = 21-36, 39 x 38 = 22-8, 39 x 39 = 22-47, 39 x 40 = 23-19, 39 x 41 = 23-58, 39 x 42 = 24-30, 39 x 43 = 25-2, 39 x 44 = 25-41, 39 x 45 = 26-13, 39 x 46 = 26-52, 39 x 47 = 27-24, 39 x 48 = 27-63, 39 x 49 = 28-35, 39 x 50 = 29-7, 39 x 51 = 29-46, 39 x 52 = 30-18, 39 x 53 = 30-57, 39 x 54 = 31-29, 39 x 55 = 32-1, 39 x 56 = 32-40, 39 x 57 = 33-12, 39 x 58 = 33-51, 39 x 59 = 34-23, 39 x 60 = 34-62, 39 x 61 = 35-34, 39 x 62 = 36-6, 39 x 63 = 36-45, 39 x 64 = 37-17, 39 x 65 = 37-56, 39 x 66 = 38-28, 
40 x 1 = 0-40, 40 x 2 = 1-13, 40 x 3 = 1-53, 40 x 4 = 2-26, 40 x 5 = 2-66, 40 x 6 = 3-39, 40 x 7 = 4-12, 40 x 8 = 4-52, 40 x 9 = 5-25, 40 x 10 = 5-65, 40 x 11 = 6-38, 40 x 12 = 7-11, 40 x 13 = 7-51, 40 x 14 = 8-24, 40 x 15 = 8-64, 40 x 16 = 9-37, 40 x 17 = 10-10, 40 x 18 = 10-50, 40 x 19 = 11-23, 40 x 20 = 11-63, 40 x 21 = 12-36, 40 x 22 = 13-9, 40 x 23 = 13-49, 40 x 24 = 14-22, 40 x 25 = 14-62, 40 x 26 = 15-35, 40 x 27 = 16-8, 40 x 28 = 16-48, 40 x 29 = 17-21, 40 x 30 = 17-61, 40 x 31 = 18-34, 40 x 32 = 19-7, 40 x 33 = 19-47, 40 x 34 = 20-20, 40 x 35 = 20-60, 40 x 36 = 21-33, 40 x 37 = 22-6, 40 x 38 = 22-46, 40 x 39 = 23-19, 40 x 40 = 23-59, 40 x 41 = 24-32, 40 x 42 = 25-5, 40 x 43 = 25-45, 40 x 44 = 26-18, 40 x 45 = 26-58, 40 x 46 = 27-31, 40 x 47 = 28-4, 40 x 48 = 28-44, 40 x 49 = 29-17, 40 x 50 = 29-57, 40 x 51 = 30-30, 40 x 52 = 31-3, 40 x 53 = 31-43, 40 x 54 = 32-16, 40 x 55 = 32-56, 40 x 56 = 33-29, 40 x 57 = 34-2, 40 x 58 = 34-42, 40 x 59 = 35-15, 40 x 60 = 35-55, 40 x 61 = 36-28, 40 x 62 = 37-1, 40 x 63 = 37-41, 40 x 64 = 38-14, 40 x 65 = 38-54, 40 x 66 = 39-27, 
41 x 1 = 0-41, 41 x 2 = 1-15, 41 x 3 = 1-56, 41 x 4 = 2-30, 41 x 5 = 3-4, 41 x 6 = 3-45, 41 x 7 = 4-19, 41 x 8 = 4-60, 41 x 9 = 5-34, 41 x 10 = 6-8, 41 x 11 = 6-49, 41 x 12 = 7-23, 41 x 13 = 7-64, 41 x 14 = 8-38, 41 x 15 = 9-12, 41 x 16 = 9-53, 41 x 17 = 10-27, 41 x 18 = 11-1, 41 x 19 = 11-42, 41 x 20 = 12-16, 41 x 21 = 12-57, 41 x 22 = 13-31, 41 x 23 = 14-5, 41 x 24 = 14-46, 41 x 25 = 15-20, 41 x 26 = 15-61, 41 x 27 = 16-35, 41 x 28 = 17-9, 41 x 29 = 17-50, 41 x 30 = 18-24, 41 x 31 = 18-65, 41 x 32 = 19-39, 41 x 33 = 20-13, 41 x 34 = 20-54, 41 x 35 = 21-28, 41 x 36 = 22-2, 41 x 37 = 22-43, 41 x 38 = 23-17, 41 x 39 = 23-58, 41 x 40 = 24-32, 41 x 41 = 25-6, 41 x 42 = 25-47, 41 x 43 = 26-21, 41 x 44 = 26-62, 41 x 45 = 27-36, 41 x 46 = 28-10, 41 x 47 = 28-51, 41 x 48 = 29-25, 41 x 49 = 29-66, 41 x 50 = 30-40, 41 x 51 = 31-14, 41 x 52 = 31-55, 41 x 53 = 32-29, 41 x 54 = 33-3, 41 x 55 = 33-44, 41 x 56 = 34-18, 41 x 57 = 34-59, 41 x 58 = 35-33, 41 x 59 = 36-7, 41 x 60 = 36-48, 41 x 61 = 37-22, 41 x 62 = 37-63, 41 x 63 = 38-37, 41 x 64 = 39-11, 41 x 65 = 39-52, 41 x 66 = 40-26, 
42 x 1 = 0-42, 42 x 2 = 1-17, 42 x 3 = 1-59, 42 x 4 = 2-34, 42 x 5 = 3-9, 42 x 6 = 3-51, 42 x 7 = 4-26, 42 x 8 = 5-1, 42 x 9 = 5-43, 42 x 10 = 6-18, 42 x 11 = 6-60, 42 x 12 = 7-35, 42 x 13 = 8-10, 42 x 14 = 8-52, 42 x 15 = 9-27, 42 x 16 = 10-2, 42 x 17 = 10-44, 42 x 18 = 11-19, 42 x 19 = 11-61, 42 x 20 = 12-36, 42 x 21 = 13-11, 42 x 22 = 13-53, 42 x 23 = 14-28, 42 x 24 = 15-3, 42 x 25 = 15-45, 42 x 26 = 16-20, 42 x 27 = 16-62, 42 x 28 = 17-37, 42 x 29 = 18-12, 42 x 30 = 18-54, 42 x 31 = 19-29, 42 x 32 = 20-4, 42 x 33 = 20-46, 42 x 34 = 21-21, 42 x 35 = 21-63, 42 x 36 = 22-38, 42 x 37 = 23-13, 42 x 38 = 23-55, 42 x 39 = 24-30, 42 x 40 = 25-5, 42 x 41 = 25-47, 42 x 42 = 26-22, 42 x 43 = 26-64, 42 x 44 = 27-39, 42 x 45 = 28-14, 42 x 46 = 28-56, 42 x 47 = 29-31, 42 x 48 = 30-6, 42 x 49 = 30-48, 42 x 50 = 31-23, 42 x 51 = 31-65, 42 x 52 = 32-40, 42 x 53 = 33-15, 42 x 54 = 33-57, 42 x 55 = 34-32, 42 x 56 = 35-7, 42 x 57 = 35-49, 42 x 58 = 36-24, 42 x 59 = 36-66, 42 x 60 = 37-41, 42 x 61 = 38-16, 42 x 62 = 38-58, 42 x 63 = 39-33, 42 x 64 = 40-8, 42 x 65 = 40-50, 42 x 66 = 41-25, 
