21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-2, 21 x 6 = 1-23, 21 x 7 = 1-44, 21 x 8 = 1-65, 21 x 9 = 1-86, 21 x 10 = 2-4, 21 x 11 = 2-25, 21 x 12 = 2-46, 21 x 13 = 2-67, 21 x 14 = 2-88, 21 x 15 = 3-6, 21 x 16 = 3-27, 21 x 17 = 3-48, 21 x 18 = 3-69, 21 x 19 = 3-90, 21 x 20 = 4-8, 21 x 21 = 4-29, 21 x 22 = 4-50, 21 x 23 = 4-71, 21 x 24 = 4-92, 21 x 25 = 5-10, 21 x 26 = 5-31, 21 x 27 = 5-52, 21 x 28 = 5-73, 21 x 29 = 5-94, 21 x 30 = 6-12, 21 x 31 = 6-33, 21 x 32 = 6-54, 21 x 33 = 6-75, 21 x 34 = 6-96, 21 x 35 = 7-14, 21 x 36 = 7-35, 21 x 37 = 7-56, 21 x 38 = 7-77, 21 x 39 = 7-98, 21 x 40 = 8-16, 21 x 41 = 8-37, 21 x 42 = 8-58, 21 x 43 = 8-79, 21 x 44 = 8-100, 21 x 45 = 9-18, 21 x 46 = 9-39, 21 x 47 = 9-60, 21 x 48 = 9-81, 21 x 49 = 9-102, 21 x 50 = 10-20, 21 x 51 = 10-41, 21 x 52 = 10-62, 21 x 53 = 10-83, 21 x 54 = 11-1, 21 x 55 = 11-22, 21 x 56 = 11-43, 21 x 57 = 11-64, 21 x 58 = 11-85, 21 x 59 = 12-3, 21 x 60 = 12-24, 21 x 61 = 12-45, 21 x 62 = 12-66, 21 x 63 = 12-87, 21 x 64 = 13-5, 21 x 65 = 13-26, 21 x 66 = 13-47, 21 x 67 = 13-68, 21 x 68 = 13-89, 21 x 69 = 14-7, 21 x 70 = 14-28, 21 x 71 = 14-49, 21 x 72 = 14-70, 21 x 73 = 14-91, 21 x 74 = 15-9, 21 x 75 = 15-30, 21 x 76 = 15-51, 21 x 77 = 15-72, 21 x 78 = 15-93, 21 x 79 = 16-11, 21 x 80 = 16-32, 21 x 81 = 16-53, 21 x 82 = 16-74, 21 x 83 = 16-95, 21 x 84 = 17-13, 21 x 85 = 17-34, 21 x 86 = 17-55, 21 x 87 = 17-76, 21 x 88 = 17-97, 21 x 89 = 18-15, 21 x 90 = 18-36, 21 x 91 = 18-57, 21 x 92 = 18-78, 21 x 93 = 18-99, 21 x 94 = 19-17, 21 x 95 = 19-38, 21 x 96 = 19-59, 21 x 97 = 19-80, 21 x 98 = 19-101, 21 x 99 = 20-19, 21 x 100 = 20-40, 21 x 101 = 20-61, 21 x 102 = 20-82, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-7, 22 x 6 = 1-29, 22 x 7 = 1-51, 22 x 8 = 1-73, 22 x 9 = 1-95, 22 x 10 = 2-14, 22 x 11 = 2-36, 22 x 12 = 2-58, 22 x 13 = 2-80, 22 x 14 = 2-102, 22 x 15 = 3-21, 22 x 16 = 3-43, 22 x 17 = 3-65, 22 x 18 = 3-87, 22 x 19 = 4-6, 22 x 20 = 4-28, 22 x 21 = 4-50, 22 x 22 = 4-72, 22 x 23 = 4-94, 22 x 24 = 5-13, 22 x 25 = 5-35, 22 x 26 = 5-57, 22 x 27 = 5-79, 22 x 28 = 5-101, 22 x 29 = 6-20, 22 x 30 = 6-42, 22 x 31 = 6-64, 22 x 32 = 6-86, 22 x 33 = 7-5, 22 x 34 = 7-27, 22 x 35 = 7-49, 22 x 36 = 7-71, 22 x 37 = 7-93, 22 x 38 = 8-12, 22 x 39 = 8-34, 22 x 40 = 8-56, 22 x 41 = 8-78, 22 x 42 = 8-100, 22 x 43 = 9-19, 22 x 44 = 9-41, 22 x 45 = 9-63, 22 x 46 = 9-85, 22 x 47 = 10-4, 22 x 48 = 10-26, 22 x 49 = 10-48, 22 x 50 = 10-70, 22 x 51 = 10-92, 22 x 52 = 11-11, 22 x 53 = 11-33, 22 x 54 = 11-55, 22 x 55 = 11-77, 22 x 56 = 11-99, 22 x 57 = 12-18, 22 x 58 = 12-40, 22 x 59 = 12-62, 22 x 60 = 12-84, 22 x 61 = 13-3, 22 x 62 = 13-25, 22 x 63 = 13-47, 22 x 64 = 13-69, 22 x 65 = 13-91, 22 x 66 = 14-10, 22 x 67 = 14-32, 22 x 68 = 14-54, 22 x 69 = 14-76, 22 x 70 = 14-98, 22 x 71 = 15-17, 22 x 72 = 15-39, 22 x 73 = 15-61, 22 x 74 = 15-83, 22 x 75 = 16-2, 22 x 76 = 16-24, 22 x 77 = 16-46, 22 x 78 = 16-68, 22 x 79 = 16-90, 22 x 80 = 17-9, 22 x 81 = 17-31, 22 x 82 = 17-53, 22 x 83 = 17-75, 22 x 84 = 17-97, 22 x 85 = 18-16, 22 x 86 = 18-38, 22 x 87 = 18-60, 22 x 88 = 18-82, 22 x 89 = 19-1, 22 x 90 = 19-23, 22 x 91 = 19-45, 22 x 92 = 19-67, 22 x 93 = 19-89, 22 x 94 = 20-8, 22 x 95 = 20-30, 22 x 96 = 20-52, 22 x 97 = 20-74, 22 x 98 = 20-96, 22 x 99 = 21-15, 22 x 100 = 21-37, 22 x 101 = 21-59, 22 x 102 = 21-81, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-12, 23 x 6 = 1-35, 23 x 7 = 1-58, 23 x 8 = 1-81, 23 x 9 = 2-1, 23 x 10 = 2-24, 23 x 11 = 2-47, 23 x 12 = 2-70, 23 x 13 = 2-93, 23 x 14 = 3-13, 23 x 15 = 3-36, 23 x 16 = 3-59, 23 x 17 = 3-82, 23 x 18 = 4-2, 23 x 19 = 4-25, 23 x 20 = 4-48, 23 x 21 = 4-71, 23 x 22 = 4-94, 23 x 23 = 5-14, 23 x 24 = 5-37, 23 x 25 = 5-60, 23 x 26 = 5-83, 23 x 27 = 6-3, 23 x 28 = 6-26, 23 x 29 = 6-49, 23 x 30 = 6-72, 23 x 31 = 6-95, 23 x 32 = 7-15, 23 x 33 = 7-38, 23 x 34 = 7-61, 23 x 35 = 7-84, 23 x 36 = 8-4, 23 x 37 = 8-27, 23 x 38 = 8-50, 23 x 39 = 8-73, 23 x 40 = 8-96, 23 x 41 = 9-16, 23 x 42 = 9-39, 23 x 43 = 9-62, 23 x 44 = 9-85, 23 x 45 = 10-5, 23 x 46 = 10-28, 23 x 47 = 10-51, 23 x 48 = 10-74, 23 x 49 = 10-97, 23 x 50 = 11-17, 23 x 51 = 11-40, 23 x 52 = 11-63, 23 x 53 = 11-86, 23 x 54 = 12-6, 23 x 55 = 12-29, 23 x 56 = 12-52, 23 x 57 = 12-75, 23 x 58 = 12-98, 23 x 59 = 13-18, 23 x 60 = 13-41, 23 x 61 = 13-64, 23 x 62 = 13-87, 23 x 63 = 14-7, 23 x 64 = 14-30, 23 x 65 = 14-53, 23 x 66 = 14-76, 23 x 67 = 14-99, 23 x 68 = 15-19, 23 x 69 = 15-42, 23 x 70 = 15-65, 23 x 71 = 15-88, 23 x 72 = 16-8, 23 x 73 = 16-31, 23 x 74 = 16-54, 23 x 75 = 16-77, 23 x 76 = 16-100, 23 x 77 = 17-20, 23 x 78 = 17-43, 23 x 79 = 17-66, 23 x 80 = 17-89, 23 x 81 = 18-9, 23 x 82 = 18-32, 23 x 83 = 18-55, 23 x 84 = 18-78, 23 x 85 = 18-101, 23 x 86 = 19-21, 23 x 87 = 19-44, 23 x 88 = 19-67, 23 x 89 = 19-90, 23 x 90 = 20-10, 23 x 91 = 20-33, 23 x 92 = 20-56, 23 x 93 = 20-79, 23 x 94 = 20-102, 23 x 95 = 21-22, 23 x 96 = 21-45, 23 x 97 = 21-68, 23 x 98 = 21-91, 23 x 99 = 22-11, 23 x 100 = 22-34, 23 x 101 = 22-57, 23 x 102 = 22-80, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 0-96, 24 x 5 = 1-17, 24 x 6 = 1-41, 24 x 7 = 1-65, 24 x 8 = 1-89, 24 x 9 = 2-10, 24 x 10 = 2-34, 24 x 11 = 2-58, 24 x 12 = 2-82, 24 x 13 = 3-3, 24 x 14 = 3-27, 24 x 15 = 3-51, 24 x 16 = 3-75, 24 x 17 = 3-99, 24 x 18 = 4-20, 24 x 19 = 4-44, 24 x 20 = 4-68, 24 x 21 = 4-92, 24 x 22 = 5-13, 24 x 23 = 5-37, 24 x 24 = 5-61, 24 x 25 = 5-85, 24 x 26 = 6-6, 24 x 27 = 6-30, 24 x 28 = 6-54, 24 x 29 = 6-78, 24 x 30 = 6-102, 24 x 31 = 7-23, 24 x 32 = 7-47, 24 x 33 = 7-71, 24 x 34 = 7-95, 24 x 35 = 8-16, 24 x 36 = 8-40, 24 x 37 = 8-64, 24 x 38 = 8-88, 24 x 39 = 9-9, 24 x 40 = 9-33, 24 x 41 = 9-57, 24 x 42 = 9-81, 24 x 43 = 10-2, 24 x 44 = 10-26, 24 x 45 = 10-50, 24 x 46 = 10-74, 24 x 47 = 10-98, 24 x 48 = 11-19, 24 x 49 = 11-43, 24 x 50 = 11-67, 24 x 51 = 11-91, 24 x 52 = 12-12, 24 x 53 = 12-36, 24 x 54 = 12-60, 24 x 55 = 12-84, 24 x 56 = 13-5, 24 x 57 = 13-29, 24 x 58 = 13-53, 24 x 59 = 13-77, 24 x 60 = 13-101, 24 x 61 = 14-22, 24 x 62 = 14-46, 24 x 63 = 14-70, 24 x 64 = 14-94, 24 x 65 = 15-15, 24 x 66 = 15-39, 24 x 67 = 15-63, 24 x 68 = 15-87, 24 x 69 = 16-8, 24 x 70 = 16-32, 24 x 71 = 16-56, 24 x 72 = 16-80, 24 x 73 = 17-1, 24 x 74 = 17-25, 24 x 75 = 17-49, 24 x 76 = 17-73, 24 x 77 = 17-97, 24 x 78 = 18-18, 24 x 79 = 18-42, 24 x 80 = 18-66, 24 x 81 = 18-90, 24 x 82 = 19-11, 24 x 83 = 19-35, 24 x 84 = 19-59, 24 x 85 = 19-83, 24 x 86 = 20-4, 24 x 87 = 20-28, 24 x 88 = 20-52, 24 x 89 = 20-76, 24 x 90 = 20-100, 24 x 91 = 21-21, 24 x 92 = 21-45, 24 x 93 = 21-69, 24 x 94 = 21-93, 24 x 95 = 22-14, 24 x 96 = 22-38, 24 x 97 = 22-62, 24 x 98 = 22-86, 24 x 99 = 23-7, 24 x 100 = 23-31, 24 x 101 = 23-55, 24 x 102 = 23-79, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 0-100, 25 x 5 = 1-22, 25 x 6 = 1-47, 25 x 7 = 1-72, 25 x 8 = 1-97, 25 x 9 = 2-19, 25 x 10 = 2-44, 25 x 11 = 2-69, 25 x 12 = 2-94, 25 x 13 = 3-16, 25 x 14 = 3-41, 25 x 15 = 3-66, 25 x 16 = 3-91, 25 x 17 = 4-13, 25 x 18 = 4-38, 25 x 19 = 4-63, 25 x 20 = 4-88, 25 x 21 = 5-10, 25 x 22 = 5-35, 25 x 23 = 5-60, 25 x 24 = 5-85, 25 x 25 = 6-7, 25 x 26 = 6-32, 25 x 27 = 6-57, 25 x 28 = 6-82, 25 x 29 = 7-4, 25 x 30 = 7-29, 25 x 31 = 7-54, 25 x 32 = 7-79, 25 x 33 = 8-1, 25 x 34 = 8-26, 25 x 35 = 8-51, 25 x 36 = 8-76, 25 x 37 = 8-101, 25 x 38 = 9-23, 25 x 39 = 9-48, 25 x 40 = 9-73, 25 x 41 = 9-98, 25 x 42 = 10-20, 25 x 43 = 10-45, 25 x 44 = 10-70, 25 x 45 = 10-95, 25 x 46 = 11-17, 25 x 47 = 11-42, 25 x 48 = 11-67, 25 x 49 = 11-92, 25 x 50 = 12-14, 25 x 51 = 12-39, 25 x 52 = 12-64, 25 x 53 = 12-89, 25 x 54 = 13-11, 25 x 55 = 13-36, 25 x 56 = 13-61, 25 x 57 = 13-86, 25 x 58 = 14-8, 25 x 59 = 14-33, 25 x 60 = 14-58, 25 x 61 = 14-83, 25 x 62 = 15-5, 25 x 63 = 15-30, 25 x 64 = 15-55, 25 x 65 = 15-80, 25 x 66 = 16-2, 25 x 67 = 16-27, 25 x 68 = 16-52, 25 x 69 = 16-77, 25 x 70 = 16-102, 25 x 71 = 17-24, 25 x 72 = 17-49, 25 x 73 = 17-74, 25 x 74 = 17-99, 25 x 75 = 18-21, 25 x 76 = 18-46, 25 x 77 = 18-71, 25 x 78 = 18-96, 25 x 79 = 19-18, 25 x 80 = 19-43, 25 x 81 = 19-68, 25 x 82 = 19-93, 25 x 83 = 20-15, 25 x 84 = 20-40, 25 x 85 = 20-65, 25 x 86 = 20-90, 25 x 87 = 21-12, 25 x 88 = 21-37, 25 x 89 = 21-62, 25 x 90 = 21-87, 25 x 91 = 22-9, 25 x 92 = 22-34, 25 x 93 = 22-59, 25 x 94 = 22-84, 25 x 95 = 23-6, 25 x 96 = 23-31, 25 x 97 = 23-56, 25 x 98 = 23-81, 25 x 99 = 24-3, 25 x 100 = 24-28, 25 x 101 = 24-53, 25 x 102 = 24-78, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-1, 26 x 5 = 1-27, 26 x 6 = 1-53, 26 x 7 = 1-79, 26 x 8 = 2-2, 26 x 9 = 2-28, 26 x 10 = 2-54, 26 x 11 = 2-80, 26 x 12 = 3-3, 26 x 13 = 3-29, 26 x 14 = 3-55, 26 x 15 = 3-81, 26 x 16 = 4-4, 26 x 17 = 4-30, 26 x 18 = 4-56, 26 x 19 = 4-82, 26 x 20 = 5-5, 26 x 21 = 5-31, 26 x 22 = 5-57, 26 x 23 = 5-83, 26 x 24 = 6-6, 26 x 25 = 6-32, 26 x 26 = 6-58, 26 x 27 = 6-84, 26 x 28 = 7-7, 26 x 29 = 7-33, 26 x 30 = 7-59, 26 x 31 = 7-85, 26 x 32 = 8-8, 26 x 33 = 8-34, 26 x 34 = 8-60, 26 x 35 = 8-86, 26 x 36 = 9-9, 26 x 37 = 9-35, 26 x 38 = 9-61, 26 x 39 = 9-87, 26 x 40 = 10-10, 26 x 41 = 10-36, 26 x 42 = 10-62, 26 x 43 = 10-88, 26 x 44 = 11-11, 26 x 45 = 11-37, 26 x 46 = 11-63, 26 x 47 = 11-89, 26 x 48 = 12-12, 26 x 49 = 12-38, 26 x 50 = 12-64, 26 x 51 = 12-90, 26 x 52 = 13-13, 26 x 53 = 13-39, 26 x 54 = 13-65, 26 x 55 = 13-91, 26 x 56 = 14-14, 26 x 57 = 14-40, 26 x 58 = 14-66, 26 x 59 = 14-92, 26 x 60 = 15-15, 26 x 61 = 15-41, 26 x 62 = 15-67, 26 x 63 = 15-93, 26 x 64 = 16-16, 26 x 65 = 16-42, 26 x 66 = 16-68, 26 x 67 = 16-94, 26 x 68 = 17-17, 26 x 69 = 17-43, 26 x 70 = 17-69, 26 x 71 = 17-95, 26 x 72 = 18-18, 26 x 73 = 18-44, 26 x 74 = 18-70, 26 x 75 = 18-96, 26 x 76 = 19-19, 26 x 77 = 19-45, 26 x 78 = 19-71, 26 x 79 = 19-97, 26 x 80 = 20-20, 26 x 81 = 20-46, 26 x 82 = 20-72, 26 x 83 = 20-98, 26 x 84 = 21-21, 26 x 85 = 21-47, 26 x 86 = 21-73, 26 x 87 = 21-99, 26 x 88 = 22-22, 26 x 89 = 22-48, 26 x 90 = 22-74, 26 x 91 = 22-100, 26 x 92 = 23-23, 26 x 93 = 23-49, 26 x 94 = 23-75, 26 x 95 = 23-101, 26 x 96 = 24-24, 26 x 97 = 24-50, 26 x 98 = 24-76, 26 x 99 = 24-102, 26 x 100 = 25-25, 26 x 101 = 25-51, 26 x 102 = 25-77, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-5, 27 x 5 = 1-32, 27 x 6 = 1-59, 27 x 7 = 1-86, 27 x 8 = 2-10, 27 x 9 = 2-37, 27 x 10 = 2-64, 27 x 11 = 2-91, 27 x 12 = 3-15, 27 x 13 = 3-42, 27 x 14 = 3-69, 27 x 15 = 3-96, 27 x 16 = 4-20, 27 x 17 = 4-47, 27 x 18 = 4-74, 27 x 19 = 4-101, 27 x 20 = 5-25, 27 x 21 = 5-52, 27 x 22 = 5-79, 27 x 23 = 6-3, 27 x 24 = 6-30, 27 x 25 = 6-57, 27 x 26 = 6-84, 27 x 27 = 7-8, 27 x 28 = 7-35, 27 x 29 = 7-62, 27 x 30 = 7-89, 27 x 31 = 8-13, 27 x 32 = 8-40, 27 x 33 = 8-67, 27 x 34 = 8-94, 27 x 35 = 9-18, 27 x 36 = 9-45, 27 x 37 = 9-72, 27 x 38 = 9-99, 27 x 39 = 10-23, 27 x 40 = 10-50, 27 x 41 = 10-77, 27 x 42 = 11-1, 27 x 43 = 11-28, 27 x 44 = 11-55, 27 x 45 = 11-82, 27 x 46 = 12-6, 27 x 47 = 12-33, 27 x 48 = 12-60, 27 x 49 = 12-87, 27 x 50 = 13-11, 27 x 51 = 13-38, 27 x 52 = 13-65, 27 x 53 = 13-92, 27 x 54 = 14-16, 27 x 55 = 14-43, 27 x 56 = 14-70, 27 x 57 = 14-97, 27 x 58 = 15-21, 27 x 59 = 15-48, 27 x 60 = 15-75, 27 x 61 = 15-102, 27 x 62 = 16-26, 27 x 63 = 16-53, 27 x 64 = 16-80, 27 x 65 = 17-4, 27 x 66 = 17-31, 27 x 67 = 17-58, 27 x 68 = 17-85, 27 x 69 = 18-9, 27 x 70 = 18-36, 27 x 71 = 18-63, 27 x 72 = 18-90, 27 x 73 = 19-14, 27 x 74 = 19-41, 27 x 75 = 19-68, 27 x 76 = 19-95, 27 x 77 = 20-19, 27 x 78 = 20-46, 27 x 79 = 20-73, 27 x 80 = 20-100, 27 x 81 = 21-24, 27 x 82 = 21-51, 27 x 83 = 21-78, 27 x 84 = 22-2, 27 x 85 = 22-29, 27 x 86 = 22-56, 27 x 87 = 22-83, 27 x 88 = 23-7, 27 x 89 = 23-34, 27 x 90 = 23-61, 27 x 91 = 23-88, 27 x 92 = 24-12, 27 x 93 = 24-39, 27 x 94 = 24-66, 27 x 95 = 24-93, 27 x 96 = 25-17, 27 x 97 = 25-44, 27 x 98 = 25-71, 27 x 99 = 25-98, 27 x 100 = 26-22, 27 x 101 = 26-49, 27 x 102 = 26-76, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-9, 28 x 5 = 1-37, 28 x 6 = 1-65, 28 x 7 = 1-93, 28 x 8 = 2-18, 28 x 9 = 2-46, 28 x 10 = 2-74, 28 x 11 = 2-102, 28 x 12 = 3-27, 28 x 13 = 3-55, 28 x 14 = 3-83, 28 x 15 = 4-8, 28 x 16 = 4-36, 28 x 17 = 4-64, 28 x 18 = 4-92, 28 x 19 = 5-17, 28 x 20 = 5-45, 28 x 21 = 5-73, 28 x 22 = 5-101, 28 x 23 = 6-26, 28 x 24 = 6-54, 28 x 25 = 6-82, 28 x 26 = 7-7, 28 x 27 = 7-35, 28 x 28 = 7-63, 28 x 29 = 7-91, 28 x 30 = 8-16, 28 x 31 = 8-44, 28 x 32 = 8-72, 28 x 33 = 8-100, 28 x 34 = 9-25, 28 x 35 = 9-53, 28 x 36 = 9-81, 28 x 37 = 10-6, 28 x 38 = 10-34, 28 x 39 = 10-62, 28 x 40 = 10-90, 28 x 41 = 11-15, 28 x 42 = 11-43, 28 x 43 = 11-71, 28 x 44 = 11-99, 28 x 45 = 12-24, 28 x 46 = 12-52, 28 x 47 = 12-80, 28 x 48 = 13-5, 28 x 49 = 13-33, 28 x 50 = 13-61, 28 x 51 = 13-89, 28 x 52 = 14-14, 28 x 53 = 14-42, 28 x 54 = 14-70, 28 x 55 = 14-98, 28 x 56 = 15-23, 28 x 57 = 15-51, 28 x 58 = 15-79, 28 x 59 = 16-4, 28 x 60 = 16-32, 28 x 61 = 16-60, 28 x 62 = 16-88, 28 x 63 = 17-13, 28 x 64 = 17-41, 28 x 65 = 17-69, 28 x 66 = 17-97, 28 x 67 = 18-22, 28 x 68 = 18-50, 28 x 69 = 18-78, 28 x 70 = 19-3, 28 x 71 = 19-31, 28 x 72 = 19-59, 28 x 73 = 19-87, 28 x 74 = 20-12, 28 x 75 = 20-40, 28 x 76 = 20-68, 28 x 77 = 20-96, 28 x 78 = 21-21, 28 x 79 = 21-49, 28 x 80 = 21-77, 28 x 81 = 22-2, 28 x 82 = 22-30, 28 x 83 = 22-58, 28 x 84 = 22-86, 28 x 85 = 23-11, 28 x 86 = 23-39, 28 x 87 = 23-67, 28 x 88 = 23-95, 28 x 89 = 24-20, 28 x 90 = 24-48, 28 x 91 = 24-76, 28 x 92 = 25-1, 28 x 93 = 25-29, 28 x 94 = 25-57, 28 x 95 = 25-85, 28 x 96 = 26-10, 28 x 97 = 26-38, 28 x 98 = 26-66, 28 x 99 = 26-94, 28 x 100 = 27-19, 28 x 101 = 27-47, 28 x 102 = 27-75, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-13, 29 x 5 = 1-42, 29 x 6 = 1-71, 29 x 7 = 1-100, 29 x 8 = 2-26, 29 x 9 = 2-55, 29 x 10 = 2-84, 29 x 11 = 3-10, 29 x 12 = 3-39, 29 x 13 = 3-68, 29 x 14 = 3-97, 29 x 15 = 4-23, 29 x 16 = 4-52, 29 x 17 = 4-81, 29 x 18 = 5-7, 29 x 19 = 5-36, 29 x 20 = 5-65, 29 x 21 = 5-94, 29 x 22 = 6-20, 29 x 23 = 6-49, 29 x 24 = 6-78, 29 x 25 = 7-4, 29 x 26 = 7-33, 29 x 27 = 7-62, 29 x 28 = 7-91, 29 x 29 = 8-17, 29 x 30 = 8-46, 29 x 31 = 8-75, 29 x 32 = 9-1, 29 x 33 = 9-30, 29 x 34 = 9-59, 29 x 35 = 9-88, 29 x 36 = 10-14, 29 x 37 = 10-43, 29 x 38 = 10-72, 29 x 39 = 10-101, 29 x 40 = 11-27, 29 x 41 = 11-56, 29 x 42 = 11-85, 29 x 43 = 12-11, 29 x 44 = 12-40, 29 x 45 = 12-69, 29 x 46 = 12-98, 29 x 47 = 13-24, 29 x 48 = 13-53, 29 x 49 = 13-82, 29 x 50 = 14-8, 29 x 51 = 14-37, 29 x 52 = 14-66, 29 x 53 = 14-95, 29 x 54 = 15-21, 29 x 55 = 15-50, 29 x 56 = 15-79, 29 x 57 = 16-5, 29 x 58 = 16-34, 29 x 59 = 16-63, 29 x 60 = 16-92, 29 x 61 = 17-18, 29 x 62 = 17-47, 29 x 63 = 17-76, 29 x 64 = 18-2, 29 x 65 = 18-31, 29 x 66 = 18-60, 29 x 67 = 18-89, 29 x 68 = 19-15, 29 x 69 = 19-44, 29 x 70 = 19-73, 29 x 71 = 19-102, 29 x 72 = 20-28, 29 x 73 = 20-57, 29 x 74 = 20-86, 29 x 75 = 21-12, 29 x 76 = 21-41, 29 x 77 = 21-70, 29 x 78 = 21-99, 29 x 79 = 22-25, 29 x 80 = 22-54, 29 x 81 = 22-83, 29 x 82 = 23-9, 29 x 83 = 23-38, 29 x 84 = 23-67, 29 x 85 = 23-96, 29 x 86 = 24-22, 29 x 87 = 24-51, 29 x 88 = 24-80, 29 x 89 = 25-6, 29 x 90 = 25-35, 29 x 91 = 25-64, 29 x 92 = 25-93, 29 x 93 = 26-19, 29 x 94 = 26-48, 29 x 95 = 26-77, 29 x 96 = 27-3, 29 x 97 = 27-32, 29 x 98 = 27-61, 29 x 99 = 27-90, 29 x 100 = 28-16, 29 x 101 = 28-45, 29 x 102 = 28-74, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-17, 30 x 5 = 1-47, 30 x 6 = 1-77, 30 x 7 = 2-4, 30 x 8 = 2-34, 30 x 9 = 2-64, 30 x 10 = 2-94, 30 x 11 = 3-21, 30 x 12 = 3-51, 30 x 13 = 3-81, 30 x 14 = 4-8, 30 x 15 = 4-38, 30 x 16 = 4-68, 30 x 17 = 4-98, 30 x 18 = 5-25, 30 x 19 = 5-55, 30 x 20 = 5-85, 30 x 21 = 6-12, 30 x 22 = 6-42, 30 x 23 = 6-72, 30 x 24 = 6-102, 30 x 25 = 7-29, 30 x 26 = 7-59, 30 x 27 = 7-89, 30 x 28 = 8-16, 30 x 29 = 8-46, 30 x 30 = 8-76, 30 x 31 = 9-3, 30 x 32 = 9-33, 30 x 33 = 9-63, 30 x 34 = 9-93, 30 x 35 = 10-20, 30 x 36 = 10-50, 30 x 37 = 10-80, 30 x 38 = 11-7, 30 x 39 = 11-37, 30 x 40 = 11-67, 30 x 41 = 11-97, 30 x 42 = 12-24, 30 x 43 = 12-54, 30 x 44 = 12-84, 30 x 45 = 13-11, 30 x 46 = 13-41, 30 x 47 = 13-71, 30 x 48 = 13-101, 30 x 49 = 14-28, 30 x 50 = 14-58, 30 x 51 = 14-88, 30 x 52 = 15-15, 30 x 53 = 15-45, 30 x 54 = 15-75, 30 x 55 = 16-2, 30 x 56 = 16-32, 30 x 57 = 16-62, 30 x 58 = 16-92, 30 x 59 = 17-19, 30 x 60 = 17-49, 30 x 61 = 17-79, 30 x 62 = 18-6, 30 x 63 = 18-36, 30 x 64 = 18-66, 30 x 65 = 18-96, 30 x 66 = 19-23, 30 x 67 = 19-53, 30 x 68 = 19-83, 30 x 69 = 20-10, 30 x 70 = 20-40, 30 x 71 = 20-70, 30 x 72 = 20-100, 30 x 73 = 21-27, 30 x 74 = 21-57, 30 x 75 = 21-87, 30 x 76 = 22-14, 30 x 77 = 22-44, 30 x 78 = 22-74, 30 x 79 = 23-1, 30 x 80 = 23-31, 30 x 81 = 23-61, 30 x 82 = 23-91, 30 x 83 = 24-18, 30 x 84 = 24-48, 30 x 85 = 24-78, 30 x 86 = 25-5, 30 x 87 = 25-35, 30 x 88 = 25-65, 30 x 89 = 25-95, 30 x 90 = 26-22, 30 x 91 = 26-52, 30 x 92 = 26-82, 30 x 93 = 27-9, 30 x 94 = 27-39, 30 x 95 = 27-69, 30 x 96 = 27-99, 30 x 97 = 28-26, 30 x 98 = 28-56, 30 x 99 = 28-86, 30 x 100 = 29-13, 30 x 101 = 29-43, 30 x 102 = 29-73, 
