22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-13, 22 x 6 = 1-35, 22 x 7 = 1-57, 22 x 8 = 1-79, 22 x 9 = 2-4, 22 x 10 = 2-26, 22 x 11 = 2-48, 22 x 12 = 2-70, 22 x 13 = 2-92, 22 x 14 = 3-17, 22 x 15 = 3-39, 22 x 16 = 3-61, 22 x 17 = 3-83, 22 x 18 = 4-8, 22 x 19 = 4-30, 22 x 20 = 4-52, 22 x 21 = 4-74, 22 x 22 = 4-96, 22 x 23 = 5-21, 22 x 24 = 5-43, 22 x 25 = 5-65, 22 x 26 = 5-87, 22 x 27 = 6-12, 22 x 28 = 6-34, 22 x 29 = 6-56, 22 x 30 = 6-78, 22 x 31 = 7-3, 22 x 32 = 7-25, 22 x 33 = 7-47, 22 x 34 = 7-69, 22 x 35 = 7-91, 22 x 36 = 8-16, 22 x 37 = 8-38, 22 x 38 = 8-60, 22 x 39 = 8-82, 22 x 40 = 9-7, 22 x 41 = 9-29, 22 x 42 = 9-51, 22 x 43 = 9-73, 22 x 44 = 9-95, 22 x 45 = 10-20, 22 x 46 = 10-42, 22 x 47 = 10-64, 22 x 48 = 10-86, 22 x 49 = 11-11, 22 x 50 = 11-33, 22 x 51 = 11-55, 22 x 52 = 11-77, 22 x 53 = 12-2, 22 x 54 = 12-24, 22 x 55 = 12-46, 22 x 56 = 12-68, 22 x 57 = 12-90, 22 x 58 = 13-15, 22 x 59 = 13-37, 22 x 60 = 13-59, 22 x 61 = 13-81, 22 x 62 = 14-6, 22 x 63 = 14-28, 22 x 64 = 14-50, 22 x 65 = 14-72, 22 x 66 = 14-94, 22 x 67 = 15-19, 22 x 68 = 15-41, 22 x 69 = 15-63, 22 x 70 = 15-85, 22 x 71 = 16-10, 22 x 72 = 16-32, 22 x 73 = 16-54, 22 x 74 = 16-76, 22 x 75 = 17-1, 22 x 76 = 17-23, 22 x 77 = 17-45, 22 x 78 = 17-67, 22 x 79 = 17-89, 22 x 80 = 18-14, 22 x 81 = 18-36, 22 x 82 = 18-58, 22 x 83 = 18-80, 22 x 84 = 19-5, 22 x 85 = 19-27, 22 x 86 = 19-49, 22 x 87 = 19-71, 22 x 88 = 19-93, 22 x 89 = 20-18, 22 x 90 = 20-40, 22 x 91 = 20-62, 22 x 92 = 20-84, 22 x 93 = 21-9, 22 x 94 = 21-31, 22 x 95 = 21-53, 22 x 96 = 21-75, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-18, 23 x 6 = 1-41, 23 x 7 = 1-64, 23 x 8 = 1-87, 23 x 9 = 2-13, 23 x 10 = 2-36, 23 x 11 = 2-59, 23 x 12 = 2-82, 23 x 13 = 3-8, 23 x 14 = 3-31, 23 x 15 = 3-54, 23 x 16 = 3-77, 23 x 17 = 4-3, 23 x 18 = 4-26, 23 x 19 = 4-49, 23 x 20 = 4-72, 23 x 21 = 4-95, 23 x 22 = 5-21, 23 x 23 = 5-44, 23 x 24 = 5-67, 23 x 25 = 5-90, 23 x 26 = 6-16, 23 x 27 = 6-39, 23 x 28 = 6-62, 23 x 29 = 6-85, 23 x 30 = 7-11, 23 x 31 = 7-34, 23 x 32 = 7-57, 23 x 33 = 7-80, 23 x 34 = 8-6, 23 x 35 = 8-29, 23 x 36 = 8-52, 23 x 37 = 8-75, 23 x 38 = 9-1, 23 x 39 = 9-24, 23 x 40 = 9-47, 23 x 41 = 9-70, 23 x 42 = 9-93, 23 x 43 = 10-19, 23 x 44 = 10-42, 23 x 45 = 10-65, 23 x 46 = 10-88, 23 x 47 = 11-14, 23 x 48 = 11-37, 23 x 49 = 11-60, 23 x 50 = 11-83, 23 x 51 = 12-9, 23 x 52 = 12-32, 23 x 53 = 12-55, 23 x 54 = 12-78, 23 x 55 = 13-4, 23 x 56 = 13-27, 23 x 57 = 13-50, 23 x 58 = 13-73, 23 x 59 = 13-96, 23 x 60 = 14-22, 23 x 61 = 14-45, 23 x 62 = 14-68, 23 x 63 = 14-91, 23 x 64 = 15-17, 23 x 65 = 15-40, 23 x 66 = 15-63, 23 x 67 = 15-86, 23 x 68 = 16-12, 23 x 69 = 16-35, 23 x 70 = 16-58, 23 x 71 = 16-81, 23 x 72 = 17-7, 23 x 73 = 17-30, 23 x 74 = 17-53, 23 x 75 = 17-76, 23 x 76 = 18-2, 23 x 77 = 18-25, 23 x 78 = 18-48, 23 x 79 = 18-71, 23 x 80 = 18-94, 23 x 81 = 19-20, 23 x 82 = 19-43, 23 x 83 = 19-66, 23 x 84 = 19-89, 23 x 85 = 20-15, 23 x 86 = 20-38, 23 x 87 = 20-61, 23 x 88 = 20-84, 23 x 89 = 21-10, 23 x 90 = 21-33, 23 x 91 = 21-56, 23 x 92 = 21-79, 23 x 93 = 22-5, 23 x 94 = 22-28, 23 x 95 = 22-51, 23 x 96 = 22-74, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 0-96, 24 x 5 = 1-23, 24 x 6 = 1-47, 24 x 7 = 1-71, 24 x 8 = 1-95, 24 x 9 = 2-22, 24 x 10 = 2-46, 24 x 11 = 2-70, 24 x 12 = 2-94, 24 x 13 = 3-21, 24 x 14 = 3-45, 24 x 15 = 3-69, 24 x 16 = 3-93, 24 x 17 = 4-20, 24 x 18 = 4-44, 24 x 19 = 4-68, 24 x 20 = 4-92, 24 x 21 = 5-19, 24 x 22 = 5-43, 24 x 23 = 5-67, 24 x 24 = 5-91, 24 x 25 = 6-18, 24 x 26 = 6-42, 24 x 27 = 6-66, 24 x 28 = 6-90, 24 x 29 = 7-17, 24 x 30 = 7-41, 24 x 31 = 7-65, 24 x 32 = 7-89, 24 x 33 = 8-16, 24 x 34 = 8-40, 24 x 35 = 8-64, 24 x 36 = 8-88, 24 x 37 = 9-15, 24 x 38 = 9-39, 24 x 39 = 9-63, 24 x 40 = 9-87, 24 x 41 = 10-14, 24 x 42 = 10-38, 24 x 43 = 10-62, 24 x 44 = 10-86, 24 x 45 = 11-13, 24 x 46 = 11-37, 24 x 47 = 11-61, 24 x 48 = 11-85, 24 x 49 = 12-12, 24 x 50 = 12-36, 24 x 51 = 12-60, 24 x 52 = 12-84, 24 x 53 = 13-11, 24 x 54 = 13-35, 24 x 55 = 13-59, 24 x 56 = 13-83, 24 x 57 = 14-10, 24 x 58 = 14-34, 24 x 59 = 14-58, 24 x 60 = 14-82, 24 x 61 = 15-9, 24 x 62 = 15-33, 24 x 63 = 15-57, 24 x 64 = 15-81, 24 x 65 = 16-8, 24 x 66 = 16-32, 24 x 67 = 16-56, 24 x 68 = 16-80, 24 x 69 = 17-7, 24 x 70 = 17-31, 24 x 71 = 17-55, 24 x 72 = 17-79, 24 x 73 = 18-6, 24 x 74 = 18-30, 24 x 75 = 18-54, 24 x 76 = 18-78, 24 x 77 = 19-5, 24 x 78 = 19-29, 24 x 79 = 19-53, 24 x 80 = 19-77, 24 x 81 = 20-4, 24 x 82 = 20-28, 24 x 83 = 20-52, 24 x 84 = 20-76, 24 x 85 = 21-3, 24 x 86 = 21-27, 24 x 87 = 21-51, 24 x 88 = 21-75, 24 x 89 = 22-2, 24 x 90 = 22-26, 24 x 91 = 22-50, 24 x 92 = 22-74, 24 x 93 = 23-1, 24 x 94 = 23-25, 24 x 95 = 23-49, 24 x 96 = 23-73, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-3, 25 x 5 = 1-28, 25 x 6 = 1-53, 25 x 7 = 1-78, 25 x 8 = 2-6, 25 x 9 = 2-31, 25 x 10 = 2-56, 25 x 11 = 2-81, 25 x 12 = 3-9, 25 x 13 = 3-34, 25 x 14 = 3-59, 25 x 15 = 3-84, 25 x 16 = 4-12, 25 x 17 = 4-37, 25 x 18 = 4-62, 25 x 19 = 4-87, 25 x 20 = 5-15, 25 x 21 = 5-40, 25 x 22 = 5-65, 25 x 23 = 5-90, 25 x 24 = 6-18, 25 x 25 = 6-43, 25 x 26 = 6-68, 25 x 27 = 6-93, 25 x 28 = 7-21, 25 x 29 = 7-46, 25 x 30 = 7-71, 25 x 31 = 7-96, 25 x 32 = 8-24, 25 x 33 = 8-49, 25 x 34 = 8-74, 25 x 35 = 9-2, 25 x 36 = 9-27, 25 x 37 = 9-52, 25 x 38 = 9-77, 25 x 39 = 10-5, 25 x 40 = 10-30, 25 x 41 = 10-55, 25 x 42 = 10-80, 25 x 43 = 11-8, 25 x 44 = 11-33, 25 x 45 = 11-58, 25 x 46 = 11-83, 25 x 47 = 12-11, 25 x 48 = 12-36, 25 x 49 = 12-61, 25 x 50 = 12-86, 25 x 51 = 13-14, 25 x 52 = 13-39, 25 x 53 = 13-64, 25 x 54 = 13-89, 25 x 55 = 14-17, 25 x 56 = 14-42, 25 x 57 = 14-67, 25 x 58 = 14-92, 25 x 59 = 15-20, 25 x 60 = 15-45, 25 x 61 = 15-70, 25 x 62 = 15-95, 25 x 63 = 16-23, 25 x 64 = 16-48, 25 x 65 = 16-73, 25 x 66 = 17-1, 25 x 67 = 17-26, 25 x 68 = 17-51, 25 x 69 = 17-76, 25 x 70 = 18-4, 25 x 71 = 18-29, 25 x 72 = 18-54, 25 x 73 = 18-79, 25 x 74 = 19-7, 25 x 75 = 19-32, 25 x 76 = 19-57, 25 x 77 = 19-82, 25 x 78 = 20-10, 25 x 79 = 20-35, 25 x 80 = 20-60, 25 x 81 = 20-85, 25 x 82 = 21-13, 25 x 83 = 21-38, 25 x 84 = 21-63, 25 x 85 = 21-88, 25 x 86 = 22-16, 25 x 87 = 22-41, 25 x 88 = 22-66, 25 x 89 = 22-91, 25 x 90 = 23-19, 25 x 91 = 23-44, 25 x 92 = 23-69, 25 x 93 = 23-94, 25 x 94 = 24-22, 25 x 95 = 24-47, 25 x 96 = 24-72, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-7, 26 x 5 = 1-33, 26 x 6 = 1-59, 26 x 7 = 1-85, 26 x 8 = 2-14, 26 x 9 = 2-40, 26 x 10 = 2-66, 26 x 11 = 2-92, 26 x 12 = 3-21, 26 x 13 = 3-47, 26 x 14 = 3-73, 26 x 15 = 4-2, 26 x 16 = 4-28, 26 x 17 = 4-54, 26 x 18 = 4-80, 26 x 19 = 5-9, 26 x 20 = 5-35, 26 x 21 = 5-61, 26 x 22 = 5-87, 26 x 23 = 6-16, 26 x 24 = 6-42, 26 x 25 = 6-68, 26 x 26 = 6-94, 26 x 27 = 7-23, 26 x 28 = 7-49, 26 x 29 = 7-75, 26 x 30 = 8-4, 26 x 31 = 8-30, 26 x 32 = 8-56, 26 x 33 = 8-82, 26 x 34 = 9-11, 26 x 35 = 9-37, 26 x 36 = 9-63, 26 x 37 = 9-89, 26 x 38 = 10-18, 26 x 39 = 10-44, 26 x 40 = 10-70, 26 x 41 = 10-96, 26 x 42 = 11-25, 26 x 43 = 11-51, 26 x 44 = 11-77, 26 x 45 = 12-6, 26 x 46 = 12-32, 26 x 47 = 12-58, 26 x 48 = 12-84, 26 x 49 = 13-13, 26 x 50 = 13-39, 26 x 51 = 13-65, 26 x 52 = 13-91, 26 x 53 = 14-20, 26 x 54 = 14-46, 26 x 55 = 14-72, 26 x 56 = 15-1, 26 x 57 = 15-27, 26 x 58 = 15-53, 26 x 59 = 15-79, 26 x 60 = 16-8, 26 x 61 = 16-34, 26 x 62 = 16-60, 26 x 63 = 16-86, 26 x 64 = 17-15, 26 x 65 = 17-41, 26 x 66 = 17-67, 26 x 67 = 17-93, 26 x 68 = 18-22, 26 x 69 = 18-48, 26 x 70 = 18-74, 26 x 71 = 19-3, 26 x 72 = 19-29, 26 x 73 = 19-55, 26 x 74 = 19-81, 26 x 75 = 20-10, 26 x 76 = 20-36, 26 x 77 = 20-62, 26 x 78 = 20-88, 26 x 79 = 21-17, 26 x 80 = 21-43, 26 x 81 = 21-69, 26 x 82 = 21-95, 26 x 83 = 22-24, 26 x 84 = 22-50, 26 x 85 = 22-76, 26 x 86 = 23-5, 26 x 87 = 23-31, 26 x 88 = 23-57, 26 x 89 = 23-83, 26 x 90 = 24-12, 26 x 91 = 24-38, 26 x 92 = 24-64, 26 x 93 = 24-90, 26 x 94 = 25-19, 26 x 95 = 25-45, 26 x 96 = 25-71, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-11, 27 x 5 = 1-38, 27 x 6 = 1-65, 27 x 7 = 1-92, 27 x 8 = 2-22, 27 x 9 = 2-49, 27 x 10 = 2-76, 27 x 11 = 3-6, 27 x 12 = 3-33, 27 x 13 = 3-60, 27 x 14 = 3-87, 27 x 15 = 4-17, 27 x 16 = 4-44, 27 x 17 = 4-71, 27 x 18 = 5-1, 27 x 19 = 5-28, 27 x 20 = 5-55, 27 x 21 = 5-82, 27 x 22 = 6-12, 27 x 23 = 6-39, 27 x 24 = 6-66, 27 x 25 = 6-93, 27 x 26 = 7-23, 27 x 27 = 7-50, 27 x 28 = 7-77, 27 x 29 = 8-7, 27 x 30 = 8-34, 27 x 31 = 8-61, 27 x 32 = 8-88, 27 x 33 = 9-18, 27 x 34 = 9-45, 27 x 35 = 9-72, 27 x 36 = 10-2, 27 x 37 = 10-29, 27 x 38 = 10-56, 27 x 39 = 10-83, 27 x 40 = 11-13, 27 x 41 = 11-40, 27 x 42 = 11-67, 27 x 43 = 11-94, 27 x 44 = 12-24, 27 x 45 = 12-51, 27 x 46 = 12-78, 27 x 47 = 13-8, 27 x 48 = 13-35, 27 x 49 = 13-62, 27 x 50 = 13-89, 27 x 51 = 14-19, 27 x 52 = 14-46, 27 x 53 = 14-73, 27 x 54 = 15-3, 27 x 55 = 15-30, 27 x 56 = 15-57, 27 x 57 = 15-84, 27 x 58 = 16-14, 27 x 59 = 16-41, 27 x 60 = 16-68, 27 x 61 = 16-95, 27 x 62 = 17-25, 27 x 63 = 17-52, 27 x 64 = 17-79, 27 x 65 = 18-9, 27 x 66 = 18-36, 27 x 67 = 18-63, 27 x 68 = 18-90, 27 x 69 = 19-20, 27 x 70 = 19-47, 27 x 71 = 19-74, 27 x 72 = 20-4, 27 x 73 = 20-31, 27 x 74 = 20-58, 27 x 75 = 20-85, 27 x 76 = 21-15, 27 x 77 = 21-42, 27 x 78 = 21-69, 27 x 79 = 21-96, 27 x 80 = 22-26, 27 x 81 = 22-53, 27 x 82 = 22-80, 27 x 83 = 23-10, 27 x 84 = 23-37, 27 x 85 = 23-64, 27 x 86 = 23-91, 27 x 87 = 24-21, 27 x 88 = 24-48, 27 x 89 = 24-75, 27 x 90 = 25-5, 27 x 91 = 25-32, 27 x 92 = 25-59, 27 x 93 = 25-86, 27 x 94 = 26-16, 27 x 95 = 26-43, 27 x 96 = 26-70, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-15, 28 x 5 = 1-43, 28 x 6 = 1-71, 28 x 7 = 2-2, 28 x 8 = 2-30, 28 x 9 = 2-58, 28 x 10 = 2-86, 28 x 11 = 3-17, 28 x 12 = 3-45, 28 x 13 = 3-73, 28 x 14 = 4-4, 28 x 15 = 4-32, 28 x 16 = 4-60, 28 x 17 = 4-88, 28 x 18 = 5-19, 28 x 19 = 5-47, 28 x 20 = 5-75, 28 x 21 = 6-6, 28 x 22 = 6-34, 28 x 23 = 6-62, 28 x 24 = 6-90, 28 x 25 = 7-21, 28 x 26 = 7-49, 28 x 27 = 7-77, 28 x 28 = 8-8, 28 x 29 = 8-36, 28 x 30 = 8-64, 28 x 31 = 8-92, 28 x 32 = 9-23, 28 x 33 = 9-51, 28 x 34 = 9-79, 28 x 35 = 10-10, 28 x 36 = 10-38, 28 x 37 = 10-66, 28 x 38 = 10-94, 28 x 39 = 11-25, 28 x 40 = 11-53, 28 x 41 = 11-81, 28 x 42 = 12-12, 28 x 43 = 12-40, 28 x 44 = 12-68, 28 x 45 = 12-96, 28 x 46 = 13-27, 28 x 47 = 13-55, 28 x 48 = 13-83, 28 x 49 = 14-14, 28 x 50 = 14-42, 28 x 51 = 14-70, 28 x 52 = 15-1, 28 x 53 = 15-29, 28 x 54 = 15-57, 28 x 55 = 15-85, 28 x 56 = 16-16, 28 x 57 = 16-44, 28 x 58 = 16-72, 28 x 59 = 17-3, 28 x 60 = 17-31, 28 x 61 = 17-59, 28 x 62 = 17-87, 28 x 63 = 18-18, 28 x 64 = 18-46, 28 x 65 = 18-74, 28 x 66 = 19-5, 28 x 67 = 19-33, 28 x 68 = 19-61, 28 x 69 = 19-89, 28 x 70 = 20-20, 28 x 71 = 20-48, 28 x 72 = 20-76, 28 x 73 = 21-7, 28 x 74 = 21-35, 28 x 75 = 21-63, 28 x 76 = 21-91, 28 x 77 = 22-22, 28 x 78 = 22-50, 28 x 79 = 22-78, 28 x 80 = 23-9, 28 x 81 = 23-37, 28 x 82 = 23-65, 28 x 83 = 23-93, 28 x 84 = 24-24, 28 x 85 = 24-52, 28 x 86 = 24-80, 28 x 87 = 25-11, 28 x 88 = 25-39, 28 x 89 = 25-67, 28 x 90 = 25-95, 28 x 91 = 26-26, 28 x 92 = 26-54, 28 x 93 = 26-82, 28 x 94 = 27-13, 28 x 95 = 27-41, 28 x 96 = 27-69, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-19, 29 x 5 = 1-48, 29 x 6 = 1-77, 29 x 7 = 2-9, 29 x 8 = 2-38, 29 x 9 = 2-67, 29 x 10 = 2-96, 29 x 11 = 3-28, 29 x 12 = 3-57, 29 x 13 = 3-86, 29 x 14 = 4-18, 29 x 15 = 4-47, 29 x 16 = 4-76, 29 x 17 = 5-8, 29 x 18 = 5-37, 29 x 19 = 5-66, 29 x 20 = 5-95, 29 x 21 = 6-27, 29 x 22 = 6-56, 29 x 23 = 6-85, 29 x 24 = 7-17, 29 x 25 = 7-46, 29 x 26 = 7-75, 29 x 27 = 8-7, 29 x 28 = 8-36, 29 x 29 = 8-65, 29 x 30 = 8-94, 29 x 31 = 9-26, 29 x 32 = 9-55, 29 x 33 = 9-84, 29 x 34 = 10-16, 29 x 35 = 10-45, 29 x 36 = 10-74, 29 x 37 = 11-6, 29 x 38 = 11-35, 29 x 39 = 11-64, 29 x 40 = 11-93, 29 x 41 = 12-25, 29 x 42 = 12-54, 29 x 43 = 12-83, 29 x 44 = 13-15, 29 x 45 = 13-44, 29 x 46 = 13-73, 29 x 47 = 14-5, 29 x 48 = 14-34, 29 x 49 = 14-63, 29 x 50 = 14-92, 29 x 51 = 15-24, 29 x 52 = 15-53, 29 x 53 = 15-82, 29 x 54 = 16-14, 29 x 55 = 16-43, 29 x 56 = 16-72, 29 x 57 = 17-4, 29 x 58 = 17-33, 29 x 59 = 17-62, 29 x 60 = 17-91, 29 x 61 = 18-23, 29 x 62 = 18-52, 29 x 63 = 18-81, 29 x 64 = 19-13, 29 x 65 = 19-42, 29 x 66 = 19-71, 29 x 67 = 20-3, 29 x 68 = 20-32, 29 x 69 = 20-61, 29 x 70 = 20-90, 29 x 71 = 21-22, 29 x 72 = 21-51, 29 x 73 = 21-80, 29 x 74 = 22-12, 29 x 75 = 22-41, 29 x 76 = 22-70, 29 x 77 = 23-2, 29 x 78 = 23-31, 29 x 79 = 23-60, 29 x 80 = 23-89, 29 x 81 = 24-21, 29 x 82 = 24-50, 29 x 83 = 24-79, 29 x 84 = 25-11, 29 x 85 = 25-40, 29 x 86 = 25-69, 29 x 87 = 26-1, 29 x 88 = 26-30, 29 x 89 = 26-59, 29 x 90 = 26-88, 29 x 91 = 27-20, 29 x 92 = 27-49, 29 x 93 = 27-78, 29 x 94 = 28-10, 29 x 95 = 28-39, 29 x 96 = 28-68, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-23, 30 x 5 = 1-53, 30 x 6 = 1-83, 30 x 7 = 2-16, 30 x 8 = 2-46, 30 x 9 = 2-76, 30 x 10 = 3-9, 30 x 11 = 3-39, 30 x 12 = 3-69, 30 x 13 = 4-2, 30 x 14 = 4-32, 30 x 15 = 4-62, 30 x 16 = 4-92, 30 x 17 = 5-25, 30 x 18 = 5-55, 30 x 19 = 5-85, 30 x 20 = 6-18, 30 x 21 = 6-48, 30 x 22 = 6-78, 30 x 23 = 7-11, 30 x 24 = 7-41, 30 x 25 = 7-71, 30 x 26 = 8-4, 30 x 27 = 8-34, 30 x 28 = 8-64, 30 x 29 = 8-94, 30 x 30 = 9-27, 30 x 31 = 9-57, 30 x 32 = 9-87, 30 x 33 = 10-20, 30 x 34 = 10-50, 30 x 35 = 10-80, 30 x 36 = 11-13, 30 x 37 = 11-43, 30 x 38 = 11-73, 30 x 39 = 12-6, 30 x 40 = 12-36, 30 x 41 = 12-66, 30 x 42 = 12-96, 30 x 43 = 13-29, 30 x 44 = 13-59, 30 x 45 = 13-89, 30 x 46 = 14-22, 30 x 47 = 14-52, 30 x 48 = 14-82, 30 x 49 = 15-15, 30 x 50 = 15-45, 30 x 51 = 15-75, 30 x 52 = 16-8, 30 x 53 = 16-38, 30 x 54 = 16-68, 30 x 55 = 17-1, 30 x 56 = 17-31, 30 x 57 = 17-61, 30 x 58 = 17-91, 30 x 59 = 18-24, 30 x 60 = 18-54, 30 x 61 = 18-84, 30 x 62 = 19-17, 30 x 63 = 19-47, 30 x 64 = 19-77, 30 x 65 = 20-10, 30 x 66 = 20-40, 30 x 67 = 20-70, 30 x 68 = 21-3, 30 x 69 = 21-33, 30 x 70 = 21-63, 30 x 71 = 21-93, 30 x 72 = 22-26, 30 x 73 = 22-56, 30 x 74 = 22-86, 30 x 75 = 23-19, 30 x 76 = 23-49, 30 x 77 = 23-79, 30 x 78 = 24-12, 30 x 79 = 24-42, 30 x 80 = 24-72, 30 x 81 = 25-5, 30 x 82 = 25-35, 30 x 83 = 25-65, 30 x 84 = 25-95, 30 x 85 = 26-28, 30 x 86 = 26-58, 30 x 87 = 26-88, 30 x 88 = 27-21, 30 x 89 = 27-51, 30 x 90 = 27-81, 30 x 91 = 28-14, 30 x 92 = 28-44, 30 x 93 = 28-74, 30 x 94 = 29-7, 30 x 95 = 29-37, 30 x 96 = 29-67, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-27, 31 x 5 = 1-58, 31 x 6 = 1-89, 31 x 7 = 2-23, 31 x 8 = 2-54, 31 x 9 = 2-85, 31 x 10 = 3-19, 31 x 11 = 3-50, 31 x 12 = 3-81, 31 x 13 = 4-15, 31 x 14 = 4-46, 31 x 15 = 4-77, 31 x 16 = 5-11, 31 x 17 = 5-42, 31 x 18 = 5-73, 31 x 19 = 6-7, 31 x 20 = 6-38, 31 x 21 = 6-69, 31 x 22 = 7-3, 31 x 23 = 7-34, 31 x 24 = 7-65, 31 x 25 = 7-96, 31 x 26 = 8-30, 31 x 27 = 8-61, 31 x 28 = 8-92, 31 x 29 = 9-26, 31 x 30 = 9-57, 31 x 31 = 9-88, 31 x 32 = 10-22, 31 x 33 = 10-53, 31 x 34 = 10-84, 31 x 35 = 11-18, 31 x 36 = 11-49, 31 x 37 = 11-80, 31 x 38 = 12-14, 31 x 39 = 12-45, 31 x 40 = 12-76, 31 x 41 = 13-10, 31 x 42 = 13-41, 31 x 43 = 13-72, 31 x 44 = 14-6, 31 x 45 = 14-37, 31 x 46 = 14-68, 31 x 47 = 15-2, 31 x 48 = 15-33, 31 x 49 = 15-64, 31 x 50 = 15-95, 31 x 51 = 16-29, 31 x 52 = 16-60, 31 x 53 = 16-91, 31 x 54 = 17-25, 31 x 55 = 17-56, 31 x 56 = 17-87, 31 x 57 = 18-21, 31 x 58 = 18-52, 31 x 59 = 18-83, 31 x 60 = 19-17, 31 x 61 = 19-48, 31 x 62 = 19-79, 31 x 63 = 20-13, 31 x 64 = 20-44, 31 x 65 = 20-75, 31 x 66 = 21-9, 31 x 67 = 21-40, 31 x 68 = 21-71, 31 x 69 = 22-5, 31 x 70 = 22-36, 31 x 71 = 22-67, 31 x 72 = 23-1, 31 x 73 = 23-32, 31 x 74 = 23-63, 31 x 75 = 23-94, 31 x 76 = 24-28, 31 x 77 = 24-59, 31 x 78 = 24-90, 31 x 79 = 25-24, 31 x 80 = 25-55, 31 x 81 = 25-86, 31 x 82 = 26-20, 31 x 83 = 26-51, 31 x 84 = 26-82, 31 x 85 = 27-16, 31 x 86 = 27-47, 31 x 87 = 27-78, 31 x 88 = 28-12, 31 x 89 = 28-43, 31 x 90 = 28-74, 31 x 91 = 29-8, 31 x 92 = 29-39, 31 x 93 = 29-70, 31 x 94 = 30-4, 31 x 95 = 30-35, 31 x 96 = 30-66, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 0-96, 32 x 4 = 1-31, 32 x 5 = 1-63, 32 x 6 = 1-95, 32 x 7 = 2-30, 32 x 8 = 2-62, 32 x 9 = 2-94, 32 x 10 = 3-29, 32 x 11 = 3-61, 32 x 12 = 3-93, 32 x 13 = 4-28, 32 x 14 = 4-60, 32 x 15 = 4-92, 32 x 16 = 5-27, 32 x 17 = 5-59, 32 x 18 = 5-91, 32 x 19 = 6-26, 32 x 20 = 6-58, 32 x 21 = 6-90, 32 x 22 = 7-25, 32 x 23 = 7-57, 32 x 24 = 7-89, 32 x 25 = 8-24, 32 x 26 = 8-56, 32 x 27 = 8-88, 32 x 28 = 9-23, 32 x 29 = 9-55, 32 x 30 = 9-87, 32 x 31 = 10-22, 32 x 32 = 10-54, 32 x 33 = 10-86, 32 x 34 = 11-21, 32 x 35 = 11-53, 32 x 36 = 11-85, 32 x 37 = 12-20, 32 x 38 = 12-52, 32 x 39 = 12-84, 32 x 40 = 13-19, 32 x 41 = 13-51, 32 x 42 = 13-83, 32 x 43 = 14-18, 32 x 44 = 14-50, 32 x 45 = 14-82, 32 x 46 = 15-17, 32 x 47 = 15-49, 32 x 48 = 15-81, 32 x 49 = 16-16, 32 x 50 = 16-48, 32 x 51 = 16-80, 32 x 52 = 17-15, 32 x 53 = 17-47, 32 x 54 = 17-79, 32 x 55 = 18-14, 32 x 56 = 18-46, 32 x 57 = 18-78, 32 x 58 = 19-13, 32 x 59 = 19-45, 32 x 60 = 19-77, 32 x 61 = 20-12, 32 x 62 = 20-44, 32 x 63 = 20-76, 32 x 64 = 21-11, 32 x 65 = 21-43, 32 x 66 = 21-75, 32 x 67 = 22-10, 32 x 68 = 22-42, 32 x 69 = 22-74, 32 x 70 = 23-9, 32 x 71 = 23-41, 32 x 72 = 23-73, 32 x 73 = 24-8, 32 x 74 = 24-40, 32 x 75 = 24-72, 32 x 76 = 25-7, 32 x 77 = 25-39, 32 x 78 = 25-71, 32 x 79 = 26-6, 32 x 80 = 26-38, 32 x 81 = 26-70, 32 x 82 = 27-5, 32 x 83 = 27-37, 32 x 84 = 27-69, 32 x 85 = 28-4, 32 x 86 = 28-36, 32 x 87 = 28-68, 32 x 88 = 29-3, 32 x 89 = 29-35, 32 x 90 = 29-67, 32 x 91 = 30-2, 32 x 92 = 30-34, 32 x 93 = 30-66, 32 x 94 = 31-1, 32 x 95 = 31-33, 32 x 96 = 31-65, 
