0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-9, 0-28 x 0-3 = 1-37, 0-28 x 0-4 = 2-18, 0-28 x 0-5 = 2-46, 0-28 x 0-6 = 3-27, 0-28 x 0-7 = 4-8, 0-28 x 0-8 = 4-36, 0-28 x 0-9 = 5-17, 0-28 x 0-10 = 5-45, 0-28 x 0-11 = 6-26, 0-28 x 0-12 = 7-7, 0-28 x 0-13 = 7-35, 0-28 x 0-14 = 8-16, 0-28 x 0-15 = 8-44, 0-28 x 0-16 = 9-25, 0-28 x 0-17 = 10-6, 0-28 x 0-18 = 10-34, 0-28 x 0-19 = 11-15, 0-28 x 0-20 = 11-43, 0-28 x 0-21 = 12-24, 0-28 x 0-22 = 13-5, 0-28 x 0-23 = 13-33, 0-28 x 0-24 = 14-14, 0-28 x 0-25 = 14-42, 0-28 x 0-26 = 15-23, 0-28 x 0-27 = 16-4, 0-28 x 0-28 = 16-32, 0-28 x 0-29 = 17-13, 0-28 x 0-30 = 17-41, 0-28 x 0-31 = 18-22, 0-28 x 0-32 = 19-3, 0-28 x 0-33 = 19-31, 0-28 x 0-34 = 20-12, 0-28 x 0-35 = 20-40, 0-28 x 0-36 = 21-21, 0-28 x 0-37 = 22-2, 0-28 x 0-38 = 22-30, 0-28 x 0-39 = 23-11, 0-28 x 0-40 = 23-39, 0-28 x 0-41 = 24-20, 0-28 x 0-42 = 25-1, 0-28 x 0-43 = 25-29, 0-28 x 0-44 = 26-10, 0-28 x 0-45 = 26-38, 0-28 x 0-46 = 27-19, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-11, 0-29 x 0-3 = 1-40, 0-29 x 0-4 = 2-22, 0-29 x 0-5 = 3-4, 0-29 x 0-6 = 3-33, 0-29 x 0-7 = 4-15, 0-29 x 0-8 = 4-44, 0-29 x 0-9 = 5-26, 0-29 x 0-10 = 6-8, 0-29 x 0-11 = 6-37, 0-29 x 0-12 = 7-19, 0-29 x 0-13 = 8-1, 0-29 x 0-14 = 8-30, 0-29 x 0-15 = 9-12, 0-29 x 0-16 = 9-41, 0-29 x 0-17 = 10-23, 0-29 x 0-18 = 11-5, 0-29 x 0-19 = 11-34, 0-29 x 0-20 = 12-16, 0-29 x 0-21 = 12-45, 0-29 x 0-22 = 13-27, 0-29 x 0-23 = 14-9, 0-29 x 0-24 = 14-38, 0-29 x 0-25 = 15-20, 0-29 x 0-26 = 16-2, 0-29 x 0-27 = 16-31, 0-29 x 0-28 = 17-13, 0-29 x 0-29 = 17-42, 0-29 x 0-30 = 18-24, 0-29 x 0-31 = 19-6, 0-29 x 0-32 = 19-35, 0-29 x 0-33 = 20-17, 0-29 x 0-34 = 20-46, 0-29 x 0-35 = 21-28, 0-29 x 0-36 = 22-10, 0-29 x 0-37 = 22-39, 0-29 x 0-38 = 23-21, 0-29 x 0-39 = 24-3, 0-29 x 0-40 = 24-32, 0-29 x 0-41 = 25-14, 0-29 x 0-42 = 25-43, 0-29 x 0-43 = 26-25, 0-29 x 0-44 = 27-7, 0-29 x 0-45 = 27-36, 0-29 x 0-46 = 28-18, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-13, 0-30 x 0-3 = 1-43, 0-30 x 0-4 = 2-26, 0-30 x 0-5 = 3-9, 0-30 x 0-6 = 3-39, 0-30 x 0-7 = 4-22, 0-30 x 0-8 = 5-5, 0-30 x 0-9 = 5-35, 0-30 x 0-10 = 6-18, 0-30 x 0-11 = 7-1, 0-30 x 0-12 = 7-31, 0-30 x 0-13 = 8-14, 0-30 x 0-14 = 8-44, 0-30 x 0-15 = 9-27, 0-30 x 0-16 = 10-10, 0-30 x 0-17 = 10-40, 0-30 x 0-18 = 11-23, 0-30 x 0-19 = 12-6, 0-30 x 0-20 = 12-36, 0-30 x 0-21 = 13-19, 0-30 x 0-22 = 14-2, 0-30 x 0-23 = 14-32, 0-30 x 0-24 = 15-15, 0-30 x 0-25 = 15-45, 0-30 x 0-26 = 16-28, 0-30 x 0-27 = 17-11, 0-30 x 0-28 = 17-41, 0-30 x 0-29 = 18-24, 0-30 x 0-30 = 19-7, 0-30 x 0-31 = 19-37, 0-30 x 0-32 = 20-20, 0-30 x 0-33 = 21-3, 0-30 x 0-34 = 21-33, 0-30 x 0-35 = 22-16, 0-30 x 0-36 = 22-46, 0-30 x 0-37 = 23-29, 0-30 x 0-38 = 24-12, 0-30 x 0-39 = 24-42, 0-30 x 0-40 = 25-25, 0-30 x 0-41 = 26-8, 0-30 x 0-42 = 26-38, 0-30 x 0-43 = 27-21, 0-30 x 0-44 = 28-4, 0-30 x 0-45 = 28-34, 0-30 x 0-46 = 29-17, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-15, 0-31 x 0-3 = 1-46, 0-31 x 0-4 = 2-30, 0-31 x 0-5 = 3-14, 0-31 x 0-6 = 3-45, 0-31 x 0-7 = 4-29, 0-31 x 0-8 = 5-13, 0-31 x 0-9 = 5-44, 0-31 x 0-10 = 6-28, 0-31 x 0-11 = 7-12, 0-31 x 0-12 = 7-43, 0-31 x 0-13 = 8-27, 0-31 x 0-14 = 9-11, 0-31 x 0-15 = 9-42, 0-31 x 0-16 = 10-26, 0-31 x 0-17 = 11-10, 0-31 x 0-18 = 11-41, 0-31 x 0-19 = 12-25, 0-31 x 0-20 = 13-9, 0-31 x 0-21 = 13-40, 0-31 x 0-22 = 14-24, 0-31 x 0-23 = 15-8, 0-31 x 0-24 = 15-39, 0-31 x 0-25 = 16-23, 0-31 x 0-26 = 17-7, 0-31 x 0-27 = 17-38, 0-31 x 0-28 = 18-22, 0-31 x 0-29 = 19-6, 0-31 x 0-30 = 19-37, 0-31 x 0-31 = 20-21, 0-31 x 0-32 = 21-5, 0-31 x 0-33 = 21-36, 0-31 x 0-34 = 22-20, 0-31 x 0-35 = 23-4, 0-31 x 0-36 = 23-35, 0-31 x 0-37 = 24-19, 0-31 x 0-38 = 25-3, 0-31 x 0-39 = 25-34, 0-31 x 0-40 = 26-18, 0-31 x 0-41 = 27-2, 0-31 x 0-42 = 27-33, 0-31 x 0-43 = 28-17, 0-31 x 0-44 = 29-1, 0-31 x 0-45 = 29-32, 0-31 x 0-46 = 30-16, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-17, 0-32 x 0-3 = 2-2, 0-32 x 0-4 = 2-34, 0-32 x 0-5 = 3-19, 0-32 x 0-6 = 4-4, 0-32 x 0-7 = 4-36, 0-32 x 0-8 = 5-21, 0-32 x 0-9 = 6-6, 0-32 x 0-10 = 6-38, 0-32 x 0-11 = 7-23, 0-32 x 0-12 = 8-8, 0-32 x 0-13 = 8-40, 0-32 x 0-14 = 9-25, 0-32 x 0-15 = 10-10, 0-32 x 0-16 = 10-42, 0-32 x 0-17 = 11-27, 0-32 x 0-18 = 12-12, 0-32 x 0-19 = 12-44, 0-32 x 0-20 = 13-29, 0-32 x 0-21 = 14-14, 0-32 x 0-22 = 14-46, 0-32 x 0-23 = 15-31, 0-32 x 0-24 = 16-16, 0-32 x 0-25 = 17-1, 0-32 x 0-26 = 17-33, 0-32 x 0-27 = 18-18, 0-32 x 0-28 = 19-3, 0-32 x 0-29 = 19-35, 0-32 x 0-30 = 20-20, 0-32 x 0-31 = 21-5, 0-32 x 0-32 = 21-37, 0-32 x 0-33 = 22-22, 0-32 x 0-34 = 23-7, 0-32 x 0-35 = 23-39, 0-32 x 0-36 = 24-24, 0-32 x 0-37 = 25-9, 0-32 x 0-38 = 25-41, 0-32 x 0-39 = 26-26, 0-32 x 0-40 = 27-11, 0-32 x 0-41 = 27-43, 0-32 x 0-42 = 28-28, 0-32 x 0-43 = 29-13, 0-32 x 0-44 = 29-45, 0-32 x 0-45 = 30-30, 0-32 x 0-46 = 31-15, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-19, 0-33 x 0-3 = 2-5, 0-33 x 0-4 = 2-38, 0-33 x 0-5 = 3-24, 0-33 x 0-6 = 4-10, 0-33 x 0-7 = 4-43, 0-33 x 0-8 = 5-29, 0-33 x 0-9 = 6-15, 0-33 x 0-10 = 7-1, 0-33 x 0-11 = 7-34, 0-33 x 0-12 = 8-20, 0-33 x 0-13 = 9-6, 0-33 x 0-14 = 9-39, 0-33 x 0-15 = 10-25, 0-33 x 0-16 = 11-11, 0-33 x 0-17 = 11-44, 0-33 x 0-18 = 12-30, 0-33 x 0-19 = 13-16, 0-33 x 0-20 = 14-2, 0-33 x 0-21 = 14-35, 0-33 x 0-22 = 15-21, 0-33 x 0-23 = 16-7, 0-33 x 0-24 = 16-40, 0-33 x 0-25 = 17-26, 0-33 x 0-26 = 18-12, 0-33 x 0-27 = 18-45, 0-33 x 0-28 = 19-31, 0-33 x 0-29 = 20-17, 0-33 x 0-30 = 21-3, 0-33 x 0-31 = 21-36, 0-33 x 0-32 = 22-22, 0-33 x 0-33 = 23-8, 0-33 x 0-34 = 23-41, 0-33 x 0-35 = 24-27, 0-33 x 0-36 = 25-13, 0-33 x 0-37 = 25-46, 0-33 x 0-38 = 26-32, 0-33 x 0-39 = 27-18, 0-33 x 0-40 = 28-4, 0-33 x 0-41 = 28-37, 0-33 x 0-42 = 29-23, 0-33 x 0-43 = 30-9, 0-33 x 0-44 = 30-42, 0-33 x 0-45 = 31-28, 0-33 x 0-46 = 32-14, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-21, 0-34 x 0-3 = 2-8, 0-34 x 0-4 = 2-42, 0-34 x 0-5 = 3-29, 0-34 x 0-6 = 4-16, 0-34 x 0-7 = 5-3, 0-34 x 0-8 = 5-37, 0-34 x 0-9 = 6-24, 0-34 x 0-10 = 7-11, 0-34 x 0-11 = 7-45, 0-34 x 0-12 = 8-32, 0-34 x 0-13 = 9-19, 0-34 x 0-14 = 10-6, 0-34 x 0-15 = 10-40, 0-34 x 0-16 = 11-27, 0-34 x 0-17 = 12-14, 0-34 x 0-18 = 13-1, 0-34 x 0-19 = 13-35, 0-34 x 0-20 = 14-22, 0-34 x 0-21 = 15-9, 0-34 x 0-22 = 15-43, 0-34 x 0-23 = 16-30, 0-34 x 0-24 = 17-17, 0-34 x 0-25 = 18-4, 0-34 x 0-26 = 18-38, 0-34 x 0-27 = 19-25, 0-34 x 0-28 = 20-12, 0-34 x 0-29 = 20-46, 0-34 x 0-30 = 21-33, 0-34 x 0-31 = 22-20, 0-34 x 0-32 = 23-7, 0-34 x 0-33 = 23-41, 0-34 x 0-34 = 24-28, 0-34 x 0-35 = 25-15, 0-34 x 0-36 = 26-2, 0-34 x 0-37 = 26-36, 0-34 x 0-38 = 27-23, 0-34 x 0-39 = 28-10, 0-34 x 0-40 = 28-44, 0-34 x 0-41 = 29-31, 0-34 x 0-42 = 30-18, 0-34 x 0-43 = 31-5, 0-34 x 0-44 = 31-39, 0-34 x 0-45 = 32-26, 0-34 x 0-46 = 33-13, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-23, 0-35 x 0-3 = 2-11, 0-35 x 0-4 = 2-46, 0-35 x 0-5 = 3-34, 0-35 x 0-6 = 4-22, 0-35 x 0-7 = 5-10, 0-35 x 0-8 = 5-45, 0-35 x 0-9 = 6-33, 0-35 x 0-10 = 7-21, 0-35 x 0-11 = 8-9, 0-35 x 0-12 = 8-44, 0-35 x 0-13 = 9-32, 0-35 x 0-14 = 10-20, 0-35 x 0-15 = 11-8, 0-35 x 0-16 = 11-43, 0-35 x 0-17 = 12-31, 0-35 x 0-18 = 13-19, 0-35 x 0-19 = 14-7, 0-35 x 0-20 = 14-42, 0-35 x 0-21 = 15-30, 0-35 x 0-22 = 16-18, 0-35 x 0-23 = 17-6, 0-35 x 0-24 = 17-41, 0-35 x 0-25 = 18-29, 0-35 x 0-26 = 19-17, 0-35 x 0-27 = 20-5, 0-35 x 0-28 = 20-40, 0-35 x 0-29 = 21-28, 0-35 x 0-30 = 22-16, 0-35 x 0-31 = 23-4, 0-35 x 0-32 = 23-39, 0-35 x 0-33 = 24-27, 0-35 x 0-34 = 25-15, 0-35 x 0-35 = 26-3, 0-35 x 0-36 = 26-38, 0-35 x 0-37 = 27-26, 0-35 x 0-38 = 28-14, 0-35 x 0-39 = 29-2, 0-35 x 0-40 = 29-37, 0-35 x 0-41 = 30-25, 0-35 x 0-42 = 31-13, 0-35 x 0-43 = 32-1, 0-35 x 0-44 = 32-36, 0-35 x 0-45 = 33-24, 0-35 x 0-46 = 34-12, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-25, 0-36 x 0-3 = 2-14, 0-36 x 0-4 = 3-3, 0-36 x 0-5 = 3-39, 0-36 x 0-6 = 4-28, 0-36 x 0-7 = 5-17, 0-36 x 0-8 = 6-6, 0-36 x 0-9 = 6-42, 0-36 x 0-10 = 7-31, 0-36 x 0-11 = 8-20, 0-36 x 0-12 = 9-9, 0-36 x 0-13 = 9-45, 0-36 x 0-14 = 10-34, 0-36 x 0-15 = 11-23, 0-36 x 0-16 = 12-12, 0-36 x 0-17 = 13-1, 0-36 x 0-18 = 13-37, 0-36 x 0-19 = 14-26, 0-36 x 0-20 = 15-15, 0-36 x 0-21 = 16-4, 0-36 x 0-22 = 16-40, 0-36 x 0-23 = 17-29, 0-36 x 0-24 = 18-18, 0-36 x 0-25 = 19-7, 0-36 x 0-26 = 19-43, 0-36 x 0-27 = 20-32, 0-36 x 0-28 = 21-21, 0-36 x 0-29 = 22-10, 0-36 x 0-30 = 22-46, 0-36 x 0-31 = 23-35, 0-36 x 0-32 = 24-24, 0-36 x 0-33 = 25-13, 0-36 x 0-34 = 26-2, 0-36 x 0-35 = 26-38, 0-36 x 0-36 = 27-27, 0-36 x 0-37 = 28-16, 0-36 x 0-38 = 29-5, 0-36 x 0-39 = 29-41, 0-36 x 0-40 = 30-30, 0-36 x 0-41 = 31-19, 0-36 x 0-42 = 32-8, 0-36 x 0-43 = 32-44, 0-36 x 0-44 = 33-33, 0-36 x 0-45 = 34-22, 0-36 x 0-46 = 35-11, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-27, 0-37 x 0-3 = 2-17, 0-37 x 0-4 = 3-7, 0-37 x 0-5 = 3-44, 0-37 x 0-6 = 4-34, 0-37 x 0-7 = 5-24, 0-37 x 0-8 = 6-14, 0-37 x 0-9 = 7-4, 0-37 x 0-10 = 7-41, 0-37 x 0-11 = 8-31, 0-37 x 0-12 = 9-21, 0-37 x 0-13 = 10-11, 0-37 x 0-14 = 11-1, 0-37 x 0-15 = 11-38, 0-37 x 0-16 = 12-28, 0-37 x 0-17 = 13-18, 0-37 x 0-18 = 14-8, 0-37 x 0-19 = 14-45, 0-37 x 0-20 = 15-35, 0-37 x 0-21 = 16-25, 0-37 x 0-22 = 17-15, 0-37 x 0-23 = 18-5, 0-37 x 0-24 = 18-42, 0-37 x 0-25 = 19-32, 0-37 x 0-26 = 20-22, 0-37 x 0-27 = 21-12, 0-37 x 0-28 = 22-2, 0-37 x 0-29 = 22-39, 0-37 x 0-30 = 23-29, 0-37 x 0-31 = 24-19, 0-37 x 0-32 = 25-9, 0-37 x 0-33 = 25-46, 0-37 x 0-34 = 26-36, 0-37 x 0-35 = 27-26, 0-37 x 0-36 = 28-16, 0-37 x 0-37 = 29-6, 0-37 x 0-38 = 29-43, 0-37 x 0-39 = 30-33, 0-37 x 0-40 = 31-23, 0-37 x 0-41 = 32-13, 0-37 x 0-42 = 33-3, 0-37 x 0-43 = 33-40, 0-37 x 0-44 = 34-30, 0-37 x 0-45 = 35-20, 0-37 x 0-46 = 36-10, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-29, 0-38 x 0-3 = 2-20, 0-38 x 0-4 = 3-11, 0-38 x 0-5 = 4-2, 0-38 x 0-6 = 4-40, 0-38 x 0-7 = 5-31, 0-38 x 0-8 = 6-22, 0-38 x 0-9 = 7-13, 0-38 x 0-10 = 8-4, 0-38 x 0-11 = 8-42, 0-38 x 0-12 = 9-33, 0-38 x 0-13 = 10-24, 0-38 x 0-14 = 11-15, 0-38 x 0-15 = 12-6, 0-38 x 0-16 = 12-44, 0-38 x 0-17 = 13-35, 0-38 x 0-18 = 14-26, 0-38 x 0-19 = 15-17, 0-38 x 0-20 = 16-8, 0-38 x 0-21 = 16-46, 0-38 x 0-22 = 17-37, 0-38 x 0-23 = 18-28, 0-38 x 0-24 = 19-19, 0-38 x 0-25 = 20-10, 0-38 x 0-26 = 21-1, 0-38 x 0-27 = 21-39, 0-38 x 0-28 = 22-30, 0-38 x 0-29 = 23-21, 0-38 x 0-30 = 24-12, 0-38 x 0-31 = 25-3, 0-38 x 0-32 = 25-41, 0-38 x 0-33 = 26-32, 0-38 x 0-34 = 27-23, 0-38 x 0-35 = 28-14, 0-38 x 0-36 = 29-5, 0-38 x 0-37 = 29-43, 0-38 x 0-38 = 30-34, 0-38 x 0-39 = 31-25, 0-38 x 0-40 = 32-16, 0-38 x 0-41 = 33-7, 0-38 x 0-42 = 33-45, 0-38 x 0-43 = 34-36, 0-38 x 0-44 = 35-27, 0-38 x 0-45 = 36-18, 0-38 x 0-46 = 37-9, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-31, 0-39 x 0-3 = 2-23, 0-39 x 0-4 = 3-15, 0-39 x 0-5 = 4-7, 0-39 x 0-6 = 4-46, 0-39 x 0-7 = 5-38, 0-39 x 0-8 = 6-30, 0-39 x 0-9 = 7-22, 0-39 x 0-10 = 8-14, 0-39 x 0-11 = 9-6, 0-39 x 0-12 = 9-45, 0-39 x 0-13 = 10-37, 0-39 x 0-14 = 11-29, 0-39 x 0-15 = 12-21, 0-39 x 0-16 = 13-13, 0-39 x 0-17 = 14-5, 0-39 x 0-18 = 14-44, 0-39 x 0-19 = 15-36, 0-39 x 0-20 = 16-28, 0-39 x 0-21 = 17-20, 0-39 x 0-22 = 18-12, 0-39 x 0-23 = 19-4, 0-39 x 0-24 = 19-43, 0-39 x 0-25 = 20-35, 0-39 x 0-26 = 21-27, 0-39 x 0-27 = 22-19, 0-39 x 0-28 = 23-11, 0-39 x 0-29 = 24-3, 0-39 x 0-30 = 24-42, 0-39 x 0-31 = 25-34, 0-39 x 0-32 = 26-26, 0-39 x 0-33 = 27-18, 0-39 x 0-34 = 28-10, 0-39 x 0-35 = 29-2, 0-39 x 0-36 = 29-41, 0-39 x 0-37 = 30-33, 0-39 x 0-38 = 31-25, 0-39 x 0-39 = 32-17, 0-39 x 0-40 = 33-9, 0-39 x 0-41 = 34-1, 0-39 x 0-42 = 34-40, 0-39 x 0-43 = 35-32, 0-39 x 0-44 = 36-24, 0-39 x 0-45 = 37-16, 0-39 x 0-46 = 38-8, 
0-40 x 0-1 = 0-40, 0-40 x 0-2 = 1-33, 0-40 x 0-3 = 2-26, 0-40 x 0-4 = 3-19, 0-40 x 0-5 = 4-12, 0-40 x 0-6 = 5-5, 0-40 x 0-7 = 5-45, 0-40 x 0-8 = 6-38, 0-40 x 0-9 = 7-31, 0-40 x 0-10 = 8-24, 0-40 x 0-11 = 9-17, 0-40 x 0-12 = 10-10, 0-40 x 0-13 = 11-3, 0-40 x 0-14 = 11-43, 0-40 x 0-15 = 12-36, 0-40 x 0-16 = 13-29, 0-40 x 0-17 = 14-22, 0-40 x 0-18 = 15-15, 0-40 x 0-19 = 16-8, 0-40 x 0-20 = 17-1, 0-40 x 0-21 = 17-41, 0-40 x 0-22 = 18-34, 0-40 x 0-23 = 19-27, 0-40 x 0-24 = 20-20, 0-40 x 0-25 = 21-13, 0-40 x 0-26 = 22-6, 0-40 x 0-27 = 22-46, 0-40 x 0-28 = 23-39, 0-40 x 0-29 = 24-32, 0-40 x 0-30 = 25-25, 0-40 x 0-31 = 26-18, 0-40 x 0-32 = 27-11, 0-40 x 0-33 = 28-4, 0-40 x 0-34 = 28-44, 0-40 x 0-35 = 29-37, 0-40 x 0-36 = 30-30, 0-40 x 0-37 = 31-23, 0-40 x 0-38 = 32-16, 0-40 x 0-39 = 33-9, 0-40 x 0-40 = 34-2, 0-40 x 0-41 = 34-42, 0-40 x 0-42 = 35-35, 0-40 x 0-43 = 36-28, 0-40 x 0-44 = 37-21, 0-40 x 0-45 = 38-14, 0-40 x 0-46 = 39-7, 
0-41 x 0-1 = 0-41, 0-41 x 0-2 = 1-35, 0-41 x 0-3 = 2-29, 0-41 x 0-4 = 3-23, 0-41 x 0-5 = 4-17, 0-41 x 0-6 = 5-11, 0-41 x 0-7 = 6-5, 0-41 x 0-8 = 6-46, 0-41 x 0-9 = 7-40, 0-41 x 0-10 = 8-34, 0-41 x 0-11 = 9-28, 0-41 x 0-12 = 10-22, 0-41 x 0-13 = 11-16, 0-41 x 0-14 = 12-10, 0-41 x 0-15 = 13-4, 0-41 x 0-16 = 13-45, 0-41 x 0-17 = 14-39, 0-41 x 0-18 = 15-33, 0-41 x 0-19 = 16-27, 0-41 x 0-20 = 17-21, 0-41 x 0-21 = 18-15, 0-41 x 0-22 = 19-9, 0-41 x 0-23 = 20-3, 0-41 x 0-24 = 20-44, 0-41 x 0-25 = 21-38, 0-41 x 0-26 = 22-32, 0-41 x 0-27 = 23-26, 0-41 x 0-28 = 24-20, 0-41 x 0-29 = 25-14, 0-41 x 0-30 = 26-8, 0-41 x 0-31 = 27-2, 0-41 x 0-32 = 27-43, 0-41 x 0-33 = 28-37, 0-41 x 0-34 = 29-31, 0-41 x 0-35 = 30-25, 0-41 x 0-36 = 31-19, 0-41 x 0-37 = 32-13, 0-41 x 0-38 = 33-7, 0-41 x 0-39 = 34-1, 0-41 x 0-40 = 34-42, 0-41 x 0-41 = 35-36, 0-41 x 0-42 = 36-30, 0-41 x 0-43 = 37-24, 0-41 x 0-44 = 38-18, 0-41 x 0-45 = 39-12, 0-41 x 0-46 = 40-6, 
0-42 x 0-1 = 0-42, 0-42 x 0-2 = 1-37, 0-42 x 0-3 = 2-32, 0-42 x 0-4 = 3-27, 0-42 x 0-5 = 4-22, 0-42 x 0-6 = 5-17, 0-42 x 0-7 = 6-12, 0-42 x 0-8 = 7-7, 0-42 x 0-9 = 8-2, 0-42 x 0-10 = 8-44, 0-42 x 0-11 = 9-39, 0-42 x 0-12 = 10-34, 0-42 x 0-13 = 11-29, 0-42 x 0-14 = 12-24, 0-42 x 0-15 = 13-19, 0-42 x 0-16 = 14-14, 0-42 x 0-17 = 15-9, 0-42 x 0-18 = 16-4, 0-42 x 0-19 = 16-46, 0-42 x 0-20 = 17-41, 0-42 x 0-21 = 18-36, 0-42 x 0-22 = 19-31, 0-42 x 0-23 = 20-26, 0-42 x 0-24 = 21-21, 0-42 x 0-25 = 22-16, 0-42 x 0-26 = 23-11, 0-42 x 0-27 = 24-6, 0-42 x 0-28 = 25-1, 0-42 x 0-29 = 25-43, 0-42 x 0-30 = 26-38, 0-42 x 0-31 = 27-33, 0-42 x 0-32 = 28-28, 0-42 x 0-33 = 29-23, 0-42 x 0-34 = 30-18, 0-42 x 0-35 = 31-13, 0-42 x 0-36 = 32-8, 0-42 x 0-37 = 33-3, 0-42 x 0-38 = 33-45, 0-42 x 0-39 = 34-40, 0-42 x 0-40 = 35-35, 0-42 x 0-41 = 36-30, 0-42 x 0-42 = 37-25, 0-42 x 0-43 = 38-20, 0-42 x 0-44 = 39-15, 0-42 x 0-45 = 40-10, 0-42 x 0-46 = 41-5, 
0-43 x 0-1 = 0-43, 0-43 x 0-2 = 1-39, 0-43 x 0-3 = 2-35, 0-43 x 0-4 = 3-31, 0-43 x 0-5 = 4-27, 0-43 x 0-6 = 5-23, 0-43 x 0-7 = 6-19, 0-43 x 0-8 = 7-15, 0-43 x 0-9 = 8-11, 0-43 x 0-10 = 9-7, 0-43 x 0-11 = 10-3, 0-43 x 0-12 = 10-46, 0-43 x 0-13 = 11-42, 0-43 x 0-14 = 12-38, 0-43 x 0-15 = 13-34, 0-43 x 0-16 = 14-30, 0-43 x 0-17 = 15-26, 0-43 x 0-18 = 16-22, 0-43 x 0-19 = 17-18, 0-43 x 0-20 = 18-14, 0-43 x 0-21 = 19-10, 0-43 x 0-22 = 20-6, 0-43 x 0-23 = 21-2, 0-43 x 0-24 = 21-45, 0-43 x 0-25 = 22-41, 0-43 x 0-26 = 23-37, 0-43 x 0-27 = 24-33, 0-43 x 0-28 = 25-29, 0-43 x 0-29 = 26-25, 0-43 x 0-30 = 27-21, 0-43 x 0-31 = 28-17, 0-43 x 0-32 = 29-13, 0-43 x 0-33 = 30-9, 0-43 x 0-34 = 31-5, 0-43 x 0-35 = 32-1, 0-43 x 0-36 = 32-44, 0-43 x 0-37 = 33-40, 0-43 x 0-38 = 34-36, 0-43 x 0-39 = 35-32, 0-43 x 0-40 = 36-28, 0-43 x 0-41 = 37-24, 0-43 x 0-42 = 38-20, 0-43 x 0-43 = 39-16, 0-43 x 0-44 = 40-12, 0-43 x 0-45 = 41-8, 0-43 x 0-46 = 42-4, 
0-44 x 0-1 = 0-44, 0-44 x 0-2 = 1-41, 0-44 x 0-3 = 2-38, 0-44 x 0-4 = 3-35, 0-44 x 0-5 = 4-32, 0-44 x 0-6 = 5-29, 0-44 x 0-7 = 6-26, 0-44 x 0-8 = 7-23, 0-44 x 0-9 = 8-20, 0-44 x 0-10 = 9-17, 0-44 x 0-11 = 10-14, 0-44 x 0-12 = 11-11, 0-44 x 0-13 = 12-8, 0-44 x 0-14 = 13-5, 0-44 x 0-15 = 14-2, 0-44 x 0-16 = 14-46, 0-44 x 0-17 = 15-43, 0-44 x 0-18 = 16-40, 0-44 x 0-19 = 17-37, 0-44 x 0-20 = 18-34, 0-44 x 0-21 = 19-31, 0-44 x 0-22 = 20-28, 0-44 x 0-23 = 21-25, 0-44 x 0-24 = 22-22, 0-44 x 0-25 = 23-19, 0-44 x 0-26 = 24-16, 0-44 x 0-27 = 25-13, 0-44 x 0-28 = 26-10, 0-44 x 0-29 = 27-7, 0-44 x 0-30 = 28-4, 0-44 x 0-31 = 29-1, 0-44 x 0-32 = 29-45, 0-44 x 0-33 = 30-42, 0-44 x 0-34 = 31-39, 0-44 x 0-35 = 32-36, 0-44 x 0-36 = 33-33, 0-44 x 0-37 = 34-30, 0-44 x 0-38 = 35-27, 0-44 x 0-39 = 36-24, 0-44 x 0-40 = 37-21, 0-44 x 0-41 = 38-18, 0-44 x 0-42 = 39-15, 0-44 x 0-43 = 40-12, 0-44 x 0-44 = 41-9, 0-44 x 0-45 = 42-6, 0-44 x 0-46 = 43-3, 
