0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-16, 0-25 x 0-4 = 1-41, 0-25 x 0-5 = 2-7, 0-25 x 0-6 = 2-32, 0-25 x 0-7 = 2-57, 0-25 x 0-8 = 3-23, 0-25 x 0-9 = 3-48, 0-25 x 0-10 = 4-14, 0-25 x 0-11 = 4-39, 0-25 x 0-12 = 5-5, 0-25 x 0-13 = 5-30, 0-25 x 0-14 = 5-55, 0-25 x 0-15 = 6-21, 0-25 x 0-16 = 6-46, 0-25 x 0-17 = 7-12, 0-25 x 0-18 = 7-37, 0-25 x 0-19 = 8-3, 0-25 x 0-20 = 8-28, 0-25 x 0-21 = 8-53, 0-25 x 0-22 = 9-19, 0-25 x 0-23 = 9-44, 0-25 x 0-24 = 10-10, 0-25 x 0-25 = 10-35, 0-25 x 0-26 = 11-1, 0-25 x 0-27 = 11-26, 0-25 x 0-28 = 11-51, 0-25 x 0-29 = 12-17, 0-25 x 0-30 = 12-42, 0-25 x 0-31 = 13-8, 0-25 x 0-32 = 13-33, 0-25 x 0-33 = 13-58, 0-25 x 0-34 = 14-24, 0-25 x 0-35 = 14-49, 0-25 x 0-36 = 15-15, 0-25 x 0-37 = 15-40, 0-25 x 0-38 = 16-6, 0-25 x 0-39 = 16-31, 0-25 x 0-40 = 16-56, 0-25 x 0-41 = 17-22, 0-25 x 0-42 = 17-47, 0-25 x 0-43 = 18-13, 0-25 x 0-44 = 18-38, 0-25 x 0-45 = 19-4, 0-25 x 0-46 = 19-29, 0-25 x 0-47 = 19-54, 0-25 x 0-48 = 20-20, 0-25 x 0-49 = 20-45, 0-25 x 0-50 = 21-11, 0-25 x 0-51 = 21-36, 0-25 x 0-52 = 22-2, 0-25 x 0-53 = 22-27, 0-25 x 0-54 = 22-52, 0-25 x 0-55 = 23-18, 0-25 x 0-56 = 23-43, 0-25 x 0-57 = 24-9, 0-25 x 0-58 = 24-34, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-19, 0-26 x 0-4 = 1-45, 0-26 x 0-5 = 2-12, 0-26 x 0-6 = 2-38, 0-26 x 0-7 = 3-5, 0-26 x 0-8 = 3-31, 0-26 x 0-9 = 3-57, 0-26 x 0-10 = 4-24, 0-26 x 0-11 = 4-50, 0-26 x 0-12 = 5-17, 0-26 x 0-13 = 5-43, 0-26 x 0-14 = 6-10, 0-26 x 0-15 = 6-36, 0-26 x 0-16 = 7-3, 0-26 x 0-17 = 7-29, 0-26 x 0-18 = 7-55, 0-26 x 0-19 = 8-22, 0-26 x 0-20 = 8-48, 0-26 x 0-21 = 9-15, 0-26 x 0-22 = 9-41, 0-26 x 0-23 = 10-8, 0-26 x 0-24 = 10-34, 0-26 x 0-25 = 11-1, 0-26 x 0-26 = 11-27, 0-26 x 0-27 = 11-53, 0-26 x 0-28 = 12-20, 0-26 x 0-29 = 12-46, 0-26 x 0-30 = 13-13, 0-26 x 0-31 = 13-39, 0-26 x 0-32 = 14-6, 0-26 x 0-33 = 14-32, 0-26 x 0-34 = 14-58, 0-26 x 0-35 = 15-25, 0-26 x 0-36 = 15-51, 0-26 x 0-37 = 16-18, 0-26 x 0-38 = 16-44, 0-26 x 0-39 = 17-11, 0-26 x 0-40 = 17-37, 0-26 x 0-41 = 18-4, 0-26 x 0-42 = 18-30, 0-26 x 0-43 = 18-56, 0-26 x 0-44 = 19-23, 0-26 x 0-45 = 19-49, 0-26 x 0-46 = 20-16, 0-26 x 0-47 = 20-42, 0-26 x 0-48 = 21-9, 0-26 x 0-49 = 21-35, 0-26 x 0-50 = 22-2, 0-26 x 0-51 = 22-28, 0-26 x 0-52 = 22-54, 0-26 x 0-53 = 23-21, 0-26 x 0-54 = 23-47, 0-26 x 0-55 = 24-14, 0-26 x 0-56 = 24-40, 0-26 x 0-57 = 25-7, 0-26 x 0-58 = 25-33, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-22, 0-27 x 0-4 = 1-49, 0-27 x 0-5 = 2-17, 0-27 x 0-6 = 2-44, 0-27 x 0-7 = 3-12, 0-27 x 0-8 = 3-39, 0-27 x 0-9 = 4-7, 0-27 x 0-10 = 4-34, 0-27 x 0-11 = 5-2, 0-27 x 0-12 = 5-29, 0-27 x 0-13 = 5-56, 0-27 x 0-14 = 6-24, 0-27 x 0-15 = 6-51, 0-27 x 0-16 = 7-19, 0-27 x 0-17 = 7-46, 0-27 x 0-18 = 8-14, 0-27 x 0-19 = 8-41, 0-27 x 0-20 = 9-9, 0-27 x 0-21 = 9-36, 0-27 x 0-22 = 10-4, 0-27 x 0-23 = 10-31, 0-27 x 0-24 = 10-58, 0-27 x 0-25 = 11-26, 0-27 x 0-26 = 11-53, 0-27 x 0-27 = 12-21, 0-27 x 0-28 = 12-48, 0-27 x 0-29 = 13-16, 0-27 x 0-30 = 13-43, 0-27 x 0-31 = 14-11, 0-27 x 0-32 = 14-38, 0-27 x 0-33 = 15-6, 0-27 x 0-34 = 15-33, 0-27 x 0-35 = 16-1, 0-27 x 0-36 = 16-28, 0-27 x 0-37 = 16-55, 0-27 x 0-38 = 17-23, 0-27 x 0-39 = 17-50, 0-27 x 0-40 = 18-18, 0-27 x 0-41 = 18-45, 0-27 x 0-42 = 19-13, 0-27 x 0-43 = 19-40, 0-27 x 0-44 = 20-8, 0-27 x 0-45 = 20-35, 0-27 x 0-46 = 21-3, 0-27 x 0-47 = 21-30, 0-27 x 0-48 = 21-57, 0-27 x 0-49 = 22-25, 0-27 x 0-50 = 22-52, 0-27 x 0-51 = 23-20, 0-27 x 0-52 = 23-47, 0-27 x 0-53 = 24-15, 0-27 x 0-54 = 24-42, 0-27 x 0-55 = 25-10, 0-27 x 0-56 = 25-37, 0-27 x 0-57 = 26-5, 0-27 x 0-58 = 26-32, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-25, 0-28 x 0-4 = 1-53, 0-28 x 0-5 = 2-22, 0-28 x 0-6 = 2-50, 0-28 x 0-7 = 3-19, 0-28 x 0-8 = 3-47, 0-28 x 0-9 = 4-16, 0-28 x 0-10 = 4-44, 0-28 x 0-11 = 5-13, 0-28 x 0-12 = 5-41, 0-28 x 0-13 = 6-10, 0-28 x 0-14 = 6-38, 0-28 x 0-15 = 7-7, 0-28 x 0-16 = 7-35, 0-28 x 0-17 = 8-4, 0-28 x 0-18 = 8-32, 0-28 x 0-19 = 9-1, 0-28 x 0-20 = 9-29, 0-28 x 0-21 = 9-57, 0-28 x 0-22 = 10-26, 0-28 x 0-23 = 10-54, 0-28 x 0-24 = 11-23, 0-28 x 0-25 = 11-51, 0-28 x 0-26 = 12-20, 0-28 x 0-27 = 12-48, 0-28 x 0-28 = 13-17, 0-28 x 0-29 = 13-45, 0-28 x 0-30 = 14-14, 0-28 x 0-31 = 14-42, 0-28 x 0-32 = 15-11, 0-28 x 0-33 = 15-39, 0-28 x 0-34 = 16-8, 0-28 x 0-35 = 16-36, 0-28 x 0-36 = 17-5, 0-28 x 0-37 = 17-33, 0-28 x 0-38 = 18-2, 0-28 x 0-39 = 18-30, 0-28 x 0-40 = 18-58, 0-28 x 0-41 = 19-27, 0-28 x 0-42 = 19-55, 0-28 x 0-43 = 20-24, 0-28 x 0-44 = 20-52, 0-28 x 0-45 = 21-21, 0-28 x 0-46 = 21-49, 0-28 x 0-47 = 22-18, 0-28 x 0-48 = 22-46, 0-28 x 0-49 = 23-15, 0-28 x 0-50 = 23-43, 0-28 x 0-51 = 24-12, 0-28 x 0-52 = 24-40, 0-28 x 0-53 = 25-9, 0-28 x 0-54 = 25-37, 0-28 x 0-55 = 26-6, 0-28 x 0-56 = 26-34, 0-28 x 0-57 = 27-3, 0-28 x 0-58 = 27-31, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-28, 0-29 x 0-4 = 1-57, 0-29 x 0-5 = 2-27, 0-29 x 0-6 = 2-56, 0-29 x 0-7 = 3-26, 0-29 x 0-8 = 3-55, 0-29 x 0-9 = 4-25, 0-29 x 0-10 = 4-54, 0-29 x 0-11 = 5-24, 0-29 x 0-12 = 5-53, 0-29 x 0-13 = 6-23, 0-29 x 0-14 = 6-52, 0-29 x 0-15 = 7-22, 0-29 x 0-16 = 7-51, 0-29 x 0-17 = 8-21, 0-29 x 0-18 = 8-50, 0-29 x 0-19 = 9-20, 0-29 x 0-20 = 9-49, 0-29 x 0-21 = 10-19, 0-29 x 0-22 = 10-48, 0-29 x 0-23 = 11-18, 0-29 x 0-24 = 11-47, 0-29 x 0-25 = 12-17, 0-29 x 0-26 = 12-46, 0-29 x 0-27 = 13-16, 0-29 x 0-28 = 13-45, 0-29 x 0-29 = 14-15, 0-29 x 0-30 = 14-44, 0-29 x 0-31 = 15-14, 0-29 x 0-32 = 15-43, 0-29 x 0-33 = 16-13, 0-29 x 0-34 = 16-42, 0-29 x 0-35 = 17-12, 0-29 x 0-36 = 17-41, 0-29 x 0-37 = 18-11, 0-29 x 0-38 = 18-40, 0-29 x 0-39 = 19-10, 0-29 x 0-40 = 19-39, 0-29 x 0-41 = 20-9, 0-29 x 0-42 = 20-38, 0-29 x 0-43 = 21-8, 0-29 x 0-44 = 21-37, 0-29 x 0-45 = 22-7, 0-29 x 0-46 = 22-36, 0-29 x 0-47 = 23-6, 0-29 x 0-48 = 23-35, 0-29 x 0-49 = 24-5, 0-29 x 0-50 = 24-34, 0-29 x 0-51 = 25-4, 0-29 x 0-52 = 25-33, 0-29 x 0-53 = 26-3, 0-29 x 0-54 = 26-32, 0-29 x 0-55 = 27-2, 0-29 x 0-56 = 27-31, 0-29 x 0-57 = 28-1, 0-29 x 0-58 = 28-30, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-1, 0-30 x 0-3 = 1-31, 0-30 x 0-4 = 2-2, 0-30 x 0-5 = 2-32, 0-30 x 0-6 = 3-3, 0-30 x 0-7 = 3-33, 0-30 x 0-8 = 4-4, 0-30 x 0-9 = 4-34, 0-30 x 0-10 = 5-5, 0-30 x 0-11 = 5-35, 0-30 x 0-12 = 6-6, 0-30 x 0-13 = 6-36, 0-30 x 0-14 = 7-7, 0-30 x 0-15 = 7-37, 0-30 x 0-16 = 8-8, 0-30 x 0-17 = 8-38, 0-30 x 0-18 = 9-9, 0-30 x 0-19 = 9-39, 0-30 x 0-20 = 10-10, 0-30 x 0-21 = 10-40, 0-30 x 0-22 = 11-11, 0-30 x 0-23 = 11-41, 0-30 x 0-24 = 12-12, 0-30 x 0-25 = 12-42, 0-30 x 0-26 = 13-13, 0-30 x 0-27 = 13-43, 0-30 x 0-28 = 14-14, 0-30 x 0-29 = 14-44, 0-30 x 0-30 = 15-15, 0-30 x 0-31 = 15-45, 0-30 x 0-32 = 16-16, 0-30 x 0-33 = 16-46, 0-30 x 0-34 = 17-17, 0-30 x 0-35 = 17-47, 0-30 x 0-36 = 18-18, 0-30 x 0-37 = 18-48, 0-30 x 0-38 = 19-19, 0-30 x 0-39 = 19-49, 0-30 x 0-40 = 20-20, 0-30 x 0-41 = 20-50, 0-30 x 0-42 = 21-21, 0-30 x 0-43 = 21-51, 0-30 x 0-44 = 22-22, 0-30 x 0-45 = 22-52, 0-30 x 0-46 = 23-23, 0-30 x 0-47 = 23-53, 0-30 x 0-48 = 24-24, 0-30 x 0-49 = 24-54, 0-30 x 0-50 = 25-25, 0-30 x 0-51 = 25-55, 0-30 x 0-52 = 26-26, 0-30 x 0-53 = 26-56, 0-30 x 0-54 = 27-27, 0-30 x 0-55 = 27-57, 0-30 x 0-56 = 28-28, 0-30 x 0-57 = 28-58, 0-30 x 0-58 = 29-29, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-3, 0-31 x 0-3 = 1-34, 0-31 x 0-4 = 2-6, 0-31 x 0-5 = 2-37, 0-31 x 0-6 = 3-9, 0-31 x 0-7 = 3-40, 0-31 x 0-8 = 4-12, 0-31 x 0-9 = 4-43, 0-31 x 0-10 = 5-15, 0-31 x 0-11 = 5-46, 0-31 x 0-12 = 6-18, 0-31 x 0-13 = 6-49, 0-31 x 0-14 = 7-21, 0-31 x 0-15 = 7-52, 0-31 x 0-16 = 8-24, 0-31 x 0-17 = 8-55, 0-31 x 0-18 = 9-27, 0-31 x 0-19 = 9-58, 0-31 x 0-20 = 10-30, 0-31 x 0-21 = 11-2, 0-31 x 0-22 = 11-33, 0-31 x 0-23 = 12-5, 0-31 x 0-24 = 12-36, 0-31 x 0-25 = 13-8, 0-31 x 0-26 = 13-39, 0-31 x 0-27 = 14-11, 0-31 x 0-28 = 14-42, 0-31 x 0-29 = 15-14, 0-31 x 0-30 = 15-45, 0-31 x 0-31 = 16-17, 0-31 x 0-32 = 16-48, 0-31 x 0-33 = 17-20, 0-31 x 0-34 = 17-51, 0-31 x 0-35 = 18-23, 0-31 x 0-36 = 18-54, 0-31 x 0-37 = 19-26, 0-31 x 0-38 = 19-57, 0-31 x 0-39 = 20-29, 0-31 x 0-40 = 21-1, 0-31 x 0-41 = 21-32, 0-31 x 0-42 = 22-4, 0-31 x 0-43 = 22-35, 0-31 x 0-44 = 23-7, 0-31 x 0-45 = 23-38, 0-31 x 0-46 = 24-10, 0-31 x 0-47 = 24-41, 0-31 x 0-48 = 25-13, 0-31 x 0-49 = 25-44, 0-31 x 0-50 = 26-16, 0-31 x 0-51 = 26-47, 0-31 x 0-52 = 27-19, 0-31 x 0-53 = 27-50, 0-31 x 0-54 = 28-22, 0-31 x 0-55 = 28-53, 0-31 x 0-56 = 29-25, 0-31 x 0-57 = 29-56, 0-31 x 0-58 = 30-28, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-5, 0-32 x 0-3 = 1-37, 0-32 x 0-4 = 2-10, 0-32 x 0-5 = 2-42, 0-32 x 0-6 = 3-15, 0-32 x 0-7 = 3-47, 0-32 x 0-8 = 4-20, 0-32 x 0-9 = 4-52, 0-32 x 0-10 = 5-25, 0-32 x 0-11 = 5-57, 0-32 x 0-12 = 6-30, 0-32 x 0-13 = 7-3, 0-32 x 0-14 = 7-35, 0-32 x 0-15 = 8-8, 0-32 x 0-16 = 8-40, 0-32 x 0-17 = 9-13, 0-32 x 0-18 = 9-45, 0-32 x 0-19 = 10-18, 0-32 x 0-20 = 10-50, 0-32 x 0-21 = 11-23, 0-32 x 0-22 = 11-55, 0-32 x 0-23 = 12-28, 0-32 x 0-24 = 13-1, 0-32 x 0-25 = 13-33, 0-32 x 0-26 = 14-6, 0-32 x 0-27 = 14-38, 0-32 x 0-28 = 15-11, 0-32 x 0-29 = 15-43, 0-32 x 0-30 = 16-16, 0-32 x 0-31 = 16-48, 0-32 x 0-32 = 17-21, 0-32 x 0-33 = 17-53, 0-32 x 0-34 = 18-26, 0-32 x 0-35 = 18-58, 0-32 x 0-36 = 19-31, 0-32 x 0-37 = 20-4, 0-32 x 0-38 = 20-36, 0-32 x 0-39 = 21-9, 0-32 x 0-40 = 21-41, 0-32 x 0-41 = 22-14, 0-32 x 0-42 = 22-46, 0-32 x 0-43 = 23-19, 0-32 x 0-44 = 23-51, 0-32 x 0-45 = 24-24, 0-32 x 0-46 = 24-56, 0-32 x 0-47 = 25-29, 0-32 x 0-48 = 26-2, 0-32 x 0-49 = 26-34, 0-32 x 0-50 = 27-7, 0-32 x 0-51 = 27-39, 0-32 x 0-52 = 28-12, 0-32 x 0-53 = 28-44, 0-32 x 0-54 = 29-17, 0-32 x 0-55 = 29-49, 0-32 x 0-56 = 30-22, 0-32 x 0-57 = 30-54, 0-32 x 0-58 = 31-27, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-7, 0-33 x 0-3 = 1-40, 0-33 x 0-4 = 2-14, 0-33 x 0-5 = 2-47, 0-33 x 0-6 = 3-21, 0-33 x 0-7 = 3-54, 0-33 x 0-8 = 4-28, 0-33 x 0-9 = 5-2, 0-33 x 0-10 = 5-35, 0-33 x 0-11 = 6-9, 0-33 x 0-12 = 6-42, 0-33 x 0-13 = 7-16, 0-33 x 0-14 = 7-49, 0-33 x 0-15 = 8-23, 0-33 x 0-16 = 8-56, 0-33 x 0-17 = 9-30, 0-33 x 0-18 = 10-4, 0-33 x 0-19 = 10-37, 0-33 x 0-20 = 11-11, 0-33 x 0-21 = 11-44, 0-33 x 0-22 = 12-18, 0-33 x 0-23 = 12-51, 0-33 x 0-24 = 13-25, 0-33 x 0-25 = 13-58, 0-33 x 0-26 = 14-32, 0-33 x 0-27 = 15-6, 0-33 x 0-28 = 15-39, 0-33 x 0-29 = 16-13, 0-33 x 0-30 = 16-46, 0-33 x 0-31 = 17-20, 0-33 x 0-32 = 17-53, 0-33 x 0-33 = 18-27, 0-33 x 0-34 = 19-1, 0-33 x 0-35 = 19-34, 0-33 x 0-36 = 20-8, 0-33 x 0-37 = 20-41, 0-33 x 0-38 = 21-15, 0-33 x 0-39 = 21-48, 0-33 x 0-40 = 22-22, 0-33 x 0-41 = 22-55, 0-33 x 0-42 = 23-29, 0-33 x 0-43 = 24-3, 0-33 x 0-44 = 24-36, 0-33 x 0-45 = 25-10, 0-33 x 0-46 = 25-43, 0-33 x 0-47 = 26-17, 0-33 x 0-48 = 26-50, 0-33 x 0-49 = 27-24, 0-33 x 0-50 = 27-57, 0-33 x 0-51 = 28-31, 0-33 x 0-52 = 29-5, 0-33 x 0-53 = 29-38, 0-33 x 0-54 = 30-12, 0-33 x 0-55 = 30-45, 0-33 x 0-56 = 31-19, 0-33 x 0-57 = 31-52, 0-33 x 0-58 = 32-26, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-9, 0-34 x 0-3 = 1-43, 0-34 x 0-4 = 2-18, 0-34 x 0-5 = 2-52, 0-34 x 0-6 = 3-27, 0-34 x 0-7 = 4-2, 0-34 x 0-8 = 4-36, 0-34 x 0-9 = 5-11, 0-34 x 0-10 = 5-45, 0-34 x 0-11 = 6-20, 0-34 x 0-12 = 6-54, 0-34 x 0-13 = 7-29, 0-34 x 0-14 = 8-4, 0-34 x 0-15 = 8-38, 0-34 x 0-16 = 9-13, 0-34 x 0-17 = 9-47, 0-34 x 0-18 = 10-22, 0-34 x 0-19 = 10-56, 0-34 x 0-20 = 11-31, 0-34 x 0-21 = 12-6, 0-34 x 0-22 = 12-40, 0-34 x 0-23 = 13-15, 0-34 x 0-24 = 13-49, 0-34 x 0-25 = 14-24, 0-34 x 0-26 = 14-58, 0-34 x 0-27 = 15-33, 0-34 x 0-28 = 16-8, 0-34 x 0-29 = 16-42, 0-34 x 0-30 = 17-17, 0-34 x 0-31 = 17-51, 0-34 x 0-32 = 18-26, 0-34 x 0-33 = 19-1, 0-34 x 0-34 = 19-35, 0-34 x 0-35 = 20-10, 0-34 x 0-36 = 20-44, 0-34 x 0-37 = 21-19, 0-34 x 0-38 = 21-53, 0-34 x 0-39 = 22-28, 0-34 x 0-40 = 23-3, 0-34 x 0-41 = 23-37, 0-34 x 0-42 = 24-12, 0-34 x 0-43 = 24-46, 0-34 x 0-44 = 25-21, 0-34 x 0-45 = 25-55, 0-34 x 0-46 = 26-30, 0-34 x 0-47 = 27-5, 0-34 x 0-48 = 27-39, 0-34 x 0-49 = 28-14, 0-34 x 0-50 = 28-48, 0-34 x 0-51 = 29-23, 0-34 x 0-52 = 29-57, 0-34 x 0-53 = 30-32, 0-34 x 0-54 = 31-7, 0-34 x 0-55 = 31-41, 0-34 x 0-56 = 32-16, 0-34 x 0-57 = 32-50, 0-34 x 0-58 = 33-25, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-11, 0-35 x 0-3 = 1-46, 0-35 x 0-4 = 2-22, 0-35 x 0-5 = 2-57, 0-35 x 0-6 = 3-33, 0-35 x 0-7 = 4-9, 0-35 x 0-8 = 4-44, 0-35 x 0-9 = 5-20, 0-35 x 0-10 = 5-55, 0-35 x 0-11 = 6-31, 0-35 x 0-12 = 7-7, 0-35 x 0-13 = 7-42, 0-35 x 0-14 = 8-18, 0-35 x 0-15 = 8-53, 0-35 x 0-16 = 9-29, 0-35 x 0-17 = 10-5, 0-35 x 0-18 = 10-40, 0-35 x 0-19 = 11-16, 0-35 x 0-20 = 11-51, 0-35 x 0-21 = 12-27, 0-35 x 0-22 = 13-3, 0-35 x 0-23 = 13-38, 0-35 x 0-24 = 14-14, 0-35 x 0-25 = 14-49, 0-35 x 0-26 = 15-25, 0-35 x 0-27 = 16-1, 0-35 x 0-28 = 16-36, 0-35 x 0-29 = 17-12, 0-35 x 0-30 = 17-47, 0-35 x 0-31 = 18-23, 0-35 x 0-32 = 18-58, 0-35 x 0-33 = 19-34, 0-35 x 0-34 = 20-10, 0-35 x 0-35 = 20-45, 0-35 x 0-36 = 21-21, 0-35 x 0-37 = 21-56, 0-35 x 0-38 = 22-32, 0-35 x 0-39 = 23-8, 0-35 x 0-40 = 23-43, 0-35 x 0-41 = 24-19, 0-35 x 0-42 = 24-54, 0-35 x 0-43 = 25-30, 0-35 x 0-44 = 26-6, 0-35 x 0-45 = 26-41, 0-35 x 0-46 = 27-17, 0-35 x 0-47 = 27-52, 0-35 x 0-48 = 28-28, 0-35 x 0-49 = 29-4, 0-35 x 0-50 = 29-39, 0-35 x 0-51 = 30-15, 0-35 x 0-52 = 30-50, 0-35 x 0-53 = 31-26, 0-35 x 0-54 = 32-2, 0-35 x 0-55 = 32-37, 0-35 x 0-56 = 33-13, 0-35 x 0-57 = 33-48, 0-35 x 0-58 = 34-24, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-13, 0-36 x 0-3 = 1-49, 0-36 x 0-4 = 2-26, 0-36 x 0-5 = 3-3, 0-36 x 0-6 = 3-39, 0-36 x 0-7 = 4-16, 0-36 x 0-8 = 4-52, 0-36 x 0-9 = 5-29, 0-36 x 0-10 = 6-6, 0-36 x 0-11 = 6-42, 0-36 x 0-12 = 7-19, 0-36 x 0-13 = 7-55, 0-36 x 0-14 = 8-32, 0-36 x 0-15 = 9-9, 0-36 x 0-16 = 9-45, 0-36 x 0-17 = 10-22, 0-36 x 0-18 = 10-58, 0-36 x 0-19 = 11-35, 0-36 x 0-20 = 12-12, 0-36 x 0-21 = 12-48, 0-36 x 0-22 = 13-25, 0-36 x 0-23 = 14-2, 0-36 x 0-24 = 14-38, 0-36 x 0-25 = 15-15, 0-36 x 0-26 = 15-51, 0-36 x 0-27 = 16-28, 0-36 x 0-28 = 17-5, 0-36 x 0-29 = 17-41, 0-36 x 0-30 = 18-18, 0-36 x 0-31 = 18-54, 0-36 x 0-32 = 19-31, 0-36 x 0-33 = 20-8, 0-36 x 0-34 = 20-44, 0-36 x 0-35 = 21-21, 0-36 x 0-36 = 21-57, 0-36 x 0-37 = 22-34, 0-36 x 0-38 = 23-11, 0-36 x 0-39 = 23-47, 0-36 x 0-40 = 24-24, 0-36 x 0-41 = 25-1, 0-36 x 0-42 = 25-37, 0-36 x 0-43 = 26-14, 0-36 x 0-44 = 26-50, 0-36 x 0-45 = 27-27, 0-36 x 0-46 = 28-4, 0-36 x 0-47 = 28-40, 0-36 x 0-48 = 29-17, 0-36 x 0-49 = 29-53, 0-36 x 0-50 = 30-30, 0-36 x 0-51 = 31-7, 0-36 x 0-52 = 31-43, 0-36 x 0-53 = 32-20, 0-36 x 0-54 = 32-56, 0-36 x 0-55 = 33-33, 0-36 x 0-56 = 34-10, 0-36 x 0-57 = 34-46, 0-36 x 0-58 = 35-23, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-15, 0-37 x 0-3 = 1-52, 0-37 x 0-4 = 2-30, 0-37 x 0-5 = 3-8, 0-37 x 0-6 = 3-45, 0-37 x 0-7 = 4-23, 0-37 x 0-8 = 5-1, 0-37 x 0-9 = 5-38, 0-37 x 0-10 = 6-16, 0-37 x 0-11 = 6-53, 0-37 x 0-12 = 7-31, 0-37 x 0-13 = 8-9, 0-37 x 0-14 = 8-46, 0-37 x 0-15 = 9-24, 0-37 x 0-16 = 10-2, 0-37 x 0-17 = 10-39, 0-37 x 0-18 = 11-17, 0-37 x 0-19 = 11-54, 0-37 x 0-20 = 12-32, 0-37 x 0-21 = 13-10, 0-37 x 0-22 = 13-47, 0-37 x 0-23 = 14-25, 0-37 x 0-24 = 15-3, 0-37 x 0-25 = 15-40, 0-37 x 0-26 = 16-18, 0-37 x 0-27 = 16-55, 0-37 x 0-28 = 17-33, 0-37 x 0-29 = 18-11, 0-37 x 0-30 = 18-48, 0-37 x 0-31 = 19-26, 0-37 x 0-32 = 20-4, 0-37 x 0-33 = 20-41, 0-37 x 0-34 = 21-19, 0-37 x 0-35 = 21-56, 0-37 x 0-36 = 22-34, 0-37 x 0-37 = 23-12, 0-37 x 0-38 = 23-49, 0-37 x 0-39 = 24-27, 0-37 x 0-40 = 25-5, 0-37 x 0-41 = 25-42, 0-37 x 0-42 = 26-20, 0-37 x 0-43 = 26-57, 0-37 x 0-44 = 27-35, 0-37 x 0-45 = 28-13, 0-37 x 0-46 = 28-50, 0-37 x 0-47 = 29-28, 0-37 x 0-48 = 30-6, 0-37 x 0-49 = 30-43, 0-37 x 0-50 = 31-21, 0-37 x 0-51 = 31-58, 0-37 x 0-52 = 32-36, 0-37 x 0-53 = 33-14, 0-37 x 0-54 = 33-51, 0-37 x 0-55 = 34-29, 0-37 x 0-56 = 35-7, 0-37 x 0-57 = 35-44, 0-37 x 0-58 = 36-22, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-17, 0-38 x 0-3 = 1-55, 0-38 x 0-4 = 2-34, 0-38 x 0-5 = 3-13, 0-38 x 0-6 = 3-51, 0-38 x 0-7 = 4-30, 0-38 x 0-8 = 5-9, 0-38 x 0-9 = 5-47, 0-38 x 0-10 = 6-26, 0-38 x 0-11 = 7-5, 0-38 x 0-12 = 7-43, 0-38 x 0-13 = 8-22, 0-38 x 0-14 = 9-1, 0-38 x 0-15 = 9-39, 0-38 x 0-16 = 10-18, 0-38 x 0-17 = 10-56, 0-38 x 0-18 = 11-35, 0-38 x 0-19 = 12-14, 0-38 x 0-20 = 12-52, 0-38 x 0-21 = 13-31, 0-38 x 0-22 = 14-10, 0-38 x 0-23 = 14-48, 0-38 x 0-24 = 15-27, 0-38 x 0-25 = 16-6, 0-38 x 0-26 = 16-44, 0-38 x 0-27 = 17-23, 0-38 x 0-28 = 18-2, 0-38 x 0-29 = 18-40, 0-38 x 0-30 = 19-19, 0-38 x 0-31 = 19-57, 0-38 x 0-32 = 20-36, 0-38 x 0-33 = 21-15, 0-38 x 0-34 = 21-53, 0-38 x 0-35 = 22-32, 0-38 x 0-36 = 23-11, 0-38 x 0-37 = 23-49, 0-38 x 0-38 = 24-28, 0-38 x 0-39 = 25-7, 0-38 x 0-40 = 25-45, 0-38 x 0-41 = 26-24, 0-38 x 0-42 = 27-3, 0-38 x 0-43 = 27-41, 0-38 x 0-44 = 28-20, 0-38 x 0-45 = 28-58, 0-38 x 0-46 = 29-37, 0-38 x 0-47 = 30-16, 0-38 x 0-48 = 30-54, 0-38 x 0-49 = 31-33, 0-38 x 0-50 = 32-12, 0-38 x 0-51 = 32-50, 0-38 x 0-52 = 33-29, 0-38 x 0-53 = 34-8, 0-38 x 0-54 = 34-46, 0-38 x 0-55 = 35-25, 0-38 x 0-56 = 36-4, 0-38 x 0-57 = 36-42, 0-38 x 0-58 = 37-21, 
