22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-17, 22 x 6 = 1-39, 22 x 7 = 1-61, 22 x 8 = 1-83, 22 x 9 = 2-12, 22 x 10 = 2-34, 22 x 11 = 2-56, 22 x 12 = 2-78, 22 x 13 = 3-7, 22 x 14 = 3-29, 22 x 15 = 3-51, 22 x 16 = 3-73, 22 x 17 = 4-2, 22 x 18 = 4-24, 22 x 19 = 4-46, 22 x 20 = 4-68, 22 x 21 = 4-90, 22 x 22 = 5-19, 22 x 23 = 5-41, 22 x 24 = 5-63, 22 x 25 = 5-85, 22 x 26 = 6-14, 22 x 27 = 6-36, 22 x 28 = 6-58, 22 x 29 = 6-80, 22 x 30 = 7-9, 22 x 31 = 7-31, 22 x 32 = 7-53, 22 x 33 = 7-75, 22 x 34 = 8-4, 22 x 35 = 8-26, 22 x 36 = 8-48, 22 x 37 = 8-70, 22 x 38 = 8-92, 22 x 39 = 9-21, 22 x 40 = 9-43, 22 x 41 = 9-65, 22 x 42 = 9-87, 22 x 43 = 10-16, 22 x 44 = 10-38, 22 x 45 = 10-60, 22 x 46 = 10-82, 22 x 47 = 11-11, 22 x 48 = 11-33, 22 x 49 = 11-55, 22 x 50 = 11-77, 22 x 51 = 12-6, 22 x 52 = 12-28, 22 x 53 = 12-50, 22 x 54 = 12-72, 22 x 55 = 13-1, 22 x 56 = 13-23, 22 x 57 = 13-45, 22 x 58 = 13-67, 22 x 59 = 13-89, 22 x 60 = 14-18, 22 x 61 = 14-40, 22 x 62 = 14-62, 22 x 63 = 14-84, 22 x 64 = 15-13, 22 x 65 = 15-35, 22 x 66 = 15-57, 22 x 67 = 15-79, 22 x 68 = 16-8, 22 x 69 = 16-30, 22 x 70 = 16-52, 22 x 71 = 16-74, 22 x 72 = 17-3, 22 x 73 = 17-25, 22 x 74 = 17-47, 22 x 75 = 17-69, 22 x 76 = 17-91, 22 x 77 = 18-20, 22 x 78 = 18-42, 22 x 79 = 18-64, 22 x 80 = 18-86, 22 x 81 = 19-15, 22 x 82 = 19-37, 22 x 83 = 19-59, 22 x 84 = 19-81, 22 x 85 = 20-10, 22 x 86 = 20-32, 22 x 87 = 20-54, 22 x 88 = 20-76, 22 x 89 = 21-5, 22 x 90 = 21-27, 22 x 91 = 21-49, 22 x 92 = 21-71, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-22, 23 x 6 = 1-45, 23 x 7 = 1-68, 23 x 8 = 1-91, 23 x 9 = 2-21, 23 x 10 = 2-44, 23 x 11 = 2-67, 23 x 12 = 2-90, 23 x 13 = 3-20, 23 x 14 = 3-43, 23 x 15 = 3-66, 23 x 16 = 3-89, 23 x 17 = 4-19, 23 x 18 = 4-42, 23 x 19 = 4-65, 23 x 20 = 4-88, 23 x 21 = 5-18, 23 x 22 = 5-41, 23 x 23 = 5-64, 23 x 24 = 5-87, 23 x 25 = 6-17, 23 x 26 = 6-40, 23 x 27 = 6-63, 23 x 28 = 6-86, 23 x 29 = 7-16, 23 x 30 = 7-39, 23 x 31 = 7-62, 23 x 32 = 7-85, 23 x 33 = 8-15, 23 x 34 = 8-38, 23 x 35 = 8-61, 23 x 36 = 8-84, 23 x 37 = 9-14, 23 x 38 = 9-37, 23 x 39 = 9-60, 23 x 40 = 9-83, 23 x 41 = 10-13, 23 x 42 = 10-36, 23 x 43 = 10-59, 23 x 44 = 10-82, 23 x 45 = 11-12, 23 x 46 = 11-35, 23 x 47 = 11-58, 23 x 48 = 11-81, 23 x 49 = 12-11, 23 x 50 = 12-34, 23 x 51 = 12-57, 23 x 52 = 12-80, 23 x 53 = 13-10, 23 x 54 = 13-33, 23 x 55 = 13-56, 23 x 56 = 13-79, 23 x 57 = 14-9, 23 x 58 = 14-32, 23 x 59 = 14-55, 23 x 60 = 14-78, 23 x 61 = 15-8, 23 x 62 = 15-31, 23 x 63 = 15-54, 23 x 64 = 15-77, 23 x 65 = 16-7, 23 x 66 = 16-30, 23 x 67 = 16-53, 23 x 68 = 16-76, 23 x 69 = 17-6, 23 x 70 = 17-29, 23 x 71 = 17-52, 23 x 72 = 17-75, 23 x 73 = 18-5, 23 x 74 = 18-28, 23 x 75 = 18-51, 23 x 76 = 18-74, 23 x 77 = 19-4, 23 x 78 = 19-27, 23 x 79 = 19-50, 23 x 80 = 19-73, 23 x 81 = 20-3, 23 x 82 = 20-26, 23 x 83 = 20-49, 23 x 84 = 20-72, 23 x 85 = 21-2, 23 x 86 = 21-25, 23 x 87 = 21-48, 23 x 88 = 21-71, 23 x 89 = 22-1, 23 x 90 = 22-24, 23 x 91 = 22-47, 23 x 92 = 22-70, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-3, 24 x 5 = 1-27, 24 x 6 = 1-51, 24 x 7 = 1-75, 24 x 8 = 2-6, 24 x 9 = 2-30, 24 x 10 = 2-54, 24 x 11 = 2-78, 24 x 12 = 3-9, 24 x 13 = 3-33, 24 x 14 = 3-57, 24 x 15 = 3-81, 24 x 16 = 4-12, 24 x 17 = 4-36, 24 x 18 = 4-60, 24 x 19 = 4-84, 24 x 20 = 5-15, 24 x 21 = 5-39, 24 x 22 = 5-63, 24 x 23 = 5-87, 24 x 24 = 6-18, 24 x 25 = 6-42, 24 x 26 = 6-66, 24 x 27 = 6-90, 24 x 28 = 7-21, 24 x 29 = 7-45, 24 x 30 = 7-69, 24 x 31 = 8-0, 24 x 32 = 8-24, 24 x 33 = 8-48, 24 x 34 = 8-72, 24 x 35 = 9-3, 24 x 36 = 9-27, 24 x 37 = 9-51, 24 x 38 = 9-75, 24 x 39 = 10-6, 24 x 40 = 10-30, 24 x 41 = 10-54, 24 x 42 = 10-78, 24 x 43 = 11-9, 24 x 44 = 11-33, 24 x 45 = 11-57, 24 x 46 = 11-81, 24 x 47 = 12-12, 24 x 48 = 12-36, 24 x 49 = 12-60, 24 x 50 = 12-84, 24 x 51 = 13-15, 24 x 52 = 13-39, 24 x 53 = 13-63, 24 x 54 = 13-87, 24 x 55 = 14-18, 24 x 56 = 14-42, 24 x 57 = 14-66, 24 x 58 = 14-90, 24 x 59 = 15-21, 24 x 60 = 15-45, 24 x 61 = 15-69, 24 x 62 = 16-0, 24 x 63 = 16-24, 24 x 64 = 16-48, 24 x 65 = 16-72, 24 x 66 = 17-3, 24 x 67 = 17-27, 24 x 68 = 17-51, 24 x 69 = 17-75, 24 x 70 = 18-6, 24 x 71 = 18-30, 24 x 72 = 18-54, 24 x 73 = 18-78, 24 x 74 = 19-9, 24 x 75 = 19-33, 24 x 76 = 19-57, 24 x 77 = 19-81, 24 x 78 = 20-12, 24 x 79 = 20-36, 24 x 80 = 20-60, 24 x 81 = 20-84, 24 x 82 = 21-15, 24 x 83 = 21-39, 24 x 84 = 21-63, 24 x 85 = 21-87, 24 x 86 = 22-18, 24 x 87 = 22-42, 24 x 88 = 22-66, 24 x 89 = 22-90, 24 x 90 = 23-21, 24 x 91 = 23-45, 24 x 92 = 23-69, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-7, 25 x 5 = 1-32, 25 x 6 = 1-57, 25 x 7 = 1-82, 25 x 8 = 2-14, 25 x 9 = 2-39, 25 x 10 = 2-64, 25 x 11 = 2-89, 25 x 12 = 3-21, 25 x 13 = 3-46, 25 x 14 = 3-71, 25 x 15 = 4-3, 25 x 16 = 4-28, 25 x 17 = 4-53, 25 x 18 = 4-78, 25 x 19 = 5-10, 25 x 20 = 5-35, 25 x 21 = 5-60, 25 x 22 = 5-85, 25 x 23 = 6-17, 25 x 24 = 6-42, 25 x 25 = 6-67, 25 x 26 = 6-92, 25 x 27 = 7-24, 25 x 28 = 7-49, 25 x 29 = 7-74, 25 x 30 = 8-6, 25 x 31 = 8-31, 25 x 32 = 8-56, 25 x 33 = 8-81, 25 x 34 = 9-13, 25 x 35 = 9-38, 25 x 36 = 9-63, 25 x 37 = 9-88, 25 x 38 = 10-20, 25 x 39 = 10-45, 25 x 40 = 10-70, 25 x 41 = 11-2, 25 x 42 = 11-27, 25 x 43 = 11-52, 25 x 44 = 11-77, 25 x 45 = 12-9, 25 x 46 = 12-34, 25 x 47 = 12-59, 25 x 48 = 12-84, 25 x 49 = 13-16, 25 x 50 = 13-41, 25 x 51 = 13-66, 25 x 52 = 13-91, 25 x 53 = 14-23, 25 x 54 = 14-48, 25 x 55 = 14-73, 25 x 56 = 15-5, 25 x 57 = 15-30, 25 x 58 = 15-55, 25 x 59 = 15-80, 25 x 60 = 16-12, 25 x 61 = 16-37, 25 x 62 = 16-62, 25 x 63 = 16-87, 25 x 64 = 17-19, 25 x 65 = 17-44, 25 x 66 = 17-69, 25 x 67 = 18-1, 25 x 68 = 18-26, 25 x 69 = 18-51, 25 x 70 = 18-76, 25 x 71 = 19-8, 25 x 72 = 19-33, 25 x 73 = 19-58, 25 x 74 = 19-83, 25 x 75 = 20-15, 25 x 76 = 20-40, 25 x 77 = 20-65, 25 x 78 = 20-90, 25 x 79 = 21-22, 25 x 80 = 21-47, 25 x 81 = 21-72, 25 x 82 = 22-4, 25 x 83 = 22-29, 25 x 84 = 22-54, 25 x 85 = 22-79, 25 x 86 = 23-11, 25 x 87 = 23-36, 25 x 88 = 23-61, 25 x 89 = 23-86, 25 x 90 = 24-18, 25 x 91 = 24-43, 25 x 92 = 24-68, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-11, 26 x 5 = 1-37, 26 x 6 = 1-63, 26 x 7 = 1-89, 26 x 8 = 2-22, 26 x 9 = 2-48, 26 x 10 = 2-74, 26 x 11 = 3-7, 26 x 12 = 3-33, 26 x 13 = 3-59, 26 x 14 = 3-85, 26 x 15 = 4-18, 26 x 16 = 4-44, 26 x 17 = 4-70, 26 x 18 = 5-3, 26 x 19 = 5-29, 26 x 20 = 5-55, 26 x 21 = 5-81, 26 x 22 = 6-14, 26 x 23 = 6-40, 26 x 24 = 6-66, 26 x 25 = 6-92, 26 x 26 = 7-25, 26 x 27 = 7-51, 26 x 28 = 7-77, 26 x 29 = 8-10, 26 x 30 = 8-36, 26 x 31 = 8-62, 26 x 32 = 8-88, 26 x 33 = 9-21, 26 x 34 = 9-47, 26 x 35 = 9-73, 26 x 36 = 10-6, 26 x 37 = 10-32, 26 x 38 = 10-58, 26 x 39 = 10-84, 26 x 40 = 11-17, 26 x 41 = 11-43, 26 x 42 = 11-69, 26 x 43 = 12-2, 26 x 44 = 12-28, 26 x 45 = 12-54, 26 x 46 = 12-80, 26 x 47 = 13-13, 26 x 48 = 13-39, 26 x 49 = 13-65, 26 x 50 = 13-91, 26 x 51 = 14-24, 26 x 52 = 14-50, 26 x 53 = 14-76, 26 x 54 = 15-9, 26 x 55 = 15-35, 26 x 56 = 15-61, 26 x 57 = 15-87, 26 x 58 = 16-20, 26 x 59 = 16-46, 26 x 60 = 16-72, 26 x 61 = 17-5, 26 x 62 = 17-31, 26 x 63 = 17-57, 26 x 64 = 17-83, 26 x 65 = 18-16, 26 x 66 = 18-42, 26 x 67 = 18-68, 26 x 68 = 19-1, 26 x 69 = 19-27, 26 x 70 = 19-53, 26 x 71 = 19-79, 26 x 72 = 20-12, 26 x 73 = 20-38, 26 x 74 = 20-64, 26 x 75 = 20-90, 26 x 76 = 21-23, 26 x 77 = 21-49, 26 x 78 = 21-75, 26 x 79 = 22-8, 26 x 80 = 22-34, 26 x 81 = 22-60, 26 x 82 = 22-86, 26 x 83 = 23-19, 26 x 84 = 23-45, 26 x 85 = 23-71, 26 x 86 = 24-4, 26 x 87 = 24-30, 26 x 88 = 24-56, 26 x 89 = 24-82, 26 x 90 = 25-15, 26 x 91 = 25-41, 26 x 92 = 25-67, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-15, 27 x 5 = 1-42, 27 x 6 = 1-69, 27 x 7 = 2-3, 27 x 8 = 2-30, 27 x 9 = 2-57, 27 x 10 = 2-84, 27 x 11 = 3-18, 27 x 12 = 3-45, 27 x 13 = 3-72, 27 x 14 = 4-6, 27 x 15 = 4-33, 27 x 16 = 4-60, 27 x 17 = 4-87, 27 x 18 = 5-21, 27 x 19 = 5-48, 27 x 20 = 5-75, 27 x 21 = 6-9, 27 x 22 = 6-36, 27 x 23 = 6-63, 27 x 24 = 6-90, 27 x 25 = 7-24, 27 x 26 = 7-51, 27 x 27 = 7-78, 27 x 28 = 8-12, 27 x 29 = 8-39, 27 x 30 = 8-66, 27 x 31 = 9-0, 27 x 32 = 9-27, 27 x 33 = 9-54, 27 x 34 = 9-81, 27 x 35 = 10-15, 27 x 36 = 10-42, 27 x 37 = 10-69, 27 x 38 = 11-3, 27 x 39 = 11-30, 27 x 40 = 11-57, 27 x 41 = 11-84, 27 x 42 = 12-18, 27 x 43 = 12-45, 27 x 44 = 12-72, 27 x 45 = 13-6, 27 x 46 = 13-33, 27 x 47 = 13-60, 27 x 48 = 13-87, 27 x 49 = 14-21, 27 x 50 = 14-48, 27 x 51 = 14-75, 27 x 52 = 15-9, 27 x 53 = 15-36, 27 x 54 = 15-63, 27 x 55 = 15-90, 27 x 56 = 16-24, 27 x 57 = 16-51, 27 x 58 = 16-78, 27 x 59 = 17-12, 27 x 60 = 17-39, 27 x 61 = 17-66, 27 x 62 = 18-0, 27 x 63 = 18-27, 27 x 64 = 18-54, 27 x 65 = 18-81, 27 x 66 = 19-15, 27 x 67 = 19-42, 27 x 68 = 19-69, 27 x 69 = 20-3, 27 x 70 = 20-30, 27 x 71 = 20-57, 27 x 72 = 20-84, 27 x 73 = 21-18, 27 x 74 = 21-45, 27 x 75 = 21-72, 27 x 76 = 22-6, 27 x 77 = 22-33, 27 x 78 = 22-60, 27 x 79 = 22-87, 27 x 80 = 23-21, 27 x 81 = 23-48, 27 x 82 = 23-75, 27 x 83 = 24-9, 27 x 84 = 24-36, 27 x 85 = 24-63, 27 x 86 = 24-90, 27 x 87 = 25-24, 27 x 88 = 25-51, 27 x 89 = 25-78, 27 x 90 = 26-12, 27 x 91 = 26-39, 27 x 92 = 26-66, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-19, 28 x 5 = 1-47, 28 x 6 = 1-75, 28 x 7 = 2-10, 28 x 8 = 2-38, 28 x 9 = 2-66, 28 x 10 = 3-1, 28 x 11 = 3-29, 28 x 12 = 3-57, 28 x 13 = 3-85, 28 x 14 = 4-20, 28 x 15 = 4-48, 28 x 16 = 4-76, 28 x 17 = 5-11, 28 x 18 = 5-39, 28 x 19 = 5-67, 28 x 20 = 6-2, 28 x 21 = 6-30, 28 x 22 = 6-58, 28 x 23 = 6-86, 28 x 24 = 7-21, 28 x 25 = 7-49, 28 x 26 = 7-77, 28 x 27 = 8-12, 28 x 28 = 8-40, 28 x 29 = 8-68, 28 x 30 = 9-3, 28 x 31 = 9-31, 28 x 32 = 9-59, 28 x 33 = 9-87, 28 x 34 = 10-22, 28 x 35 = 10-50, 28 x 36 = 10-78, 28 x 37 = 11-13, 28 x 38 = 11-41, 28 x 39 = 11-69, 28 x 40 = 12-4, 28 x 41 = 12-32, 28 x 42 = 12-60, 28 x 43 = 12-88, 28 x 44 = 13-23, 28 x 45 = 13-51, 28 x 46 = 13-79, 28 x 47 = 14-14, 28 x 48 = 14-42, 28 x 49 = 14-70, 28 x 50 = 15-5, 28 x 51 = 15-33, 28 x 52 = 15-61, 28 x 53 = 15-89, 28 x 54 = 16-24, 28 x 55 = 16-52, 28 x 56 = 16-80, 28 x 57 = 17-15, 28 x 58 = 17-43, 28 x 59 = 17-71, 28 x 60 = 18-6, 28 x 61 = 18-34, 28 x 62 = 18-62, 28 x 63 = 18-90, 28 x 64 = 19-25, 28 x 65 = 19-53, 28 x 66 = 19-81, 28 x 67 = 20-16, 28 x 68 = 20-44, 28 x 69 = 20-72, 28 x 70 = 21-7, 28 x 71 = 21-35, 28 x 72 = 21-63, 28 x 73 = 21-91, 28 x 74 = 22-26, 28 x 75 = 22-54, 28 x 76 = 22-82, 28 x 77 = 23-17, 28 x 78 = 23-45, 28 x 79 = 23-73, 28 x 80 = 24-8, 28 x 81 = 24-36, 28 x 82 = 24-64, 28 x 83 = 24-92, 28 x 84 = 25-27, 28 x 85 = 25-55, 28 x 86 = 25-83, 28 x 87 = 26-18, 28 x 88 = 26-46, 28 x 89 = 26-74, 28 x 90 = 27-9, 28 x 91 = 27-37, 28 x 92 = 27-65, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-23, 29 x 5 = 1-52, 29 x 6 = 1-81, 29 x 7 = 2-17, 29 x 8 = 2-46, 29 x 9 = 2-75, 29 x 10 = 3-11, 29 x 11 = 3-40, 29 x 12 = 3-69, 29 x 13 = 4-5, 29 x 14 = 4-34, 29 x 15 = 4-63, 29 x 16 = 4-92, 29 x 17 = 5-28, 29 x 18 = 5-57, 29 x 19 = 5-86, 29 x 20 = 6-22, 29 x 21 = 6-51, 29 x 22 = 6-80, 29 x 23 = 7-16, 29 x 24 = 7-45, 29 x 25 = 7-74, 29 x 26 = 8-10, 29 x 27 = 8-39, 29 x 28 = 8-68, 29 x 29 = 9-4, 29 x 30 = 9-33, 29 x 31 = 9-62, 29 x 32 = 9-91, 29 x 33 = 10-27, 29 x 34 = 10-56, 29 x 35 = 10-85, 29 x 36 = 11-21, 29 x 37 = 11-50, 29 x 38 = 11-79, 29 x 39 = 12-15, 29 x 40 = 12-44, 29 x 41 = 12-73, 29 x 42 = 13-9, 29 x 43 = 13-38, 29 x 44 = 13-67, 29 x 45 = 14-3, 29 x 46 = 14-32, 29 x 47 = 14-61, 29 x 48 = 14-90, 29 x 49 = 15-26, 29 x 50 = 15-55, 29 x 51 = 15-84, 29 x 52 = 16-20, 29 x 53 = 16-49, 29 x 54 = 16-78, 29 x 55 = 17-14, 29 x 56 = 17-43, 29 x 57 = 17-72, 29 x 58 = 18-8, 29 x 59 = 18-37, 29 x 60 = 18-66, 29 x 61 = 19-2, 29 x 62 = 19-31, 29 x 63 = 19-60, 29 x 64 = 19-89, 29 x 65 = 20-25, 29 x 66 = 20-54, 29 x 67 = 20-83, 29 x 68 = 21-19, 29 x 69 = 21-48, 29 x 70 = 21-77, 29 x 71 = 22-13, 29 x 72 = 22-42, 29 x 73 = 22-71, 29 x 74 = 23-7, 29 x 75 = 23-36, 29 x 76 = 23-65, 29 x 77 = 24-1, 29 x 78 = 24-30, 29 x 79 = 24-59, 29 x 80 = 24-88, 29 x 81 = 25-24, 29 x 82 = 25-53, 29 x 83 = 25-82, 29 x 84 = 26-18, 29 x 85 = 26-47, 29 x 86 = 26-76, 29 x 87 = 27-12, 29 x 88 = 27-41, 29 x 89 = 27-70, 29 x 90 = 28-6, 29 x 91 = 28-35, 29 x 92 = 28-64, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-27, 30 x 5 = 1-57, 30 x 6 = 1-87, 30 x 7 = 2-24, 30 x 8 = 2-54, 30 x 9 = 2-84, 30 x 10 = 3-21, 30 x 11 = 3-51, 30 x 12 = 3-81, 30 x 13 = 4-18, 30 x 14 = 4-48, 30 x 15 = 4-78, 30 x 16 = 5-15, 30 x 17 = 5-45, 30 x 18 = 5-75, 30 x 19 = 6-12, 30 x 20 = 6-42, 30 x 21 = 6-72, 30 x 22 = 7-9, 30 x 23 = 7-39, 30 x 24 = 7-69, 30 x 25 = 8-6, 30 x 26 = 8-36, 30 x 27 = 8-66, 30 x 28 = 9-3, 30 x 29 = 9-33, 30 x 30 = 9-63, 30 x 31 = 10-0, 30 x 32 = 10-30, 30 x 33 = 10-60, 30 x 34 = 10-90, 30 x 35 = 11-27, 30 x 36 = 11-57, 30 x 37 = 11-87, 30 x 38 = 12-24, 30 x 39 = 12-54, 30 x 40 = 12-84, 30 x 41 = 13-21, 30 x 42 = 13-51, 30 x 43 = 13-81, 30 x 44 = 14-18, 30 x 45 = 14-48, 30 x 46 = 14-78, 30 x 47 = 15-15, 30 x 48 = 15-45, 30 x 49 = 15-75, 30 x 50 = 16-12, 30 x 51 = 16-42, 30 x 52 = 16-72, 30 x 53 = 17-9, 30 x 54 = 17-39, 30 x 55 = 17-69, 30 x 56 = 18-6, 30 x 57 = 18-36, 30 x 58 = 18-66, 30 x 59 = 19-3, 30 x 60 = 19-33, 30 x 61 = 19-63, 30 x 62 = 20-0, 30 x 63 = 20-30, 30 x 64 = 20-60, 30 x 65 = 20-90, 30 x 66 = 21-27, 30 x 67 = 21-57, 30 x 68 = 21-87, 30 x 69 = 22-24, 30 x 70 = 22-54, 30 x 71 = 22-84, 30 x 72 = 23-21, 30 x 73 = 23-51, 30 x 74 = 23-81, 30 x 75 = 24-18, 30 x 76 = 24-48, 30 x 77 = 24-78, 30 x 78 = 25-15, 30 x 79 = 25-45, 30 x 80 = 25-75, 30 x 81 = 26-12, 30 x 82 = 26-42, 30 x 83 = 26-72, 30 x 84 = 27-9, 30 x 85 = 27-39, 30 x 86 = 27-69, 30 x 87 = 28-6, 30 x 88 = 28-36, 30 x 89 = 28-66, 30 x 90 = 29-3, 30 x 91 = 29-33, 30 x 92 = 29-63, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-0, 31 x 4 = 1-31, 31 x 5 = 1-62, 31 x 6 = 2-0, 31 x 7 = 2-31, 31 x 8 = 2-62, 31 x 9 = 3-0, 31 x 10 = 3-31, 31 x 11 = 3-62, 31 x 12 = 4-0, 31 x 13 = 4-31, 31 x 14 = 4-62, 31 x 15 = 5-0, 31 x 16 = 5-31, 31 x 17 = 5-62, 31 x 18 = 6-0, 31 x 19 = 6-31, 31 x 20 = 6-62, 31 x 21 = 7-0, 31 x 22 = 7-31, 31 x 23 = 7-62, 31 x 24 = 8-0, 31 x 25 = 8-31, 31 x 26 = 8-62, 31 x 27 = 9-0, 31 x 28 = 9-31, 31 x 29 = 9-62, 31 x 30 = 10-0, 31 x 31 = 10-31, 31 x 32 = 10-62, 31 x 33 = 11-0, 31 x 34 = 11-31, 31 x 35 = 11-62, 31 x 36 = 12-0, 31 x 37 = 12-31, 31 x 38 = 12-62, 31 x 39 = 13-0, 31 x 40 = 13-31, 31 x 41 = 13-62, 31 x 42 = 14-0, 31 x 43 = 14-31, 31 x 44 = 14-62, 31 x 45 = 15-0, 31 x 46 = 15-31, 31 x 47 = 15-62, 31 x 48 = 16-0, 31 x 49 = 16-31, 31 x 50 = 16-62, 31 x 51 = 17-0, 31 x 52 = 17-31, 31 x 53 = 17-62, 31 x 54 = 18-0, 31 x 55 = 18-31, 31 x 56 = 18-62, 31 x 57 = 19-0, 31 x 58 = 19-31, 31 x 59 = 19-62, 31 x 60 = 20-0, 31 x 61 = 20-31, 31 x 62 = 20-62, 31 x 63 = 21-0, 31 x 64 = 21-31, 31 x 65 = 21-62, 31 x 66 = 22-0, 31 x 67 = 22-31, 31 x 68 = 22-62, 31 x 69 = 23-0, 31 x 70 = 23-31, 31 x 71 = 23-62, 31 x 72 = 24-0, 31 x 73 = 24-31, 31 x 74 = 24-62, 31 x 75 = 25-0, 31 x 76 = 25-31, 31 x 77 = 25-62, 31 x 78 = 26-0, 31 x 79 = 26-31, 31 x 80 = 26-62, 31 x 81 = 27-0, 31 x 82 = 27-31, 31 x 83 = 27-62, 31 x 84 = 28-0, 31 x 85 = 28-31, 31 x 86 = 28-62, 31 x 87 = 29-0, 31 x 88 = 29-31, 31 x 89 = 29-62, 31 x 90 = 30-0, 31 x 91 = 30-31, 31 x 92 = 30-62, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-3, 32 x 4 = 1-35, 32 x 5 = 1-67, 32 x 6 = 2-6, 32 x 7 = 2-38, 32 x 8 = 2-70, 32 x 9 = 3-9, 32 x 10 = 3-41, 32 x 11 = 3-73, 32 x 12 = 4-12, 32 x 13 = 4-44, 32 x 14 = 4-76, 32 x 15 = 5-15, 32 x 16 = 5-47, 32 x 17 = 5-79, 32 x 18 = 6-18, 32 x 19 = 6-50, 32 x 20 = 6-82, 32 x 21 = 7-21, 32 x 22 = 7-53, 32 x 23 = 7-85, 32 x 24 = 8-24, 32 x 25 = 8-56, 32 x 26 = 8-88, 32 x 27 = 9-27, 32 x 28 = 9-59, 32 x 29 = 9-91, 32 x 30 = 10-30, 32 x 31 = 10-62, 32 x 32 = 11-1, 32 x 33 = 11-33, 32 x 34 = 11-65, 32 x 35 = 12-4, 32 x 36 = 12-36, 32 x 37 = 12-68, 32 x 38 = 13-7, 32 x 39 = 13-39, 32 x 40 = 13-71, 32 x 41 = 14-10, 32 x 42 = 14-42, 32 x 43 = 14-74, 32 x 44 = 15-13, 32 x 45 = 15-45, 32 x 46 = 15-77, 32 x 47 = 16-16, 32 x 48 = 16-48, 32 x 49 = 16-80, 32 x 50 = 17-19, 32 x 51 = 17-51, 32 x 52 = 17-83, 32 x 53 = 18-22, 32 x 54 = 18-54, 32 x 55 = 18-86, 32 x 56 = 19-25, 32 x 57 = 19-57, 32 x 58 = 19-89, 32 x 59 = 20-28, 32 x 60 = 20-60, 32 x 61 = 20-92, 32 x 62 = 21-31, 32 x 63 = 21-63, 32 x 64 = 22-2, 32 x 65 = 22-34, 32 x 66 = 22-66, 32 x 67 = 23-5, 32 x 68 = 23-37, 32 x 69 = 23-69, 32 x 70 = 24-8, 32 x 71 = 24-40, 32 x 72 = 24-72, 32 x 73 = 25-11, 32 x 74 = 25-43, 32 x 75 = 25-75, 32 x 76 = 26-14, 32 x 77 = 26-46, 32 x 78 = 26-78, 32 x 79 = 27-17, 32 x 80 = 27-49, 32 x 81 = 27-81, 32 x 82 = 28-20, 32 x 83 = 28-52, 32 x 84 = 28-84, 32 x 85 = 29-23, 32 x 86 = 29-55, 32 x 87 = 29-87, 32 x 88 = 30-26, 32 x 89 = 30-58, 32 x 90 = 30-90, 32 x 91 = 31-29, 32 x 92 = 31-61, 
