24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-16, 24 x 5 = 1-40, 24 x 6 = 1-64, 24 x 7 = 2-8, 24 x 8 = 2-32, 24 x 9 = 2-56, 24 x 10 = 3-0, 24 x 11 = 3-24, 24 x 12 = 3-48, 24 x 13 = 3-72, 24 x 14 = 4-16, 24 x 15 = 4-40, 24 x 16 = 4-64, 24 x 17 = 5-8, 24 x 18 = 5-32, 24 x 19 = 5-56, 24 x 20 = 6-0, 24 x 21 = 6-24, 24 x 22 = 6-48, 24 x 23 = 6-72, 24 x 24 = 7-16, 24 x 25 = 7-40, 24 x 26 = 7-64, 24 x 27 = 8-8, 24 x 28 = 8-32, 24 x 29 = 8-56, 24 x 30 = 9-0, 24 x 31 = 9-24, 24 x 32 = 9-48, 24 x 33 = 9-72, 24 x 34 = 10-16, 24 x 35 = 10-40, 24 x 36 = 10-64, 24 x 37 = 11-8, 24 x 38 = 11-32, 24 x 39 = 11-56, 24 x 40 = 12-0, 24 x 41 = 12-24, 24 x 42 = 12-48, 24 x 43 = 12-72, 24 x 44 = 13-16, 24 x 45 = 13-40, 24 x 46 = 13-64, 24 x 47 = 14-8, 24 x 48 = 14-32, 24 x 49 = 14-56, 24 x 50 = 15-0, 24 x 51 = 15-24, 24 x 52 = 15-48, 24 x 53 = 15-72, 24 x 54 = 16-16, 24 x 55 = 16-40, 24 x 56 = 16-64, 24 x 57 = 17-8, 24 x 58 = 17-32, 24 x 59 = 17-56, 24 x 60 = 18-0, 24 x 61 = 18-24, 24 x 62 = 18-48, 24 x 63 = 18-72, 24 x 64 = 19-16, 24 x 65 = 19-40, 24 x 66 = 19-64, 24 x 67 = 20-8, 24 x 68 = 20-32, 24 x 69 = 20-56, 24 x 70 = 21-0, 24 x 71 = 21-24, 24 x 72 = 21-48, 24 x 73 = 21-72, 24 x 74 = 22-16, 24 x 75 = 22-40, 24 x 76 = 22-64, 24 x 77 = 23-8, 24 x 78 = 23-32, 24 x 79 = 23-56, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-20, 25 x 5 = 1-45, 25 x 6 = 1-70, 25 x 7 = 2-15, 25 x 8 = 2-40, 25 x 9 = 2-65, 25 x 10 = 3-10, 25 x 11 = 3-35, 25 x 12 = 3-60, 25 x 13 = 4-5, 25 x 14 = 4-30, 25 x 15 = 4-55, 25 x 16 = 5-0, 25 x 17 = 5-25, 25 x 18 = 5-50, 25 x 19 = 5-75, 25 x 20 = 6-20, 25 x 21 = 6-45, 25 x 22 = 6-70, 25 x 23 = 7-15, 25 x 24 = 7-40, 25 x 25 = 7-65, 25 x 26 = 8-10, 25 x 27 = 8-35, 25 x 28 = 8-60, 25 x 29 = 9-5, 25 x 30 = 9-30, 25 x 31 = 9-55, 25 x 32 = 10-0, 25 x 33 = 10-25, 25 x 34 = 10-50, 25 x 35 = 10-75, 25 x 36 = 11-20, 25 x 37 = 11-45, 25 x 38 = 11-70, 25 x 39 = 12-15, 25 x 40 = 12-40, 25 x 41 = 12-65, 25 x 42 = 13-10, 25 x 43 = 13-35, 25 x 44 = 13-60, 25 x 45 = 14-5, 25 x 46 = 14-30, 25 x 47 = 14-55, 25 x 48 = 15-0, 25 x 49 = 15-25, 25 x 50 = 15-50, 25 x 51 = 15-75, 25 x 52 = 16-20, 25 x 53 = 16-45, 25 x 54 = 16-70, 25 x 55 = 17-15, 25 x 56 = 17-40, 25 x 57 = 17-65, 25 x 58 = 18-10, 25 x 59 = 18-35, 25 x 60 = 18-60, 25 x 61 = 19-5, 25 x 62 = 19-30, 25 x 63 = 19-55, 25 x 64 = 20-0, 25 x 65 = 20-25, 25 x 66 = 20-50, 25 x 67 = 20-75, 25 x 68 = 21-20, 25 x 69 = 21-45, 25 x 70 = 21-70, 25 x 71 = 22-15, 25 x 72 = 22-40, 25 x 73 = 22-65, 25 x 74 = 23-10, 25 x 75 = 23-35, 25 x 76 = 23-60, 25 x 77 = 24-5, 25 x 78 = 24-30, 25 x 79 = 24-55, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-24, 26 x 5 = 1-50, 26 x 6 = 1-76, 26 x 7 = 2-22, 26 x 8 = 2-48, 26 x 9 = 2-74, 26 x 10 = 3-20, 26 x 11 = 3-46, 26 x 12 = 3-72, 26 x 13 = 4-18, 26 x 14 = 4-44, 26 x 15 = 4-70, 26 x 16 = 5-16, 26 x 17 = 5-42, 26 x 18 = 5-68, 26 x 19 = 6-14, 26 x 20 = 6-40, 26 x 21 = 6-66, 26 x 22 = 7-12, 26 x 23 = 7-38, 26 x 24 = 7-64, 26 x 25 = 8-10, 26 x 26 = 8-36, 26 x 27 = 8-62, 26 x 28 = 9-8, 26 x 29 = 9-34, 26 x 30 = 9-60, 26 x 31 = 10-6, 26 x 32 = 10-32, 26 x 33 = 10-58, 26 x 34 = 11-4, 26 x 35 = 11-30, 26 x 36 = 11-56, 26 x 37 = 12-2, 26 x 38 = 12-28, 26 x 39 = 12-54, 26 x 40 = 13-0, 26 x 41 = 13-26, 26 x 42 = 13-52, 26 x 43 = 13-78, 26 x 44 = 14-24, 26 x 45 = 14-50, 26 x 46 = 14-76, 26 x 47 = 15-22, 26 x 48 = 15-48, 26 x 49 = 15-74, 26 x 50 = 16-20, 26 x 51 = 16-46, 26 x 52 = 16-72, 26 x 53 = 17-18, 26 x 54 = 17-44, 26 x 55 = 17-70, 26 x 56 = 18-16, 26 x 57 = 18-42, 26 x 58 = 18-68, 26 x 59 = 19-14, 26 x 60 = 19-40, 26 x 61 = 19-66, 26 x 62 = 20-12, 26 x 63 = 20-38, 26 x 64 = 20-64, 26 x 65 = 21-10, 26 x 66 = 21-36, 26 x 67 = 21-62, 26 x 68 = 22-8, 26 x 69 = 22-34, 26 x 70 = 22-60, 26 x 71 = 23-6, 26 x 72 = 23-32, 26 x 73 = 23-58, 26 x 74 = 24-4, 26 x 75 = 24-30, 26 x 76 = 24-56, 26 x 77 = 25-2, 26 x 78 = 25-28, 26 x 79 = 25-54, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-1, 27 x 4 = 1-28, 27 x 5 = 1-55, 27 x 6 = 2-2, 27 x 7 = 2-29, 27 x 8 = 2-56, 27 x 9 = 3-3, 27 x 10 = 3-30, 27 x 11 = 3-57, 27 x 12 = 4-4, 27 x 13 = 4-31, 27 x 14 = 4-58, 27 x 15 = 5-5, 27 x 16 = 5-32, 27 x 17 = 5-59, 27 x 18 = 6-6, 27 x 19 = 6-33, 27 x 20 = 6-60, 27 x 21 = 7-7, 27 x 22 = 7-34, 27 x 23 = 7-61, 27 x 24 = 8-8, 27 x 25 = 8-35, 27 x 26 = 8-62, 27 x 27 = 9-9, 27 x 28 = 9-36, 27 x 29 = 9-63, 27 x 30 = 10-10, 27 x 31 = 10-37, 27 x 32 = 10-64, 27 x 33 = 11-11, 27 x 34 = 11-38, 27 x 35 = 11-65, 27 x 36 = 12-12, 27 x 37 = 12-39, 27 x 38 = 12-66, 27 x 39 = 13-13, 27 x 40 = 13-40, 27 x 41 = 13-67, 27 x 42 = 14-14, 27 x 43 = 14-41, 27 x 44 = 14-68, 27 x 45 = 15-15, 27 x 46 = 15-42, 27 x 47 = 15-69, 27 x 48 = 16-16, 27 x 49 = 16-43, 27 x 50 = 16-70, 27 x 51 = 17-17, 27 x 52 = 17-44, 27 x 53 = 17-71, 27 x 54 = 18-18, 27 x 55 = 18-45, 27 x 56 = 18-72, 27 x 57 = 19-19, 27 x 58 = 19-46, 27 x 59 = 19-73, 27 x 60 = 20-20, 27 x 61 = 20-47, 27 x 62 = 20-74, 27 x 63 = 21-21, 27 x 64 = 21-48, 27 x 65 = 21-75, 27 x 66 = 22-22, 27 x 67 = 22-49, 27 x 68 = 22-76, 27 x 69 = 23-23, 27 x 70 = 23-50, 27 x 71 = 23-77, 27 x 72 = 24-24, 27 x 73 = 24-51, 27 x 74 = 24-78, 27 x 75 = 25-25, 27 x 76 = 25-52, 27 x 77 = 25-79, 27 x 78 = 26-26, 27 x 79 = 26-53, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-4, 28 x 4 = 1-32, 28 x 5 = 1-60, 28 x 6 = 2-8, 28 x 7 = 2-36, 28 x 8 = 2-64, 28 x 9 = 3-12, 28 x 10 = 3-40, 28 x 11 = 3-68, 28 x 12 = 4-16, 28 x 13 = 4-44, 28 x 14 = 4-72, 28 x 15 = 5-20, 28 x 16 = 5-48, 28 x 17 = 5-76, 28 x 18 = 6-24, 28 x 19 = 6-52, 28 x 20 = 7-0, 28 x 21 = 7-28, 28 x 22 = 7-56, 28 x 23 = 8-4, 28 x 24 = 8-32, 28 x 25 = 8-60, 28 x 26 = 9-8, 28 x 27 = 9-36, 28 x 28 = 9-64, 28 x 29 = 10-12, 28 x 30 = 10-40, 28 x 31 = 10-68, 28 x 32 = 11-16, 28 x 33 = 11-44, 28 x 34 = 11-72, 28 x 35 = 12-20, 28 x 36 = 12-48, 28 x 37 = 12-76, 28 x 38 = 13-24, 28 x 39 = 13-52, 28 x 40 = 14-0, 28 x 41 = 14-28, 28 x 42 = 14-56, 28 x 43 = 15-4, 28 x 44 = 15-32, 28 x 45 = 15-60, 28 x 46 = 16-8, 28 x 47 = 16-36, 28 x 48 = 16-64, 28 x 49 = 17-12, 28 x 50 = 17-40, 28 x 51 = 17-68, 28 x 52 = 18-16, 28 x 53 = 18-44, 28 x 54 = 18-72, 28 x 55 = 19-20, 28 x 56 = 19-48, 28 x 57 = 19-76, 28 x 58 = 20-24, 28 x 59 = 20-52, 28 x 60 = 21-0, 28 x 61 = 21-28, 28 x 62 = 21-56, 28 x 63 = 22-4, 28 x 64 = 22-32, 28 x 65 = 22-60, 28 x 66 = 23-8, 28 x 67 = 23-36, 28 x 68 = 23-64, 28 x 69 = 24-12, 28 x 70 = 24-40, 28 x 71 = 24-68, 28 x 72 = 25-16, 28 x 73 = 25-44, 28 x 74 = 25-72, 28 x 75 = 26-20, 28 x 76 = 26-48, 28 x 77 = 26-76, 28 x 78 = 27-24, 28 x 79 = 27-52, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-7, 29 x 4 = 1-36, 29 x 5 = 1-65, 29 x 6 = 2-14, 29 x 7 = 2-43, 29 x 8 = 2-72, 29 x 9 = 3-21, 29 x 10 = 3-50, 29 x 11 = 3-79, 29 x 12 = 4-28, 29 x 13 = 4-57, 29 x 14 = 5-6, 29 x 15 = 5-35, 29 x 16 = 5-64, 29 x 17 = 6-13, 29 x 18 = 6-42, 29 x 19 = 6-71, 29 x 20 = 7-20, 29 x 21 = 7-49, 29 x 22 = 7-78, 29 x 23 = 8-27, 29 x 24 = 8-56, 29 x 25 = 9-5, 29 x 26 = 9-34, 29 x 27 = 9-63, 29 x 28 = 10-12, 29 x 29 = 10-41, 29 x 30 = 10-70, 29 x 31 = 11-19, 29 x 32 = 11-48, 29 x 33 = 11-77, 29 x 34 = 12-26, 29 x 35 = 12-55, 29 x 36 = 13-4, 29 x 37 = 13-33, 29 x 38 = 13-62, 29 x 39 = 14-11, 29 x 40 = 14-40, 29 x 41 = 14-69, 29 x 42 = 15-18, 29 x 43 = 15-47, 29 x 44 = 15-76, 29 x 45 = 16-25, 29 x 46 = 16-54, 29 x 47 = 17-3, 29 x 48 = 17-32, 29 x 49 = 17-61, 29 x 50 = 18-10, 29 x 51 = 18-39, 29 x 52 = 18-68, 29 x 53 = 19-17, 29 x 54 = 19-46, 29 x 55 = 19-75, 29 x 56 = 20-24, 29 x 57 = 20-53, 29 x 58 = 21-2, 29 x 59 = 21-31, 29 x 60 = 21-60, 29 x 61 = 22-9, 29 x 62 = 22-38, 29 x 63 = 22-67, 29 x 64 = 23-16, 29 x 65 = 23-45, 29 x 66 = 23-74, 29 x 67 = 24-23, 29 x 68 = 24-52, 29 x 69 = 25-1, 29 x 70 = 25-30, 29 x 71 = 25-59, 29 x 72 = 26-8, 29 x 73 = 26-37, 29 x 74 = 26-66, 29 x 75 = 27-15, 29 x 76 = 27-44, 29 x 77 = 27-73, 29 x 78 = 28-22, 29 x 79 = 28-51, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-10, 30 x 4 = 1-40, 30 x 5 = 1-70, 30 x 6 = 2-20, 30 x 7 = 2-50, 30 x 8 = 3-0, 30 x 9 = 3-30, 30 x 10 = 3-60, 30 x 11 = 4-10, 30 x 12 = 4-40, 30 x 13 = 4-70, 30 x 14 = 5-20, 30 x 15 = 5-50, 30 x 16 = 6-0, 30 x 17 = 6-30, 30 x 18 = 6-60, 30 x 19 = 7-10, 30 x 20 = 7-40, 30 x 21 = 7-70, 30 x 22 = 8-20, 30 x 23 = 8-50, 30 x 24 = 9-0, 30 x 25 = 9-30, 30 x 26 = 9-60, 30 x 27 = 10-10, 30 x 28 = 10-40, 30 x 29 = 10-70, 30 x 30 = 11-20, 30 x 31 = 11-50, 30 x 32 = 12-0, 30 x 33 = 12-30, 30 x 34 = 12-60, 30 x 35 = 13-10, 30 x 36 = 13-40, 30 x 37 = 13-70, 30 x 38 = 14-20, 30 x 39 = 14-50, 30 x 40 = 15-0, 30 x 41 = 15-30, 30 x 42 = 15-60, 30 x 43 = 16-10, 30 x 44 = 16-40, 30 x 45 = 16-70, 30 x 46 = 17-20, 30 x 47 = 17-50, 30 x 48 = 18-0, 30 x 49 = 18-30, 30 x 50 = 18-60, 30 x 51 = 19-10, 30 x 52 = 19-40, 30 x 53 = 19-70, 30 x 54 = 20-20, 30 x 55 = 20-50, 30 x 56 = 21-0, 30 x 57 = 21-30, 30 x 58 = 21-60, 30 x 59 = 22-10, 30 x 60 = 22-40, 30 x 61 = 22-70, 30 x 62 = 23-20, 30 x 63 = 23-50, 30 x 64 = 24-0, 30 x 65 = 24-30, 30 x 66 = 24-60, 30 x 67 = 25-10, 30 x 68 = 25-40, 30 x 69 = 25-70, 30 x 70 = 26-20, 30 x 71 = 26-50, 30 x 72 = 27-0, 30 x 73 = 27-30, 30 x 74 = 27-60, 30 x 75 = 28-10, 30 x 76 = 28-40, 30 x 77 = 28-70, 30 x 78 = 29-20, 30 x 79 = 29-50, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-13, 31 x 4 = 1-44, 31 x 5 = 1-75, 31 x 6 = 2-26, 31 x 7 = 2-57, 31 x 8 = 3-8, 31 x 9 = 3-39, 31 x 10 = 3-70, 31 x 11 = 4-21, 31 x 12 = 4-52, 31 x 13 = 5-3, 31 x 14 = 5-34, 31 x 15 = 5-65, 31 x 16 = 6-16, 31 x 17 = 6-47, 31 x 18 = 6-78, 31 x 19 = 7-29, 31 x 20 = 7-60, 31 x 21 = 8-11, 31 x 22 = 8-42, 31 x 23 = 8-73, 31 x 24 = 9-24, 31 x 25 = 9-55, 31 x 26 = 10-6, 31 x 27 = 10-37, 31 x 28 = 10-68, 31 x 29 = 11-19, 31 x 30 = 11-50, 31 x 31 = 12-1, 31 x 32 = 12-32, 31 x 33 = 12-63, 31 x 34 = 13-14, 31 x 35 = 13-45, 31 x 36 = 13-76, 31 x 37 = 14-27, 31 x 38 = 14-58, 31 x 39 = 15-9, 31 x 40 = 15-40, 31 x 41 = 15-71, 31 x 42 = 16-22, 31 x 43 = 16-53, 31 x 44 = 17-4, 31 x 45 = 17-35, 31 x 46 = 17-66, 31 x 47 = 18-17, 31 x 48 = 18-48, 31 x 49 = 18-79, 31 x 50 = 19-30, 31 x 51 = 19-61, 31 x 52 = 20-12, 31 x 53 = 20-43, 31 x 54 = 20-74, 31 x 55 = 21-25, 31 x 56 = 21-56, 31 x 57 = 22-7, 31 x 58 = 22-38, 31 x 59 = 22-69, 31 x 60 = 23-20, 31 x 61 = 23-51, 31 x 62 = 24-2, 31 x 63 = 24-33, 31 x 64 = 24-64, 31 x 65 = 25-15, 31 x 66 = 25-46, 31 x 67 = 25-77, 31 x 68 = 26-28, 31 x 69 = 26-59, 31 x 70 = 27-10, 31 x 71 = 27-41, 31 x 72 = 27-72, 31 x 73 = 28-23, 31 x 74 = 28-54, 31 x 75 = 29-5, 31 x 76 = 29-36, 31 x 77 = 29-67, 31 x 78 = 30-18, 31 x 79 = 30-49, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-16, 32 x 4 = 1-48, 32 x 5 = 2-0, 32 x 6 = 2-32, 32 x 7 = 2-64, 32 x 8 = 3-16, 32 x 9 = 3-48, 32 x 10 = 4-0, 32 x 11 = 4-32, 32 x 12 = 4-64, 32 x 13 = 5-16, 32 x 14 = 5-48, 32 x 15 = 6-0, 32 x 16 = 6-32, 32 x 17 = 6-64, 32 x 18 = 7-16, 32 x 19 = 7-48, 32 x 20 = 8-0, 32 x 21 = 8-32, 32 x 22 = 8-64, 32 x 23 = 9-16, 32 x 24 = 9-48, 32 x 25 = 10-0, 32 x 26 = 10-32, 32 x 27 = 10-64, 32 x 28 = 11-16, 32 x 29 = 11-48, 32 x 30 = 12-0, 32 x 31 = 12-32, 32 x 32 = 12-64, 32 x 33 = 13-16, 32 x 34 = 13-48, 32 x 35 = 14-0, 32 x 36 = 14-32, 32 x 37 = 14-64, 32 x 38 = 15-16, 32 x 39 = 15-48, 32 x 40 = 16-0, 32 x 41 = 16-32, 32 x 42 = 16-64, 32 x 43 = 17-16, 32 x 44 = 17-48, 32 x 45 = 18-0, 32 x 46 = 18-32, 32 x 47 = 18-64, 32 x 48 = 19-16, 32 x 49 = 19-48, 32 x 50 = 20-0, 32 x 51 = 20-32, 32 x 52 = 20-64, 32 x 53 = 21-16, 32 x 54 = 21-48, 32 x 55 = 22-0, 32 x 56 = 22-32, 32 x 57 = 22-64, 32 x 58 = 23-16, 32 x 59 = 23-48, 32 x 60 = 24-0, 32 x 61 = 24-32, 32 x 62 = 24-64, 32 x 63 = 25-16, 32 x 64 = 25-48, 32 x 65 = 26-0, 32 x 66 = 26-32, 32 x 67 = 26-64, 32 x 68 = 27-16, 32 x 69 = 27-48, 32 x 70 = 28-0, 32 x 71 = 28-32, 32 x 72 = 28-64, 32 x 73 = 29-16, 32 x 74 = 29-48, 32 x 75 = 30-0, 32 x 76 = 30-32, 32 x 77 = 30-64, 32 x 78 = 31-16, 32 x 79 = 31-48, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-19, 33 x 4 = 1-52, 33 x 5 = 2-5, 33 x 6 = 2-38, 33 x 7 = 2-71, 33 x 8 = 3-24, 33 x 9 = 3-57, 33 x 10 = 4-10, 33 x 11 = 4-43, 33 x 12 = 4-76, 33 x 13 = 5-29, 33 x 14 = 5-62, 33 x 15 = 6-15, 33 x 16 = 6-48, 33 x 17 = 7-1, 33 x 18 = 7-34, 33 x 19 = 7-67, 33 x 20 = 8-20, 33 x 21 = 8-53, 33 x 22 = 9-6, 33 x 23 = 9-39, 33 x 24 = 9-72, 33 x 25 = 10-25, 33 x 26 = 10-58, 33 x 27 = 11-11, 33 x 28 = 11-44, 33 x 29 = 11-77, 33 x 30 = 12-30, 33 x 31 = 12-63, 33 x 32 = 13-16, 33 x 33 = 13-49, 33 x 34 = 14-2, 33 x 35 = 14-35, 33 x 36 = 14-68, 33 x 37 = 15-21, 33 x 38 = 15-54, 33 x 39 = 16-7, 33 x 40 = 16-40, 33 x 41 = 16-73, 33 x 42 = 17-26, 33 x 43 = 17-59, 33 x 44 = 18-12, 33 x 45 = 18-45, 33 x 46 = 18-78, 33 x 47 = 19-31, 33 x 48 = 19-64, 33 x 49 = 20-17, 33 x 50 = 20-50, 33 x 51 = 21-3, 33 x 52 = 21-36, 33 x 53 = 21-69, 33 x 54 = 22-22, 33 x 55 = 22-55, 33 x 56 = 23-8, 33 x 57 = 23-41, 33 x 58 = 23-74, 33 x 59 = 24-27, 33 x 60 = 24-60, 33 x 61 = 25-13, 33 x 62 = 25-46, 33 x 63 = 25-79, 33 x 64 = 26-32, 33 x 65 = 26-65, 33 x 66 = 27-18, 33 x 67 = 27-51, 33 x 68 = 28-4, 33 x 69 = 28-37, 33 x 70 = 28-70, 33 x 71 = 29-23, 33 x 72 = 29-56, 33 x 73 = 30-9, 33 x 74 = 30-42, 33 x 75 = 30-75, 33 x 76 = 31-28, 33 x 77 = 31-61, 33 x 78 = 32-14, 33 x 79 = 32-47, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-22, 34 x 4 = 1-56, 34 x 5 = 2-10, 34 x 6 = 2-44, 34 x 7 = 2-78, 34 x 8 = 3-32, 34 x 9 = 3-66, 34 x 10 = 4-20, 34 x 11 = 4-54, 34 x 12 = 5-8, 34 x 13 = 5-42, 34 x 14 = 5-76, 34 x 15 = 6-30, 34 x 16 = 6-64, 34 x 17 = 7-18, 34 x 18 = 7-52, 34 x 19 = 8-6, 34 x 20 = 8-40, 34 x 21 = 8-74, 34 x 22 = 9-28, 34 x 23 = 9-62, 34 x 24 = 10-16, 34 x 25 = 10-50, 34 x 26 = 11-4, 34 x 27 = 11-38, 34 x 28 = 11-72, 34 x 29 = 12-26, 34 x 30 = 12-60, 34 x 31 = 13-14, 34 x 32 = 13-48, 34 x 33 = 14-2, 34 x 34 = 14-36, 34 x 35 = 14-70, 34 x 36 = 15-24, 34 x 37 = 15-58, 34 x 38 = 16-12, 34 x 39 = 16-46, 34 x 40 = 17-0, 34 x 41 = 17-34, 34 x 42 = 17-68, 34 x 43 = 18-22, 34 x 44 = 18-56, 34 x 45 = 19-10, 34 x 46 = 19-44, 34 x 47 = 19-78, 34 x 48 = 20-32, 34 x 49 = 20-66, 34 x 50 = 21-20, 34 x 51 = 21-54, 34 x 52 = 22-8, 34 x 53 = 22-42, 34 x 54 = 22-76, 34 x 55 = 23-30, 34 x 56 = 23-64, 34 x 57 = 24-18, 34 x 58 = 24-52, 34 x 59 = 25-6, 34 x 60 = 25-40, 34 x 61 = 25-74, 34 x 62 = 26-28, 34 x 63 = 26-62, 34 x 64 = 27-16, 34 x 65 = 27-50, 34 x 66 = 28-4, 34 x 67 = 28-38, 34 x 68 = 28-72, 34 x 69 = 29-26, 34 x 70 = 29-60, 34 x 71 = 30-14, 34 x 72 = 30-48, 34 x 73 = 31-2, 34 x 74 = 31-36, 34 x 75 = 31-70, 34 x 76 = 32-24, 34 x 77 = 32-58, 34 x 78 = 33-12, 34 x 79 = 33-46, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-25, 35 x 4 = 1-60, 35 x 5 = 2-15, 35 x 6 = 2-50, 35 x 7 = 3-5, 35 x 8 = 3-40, 35 x 9 = 3-75, 35 x 10 = 4-30, 35 x 11 = 4-65, 35 x 12 = 5-20, 35 x 13 = 5-55, 35 x 14 = 6-10, 35 x 15 = 6-45, 35 x 16 = 7-0, 35 x 17 = 7-35, 35 x 18 = 7-70, 35 x 19 = 8-25, 35 x 20 = 8-60, 35 x 21 = 9-15, 35 x 22 = 9-50, 35 x 23 = 10-5, 35 x 24 = 10-40, 35 x 25 = 10-75, 35 x 26 = 11-30, 35 x 27 = 11-65, 35 x 28 = 12-20, 35 x 29 = 12-55, 35 x 30 = 13-10, 35 x 31 = 13-45, 35 x 32 = 14-0, 35 x 33 = 14-35, 35 x 34 = 14-70, 35 x 35 = 15-25, 35 x 36 = 15-60, 35 x 37 = 16-15, 35 x 38 = 16-50, 35 x 39 = 17-5, 35 x 40 = 17-40, 35 x 41 = 17-75, 35 x 42 = 18-30, 35 x 43 = 18-65, 35 x 44 = 19-20, 35 x 45 = 19-55, 35 x 46 = 20-10, 35 x 47 = 20-45, 35 x 48 = 21-0, 35 x 49 = 21-35, 35 x 50 = 21-70, 35 x 51 = 22-25, 35 x 52 = 22-60, 35 x 53 = 23-15, 35 x 54 = 23-50, 35 x 55 = 24-5, 35 x 56 = 24-40, 35 x 57 = 24-75, 35 x 58 = 25-30, 35 x 59 = 25-65, 35 x 60 = 26-20, 35 x 61 = 26-55, 35 x 62 = 27-10, 35 x 63 = 27-45, 35 x 64 = 28-0, 35 x 65 = 28-35, 35 x 66 = 28-70, 35 x 67 = 29-25, 35 x 68 = 29-60, 35 x 69 = 30-15, 35 x 70 = 30-50, 35 x 71 = 31-5, 35 x 72 = 31-40, 35 x 73 = 31-75, 35 x 74 = 32-30, 35 x 75 = 32-65, 35 x 76 = 33-20, 35 x 77 = 33-55, 35 x 78 = 34-10, 35 x 79 = 34-45, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-28, 36 x 4 = 1-64, 36 x 5 = 2-20, 36 x 6 = 2-56, 36 x 7 = 3-12, 36 x 8 = 3-48, 36 x 9 = 4-4, 36 x 10 = 4-40, 36 x 11 = 4-76, 36 x 12 = 5-32, 36 x 13 = 5-68, 36 x 14 = 6-24, 36 x 15 = 6-60, 36 x 16 = 7-16, 36 x 17 = 7-52, 36 x 18 = 8-8, 36 x 19 = 8-44, 36 x 20 = 9-0, 36 x 21 = 9-36, 36 x 22 = 9-72, 36 x 23 = 10-28, 36 x 24 = 10-64, 36 x 25 = 11-20, 36 x 26 = 11-56, 36 x 27 = 12-12, 36 x 28 = 12-48, 36 x 29 = 13-4, 36 x 30 = 13-40, 36 x 31 = 13-76, 36 x 32 = 14-32, 36 x 33 = 14-68, 36 x 34 = 15-24, 36 x 35 = 15-60, 36 x 36 = 16-16, 36 x 37 = 16-52, 36 x 38 = 17-8, 36 x 39 = 17-44, 36 x 40 = 18-0, 36 x 41 = 18-36, 36 x 42 = 18-72, 36 x 43 = 19-28, 36 x 44 = 19-64, 36 x 45 = 20-20, 36 x 46 = 20-56, 36 x 47 = 21-12, 36 x 48 = 21-48, 36 x 49 = 22-4, 36 x 50 = 22-40, 36 x 51 = 22-76, 36 x 52 = 23-32, 36 x 53 = 23-68, 36 x 54 = 24-24, 36 x 55 = 24-60, 36 x 56 = 25-16, 36 x 57 = 25-52, 36 x 58 = 26-8, 36 x 59 = 26-44, 36 x 60 = 27-0, 36 x 61 = 27-36, 36 x 62 = 27-72, 36 x 63 = 28-28, 36 x 64 = 28-64, 36 x 65 = 29-20, 36 x 66 = 29-56, 36 x 67 = 30-12, 36 x 68 = 30-48, 36 x 69 = 31-4, 36 x 70 = 31-40, 36 x 71 = 31-76, 36 x 72 = 32-32, 36 x 73 = 32-68, 36 x 74 = 33-24, 36 x 75 = 33-60, 36 x 76 = 34-16, 36 x 77 = 34-52, 36 x 78 = 35-8, 36 x 79 = 35-44, 
