56 x 1 = 0-56, 56 x 2 = 1-5, 56 x 3 = 1-61, 56 x 4 = 2-10, 56 x 5 = 2-66, 56 x 6 = 3-15, 56 x 7 = 3-71, 56 x 8 = 4-20, 56 x 9 = 4-76, 56 x 10 = 5-25, 56 x 11 = 5-81, 56 x 12 = 6-30, 56 x 13 = 6-86, 56 x 14 = 7-35, 56 x 15 = 7-91, 56 x 16 = 8-40, 56 x 17 = 8-96, 56 x 18 = 9-45, 56 x 19 = 9-101, 56 x 20 = 10-50, 56 x 21 = 10-106, 56 x 22 = 11-55, 56 x 23 = 12-4, 56 x 24 = 12-60, 56 x 25 = 13-9, 56 x 26 = 13-65, 56 x 27 = 14-14, 56 x 28 = 14-70, 56 x 29 = 15-19, 56 x 30 = 15-75, 56 x 31 = 16-24, 56 x 32 = 16-80, 56 x 33 = 17-29, 56 x 34 = 17-85, 56 x 35 = 18-34, 56 x 36 = 18-90, 56 x 37 = 19-39, 56 x 38 = 19-95, 56 x 39 = 20-44, 56 x 40 = 20-100, 56 x 41 = 21-49, 56 x 42 = 21-105, 56 x 43 = 22-54, 56 x 44 = 23-3, 56 x 45 = 23-59, 56 x 46 = 24-8, 56 x 47 = 24-64, 56 x 48 = 25-13, 56 x 49 = 25-69, 56 x 50 = 26-18, 56 x 51 = 26-74, 56 x 52 = 27-23, 56 x 53 = 27-79, 56 x 54 = 28-28, 56 x 55 = 28-84, 56 x 56 = 29-33, 56 x 57 = 29-89, 56 x 58 = 30-38, 56 x 59 = 30-94, 56 x 60 = 31-43, 56 x 61 = 31-99, 56 x 62 = 32-48, 56 x 63 = 32-104, 56 x 64 = 33-53, 56 x 65 = 34-2, 56 x 66 = 34-58, 56 x 67 = 35-7, 56 x 68 = 35-63, 56 x 69 = 36-12, 56 x 70 = 36-68, 56 x 71 = 37-17, 56 x 72 = 37-73, 56 x 73 = 38-22, 56 x 74 = 38-78, 56 x 75 = 39-27, 56 x 76 = 39-83, 56 x 77 = 40-32, 56 x 78 = 40-88, 56 x 79 = 41-37, 56 x 80 = 41-93, 56 x 81 = 42-42, 56 x 82 = 42-98, 56 x 83 = 43-47, 56 x 84 = 43-103, 56 x 85 = 44-52, 56 x 86 = 45-1, 56 x 87 = 45-57, 56 x 88 = 46-6, 56 x 89 = 46-62, 56 x 90 = 47-11, 56 x 91 = 47-67, 56 x 92 = 48-16, 56 x 93 = 48-72, 56 x 94 = 49-21, 56 x 95 = 49-77, 56 x 96 = 50-26, 56 x 97 = 50-82, 56 x 98 = 51-31, 56 x 99 = 51-87, 56 x 100 = 52-36, 56 x 101 = 52-92, 56 x 102 = 53-41, 56 x 103 = 53-97, 56 x 104 = 54-46, 56 x 105 = 54-102, 56 x 106 = 55-51, 
57 x 1 = 0-57, 57 x 2 = 1-7, 57 x 3 = 1-64, 57 x 4 = 2-14, 57 x 5 = 2-71, 57 x 6 = 3-21, 57 x 7 = 3-78, 57 x 8 = 4-28, 57 x 9 = 4-85, 57 x 10 = 5-35, 57 x 11 = 5-92, 57 x 12 = 6-42, 57 x 13 = 6-99, 57 x 14 = 7-49, 57 x 15 = 7-106, 57 x 16 = 8-56, 57 x 17 = 9-6, 57 x 18 = 9-63, 57 x 19 = 10-13, 57 x 20 = 10-70, 57 x 21 = 11-20, 57 x 22 = 11-77, 57 x 23 = 12-27, 57 x 24 = 12-84, 57 x 25 = 13-34, 57 x 26 = 13-91, 57 x 27 = 14-41, 57 x 28 = 14-98, 57 x 29 = 15-48, 57 x 30 = 15-105, 57 x 31 = 16-55, 57 x 32 = 17-5, 57 x 33 = 17-62, 57 x 34 = 18-12, 57 x 35 = 18-69, 57 x 36 = 19-19, 57 x 37 = 19-76, 57 x 38 = 20-26, 57 x 39 = 20-83, 57 x 40 = 21-33, 57 x 41 = 21-90, 57 x 42 = 22-40, 57 x 43 = 22-97, 57 x 44 = 23-47, 57 x 45 = 23-104, 57 x 46 = 24-54, 57 x 47 = 25-4, 57 x 48 = 25-61, 57 x 49 = 26-11, 57 x 50 = 26-68, 57 x 51 = 27-18, 57 x 52 = 27-75, 57 x 53 = 28-25, 57 x 54 = 28-82, 57 x 55 = 29-32, 57 x 56 = 29-89, 57 x 57 = 30-39, 57 x 58 = 30-96, 57 x 59 = 31-46, 57 x 60 = 31-103, 57 x 61 = 32-53, 57 x 62 = 33-3, 57 x 63 = 33-60, 57 x 64 = 34-10, 57 x 65 = 34-67, 57 x 66 = 35-17, 57 x 67 = 35-74, 57 x 68 = 36-24, 57 x 69 = 36-81, 57 x 70 = 37-31, 57 x 71 = 37-88, 57 x 72 = 38-38, 57 x 73 = 38-95, 57 x 74 = 39-45, 57 x 75 = 39-102, 57 x 76 = 40-52, 57 x 77 = 41-2, 57 x 78 = 41-59, 57 x 79 = 42-9, 57 x 80 = 42-66, 57 x 81 = 43-16, 57 x 82 = 43-73, 57 x 83 = 44-23, 57 x 84 = 44-80, 57 x 85 = 45-30, 57 x 86 = 45-87, 57 x 87 = 46-37, 57 x 88 = 46-94, 57 x 89 = 47-44, 57 x 90 = 47-101, 57 x 91 = 48-51, 57 x 92 = 49-1, 57 x 93 = 49-58, 57 x 94 = 50-8, 57 x 95 = 50-65, 57 x 96 = 51-15, 57 x 97 = 51-72, 57 x 98 = 52-22, 57 x 99 = 52-79, 57 x 100 = 53-29, 57 x 101 = 53-86, 57 x 102 = 54-36, 57 x 103 = 54-93, 57 x 104 = 55-43, 57 x 105 = 55-100, 57 x 106 = 56-50, 
58 x 1 = 0-58, 58 x 2 = 1-9, 58 x 3 = 1-67, 58 x 4 = 2-18, 58 x 5 = 2-76, 58 x 6 = 3-27, 58 x 7 = 3-85, 58 x 8 = 4-36, 58 x 9 = 4-94, 58 x 10 = 5-45, 58 x 11 = 5-103, 58 x 12 = 6-54, 58 x 13 = 7-5, 58 x 14 = 7-63, 58 x 15 = 8-14, 58 x 16 = 8-72, 58 x 17 = 9-23, 58 x 18 = 9-81, 58 x 19 = 10-32, 58 x 20 = 10-90, 58 x 21 = 11-41, 58 x 22 = 11-99, 58 x 23 = 12-50, 58 x 24 = 13-1, 58 x 25 = 13-59, 58 x 26 = 14-10, 58 x 27 = 14-68, 58 x 28 = 15-19, 58 x 29 = 15-77, 58 x 30 = 16-28, 58 x 31 = 16-86, 58 x 32 = 17-37, 58 x 33 = 17-95, 58 x 34 = 18-46, 58 x 35 = 18-104, 58 x 36 = 19-55, 58 x 37 = 20-6, 58 x 38 = 20-64, 58 x 39 = 21-15, 58 x 40 = 21-73, 58 x 41 = 22-24, 58 x 42 = 22-82, 58 x 43 = 23-33, 58 x 44 = 23-91, 58 x 45 = 24-42, 58 x 46 = 24-100, 58 x 47 = 25-51, 58 x 48 = 26-2, 58 x 49 = 26-60, 58 x 50 = 27-11, 58 x 51 = 27-69, 58 x 52 = 28-20, 58 x 53 = 28-78, 58 x 54 = 29-29, 58 x 55 = 29-87, 58 x 56 = 30-38, 58 x 57 = 30-96, 58 x 58 = 31-47, 58 x 59 = 31-105, 58 x 60 = 32-56, 58 x 61 = 33-7, 58 x 62 = 33-65, 58 x 63 = 34-16, 58 x 64 = 34-74, 58 x 65 = 35-25, 58 x 66 = 35-83, 58 x 67 = 36-34, 58 x 68 = 36-92, 58 x 69 = 37-43, 58 x 70 = 37-101, 58 x 71 = 38-52, 58 x 72 = 39-3, 58 x 73 = 39-61, 58 x 74 = 40-12, 58 x 75 = 40-70, 58 x 76 = 41-21, 58 x 77 = 41-79, 58 x 78 = 42-30, 58 x 79 = 42-88, 58 x 80 = 43-39, 58 x 81 = 43-97, 58 x 82 = 44-48, 58 x 83 = 44-106, 58 x 84 = 45-57, 58 x 85 = 46-8, 58 x 86 = 46-66, 58 x 87 = 47-17, 58 x 88 = 47-75, 58 x 89 = 48-26, 58 x 90 = 48-84, 58 x 91 = 49-35, 58 x 92 = 49-93, 58 x 93 = 50-44, 58 x 94 = 50-102, 58 x 95 = 51-53, 58 x 96 = 52-4, 58 x 97 = 52-62, 58 x 98 = 53-13, 58 x 99 = 53-71, 58 x 100 = 54-22, 58 x 101 = 54-80, 58 x 102 = 55-31, 58 x 103 = 55-89, 58 x 104 = 56-40, 58 x 105 = 56-98, 58 x 106 = 57-49, 
59 x 1 = 0-59, 59 x 2 = 1-11, 59 x 3 = 1-70, 59 x 4 = 2-22, 59 x 5 = 2-81, 59 x 6 = 3-33, 59 x 7 = 3-92, 59 x 8 = 4-44, 59 x 9 = 4-103, 59 x 10 = 5-55, 59 x 11 = 6-7, 59 x 12 = 6-66, 59 x 13 = 7-18, 59 x 14 = 7-77, 59 x 15 = 8-29, 59 x 16 = 8-88, 59 x 17 = 9-40, 59 x 18 = 9-99, 59 x 19 = 10-51, 59 x 20 = 11-3, 59 x 21 = 11-62, 59 x 22 = 12-14, 59 x 23 = 12-73, 59 x 24 = 13-25, 59 x 25 = 13-84, 59 x 26 = 14-36, 59 x 27 = 14-95, 59 x 28 = 15-47, 59 x 29 = 15-106, 59 x 30 = 16-58, 59 x 31 = 17-10, 59 x 32 = 17-69, 59 x 33 = 18-21, 59 x 34 = 18-80, 59 x 35 = 19-32, 59 x 36 = 19-91, 59 x 37 = 20-43, 59 x 38 = 20-102, 59 x 39 = 21-54, 59 x 40 = 22-6, 59 x 41 = 22-65, 59 x 42 = 23-17, 59 x 43 = 23-76, 59 x 44 = 24-28, 59 x 45 = 24-87, 59 x 46 = 25-39, 59 x 47 = 25-98, 59 x 48 = 26-50, 59 x 49 = 27-2, 59 x 50 = 27-61, 59 x 51 = 28-13, 59 x 52 = 28-72, 59 x 53 = 29-24, 59 x 54 = 29-83, 59 x 55 = 30-35, 59 x 56 = 30-94, 59 x 57 = 31-46, 59 x 58 = 31-105, 59 x 59 = 32-57, 59 x 60 = 33-9, 59 x 61 = 33-68, 59 x 62 = 34-20, 59 x 63 = 34-79, 59 x 64 = 35-31, 59 x 65 = 35-90, 59 x 66 = 36-42, 59 x 67 = 36-101, 59 x 68 = 37-53, 59 x 69 = 38-5, 59 x 70 = 38-64, 59 x 71 = 39-16, 59 x 72 = 39-75, 59 x 73 = 40-27, 59 x 74 = 40-86, 59 x 75 = 41-38, 59 x 76 = 41-97, 59 x 77 = 42-49, 59 x 78 = 43-1, 59 x 79 = 43-60, 59 x 80 = 44-12, 59 x 81 = 44-71, 59 x 82 = 45-23, 59 x 83 = 45-82, 59 x 84 = 46-34, 59 x 85 = 46-93, 59 x 86 = 47-45, 59 x 87 = 47-104, 59 x 88 = 48-56, 59 x 89 = 49-8, 59 x 90 = 49-67, 59 x 91 = 50-19, 59 x 92 = 50-78, 59 x 93 = 51-30, 59 x 94 = 51-89, 59 x 95 = 52-41, 59 x 96 = 52-100, 59 x 97 = 53-52, 59 x 98 = 54-4, 59 x 99 = 54-63, 59 x 100 = 55-15, 59 x 101 = 55-74, 59 x 102 = 56-26, 59 x 103 = 56-85, 59 x 104 = 57-37, 59 x 105 = 57-96, 59 x 106 = 58-48, 
60 x 1 = 0-60, 60 x 2 = 1-13, 60 x 3 = 1-73, 60 x 4 = 2-26, 60 x 5 = 2-86, 60 x 6 = 3-39, 60 x 7 = 3-99, 60 x 8 = 4-52, 60 x 9 = 5-5, 60 x 10 = 5-65, 60 x 11 = 6-18, 60 x 12 = 6-78, 60 x 13 = 7-31, 60 x 14 = 7-91, 60 x 15 = 8-44, 60 x 16 = 8-104, 60 x 17 = 9-57, 60 x 18 = 10-10, 60 x 19 = 10-70, 60 x 20 = 11-23, 60 x 21 = 11-83, 60 x 22 = 12-36, 60 x 23 = 12-96, 60 x 24 = 13-49, 60 x 25 = 14-2, 60 x 26 = 14-62, 60 x 27 = 15-15, 60 x 28 = 15-75, 60 x 29 = 16-28, 60 x 30 = 16-88, 60 x 31 = 17-41, 60 x 32 = 17-101, 60 x 33 = 18-54, 60 x 34 = 19-7, 60 x 35 = 19-67, 60 x 36 = 20-20, 60 x 37 = 20-80, 60 x 38 = 21-33, 60 x 39 = 21-93, 60 x 40 = 22-46, 60 x 41 = 22-106, 60 x 42 = 23-59, 60 x 43 = 24-12, 60 x 44 = 24-72, 60 x 45 = 25-25, 60 x 46 = 25-85, 60 x 47 = 26-38, 60 x 48 = 26-98, 60 x 49 = 27-51, 60 x 50 = 28-4, 60 x 51 = 28-64, 60 x 52 = 29-17, 60 x 53 = 29-77, 60 x 54 = 30-30, 60 x 55 = 30-90, 60 x 56 = 31-43, 60 x 57 = 31-103, 60 x 58 = 32-56, 60 x 59 = 33-9, 60 x 60 = 33-69, 60 x 61 = 34-22, 60 x 62 = 34-82, 60 x 63 = 35-35, 60 x 64 = 35-95, 60 x 65 = 36-48, 60 x 66 = 37-1, 60 x 67 = 37-61, 60 x 68 = 38-14, 60 x 69 = 38-74, 60 x 70 = 39-27, 60 x 71 = 39-87, 60 x 72 = 40-40, 60 x 73 = 40-100, 60 x 74 = 41-53, 60 x 75 = 42-6, 60 x 76 = 42-66, 60 x 77 = 43-19, 60 x 78 = 43-79, 60 x 79 = 44-32, 60 x 80 = 44-92, 60 x 81 = 45-45, 60 x 82 = 45-105, 60 x 83 = 46-58, 60 x 84 = 47-11, 60 x 85 = 47-71, 60 x 86 = 48-24, 60 x 87 = 48-84, 60 x 88 = 49-37, 60 x 89 = 49-97, 60 x 90 = 50-50, 60 x 91 = 51-3, 60 x 92 = 51-63, 60 x 93 = 52-16, 60 x 94 = 52-76, 60 x 95 = 53-29, 60 x 96 = 53-89, 60 x 97 = 54-42, 60 x 98 = 54-102, 60 x 99 = 55-55, 60 x 100 = 56-8, 60 x 101 = 56-68, 60 x 102 = 57-21, 60 x 103 = 57-81, 60 x 104 = 58-34, 60 x 105 = 58-94, 60 x 106 = 59-47, 
61 x 1 = 0-61, 61 x 2 = 1-15, 61 x 3 = 1-76, 61 x 4 = 2-30, 61 x 5 = 2-91, 61 x 6 = 3-45, 61 x 7 = 3-106, 61 x 8 = 4-60, 61 x 9 = 5-14, 61 x 10 = 5-75, 61 x 11 = 6-29, 61 x 12 = 6-90, 61 x 13 = 7-44, 61 x 14 = 7-105, 61 x 15 = 8-59, 61 x 16 = 9-13, 61 x 17 = 9-74, 61 x 18 = 10-28, 61 x 19 = 10-89, 61 x 20 = 11-43, 61 x 21 = 11-104, 61 x 22 = 12-58, 61 x 23 = 13-12, 61 x 24 = 13-73, 61 x 25 = 14-27, 61 x 26 = 14-88, 61 x 27 = 15-42, 61 x 28 = 15-103, 61 x 29 = 16-57, 61 x 30 = 17-11, 61 x 31 = 17-72, 61 x 32 = 18-26, 61 x 33 = 18-87, 61 x 34 = 19-41, 61 x 35 = 19-102, 61 x 36 = 20-56, 61 x 37 = 21-10, 61 x 38 = 21-71, 61 x 39 = 22-25, 61 x 40 = 22-86, 61 x 41 = 23-40, 61 x 42 = 23-101, 61 x 43 = 24-55, 61 x 44 = 25-9, 61 x 45 = 25-70, 61 x 46 = 26-24, 61 x 47 = 26-85, 61 x 48 = 27-39, 61 x 49 = 27-100, 61 x 50 = 28-54, 61 x 51 = 29-8, 61 x 52 = 29-69, 61 x 53 = 30-23, 61 x 54 = 30-84, 61 x 55 = 31-38, 61 x 56 = 31-99, 61 x 57 = 32-53, 61 x 58 = 33-7, 61 x 59 = 33-68, 61 x 60 = 34-22, 61 x 61 = 34-83, 61 x 62 = 35-37, 61 x 63 = 35-98, 61 x 64 = 36-52, 61 x 65 = 37-6, 61 x 66 = 37-67, 61 x 67 = 38-21, 61 x 68 = 38-82, 61 x 69 = 39-36, 61 x 70 = 39-97, 61 x 71 = 40-51, 61 x 72 = 41-5, 61 x 73 = 41-66, 61 x 74 = 42-20, 61 x 75 = 42-81, 61 x 76 = 43-35, 61 x 77 = 43-96, 61 x 78 = 44-50, 61 x 79 = 45-4, 61 x 80 = 45-65, 61 x 81 = 46-19, 61 x 82 = 46-80, 61 x 83 = 47-34, 61 x 84 = 47-95, 61 x 85 = 48-49, 61 x 86 = 49-3, 61 x 87 = 49-64, 61 x 88 = 50-18, 61 x 89 = 50-79, 61 x 90 = 51-33, 61 x 91 = 51-94, 61 x 92 = 52-48, 61 x 93 = 53-2, 61 x 94 = 53-63, 61 x 95 = 54-17, 61 x 96 = 54-78, 61 x 97 = 55-32, 61 x 98 = 55-93, 61 x 99 = 56-47, 61 x 100 = 57-1, 61 x 101 = 57-62, 61 x 102 = 58-16, 61 x 103 = 58-77, 61 x 104 = 59-31, 61 x 105 = 59-92, 61 x 106 = 60-46, 
62 x 1 = 0-62, 62 x 2 = 1-17, 62 x 3 = 1-79, 62 x 4 = 2-34, 62 x 5 = 2-96, 62 x 6 = 3-51, 62 x 7 = 4-6, 62 x 8 = 4-68, 62 x 9 = 5-23, 62 x 10 = 5-85, 62 x 11 = 6-40, 62 x 12 = 6-102, 62 x 13 = 7-57, 62 x 14 = 8-12, 62 x 15 = 8-74, 62 x 16 = 9-29, 62 x 17 = 9-91, 62 x 18 = 10-46, 62 x 19 = 11-1, 62 x 20 = 11-63, 62 x 21 = 12-18, 62 x 22 = 12-80, 62 x 23 = 13-35, 62 x 24 = 13-97, 62 x 25 = 14-52, 62 x 26 = 15-7, 62 x 27 = 15-69, 62 x 28 = 16-24, 62 x 29 = 16-86, 62 x 30 = 17-41, 62 x 31 = 17-103, 62 x 32 = 18-58, 62 x 33 = 19-13, 62 x 34 = 19-75, 62 x 35 = 20-30, 62 x 36 = 20-92, 62 x 37 = 21-47, 62 x 38 = 22-2, 62 x 39 = 22-64, 62 x 40 = 23-19, 62 x 41 = 23-81, 62 x 42 = 24-36, 62 x 43 = 24-98, 62 x 44 = 25-53, 62 x 45 = 26-8, 62 x 46 = 26-70, 62 x 47 = 27-25, 62 x 48 = 27-87, 62 x 49 = 28-42, 62 x 50 = 28-104, 62 x 51 = 29-59, 62 x 52 = 30-14, 62 x 53 = 30-76, 62 x 54 = 31-31, 62 x 55 = 31-93, 62 x 56 = 32-48, 62 x 57 = 33-3, 62 x 58 = 33-65, 62 x 59 = 34-20, 62 x 60 = 34-82, 62 x 61 = 35-37, 62 x 62 = 35-99, 62 x 63 = 36-54, 62 x 64 = 37-9, 62 x 65 = 37-71, 62 x 66 = 38-26, 62 x 67 = 38-88, 62 x 68 = 39-43, 62 x 69 = 39-105, 62 x 70 = 40-60, 62 x 71 = 41-15, 62 x 72 = 41-77, 62 x 73 = 42-32, 62 x 74 = 42-94, 62 x 75 = 43-49, 62 x 76 = 44-4, 62 x 77 = 44-66, 62 x 78 = 45-21, 62 x 79 = 45-83, 62 x 80 = 46-38, 62 x 81 = 46-100, 62 x 82 = 47-55, 62 x 83 = 48-10, 62 x 84 = 48-72, 62 x 85 = 49-27, 62 x 86 = 49-89, 62 x 87 = 50-44, 62 x 88 = 50-106, 62 x 89 = 51-61, 62 x 90 = 52-16, 62 x 91 = 52-78, 62 x 92 = 53-33, 62 x 93 = 53-95, 62 x 94 = 54-50, 62 x 95 = 55-5, 62 x 96 = 55-67, 62 x 97 = 56-22, 62 x 98 = 56-84, 62 x 99 = 57-39, 62 x 100 = 57-101, 62 x 101 = 58-56, 62 x 102 = 59-11, 62 x 103 = 59-73, 62 x 104 = 60-28, 62 x 105 = 60-90, 62 x 106 = 61-45, 
63 x 1 = 0-63, 63 x 2 = 1-19, 63 x 3 = 1-82, 63 x 4 = 2-38, 63 x 5 = 2-101, 63 x 6 = 3-57, 63 x 7 = 4-13, 63 x 8 = 4-76, 63 x 9 = 5-32, 63 x 10 = 5-95, 63 x 11 = 6-51, 63 x 12 = 7-7, 63 x 13 = 7-70, 63 x 14 = 8-26, 63 x 15 = 8-89, 63 x 16 = 9-45, 63 x 17 = 10-1, 63 x 18 = 10-64, 63 x 19 = 11-20, 63 x 20 = 11-83, 63 x 21 = 12-39, 63 x 22 = 12-102, 63 x 23 = 13-58, 63 x 24 = 14-14, 63 x 25 = 14-77, 63 x 26 = 15-33, 63 x 27 = 15-96, 63 x 28 = 16-52, 63 x 29 = 17-8, 63 x 30 = 17-71, 63 x 31 = 18-27, 63 x 32 = 18-90, 63 x 33 = 19-46, 63 x 34 = 20-2, 63 x 35 = 20-65, 63 x 36 = 21-21, 63 x 37 = 21-84, 63 x 38 = 22-40, 63 x 39 = 22-103, 63 x 40 = 23-59, 63 x 41 = 24-15, 63 x 42 = 24-78, 63 x 43 = 25-34, 63 x 44 = 25-97, 63 x 45 = 26-53, 63 x 46 = 27-9, 63 x 47 = 27-72, 63 x 48 = 28-28, 63 x 49 = 28-91, 63 x 50 = 29-47, 63 x 51 = 30-3, 63 x 52 = 30-66, 63 x 53 = 31-22, 63 x 54 = 31-85, 63 x 55 = 32-41, 63 x 56 = 32-104, 63 x 57 = 33-60, 63 x 58 = 34-16, 63 x 59 = 34-79, 63 x 60 = 35-35, 63 x 61 = 35-98, 63 x 62 = 36-54, 63 x 63 = 37-10, 63 x 64 = 37-73, 63 x 65 = 38-29, 63 x 66 = 38-92, 63 x 67 = 39-48, 63 x 68 = 40-4, 63 x 69 = 40-67, 63 x 70 = 41-23, 63 x 71 = 41-86, 63 x 72 = 42-42, 63 x 73 = 42-105, 63 x 74 = 43-61, 63 x 75 = 44-17, 63 x 76 = 44-80, 63 x 77 = 45-36, 63 x 78 = 45-99, 63 x 79 = 46-55, 63 x 80 = 47-11, 63 x 81 = 47-74, 63 x 82 = 48-30, 63 x 83 = 48-93, 63 x 84 = 49-49, 63 x 85 = 50-5, 63 x 86 = 50-68, 63 x 87 = 51-24, 63 x 88 = 51-87, 63 x 89 = 52-43, 63 x 90 = 52-106, 63 x 91 = 53-62, 63 x 92 = 54-18, 63 x 93 = 54-81, 63 x 94 = 55-37, 63 x 95 = 55-100, 63 x 96 = 56-56, 63 x 97 = 57-12, 63 x 98 = 57-75, 63 x 99 = 58-31, 63 x 100 = 58-94, 63 x 101 = 59-50, 63 x 102 = 60-6, 63 x 103 = 60-69, 63 x 104 = 61-25, 63 x 105 = 61-88, 63 x 106 = 62-44, 
64 x 1 = 0-64, 64 x 2 = 1-21, 64 x 3 = 1-85, 64 x 4 = 2-42, 64 x 5 = 2-106, 64 x 6 = 3-63, 64 x 7 = 4-20, 64 x 8 = 4-84, 64 x 9 = 5-41, 64 x 10 = 5-105, 64 x 11 = 6-62, 64 x 12 = 7-19, 64 x 13 = 7-83, 64 x 14 = 8-40, 64 x 15 = 8-104, 64 x 16 = 9-61, 64 x 17 = 10-18, 64 x 18 = 10-82, 64 x 19 = 11-39, 64 x 20 = 11-103, 64 x 21 = 12-60, 64 x 22 = 13-17, 64 x 23 = 13-81, 64 x 24 = 14-38, 64 x 25 = 14-102, 64 x 26 = 15-59, 64 x 27 = 16-16, 64 x 28 = 16-80, 64 x 29 = 17-37, 64 x 30 = 17-101, 64 x 31 = 18-58, 64 x 32 = 19-15, 64 x 33 = 19-79, 64 x 34 = 20-36, 64 x 35 = 20-100, 64 x 36 = 21-57, 64 x 37 = 22-14, 64 x 38 = 22-78, 64 x 39 = 23-35, 64 x 40 = 23-99, 64 x 41 = 24-56, 64 x 42 = 25-13, 64 x 43 = 25-77, 64 x 44 = 26-34, 64 x 45 = 26-98, 64 x 46 = 27-55, 64 x 47 = 28-12, 64 x 48 = 28-76, 64 x 49 = 29-33, 64 x 50 = 29-97, 64 x 51 = 30-54, 64 x 52 = 31-11, 64 x 53 = 31-75, 64 x 54 = 32-32, 64 x 55 = 32-96, 64 x 56 = 33-53, 64 x 57 = 34-10, 64 x 58 = 34-74, 64 x 59 = 35-31, 64 x 60 = 35-95, 64 x 61 = 36-52, 64 x 62 = 37-9, 64 x 63 = 37-73, 64 x 64 = 38-30, 64 x 65 = 38-94, 64 x 66 = 39-51, 64 x 67 = 40-8, 64 x 68 = 40-72, 64 x 69 = 41-29, 64 x 70 = 41-93, 64 x 71 = 42-50, 64 x 72 = 43-7, 64 x 73 = 43-71, 64 x 74 = 44-28, 64 x 75 = 44-92, 64 x 76 = 45-49, 64 x 77 = 46-6, 64 x 78 = 46-70, 64 x 79 = 47-27, 64 x 80 = 47-91, 64 x 81 = 48-48, 64 x 82 = 49-5, 64 x 83 = 49-69, 64 x 84 = 50-26, 64 x 85 = 50-90, 64 x 86 = 51-47, 64 x 87 = 52-4, 64 x 88 = 52-68, 64 x 89 = 53-25, 64 x 90 = 53-89, 64 x 91 = 54-46, 64 x 92 = 55-3, 64 x 93 = 55-67, 64 x 94 = 56-24, 64 x 95 = 56-88, 64 x 96 = 57-45, 64 x 97 = 58-2, 64 x 98 = 58-66, 64 x 99 = 59-23, 64 x 100 = 59-87, 64 x 101 = 60-44, 64 x 102 = 61-1, 64 x 103 = 61-65, 64 x 104 = 62-22, 64 x 105 = 62-86, 64 x 106 = 63-43, 
65 x 1 = 0-65, 65 x 2 = 1-23, 65 x 3 = 1-88, 65 x 4 = 2-46, 65 x 5 = 3-4, 65 x 6 = 3-69, 65 x 7 = 4-27, 65 x 8 = 4-92, 65 x 9 = 5-50, 65 x 10 = 6-8, 65 x 11 = 6-73, 65 x 12 = 7-31, 65 x 13 = 7-96, 65 x 14 = 8-54, 65 x 15 = 9-12, 65 x 16 = 9-77, 65 x 17 = 10-35, 65 x 18 = 10-100, 65 x 19 = 11-58, 65 x 20 = 12-16, 65 x 21 = 12-81, 65 x 22 = 13-39, 65 x 23 = 13-104, 65 x 24 = 14-62, 65 x 25 = 15-20, 65 x 26 = 15-85, 65 x 27 = 16-43, 65 x 28 = 17-1, 65 x 29 = 17-66, 65 x 30 = 18-24, 65 x 31 = 18-89, 65 x 32 = 19-47, 65 x 33 = 20-5, 65 x 34 = 20-70, 65 x 35 = 21-28, 65 x 36 = 21-93, 65 x 37 = 22-51, 65 x 38 = 23-9, 65 x 39 = 23-74, 65 x 40 = 24-32, 65 x 41 = 24-97, 65 x 42 = 25-55, 65 x 43 = 26-13, 65 x 44 = 26-78, 65 x 45 = 27-36, 65 x 46 = 27-101, 65 x 47 = 28-59, 65 x 48 = 29-17, 65 x 49 = 29-82, 65 x 50 = 30-40, 65 x 51 = 30-105, 65 x 52 = 31-63, 65 x 53 = 32-21, 65 x 54 = 32-86, 65 x 55 = 33-44, 65 x 56 = 34-2, 65 x 57 = 34-67, 65 x 58 = 35-25, 65 x 59 = 35-90, 65 x 60 = 36-48, 65 x 61 = 37-6, 65 x 62 = 37-71, 65 x 63 = 38-29, 65 x 64 = 38-94, 65 x 65 = 39-52, 65 x 66 = 40-10, 65 x 67 = 40-75, 65 x 68 = 41-33, 65 x 69 = 41-98, 65 x 70 = 42-56, 65 x 71 = 43-14, 65 x 72 = 43-79, 65 x 73 = 44-37, 65 x 74 = 44-102, 65 x 75 = 45-60, 65 x 76 = 46-18, 65 x 77 = 46-83, 65 x 78 = 47-41, 65 x 79 = 47-106, 65 x 80 = 48-64, 65 x 81 = 49-22, 65 x 82 = 49-87, 65 x 83 = 50-45, 65 x 84 = 51-3, 65 x 85 = 51-68, 65 x 86 = 52-26, 65 x 87 = 52-91, 65 x 88 = 53-49, 65 x 89 = 54-7, 65 x 90 = 54-72, 65 x 91 = 55-30, 65 x 92 = 55-95, 65 x 93 = 56-53, 65 x 94 = 57-11, 65 x 95 = 57-76, 65 x 96 = 58-34, 65 x 97 = 58-99, 65 x 98 = 59-57, 65 x 99 = 60-15, 65 x 100 = 60-80, 65 x 101 = 61-38, 65 x 102 = 61-103, 65 x 103 = 62-61, 65 x 104 = 63-19, 65 x 105 = 63-84, 65 x 106 = 64-42, 
