25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-24, 25 x 5 = 1-49, 25 x 6 = 1-74, 25 x 7 = 2-23, 25 x 8 = 2-48, 25 x 9 = 2-73, 25 x 10 = 3-22, 25 x 11 = 3-47, 25 x 12 = 3-72, 25 x 13 = 4-21, 25 x 14 = 4-46, 25 x 15 = 4-71, 25 x 16 = 5-20, 25 x 17 = 5-45, 25 x 18 = 5-70, 25 x 19 = 6-19, 25 x 20 = 6-44, 25 x 21 = 6-69, 25 x 22 = 7-18, 25 x 23 = 7-43, 25 x 24 = 7-68, 25 x 25 = 8-17, 25 x 26 = 8-42, 25 x 27 = 8-67, 25 x 28 = 9-16, 25 x 29 = 9-41, 25 x 30 = 9-66, 25 x 31 = 10-15, 25 x 32 = 10-40, 25 x 33 = 10-65, 25 x 34 = 11-14, 25 x 35 = 11-39, 25 x 36 = 11-64, 25 x 37 = 12-13, 25 x 38 = 12-38, 25 x 39 = 12-63, 25 x 40 = 13-12, 25 x 41 = 13-37, 25 x 42 = 13-62, 25 x 43 = 14-11, 25 x 44 = 14-36, 25 x 45 = 14-61, 25 x 46 = 15-10, 25 x 47 = 15-35, 25 x 48 = 15-60, 25 x 49 = 16-9, 25 x 50 = 16-34, 25 x 51 = 16-59, 25 x 52 = 17-8, 25 x 53 = 17-33, 25 x 54 = 17-58, 25 x 55 = 18-7, 25 x 56 = 18-32, 25 x 57 = 18-57, 25 x 58 = 19-6, 25 x 59 = 19-31, 25 x 60 = 19-56, 25 x 61 = 20-5, 25 x 62 = 20-30, 25 x 63 = 20-55, 25 x 64 = 21-4, 25 x 65 = 21-29, 25 x 66 = 21-54, 25 x 67 = 22-3, 25 x 68 = 22-28, 25 x 69 = 22-53, 25 x 70 = 23-2, 25 x 71 = 23-27, 25 x 72 = 23-52, 25 x 73 = 24-1, 25 x 74 = 24-26, 25 x 75 = 24-51, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-2, 26 x 4 = 1-28, 26 x 5 = 1-54, 26 x 6 = 2-4, 26 x 7 = 2-30, 26 x 8 = 2-56, 26 x 9 = 3-6, 26 x 10 = 3-32, 26 x 11 = 3-58, 26 x 12 = 4-8, 26 x 13 = 4-34, 26 x 14 = 4-60, 26 x 15 = 5-10, 26 x 16 = 5-36, 26 x 17 = 5-62, 26 x 18 = 6-12, 26 x 19 = 6-38, 26 x 20 = 6-64, 26 x 21 = 7-14, 26 x 22 = 7-40, 26 x 23 = 7-66, 26 x 24 = 8-16, 26 x 25 = 8-42, 26 x 26 = 8-68, 26 x 27 = 9-18, 26 x 28 = 9-44, 26 x 29 = 9-70, 26 x 30 = 10-20, 26 x 31 = 10-46, 26 x 32 = 10-72, 26 x 33 = 11-22, 26 x 34 = 11-48, 26 x 35 = 11-74, 26 x 36 = 12-24, 26 x 37 = 12-50, 26 x 38 = 13-0, 26 x 39 = 13-26, 26 x 40 = 13-52, 26 x 41 = 14-2, 26 x 42 = 14-28, 26 x 43 = 14-54, 26 x 44 = 15-4, 26 x 45 = 15-30, 26 x 46 = 15-56, 26 x 47 = 16-6, 26 x 48 = 16-32, 26 x 49 = 16-58, 26 x 50 = 17-8, 26 x 51 = 17-34, 26 x 52 = 17-60, 26 x 53 = 18-10, 26 x 54 = 18-36, 26 x 55 = 18-62, 26 x 56 = 19-12, 26 x 57 = 19-38, 26 x 58 = 19-64, 26 x 59 = 20-14, 26 x 60 = 20-40, 26 x 61 = 20-66, 26 x 62 = 21-16, 26 x 63 = 21-42, 26 x 64 = 21-68, 26 x 65 = 22-18, 26 x 66 = 22-44, 26 x 67 = 22-70, 26 x 68 = 23-20, 26 x 69 = 23-46, 26 x 70 = 23-72, 26 x 71 = 24-22, 26 x 72 = 24-48, 26 x 73 = 24-74, 26 x 74 = 25-24, 26 x 75 = 25-50, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-5, 27 x 4 = 1-32, 27 x 5 = 1-59, 27 x 6 = 2-10, 27 x 7 = 2-37, 27 x 8 = 2-64, 27 x 9 = 3-15, 27 x 10 = 3-42, 27 x 11 = 3-69, 27 x 12 = 4-20, 27 x 13 = 4-47, 27 x 14 = 4-74, 27 x 15 = 5-25, 27 x 16 = 5-52, 27 x 17 = 6-3, 27 x 18 = 6-30, 27 x 19 = 6-57, 27 x 20 = 7-8, 27 x 21 = 7-35, 27 x 22 = 7-62, 27 x 23 = 8-13, 27 x 24 = 8-40, 27 x 25 = 8-67, 27 x 26 = 9-18, 27 x 27 = 9-45, 27 x 28 = 9-72, 27 x 29 = 10-23, 27 x 30 = 10-50, 27 x 31 = 11-1, 27 x 32 = 11-28, 27 x 33 = 11-55, 27 x 34 = 12-6, 27 x 35 = 12-33, 27 x 36 = 12-60, 27 x 37 = 13-11, 27 x 38 = 13-38, 27 x 39 = 13-65, 27 x 40 = 14-16, 27 x 41 = 14-43, 27 x 42 = 14-70, 27 x 43 = 15-21, 27 x 44 = 15-48, 27 x 45 = 15-75, 27 x 46 = 16-26, 27 x 47 = 16-53, 27 x 48 = 17-4, 27 x 49 = 17-31, 27 x 50 = 17-58, 27 x 51 = 18-9, 27 x 52 = 18-36, 27 x 53 = 18-63, 27 x 54 = 19-14, 27 x 55 = 19-41, 27 x 56 = 19-68, 27 x 57 = 20-19, 27 x 58 = 20-46, 27 x 59 = 20-73, 27 x 60 = 21-24, 27 x 61 = 21-51, 27 x 62 = 22-2, 27 x 63 = 22-29, 27 x 64 = 22-56, 27 x 65 = 23-7, 27 x 66 = 23-34, 27 x 67 = 23-61, 27 x 68 = 24-12, 27 x 69 = 24-39, 27 x 70 = 24-66, 27 x 71 = 25-17, 27 x 72 = 25-44, 27 x 73 = 25-71, 27 x 74 = 26-22, 27 x 75 = 26-49, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-8, 28 x 4 = 1-36, 28 x 5 = 1-64, 28 x 6 = 2-16, 28 x 7 = 2-44, 28 x 8 = 2-72, 28 x 9 = 3-24, 28 x 10 = 3-52, 28 x 11 = 4-4, 28 x 12 = 4-32, 28 x 13 = 4-60, 28 x 14 = 5-12, 28 x 15 = 5-40, 28 x 16 = 5-68, 28 x 17 = 6-20, 28 x 18 = 6-48, 28 x 19 = 7-0, 28 x 20 = 7-28, 28 x 21 = 7-56, 28 x 22 = 8-8, 28 x 23 = 8-36, 28 x 24 = 8-64, 28 x 25 = 9-16, 28 x 26 = 9-44, 28 x 27 = 9-72, 28 x 28 = 10-24, 28 x 29 = 10-52, 28 x 30 = 11-4, 28 x 31 = 11-32, 28 x 32 = 11-60, 28 x 33 = 12-12, 28 x 34 = 12-40, 28 x 35 = 12-68, 28 x 36 = 13-20, 28 x 37 = 13-48, 28 x 38 = 14-0, 28 x 39 = 14-28, 28 x 40 = 14-56, 28 x 41 = 15-8, 28 x 42 = 15-36, 28 x 43 = 15-64, 28 x 44 = 16-16, 28 x 45 = 16-44, 28 x 46 = 16-72, 28 x 47 = 17-24, 28 x 48 = 17-52, 28 x 49 = 18-4, 28 x 50 = 18-32, 28 x 51 = 18-60, 28 x 52 = 19-12, 28 x 53 = 19-40, 28 x 54 = 19-68, 28 x 55 = 20-20, 28 x 56 = 20-48, 28 x 57 = 21-0, 28 x 58 = 21-28, 28 x 59 = 21-56, 28 x 60 = 22-8, 28 x 61 = 22-36, 28 x 62 = 22-64, 28 x 63 = 23-16, 28 x 64 = 23-44, 28 x 65 = 23-72, 28 x 66 = 24-24, 28 x 67 = 24-52, 28 x 68 = 25-4, 28 x 69 = 25-32, 28 x 70 = 25-60, 28 x 71 = 26-12, 28 x 72 = 26-40, 28 x 73 = 26-68, 28 x 74 = 27-20, 28 x 75 = 27-48, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-11, 29 x 4 = 1-40, 29 x 5 = 1-69, 29 x 6 = 2-22, 29 x 7 = 2-51, 29 x 8 = 3-4, 29 x 9 = 3-33, 29 x 10 = 3-62, 29 x 11 = 4-15, 29 x 12 = 4-44, 29 x 13 = 4-73, 29 x 14 = 5-26, 29 x 15 = 5-55, 29 x 16 = 6-8, 29 x 17 = 6-37, 29 x 18 = 6-66, 29 x 19 = 7-19, 29 x 20 = 7-48, 29 x 21 = 8-1, 29 x 22 = 8-30, 29 x 23 = 8-59, 29 x 24 = 9-12, 29 x 25 = 9-41, 29 x 26 = 9-70, 29 x 27 = 10-23, 29 x 28 = 10-52, 29 x 29 = 11-5, 29 x 30 = 11-34, 29 x 31 = 11-63, 29 x 32 = 12-16, 29 x 33 = 12-45, 29 x 34 = 12-74, 29 x 35 = 13-27, 29 x 36 = 13-56, 29 x 37 = 14-9, 29 x 38 = 14-38, 29 x 39 = 14-67, 29 x 40 = 15-20, 29 x 41 = 15-49, 29 x 42 = 16-2, 29 x 43 = 16-31, 29 x 44 = 16-60, 29 x 45 = 17-13, 29 x 46 = 17-42, 29 x 47 = 17-71, 29 x 48 = 18-24, 29 x 49 = 18-53, 29 x 50 = 19-6, 29 x 51 = 19-35, 29 x 52 = 19-64, 29 x 53 = 20-17, 29 x 54 = 20-46, 29 x 55 = 20-75, 29 x 56 = 21-28, 29 x 57 = 21-57, 29 x 58 = 22-10, 29 x 59 = 22-39, 29 x 60 = 22-68, 29 x 61 = 23-21, 29 x 62 = 23-50, 29 x 63 = 24-3, 29 x 64 = 24-32, 29 x 65 = 24-61, 29 x 66 = 25-14, 29 x 67 = 25-43, 29 x 68 = 25-72, 29 x 69 = 26-25, 29 x 70 = 26-54, 29 x 71 = 27-7, 29 x 72 = 27-36, 29 x 73 = 27-65, 29 x 74 = 28-18, 29 x 75 = 28-47, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-14, 30 x 4 = 1-44, 30 x 5 = 1-74, 30 x 6 = 2-28, 30 x 7 = 2-58, 30 x 8 = 3-12, 30 x 9 = 3-42, 30 x 10 = 3-72, 30 x 11 = 4-26, 30 x 12 = 4-56, 30 x 13 = 5-10, 30 x 14 = 5-40, 30 x 15 = 5-70, 30 x 16 = 6-24, 30 x 17 = 6-54, 30 x 18 = 7-8, 30 x 19 = 7-38, 30 x 20 = 7-68, 30 x 21 = 8-22, 30 x 22 = 8-52, 30 x 23 = 9-6, 30 x 24 = 9-36, 30 x 25 = 9-66, 30 x 26 = 10-20, 30 x 27 = 10-50, 30 x 28 = 11-4, 30 x 29 = 11-34, 30 x 30 = 11-64, 30 x 31 = 12-18, 30 x 32 = 12-48, 30 x 33 = 13-2, 30 x 34 = 13-32, 30 x 35 = 13-62, 30 x 36 = 14-16, 30 x 37 = 14-46, 30 x 38 = 15-0, 30 x 39 = 15-30, 30 x 40 = 15-60, 30 x 41 = 16-14, 30 x 42 = 16-44, 30 x 43 = 16-74, 30 x 44 = 17-28, 30 x 45 = 17-58, 30 x 46 = 18-12, 30 x 47 = 18-42, 30 x 48 = 18-72, 30 x 49 = 19-26, 30 x 50 = 19-56, 30 x 51 = 20-10, 30 x 52 = 20-40, 30 x 53 = 20-70, 30 x 54 = 21-24, 30 x 55 = 21-54, 30 x 56 = 22-8, 30 x 57 = 22-38, 30 x 58 = 22-68, 30 x 59 = 23-22, 30 x 60 = 23-52, 30 x 61 = 24-6, 30 x 62 = 24-36, 30 x 63 = 24-66, 30 x 64 = 25-20, 30 x 65 = 25-50, 30 x 66 = 26-4, 30 x 67 = 26-34, 30 x 68 = 26-64, 30 x 69 = 27-18, 30 x 70 = 27-48, 30 x 71 = 28-2, 30 x 72 = 28-32, 30 x 73 = 28-62, 30 x 74 = 29-16, 30 x 75 = 29-46, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-17, 31 x 4 = 1-48, 31 x 5 = 2-3, 31 x 6 = 2-34, 31 x 7 = 2-65, 31 x 8 = 3-20, 31 x 9 = 3-51, 31 x 10 = 4-6, 31 x 11 = 4-37, 31 x 12 = 4-68, 31 x 13 = 5-23, 31 x 14 = 5-54, 31 x 15 = 6-9, 31 x 16 = 6-40, 31 x 17 = 6-71, 31 x 18 = 7-26, 31 x 19 = 7-57, 31 x 20 = 8-12, 31 x 21 = 8-43, 31 x 22 = 8-74, 31 x 23 = 9-29, 31 x 24 = 9-60, 31 x 25 = 10-15, 31 x 26 = 10-46, 31 x 27 = 11-1, 31 x 28 = 11-32, 31 x 29 = 11-63, 31 x 30 = 12-18, 31 x 31 = 12-49, 31 x 32 = 13-4, 31 x 33 = 13-35, 31 x 34 = 13-66, 31 x 35 = 14-21, 31 x 36 = 14-52, 31 x 37 = 15-7, 31 x 38 = 15-38, 31 x 39 = 15-69, 31 x 40 = 16-24, 31 x 41 = 16-55, 31 x 42 = 17-10, 31 x 43 = 17-41, 31 x 44 = 17-72, 31 x 45 = 18-27, 31 x 46 = 18-58, 31 x 47 = 19-13, 31 x 48 = 19-44, 31 x 49 = 19-75, 31 x 50 = 20-30, 31 x 51 = 20-61, 31 x 52 = 21-16, 31 x 53 = 21-47, 31 x 54 = 22-2, 31 x 55 = 22-33, 31 x 56 = 22-64, 31 x 57 = 23-19, 31 x 58 = 23-50, 31 x 59 = 24-5, 31 x 60 = 24-36, 31 x 61 = 24-67, 31 x 62 = 25-22, 31 x 63 = 25-53, 31 x 64 = 26-8, 31 x 65 = 26-39, 31 x 66 = 26-70, 31 x 67 = 27-25, 31 x 68 = 27-56, 31 x 69 = 28-11, 31 x 70 = 28-42, 31 x 71 = 28-73, 31 x 72 = 29-28, 31 x 73 = 29-59, 31 x 74 = 30-14, 31 x 75 = 30-45, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-20, 32 x 4 = 1-52, 32 x 5 = 2-8, 32 x 6 = 2-40, 32 x 7 = 2-72, 32 x 8 = 3-28, 32 x 9 = 3-60, 32 x 10 = 4-16, 32 x 11 = 4-48, 32 x 12 = 5-4, 32 x 13 = 5-36, 32 x 14 = 5-68, 32 x 15 = 6-24, 32 x 16 = 6-56, 32 x 17 = 7-12, 32 x 18 = 7-44, 32 x 19 = 8-0, 32 x 20 = 8-32, 32 x 21 = 8-64, 32 x 22 = 9-20, 32 x 23 = 9-52, 32 x 24 = 10-8, 32 x 25 = 10-40, 32 x 26 = 10-72, 32 x 27 = 11-28, 32 x 28 = 11-60, 32 x 29 = 12-16, 32 x 30 = 12-48, 32 x 31 = 13-4, 32 x 32 = 13-36, 32 x 33 = 13-68, 32 x 34 = 14-24, 32 x 35 = 14-56, 32 x 36 = 15-12, 32 x 37 = 15-44, 32 x 38 = 16-0, 32 x 39 = 16-32, 32 x 40 = 16-64, 32 x 41 = 17-20, 32 x 42 = 17-52, 32 x 43 = 18-8, 32 x 44 = 18-40, 32 x 45 = 18-72, 32 x 46 = 19-28, 32 x 47 = 19-60, 32 x 48 = 20-16, 32 x 49 = 20-48, 32 x 50 = 21-4, 32 x 51 = 21-36, 32 x 52 = 21-68, 32 x 53 = 22-24, 32 x 54 = 22-56, 32 x 55 = 23-12, 32 x 56 = 23-44, 32 x 57 = 24-0, 32 x 58 = 24-32, 32 x 59 = 24-64, 32 x 60 = 25-20, 32 x 61 = 25-52, 32 x 62 = 26-8, 32 x 63 = 26-40, 32 x 64 = 26-72, 32 x 65 = 27-28, 32 x 66 = 27-60, 32 x 67 = 28-16, 32 x 68 = 28-48, 32 x 69 = 29-4, 32 x 70 = 29-36, 32 x 71 = 29-68, 32 x 72 = 30-24, 32 x 73 = 30-56, 32 x 74 = 31-12, 32 x 75 = 31-44, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-23, 33 x 4 = 1-56, 33 x 5 = 2-13, 33 x 6 = 2-46, 33 x 7 = 3-3, 33 x 8 = 3-36, 33 x 9 = 3-69, 33 x 10 = 4-26, 33 x 11 = 4-59, 33 x 12 = 5-16, 33 x 13 = 5-49, 33 x 14 = 6-6, 33 x 15 = 6-39, 33 x 16 = 6-72, 33 x 17 = 7-29, 33 x 18 = 7-62, 33 x 19 = 8-19, 33 x 20 = 8-52, 33 x 21 = 9-9, 33 x 22 = 9-42, 33 x 23 = 9-75, 33 x 24 = 10-32, 33 x 25 = 10-65, 33 x 26 = 11-22, 33 x 27 = 11-55, 33 x 28 = 12-12, 33 x 29 = 12-45, 33 x 30 = 13-2, 33 x 31 = 13-35, 33 x 32 = 13-68, 33 x 33 = 14-25, 33 x 34 = 14-58, 33 x 35 = 15-15, 33 x 36 = 15-48, 33 x 37 = 16-5, 33 x 38 = 16-38, 33 x 39 = 16-71, 33 x 40 = 17-28, 33 x 41 = 17-61, 33 x 42 = 18-18, 33 x 43 = 18-51, 33 x 44 = 19-8, 33 x 45 = 19-41, 33 x 46 = 19-74, 33 x 47 = 20-31, 33 x 48 = 20-64, 33 x 49 = 21-21, 33 x 50 = 21-54, 33 x 51 = 22-11, 33 x 52 = 22-44, 33 x 53 = 23-1, 33 x 54 = 23-34, 33 x 55 = 23-67, 33 x 56 = 24-24, 33 x 57 = 24-57, 33 x 58 = 25-14, 33 x 59 = 25-47, 33 x 60 = 26-4, 33 x 61 = 26-37, 33 x 62 = 26-70, 33 x 63 = 27-27, 33 x 64 = 27-60, 33 x 65 = 28-17, 33 x 66 = 28-50, 33 x 67 = 29-7, 33 x 68 = 29-40, 33 x 69 = 29-73, 33 x 70 = 30-30, 33 x 71 = 30-63, 33 x 72 = 31-20, 33 x 73 = 31-53, 33 x 74 = 32-10, 33 x 75 = 32-43, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-26, 34 x 4 = 1-60, 34 x 5 = 2-18, 34 x 6 = 2-52, 34 x 7 = 3-10, 34 x 8 = 3-44, 34 x 9 = 4-2, 34 x 10 = 4-36, 34 x 11 = 4-70, 34 x 12 = 5-28, 34 x 13 = 5-62, 34 x 14 = 6-20, 34 x 15 = 6-54, 34 x 16 = 7-12, 34 x 17 = 7-46, 34 x 18 = 8-4, 34 x 19 = 8-38, 34 x 20 = 8-72, 34 x 21 = 9-30, 34 x 22 = 9-64, 34 x 23 = 10-22, 34 x 24 = 10-56, 34 x 25 = 11-14, 34 x 26 = 11-48, 34 x 27 = 12-6, 34 x 28 = 12-40, 34 x 29 = 12-74, 34 x 30 = 13-32, 34 x 31 = 13-66, 34 x 32 = 14-24, 34 x 33 = 14-58, 34 x 34 = 15-16, 34 x 35 = 15-50, 34 x 36 = 16-8, 34 x 37 = 16-42, 34 x 38 = 17-0, 34 x 39 = 17-34, 34 x 40 = 17-68, 34 x 41 = 18-26, 34 x 42 = 18-60, 34 x 43 = 19-18, 34 x 44 = 19-52, 34 x 45 = 20-10, 34 x 46 = 20-44, 34 x 47 = 21-2, 34 x 48 = 21-36, 34 x 49 = 21-70, 34 x 50 = 22-28, 34 x 51 = 22-62, 34 x 52 = 23-20, 34 x 53 = 23-54, 34 x 54 = 24-12, 34 x 55 = 24-46, 34 x 56 = 25-4, 34 x 57 = 25-38, 34 x 58 = 25-72, 34 x 59 = 26-30, 34 x 60 = 26-64, 34 x 61 = 27-22, 34 x 62 = 27-56, 34 x 63 = 28-14, 34 x 64 = 28-48, 34 x 65 = 29-6, 34 x 66 = 29-40, 34 x 67 = 29-74, 34 x 68 = 30-32, 34 x 69 = 30-66, 34 x 70 = 31-24, 34 x 71 = 31-58, 34 x 72 = 32-16, 34 x 73 = 32-50, 34 x 74 = 33-8, 34 x 75 = 33-42, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-29, 35 x 4 = 1-64, 35 x 5 = 2-23, 35 x 6 = 2-58, 35 x 7 = 3-17, 35 x 8 = 3-52, 35 x 9 = 4-11, 35 x 10 = 4-46, 35 x 11 = 5-5, 35 x 12 = 5-40, 35 x 13 = 5-75, 35 x 14 = 6-34, 35 x 15 = 6-69, 35 x 16 = 7-28, 35 x 17 = 7-63, 35 x 18 = 8-22, 35 x 19 = 8-57, 35 x 20 = 9-16, 35 x 21 = 9-51, 35 x 22 = 10-10, 35 x 23 = 10-45, 35 x 24 = 11-4, 35 x 25 = 11-39, 35 x 26 = 11-74, 35 x 27 = 12-33, 35 x 28 = 12-68, 35 x 29 = 13-27, 35 x 30 = 13-62, 35 x 31 = 14-21, 35 x 32 = 14-56, 35 x 33 = 15-15, 35 x 34 = 15-50, 35 x 35 = 16-9, 35 x 36 = 16-44, 35 x 37 = 17-3, 35 x 38 = 17-38, 35 x 39 = 17-73, 35 x 40 = 18-32, 35 x 41 = 18-67, 35 x 42 = 19-26, 35 x 43 = 19-61, 35 x 44 = 20-20, 35 x 45 = 20-55, 35 x 46 = 21-14, 35 x 47 = 21-49, 35 x 48 = 22-8, 35 x 49 = 22-43, 35 x 50 = 23-2, 35 x 51 = 23-37, 35 x 52 = 23-72, 35 x 53 = 24-31, 35 x 54 = 24-66, 35 x 55 = 25-25, 35 x 56 = 25-60, 35 x 57 = 26-19, 35 x 58 = 26-54, 35 x 59 = 27-13, 35 x 60 = 27-48, 35 x 61 = 28-7, 35 x 62 = 28-42, 35 x 63 = 29-1, 35 x 64 = 29-36, 35 x 65 = 29-71, 35 x 66 = 30-30, 35 x 67 = 30-65, 35 x 68 = 31-24, 35 x 69 = 31-59, 35 x 70 = 32-18, 35 x 71 = 32-53, 35 x 72 = 33-12, 35 x 73 = 33-47, 35 x 74 = 34-6, 35 x 75 = 34-41, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-32, 36 x 4 = 1-68, 36 x 5 = 2-28, 36 x 6 = 2-64, 36 x 7 = 3-24, 36 x 8 = 3-60, 36 x 9 = 4-20, 36 x 10 = 4-56, 36 x 11 = 5-16, 36 x 12 = 5-52, 36 x 13 = 6-12, 36 x 14 = 6-48, 36 x 15 = 7-8, 36 x 16 = 7-44, 36 x 17 = 8-4, 36 x 18 = 8-40, 36 x 19 = 9-0, 36 x 20 = 9-36, 36 x 21 = 9-72, 36 x 22 = 10-32, 36 x 23 = 10-68, 36 x 24 = 11-28, 36 x 25 = 11-64, 36 x 26 = 12-24, 36 x 27 = 12-60, 36 x 28 = 13-20, 36 x 29 = 13-56, 36 x 30 = 14-16, 36 x 31 = 14-52, 36 x 32 = 15-12, 36 x 33 = 15-48, 36 x 34 = 16-8, 36 x 35 = 16-44, 36 x 36 = 17-4, 36 x 37 = 17-40, 36 x 38 = 18-0, 36 x 39 = 18-36, 36 x 40 = 18-72, 36 x 41 = 19-32, 36 x 42 = 19-68, 36 x 43 = 20-28, 36 x 44 = 20-64, 36 x 45 = 21-24, 36 x 46 = 21-60, 36 x 47 = 22-20, 36 x 48 = 22-56, 36 x 49 = 23-16, 36 x 50 = 23-52, 36 x 51 = 24-12, 36 x 52 = 24-48, 36 x 53 = 25-8, 36 x 54 = 25-44, 36 x 55 = 26-4, 36 x 56 = 26-40, 36 x 57 = 27-0, 36 x 58 = 27-36, 36 x 59 = 27-72, 36 x 60 = 28-32, 36 x 61 = 28-68, 36 x 62 = 29-28, 36 x 63 = 29-64, 36 x 64 = 30-24, 36 x 65 = 30-60, 36 x 66 = 31-20, 36 x 67 = 31-56, 36 x 68 = 32-16, 36 x 69 = 32-52, 36 x 70 = 33-12, 36 x 71 = 33-48, 36 x 72 = 34-8, 36 x 73 = 34-44, 36 x 74 = 35-4, 36 x 75 = 35-40, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-35, 37 x 4 = 1-72, 37 x 5 = 2-33, 37 x 6 = 2-70, 37 x 7 = 3-31, 37 x 8 = 3-68, 37 x 9 = 4-29, 37 x 10 = 4-66, 37 x 11 = 5-27, 37 x 12 = 5-64, 37 x 13 = 6-25, 37 x 14 = 6-62, 37 x 15 = 7-23, 37 x 16 = 7-60, 37 x 17 = 8-21, 37 x 18 = 8-58, 37 x 19 = 9-19, 37 x 20 = 9-56, 37 x 21 = 10-17, 37 x 22 = 10-54, 37 x 23 = 11-15, 37 x 24 = 11-52, 37 x 25 = 12-13, 37 x 26 = 12-50, 37 x 27 = 13-11, 37 x 28 = 13-48, 37 x 29 = 14-9, 37 x 30 = 14-46, 37 x 31 = 15-7, 37 x 32 = 15-44, 37 x 33 = 16-5, 37 x 34 = 16-42, 37 x 35 = 17-3, 37 x 36 = 17-40, 37 x 37 = 18-1, 37 x 38 = 18-38, 37 x 39 = 18-75, 37 x 40 = 19-36, 37 x 41 = 19-73, 37 x 42 = 20-34, 37 x 43 = 20-71, 37 x 44 = 21-32, 37 x 45 = 21-69, 37 x 46 = 22-30, 37 x 47 = 22-67, 37 x 48 = 23-28, 37 x 49 = 23-65, 37 x 50 = 24-26, 37 x 51 = 24-63, 37 x 52 = 25-24, 37 x 53 = 25-61, 37 x 54 = 26-22, 37 x 55 = 26-59, 37 x 56 = 27-20, 37 x 57 = 27-57, 37 x 58 = 28-18, 37 x 59 = 28-55, 37 x 60 = 29-16, 37 x 61 = 29-53, 37 x 62 = 30-14, 37 x 63 = 30-51, 37 x 64 = 31-12, 37 x 65 = 31-49, 37 x 66 = 32-10, 37 x 67 = 32-47, 37 x 68 = 33-8, 37 x 69 = 33-45, 37 x 70 = 34-6, 37 x 71 = 34-43, 37 x 72 = 35-4, 37 x 73 = 35-41, 37 x 74 = 36-2, 37 x 75 = 36-39, 
38 x 1 = 0-38, 38 x 2 = 1-0, 38 x 3 = 1-38, 38 x 4 = 2-0, 38 x 5 = 2-38, 38 x 6 = 3-0, 38 x 7 = 3-38, 38 x 8 = 4-0, 38 x 9 = 4-38, 38 x 10 = 5-0, 38 x 11 = 5-38, 38 x 12 = 6-0, 38 x 13 = 6-38, 38 x 14 = 7-0, 38 x 15 = 7-38, 38 x 16 = 8-0, 38 x 17 = 8-38, 38 x 18 = 9-0, 38 x 19 = 9-38, 38 x 20 = 10-0, 38 x 21 = 10-38, 38 x 22 = 11-0, 38 x 23 = 11-38, 38 x 24 = 12-0, 38 x 25 = 12-38, 38 x 26 = 13-0, 38 x 27 = 13-38, 38 x 28 = 14-0, 38 x 29 = 14-38, 38 x 30 = 15-0, 38 x 31 = 15-38, 38 x 32 = 16-0, 38 x 33 = 16-38, 38 x 34 = 17-0, 38 x 35 = 17-38, 38 x 36 = 18-0, 38 x 37 = 18-38, 38 x 38 = 19-0, 38 x 39 = 19-38, 38 x 40 = 20-0, 38 x 41 = 20-38, 38 x 42 = 21-0, 38 x 43 = 21-38, 38 x 44 = 22-0, 38 x 45 = 22-38, 38 x 46 = 23-0, 38 x 47 = 23-38, 38 x 48 = 24-0, 38 x 49 = 24-38, 38 x 50 = 25-0, 38 x 51 = 25-38, 38 x 52 = 26-0, 38 x 53 = 26-38, 38 x 54 = 27-0, 38 x 55 = 27-38, 38 x 56 = 28-0, 38 x 57 = 28-38, 38 x 58 = 29-0, 38 x 59 = 29-38, 38 x 60 = 30-0, 38 x 61 = 30-38, 38 x 62 = 31-0, 38 x 63 = 31-38, 38 x 64 = 32-0, 38 x 65 = 32-38, 38 x 66 = 33-0, 38 x 67 = 33-38, 38 x 68 = 34-0, 38 x 69 = 34-38, 38 x 70 = 35-0, 38 x 71 = 35-38, 38 x 72 = 36-0, 38 x 73 = 36-38, 38 x 74 = 37-0, 38 x 75 = 37-38, 
