25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-23, 25 x 5 = 1-48, 25 x 6 = 1-73, 25 x 7 = 2-21, 25 x 8 = 2-46, 25 x 9 = 2-71, 25 x 10 = 3-19, 25 x 11 = 3-44, 25 x 12 = 3-69, 25 x 13 = 4-17, 25 x 14 = 4-42, 25 x 15 = 4-67, 25 x 16 = 5-15, 25 x 17 = 5-40, 25 x 18 = 5-65, 25 x 19 = 6-13, 25 x 20 = 6-38, 25 x 21 = 6-63, 25 x 22 = 7-11, 25 x 23 = 7-36, 25 x 24 = 7-61, 25 x 25 = 8-9, 25 x 26 = 8-34, 25 x 27 = 8-59, 25 x 28 = 9-7, 25 x 29 = 9-32, 25 x 30 = 9-57, 25 x 31 = 10-5, 25 x 32 = 10-30, 25 x 33 = 10-55, 25 x 34 = 11-3, 25 x 35 = 11-28, 25 x 36 = 11-53, 25 x 37 = 12-1, 25 x 38 = 12-26, 25 x 39 = 12-51, 25 x 40 = 12-76, 25 x 41 = 13-24, 25 x 42 = 13-49, 25 x 43 = 13-74, 25 x 44 = 14-22, 25 x 45 = 14-47, 25 x 46 = 14-72, 25 x 47 = 15-20, 25 x 48 = 15-45, 25 x 49 = 15-70, 25 x 50 = 16-18, 25 x 51 = 16-43, 25 x 52 = 16-68, 25 x 53 = 17-16, 25 x 54 = 17-41, 25 x 55 = 17-66, 25 x 56 = 18-14, 25 x 57 = 18-39, 25 x 58 = 18-64, 25 x 59 = 19-12, 25 x 60 = 19-37, 25 x 61 = 19-62, 25 x 62 = 20-10, 25 x 63 = 20-35, 25 x 64 = 20-60, 25 x 65 = 21-8, 25 x 66 = 21-33, 25 x 67 = 21-58, 25 x 68 = 22-6, 25 x 69 = 22-31, 25 x 70 = 22-56, 25 x 71 = 23-4, 25 x 72 = 23-29, 25 x 73 = 23-54, 25 x 74 = 24-2, 25 x 75 = 24-27, 25 x 76 = 24-52, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-1, 26 x 4 = 1-27, 26 x 5 = 1-53, 26 x 6 = 2-2, 26 x 7 = 2-28, 26 x 8 = 2-54, 26 x 9 = 3-3, 26 x 10 = 3-29, 26 x 11 = 3-55, 26 x 12 = 4-4, 26 x 13 = 4-30, 26 x 14 = 4-56, 26 x 15 = 5-5, 26 x 16 = 5-31, 26 x 17 = 5-57, 26 x 18 = 6-6, 26 x 19 = 6-32, 26 x 20 = 6-58, 26 x 21 = 7-7, 26 x 22 = 7-33, 26 x 23 = 7-59, 26 x 24 = 8-8, 26 x 25 = 8-34, 26 x 26 = 8-60, 26 x 27 = 9-9, 26 x 28 = 9-35, 26 x 29 = 9-61, 26 x 30 = 10-10, 26 x 31 = 10-36, 26 x 32 = 10-62, 26 x 33 = 11-11, 26 x 34 = 11-37, 26 x 35 = 11-63, 26 x 36 = 12-12, 26 x 37 = 12-38, 26 x 38 = 12-64, 26 x 39 = 13-13, 26 x 40 = 13-39, 26 x 41 = 13-65, 26 x 42 = 14-14, 26 x 43 = 14-40, 26 x 44 = 14-66, 26 x 45 = 15-15, 26 x 46 = 15-41, 26 x 47 = 15-67, 26 x 48 = 16-16, 26 x 49 = 16-42, 26 x 50 = 16-68, 26 x 51 = 17-17, 26 x 52 = 17-43, 26 x 53 = 17-69, 26 x 54 = 18-18, 26 x 55 = 18-44, 26 x 56 = 18-70, 26 x 57 = 19-19, 26 x 58 = 19-45, 26 x 59 = 19-71, 26 x 60 = 20-20, 26 x 61 = 20-46, 26 x 62 = 20-72, 26 x 63 = 21-21, 26 x 64 = 21-47, 26 x 65 = 21-73, 26 x 66 = 22-22, 26 x 67 = 22-48, 26 x 68 = 22-74, 26 x 69 = 23-23, 26 x 70 = 23-49, 26 x 71 = 23-75, 26 x 72 = 24-24, 26 x 73 = 24-50, 26 x 74 = 24-76, 26 x 75 = 25-25, 26 x 76 = 25-51, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-4, 27 x 4 = 1-31, 27 x 5 = 1-58, 27 x 6 = 2-8, 27 x 7 = 2-35, 27 x 8 = 2-62, 27 x 9 = 3-12, 27 x 10 = 3-39, 27 x 11 = 3-66, 27 x 12 = 4-16, 27 x 13 = 4-43, 27 x 14 = 4-70, 27 x 15 = 5-20, 27 x 16 = 5-47, 27 x 17 = 5-74, 27 x 18 = 6-24, 27 x 19 = 6-51, 27 x 20 = 7-1, 27 x 21 = 7-28, 27 x 22 = 7-55, 27 x 23 = 8-5, 27 x 24 = 8-32, 27 x 25 = 8-59, 27 x 26 = 9-9, 27 x 27 = 9-36, 27 x 28 = 9-63, 27 x 29 = 10-13, 27 x 30 = 10-40, 27 x 31 = 10-67, 27 x 32 = 11-17, 27 x 33 = 11-44, 27 x 34 = 11-71, 27 x 35 = 12-21, 27 x 36 = 12-48, 27 x 37 = 12-75, 27 x 38 = 13-25, 27 x 39 = 13-52, 27 x 40 = 14-2, 27 x 41 = 14-29, 27 x 42 = 14-56, 27 x 43 = 15-6, 27 x 44 = 15-33, 27 x 45 = 15-60, 27 x 46 = 16-10, 27 x 47 = 16-37, 27 x 48 = 16-64, 27 x 49 = 17-14, 27 x 50 = 17-41, 27 x 51 = 17-68, 27 x 52 = 18-18, 27 x 53 = 18-45, 27 x 54 = 18-72, 27 x 55 = 19-22, 27 x 56 = 19-49, 27 x 57 = 19-76, 27 x 58 = 20-26, 27 x 59 = 20-53, 27 x 60 = 21-3, 27 x 61 = 21-30, 27 x 62 = 21-57, 27 x 63 = 22-7, 27 x 64 = 22-34, 27 x 65 = 22-61, 27 x 66 = 23-11, 27 x 67 = 23-38, 27 x 68 = 23-65, 27 x 69 = 24-15, 27 x 70 = 24-42, 27 x 71 = 24-69, 27 x 72 = 25-19, 27 x 73 = 25-46, 27 x 74 = 25-73, 27 x 75 = 26-23, 27 x 76 = 26-50, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-7, 28 x 4 = 1-35, 28 x 5 = 1-63, 28 x 6 = 2-14, 28 x 7 = 2-42, 28 x 8 = 2-70, 28 x 9 = 3-21, 28 x 10 = 3-49, 28 x 11 = 4-0, 28 x 12 = 4-28, 28 x 13 = 4-56, 28 x 14 = 5-7, 28 x 15 = 5-35, 28 x 16 = 5-63, 28 x 17 = 6-14, 28 x 18 = 6-42, 28 x 19 = 6-70, 28 x 20 = 7-21, 28 x 21 = 7-49, 28 x 22 = 8-0, 28 x 23 = 8-28, 28 x 24 = 8-56, 28 x 25 = 9-7, 28 x 26 = 9-35, 28 x 27 = 9-63, 28 x 28 = 10-14, 28 x 29 = 10-42, 28 x 30 = 10-70, 28 x 31 = 11-21, 28 x 32 = 11-49, 28 x 33 = 12-0, 28 x 34 = 12-28, 28 x 35 = 12-56, 28 x 36 = 13-7, 28 x 37 = 13-35, 28 x 38 = 13-63, 28 x 39 = 14-14, 28 x 40 = 14-42, 28 x 41 = 14-70, 28 x 42 = 15-21, 28 x 43 = 15-49, 28 x 44 = 16-0, 28 x 45 = 16-28, 28 x 46 = 16-56, 28 x 47 = 17-7, 28 x 48 = 17-35, 28 x 49 = 17-63, 28 x 50 = 18-14, 28 x 51 = 18-42, 28 x 52 = 18-70, 28 x 53 = 19-21, 28 x 54 = 19-49, 28 x 55 = 20-0, 28 x 56 = 20-28, 28 x 57 = 20-56, 28 x 58 = 21-7, 28 x 59 = 21-35, 28 x 60 = 21-63, 28 x 61 = 22-14, 28 x 62 = 22-42, 28 x 63 = 22-70, 28 x 64 = 23-21, 28 x 65 = 23-49, 28 x 66 = 24-0, 28 x 67 = 24-28, 28 x 68 = 24-56, 28 x 69 = 25-7, 28 x 70 = 25-35, 28 x 71 = 25-63, 28 x 72 = 26-14, 28 x 73 = 26-42, 28 x 74 = 26-70, 28 x 75 = 27-21, 28 x 76 = 27-49, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-10, 29 x 4 = 1-39, 29 x 5 = 1-68, 29 x 6 = 2-20, 29 x 7 = 2-49, 29 x 8 = 3-1, 29 x 9 = 3-30, 29 x 10 = 3-59, 29 x 11 = 4-11, 29 x 12 = 4-40, 29 x 13 = 4-69, 29 x 14 = 5-21, 29 x 15 = 5-50, 29 x 16 = 6-2, 29 x 17 = 6-31, 29 x 18 = 6-60, 29 x 19 = 7-12, 29 x 20 = 7-41, 29 x 21 = 7-70, 29 x 22 = 8-22, 29 x 23 = 8-51, 29 x 24 = 9-3, 29 x 25 = 9-32, 29 x 26 = 9-61, 29 x 27 = 10-13, 29 x 28 = 10-42, 29 x 29 = 10-71, 29 x 30 = 11-23, 29 x 31 = 11-52, 29 x 32 = 12-4, 29 x 33 = 12-33, 29 x 34 = 12-62, 29 x 35 = 13-14, 29 x 36 = 13-43, 29 x 37 = 13-72, 29 x 38 = 14-24, 29 x 39 = 14-53, 29 x 40 = 15-5, 29 x 41 = 15-34, 29 x 42 = 15-63, 29 x 43 = 16-15, 29 x 44 = 16-44, 29 x 45 = 16-73, 29 x 46 = 17-25, 29 x 47 = 17-54, 29 x 48 = 18-6, 29 x 49 = 18-35, 29 x 50 = 18-64, 29 x 51 = 19-16, 29 x 52 = 19-45, 29 x 53 = 19-74, 29 x 54 = 20-26, 29 x 55 = 20-55, 29 x 56 = 21-7, 29 x 57 = 21-36, 29 x 58 = 21-65, 29 x 59 = 22-17, 29 x 60 = 22-46, 29 x 61 = 22-75, 29 x 62 = 23-27, 29 x 63 = 23-56, 29 x 64 = 24-8, 29 x 65 = 24-37, 29 x 66 = 24-66, 29 x 67 = 25-18, 29 x 68 = 25-47, 29 x 69 = 25-76, 29 x 70 = 26-28, 29 x 71 = 26-57, 29 x 72 = 27-9, 29 x 73 = 27-38, 29 x 74 = 27-67, 29 x 75 = 28-19, 29 x 76 = 28-48, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-13, 30 x 4 = 1-43, 30 x 5 = 1-73, 30 x 6 = 2-26, 30 x 7 = 2-56, 30 x 8 = 3-9, 30 x 9 = 3-39, 30 x 10 = 3-69, 30 x 11 = 4-22, 30 x 12 = 4-52, 30 x 13 = 5-5, 30 x 14 = 5-35, 30 x 15 = 5-65, 30 x 16 = 6-18, 30 x 17 = 6-48, 30 x 18 = 7-1, 30 x 19 = 7-31, 30 x 20 = 7-61, 30 x 21 = 8-14, 30 x 22 = 8-44, 30 x 23 = 8-74, 30 x 24 = 9-27, 30 x 25 = 9-57, 30 x 26 = 10-10, 30 x 27 = 10-40, 30 x 28 = 10-70, 30 x 29 = 11-23, 30 x 30 = 11-53, 30 x 31 = 12-6, 30 x 32 = 12-36, 30 x 33 = 12-66, 30 x 34 = 13-19, 30 x 35 = 13-49, 30 x 36 = 14-2, 30 x 37 = 14-32, 30 x 38 = 14-62, 30 x 39 = 15-15, 30 x 40 = 15-45, 30 x 41 = 15-75, 30 x 42 = 16-28, 30 x 43 = 16-58, 30 x 44 = 17-11, 30 x 45 = 17-41, 30 x 46 = 17-71, 30 x 47 = 18-24, 30 x 48 = 18-54, 30 x 49 = 19-7, 30 x 50 = 19-37, 30 x 51 = 19-67, 30 x 52 = 20-20, 30 x 53 = 20-50, 30 x 54 = 21-3, 30 x 55 = 21-33, 30 x 56 = 21-63, 30 x 57 = 22-16, 30 x 58 = 22-46, 30 x 59 = 22-76, 30 x 60 = 23-29, 30 x 61 = 23-59, 30 x 62 = 24-12, 30 x 63 = 24-42, 30 x 64 = 24-72, 30 x 65 = 25-25, 30 x 66 = 25-55, 30 x 67 = 26-8, 30 x 68 = 26-38, 30 x 69 = 26-68, 30 x 70 = 27-21, 30 x 71 = 27-51, 30 x 72 = 28-4, 30 x 73 = 28-34, 30 x 74 = 28-64, 30 x 75 = 29-17, 30 x 76 = 29-47, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-16, 31 x 4 = 1-47, 31 x 5 = 2-1, 31 x 6 = 2-32, 31 x 7 = 2-63, 31 x 8 = 3-17, 31 x 9 = 3-48, 31 x 10 = 4-2, 31 x 11 = 4-33, 31 x 12 = 4-64, 31 x 13 = 5-18, 31 x 14 = 5-49, 31 x 15 = 6-3, 31 x 16 = 6-34, 31 x 17 = 6-65, 31 x 18 = 7-19, 31 x 19 = 7-50, 31 x 20 = 8-4, 31 x 21 = 8-35, 31 x 22 = 8-66, 31 x 23 = 9-20, 31 x 24 = 9-51, 31 x 25 = 10-5, 31 x 26 = 10-36, 31 x 27 = 10-67, 31 x 28 = 11-21, 31 x 29 = 11-52, 31 x 30 = 12-6, 31 x 31 = 12-37, 31 x 32 = 12-68, 31 x 33 = 13-22, 31 x 34 = 13-53, 31 x 35 = 14-7, 31 x 36 = 14-38, 31 x 37 = 14-69, 31 x 38 = 15-23, 31 x 39 = 15-54, 31 x 40 = 16-8, 31 x 41 = 16-39, 31 x 42 = 16-70, 31 x 43 = 17-24, 31 x 44 = 17-55, 31 x 45 = 18-9, 31 x 46 = 18-40, 31 x 47 = 18-71, 31 x 48 = 19-25, 31 x 49 = 19-56, 31 x 50 = 20-10, 31 x 51 = 20-41, 31 x 52 = 20-72, 31 x 53 = 21-26, 31 x 54 = 21-57, 31 x 55 = 22-11, 31 x 56 = 22-42, 31 x 57 = 22-73, 31 x 58 = 23-27, 31 x 59 = 23-58, 31 x 60 = 24-12, 31 x 61 = 24-43, 31 x 62 = 24-74, 31 x 63 = 25-28, 31 x 64 = 25-59, 31 x 65 = 26-13, 31 x 66 = 26-44, 31 x 67 = 26-75, 31 x 68 = 27-29, 31 x 69 = 27-60, 31 x 70 = 28-14, 31 x 71 = 28-45, 31 x 72 = 28-76, 31 x 73 = 29-30, 31 x 74 = 29-61, 31 x 75 = 30-15, 31 x 76 = 30-46, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-19, 32 x 4 = 1-51, 32 x 5 = 2-6, 32 x 6 = 2-38, 32 x 7 = 2-70, 32 x 8 = 3-25, 32 x 9 = 3-57, 32 x 10 = 4-12, 32 x 11 = 4-44, 32 x 12 = 4-76, 32 x 13 = 5-31, 32 x 14 = 5-63, 32 x 15 = 6-18, 32 x 16 = 6-50, 32 x 17 = 7-5, 32 x 18 = 7-37, 32 x 19 = 7-69, 32 x 20 = 8-24, 32 x 21 = 8-56, 32 x 22 = 9-11, 32 x 23 = 9-43, 32 x 24 = 9-75, 32 x 25 = 10-30, 32 x 26 = 10-62, 32 x 27 = 11-17, 32 x 28 = 11-49, 32 x 29 = 12-4, 32 x 30 = 12-36, 32 x 31 = 12-68, 32 x 32 = 13-23, 32 x 33 = 13-55, 32 x 34 = 14-10, 32 x 35 = 14-42, 32 x 36 = 14-74, 32 x 37 = 15-29, 32 x 38 = 15-61, 32 x 39 = 16-16, 32 x 40 = 16-48, 32 x 41 = 17-3, 32 x 42 = 17-35, 32 x 43 = 17-67, 32 x 44 = 18-22, 32 x 45 = 18-54, 32 x 46 = 19-9, 32 x 47 = 19-41, 32 x 48 = 19-73, 32 x 49 = 20-28, 32 x 50 = 20-60, 32 x 51 = 21-15, 32 x 52 = 21-47, 32 x 53 = 22-2, 32 x 54 = 22-34, 32 x 55 = 22-66, 32 x 56 = 23-21, 32 x 57 = 23-53, 32 x 58 = 24-8, 32 x 59 = 24-40, 32 x 60 = 24-72, 32 x 61 = 25-27, 32 x 62 = 25-59, 32 x 63 = 26-14, 32 x 64 = 26-46, 32 x 65 = 27-1, 32 x 66 = 27-33, 32 x 67 = 27-65, 32 x 68 = 28-20, 32 x 69 = 28-52, 32 x 70 = 29-7, 32 x 71 = 29-39, 32 x 72 = 29-71, 32 x 73 = 30-26, 32 x 74 = 30-58, 32 x 75 = 31-13, 32 x 76 = 31-45, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-22, 33 x 4 = 1-55, 33 x 5 = 2-11, 33 x 6 = 2-44, 33 x 7 = 3-0, 33 x 8 = 3-33, 33 x 9 = 3-66, 33 x 10 = 4-22, 33 x 11 = 4-55, 33 x 12 = 5-11, 33 x 13 = 5-44, 33 x 14 = 6-0, 33 x 15 = 6-33, 33 x 16 = 6-66, 33 x 17 = 7-22, 33 x 18 = 7-55, 33 x 19 = 8-11, 33 x 20 = 8-44, 33 x 21 = 9-0, 33 x 22 = 9-33, 33 x 23 = 9-66, 33 x 24 = 10-22, 33 x 25 = 10-55, 33 x 26 = 11-11, 33 x 27 = 11-44, 33 x 28 = 12-0, 33 x 29 = 12-33, 33 x 30 = 12-66, 33 x 31 = 13-22, 33 x 32 = 13-55, 33 x 33 = 14-11, 33 x 34 = 14-44, 33 x 35 = 15-0, 33 x 36 = 15-33, 33 x 37 = 15-66, 33 x 38 = 16-22, 33 x 39 = 16-55, 33 x 40 = 17-11, 33 x 41 = 17-44, 33 x 42 = 18-0, 33 x 43 = 18-33, 33 x 44 = 18-66, 33 x 45 = 19-22, 33 x 46 = 19-55, 33 x 47 = 20-11, 33 x 48 = 20-44, 33 x 49 = 21-0, 33 x 50 = 21-33, 33 x 51 = 21-66, 33 x 52 = 22-22, 33 x 53 = 22-55, 33 x 54 = 23-11, 33 x 55 = 23-44, 33 x 56 = 24-0, 33 x 57 = 24-33, 33 x 58 = 24-66, 33 x 59 = 25-22, 33 x 60 = 25-55, 33 x 61 = 26-11, 33 x 62 = 26-44, 33 x 63 = 27-0, 33 x 64 = 27-33, 33 x 65 = 27-66, 33 x 66 = 28-22, 33 x 67 = 28-55, 33 x 68 = 29-11, 33 x 69 = 29-44, 33 x 70 = 30-0, 33 x 71 = 30-33, 33 x 72 = 30-66, 33 x 73 = 31-22, 33 x 74 = 31-55, 33 x 75 = 32-11, 33 x 76 = 32-44, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-25, 34 x 4 = 1-59, 34 x 5 = 2-16, 34 x 6 = 2-50, 34 x 7 = 3-7, 34 x 8 = 3-41, 34 x 9 = 3-75, 34 x 10 = 4-32, 34 x 11 = 4-66, 34 x 12 = 5-23, 34 x 13 = 5-57, 34 x 14 = 6-14, 34 x 15 = 6-48, 34 x 16 = 7-5, 34 x 17 = 7-39, 34 x 18 = 7-73, 34 x 19 = 8-30, 34 x 20 = 8-64, 34 x 21 = 9-21, 34 x 22 = 9-55, 34 x 23 = 10-12, 34 x 24 = 10-46, 34 x 25 = 11-3, 34 x 26 = 11-37, 34 x 27 = 11-71, 34 x 28 = 12-28, 34 x 29 = 12-62, 34 x 30 = 13-19, 34 x 31 = 13-53, 34 x 32 = 14-10, 34 x 33 = 14-44, 34 x 34 = 15-1, 34 x 35 = 15-35, 34 x 36 = 15-69, 34 x 37 = 16-26, 34 x 38 = 16-60, 34 x 39 = 17-17, 34 x 40 = 17-51, 34 x 41 = 18-8, 34 x 42 = 18-42, 34 x 43 = 18-76, 34 x 44 = 19-33, 34 x 45 = 19-67, 34 x 46 = 20-24, 34 x 47 = 20-58, 34 x 48 = 21-15, 34 x 49 = 21-49, 34 x 50 = 22-6, 34 x 51 = 22-40, 34 x 52 = 22-74, 34 x 53 = 23-31, 34 x 54 = 23-65, 34 x 55 = 24-22, 34 x 56 = 24-56, 34 x 57 = 25-13, 34 x 58 = 25-47, 34 x 59 = 26-4, 34 x 60 = 26-38, 34 x 61 = 26-72, 34 x 62 = 27-29, 34 x 63 = 27-63, 34 x 64 = 28-20, 34 x 65 = 28-54, 34 x 66 = 29-11, 34 x 67 = 29-45, 34 x 68 = 30-2, 34 x 69 = 30-36, 34 x 70 = 30-70, 34 x 71 = 31-27, 34 x 72 = 31-61, 34 x 73 = 32-18, 34 x 74 = 32-52, 34 x 75 = 33-9, 34 x 76 = 33-43, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-28, 35 x 4 = 1-63, 35 x 5 = 2-21, 35 x 6 = 2-56, 35 x 7 = 3-14, 35 x 8 = 3-49, 35 x 9 = 4-7, 35 x 10 = 4-42, 35 x 11 = 5-0, 35 x 12 = 5-35, 35 x 13 = 5-70, 35 x 14 = 6-28, 35 x 15 = 6-63, 35 x 16 = 7-21, 35 x 17 = 7-56, 35 x 18 = 8-14, 35 x 19 = 8-49, 35 x 20 = 9-7, 35 x 21 = 9-42, 35 x 22 = 10-0, 35 x 23 = 10-35, 35 x 24 = 10-70, 35 x 25 = 11-28, 35 x 26 = 11-63, 35 x 27 = 12-21, 35 x 28 = 12-56, 35 x 29 = 13-14, 35 x 30 = 13-49, 35 x 31 = 14-7, 35 x 32 = 14-42, 35 x 33 = 15-0, 35 x 34 = 15-35, 35 x 35 = 15-70, 35 x 36 = 16-28, 35 x 37 = 16-63, 35 x 38 = 17-21, 35 x 39 = 17-56, 35 x 40 = 18-14, 35 x 41 = 18-49, 35 x 42 = 19-7, 35 x 43 = 19-42, 35 x 44 = 20-0, 35 x 45 = 20-35, 35 x 46 = 20-70, 35 x 47 = 21-28, 35 x 48 = 21-63, 35 x 49 = 22-21, 35 x 50 = 22-56, 35 x 51 = 23-14, 35 x 52 = 23-49, 35 x 53 = 24-7, 35 x 54 = 24-42, 35 x 55 = 25-0, 35 x 56 = 25-35, 35 x 57 = 25-70, 35 x 58 = 26-28, 35 x 59 = 26-63, 35 x 60 = 27-21, 35 x 61 = 27-56, 35 x 62 = 28-14, 35 x 63 = 28-49, 35 x 64 = 29-7, 35 x 65 = 29-42, 35 x 66 = 30-0, 35 x 67 = 30-35, 35 x 68 = 30-70, 35 x 69 = 31-28, 35 x 70 = 31-63, 35 x 71 = 32-21, 35 x 72 = 32-56, 35 x 73 = 33-14, 35 x 74 = 33-49, 35 x 75 = 34-7, 35 x 76 = 34-42, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-31, 36 x 4 = 1-67, 36 x 5 = 2-26, 36 x 6 = 2-62, 36 x 7 = 3-21, 36 x 8 = 3-57, 36 x 9 = 4-16, 36 x 10 = 4-52, 36 x 11 = 5-11, 36 x 12 = 5-47, 36 x 13 = 6-6, 36 x 14 = 6-42, 36 x 15 = 7-1, 36 x 16 = 7-37, 36 x 17 = 7-73, 36 x 18 = 8-32, 36 x 19 = 8-68, 36 x 20 = 9-27, 36 x 21 = 9-63, 36 x 22 = 10-22, 36 x 23 = 10-58, 36 x 24 = 11-17, 36 x 25 = 11-53, 36 x 26 = 12-12, 36 x 27 = 12-48, 36 x 28 = 13-7, 36 x 29 = 13-43, 36 x 30 = 14-2, 36 x 31 = 14-38, 36 x 32 = 14-74, 36 x 33 = 15-33, 36 x 34 = 15-69, 36 x 35 = 16-28, 36 x 36 = 16-64, 36 x 37 = 17-23, 36 x 38 = 17-59, 36 x 39 = 18-18, 36 x 40 = 18-54, 36 x 41 = 19-13, 36 x 42 = 19-49, 36 x 43 = 20-8, 36 x 44 = 20-44, 36 x 45 = 21-3, 36 x 46 = 21-39, 36 x 47 = 21-75, 36 x 48 = 22-34, 36 x 49 = 22-70, 36 x 50 = 23-29, 36 x 51 = 23-65, 36 x 52 = 24-24, 36 x 53 = 24-60, 36 x 54 = 25-19, 36 x 55 = 25-55, 36 x 56 = 26-14, 36 x 57 = 26-50, 36 x 58 = 27-9, 36 x 59 = 27-45, 36 x 60 = 28-4, 36 x 61 = 28-40, 36 x 62 = 28-76, 36 x 63 = 29-35, 36 x 64 = 29-71, 36 x 65 = 30-30, 36 x 66 = 30-66, 36 x 67 = 31-25, 36 x 68 = 31-61, 36 x 69 = 32-20, 36 x 70 = 32-56, 36 x 71 = 33-15, 36 x 72 = 33-51, 36 x 73 = 34-10, 36 x 74 = 34-46, 36 x 75 = 35-5, 36 x 76 = 35-41, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-34, 37 x 4 = 1-71, 37 x 5 = 2-31, 37 x 6 = 2-68, 37 x 7 = 3-28, 37 x 8 = 3-65, 37 x 9 = 4-25, 37 x 10 = 4-62, 37 x 11 = 5-22, 37 x 12 = 5-59, 37 x 13 = 6-19, 37 x 14 = 6-56, 37 x 15 = 7-16, 37 x 16 = 7-53, 37 x 17 = 8-13, 37 x 18 = 8-50, 37 x 19 = 9-10, 37 x 20 = 9-47, 37 x 21 = 10-7, 37 x 22 = 10-44, 37 x 23 = 11-4, 37 x 24 = 11-41, 37 x 25 = 12-1, 37 x 26 = 12-38, 37 x 27 = 12-75, 37 x 28 = 13-35, 37 x 29 = 13-72, 37 x 30 = 14-32, 37 x 31 = 14-69, 37 x 32 = 15-29, 37 x 33 = 15-66, 37 x 34 = 16-26, 37 x 35 = 16-63, 37 x 36 = 17-23, 37 x 37 = 17-60, 37 x 38 = 18-20, 37 x 39 = 18-57, 37 x 40 = 19-17, 37 x 41 = 19-54, 37 x 42 = 20-14, 37 x 43 = 20-51, 37 x 44 = 21-11, 37 x 45 = 21-48, 37 x 46 = 22-8, 37 x 47 = 22-45, 37 x 48 = 23-5, 37 x 49 = 23-42, 37 x 50 = 24-2, 37 x 51 = 24-39, 37 x 52 = 24-76, 37 x 53 = 25-36, 37 x 54 = 25-73, 37 x 55 = 26-33, 37 x 56 = 26-70, 37 x 57 = 27-30, 37 x 58 = 27-67, 37 x 59 = 28-27, 37 x 60 = 28-64, 37 x 61 = 29-24, 37 x 62 = 29-61, 37 x 63 = 30-21, 37 x 64 = 30-58, 37 x 65 = 31-18, 37 x 66 = 31-55, 37 x 67 = 32-15, 37 x 68 = 32-52, 37 x 69 = 33-12, 37 x 70 = 33-49, 37 x 71 = 34-9, 37 x 72 = 34-46, 37 x 73 = 35-6, 37 x 74 = 35-43, 37 x 75 = 36-3, 37 x 76 = 36-40, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-37, 38 x 4 = 1-75, 38 x 5 = 2-36, 38 x 6 = 2-74, 38 x 7 = 3-35, 38 x 8 = 3-73, 38 x 9 = 4-34, 38 x 10 = 4-72, 38 x 11 = 5-33, 38 x 12 = 5-71, 38 x 13 = 6-32, 38 x 14 = 6-70, 38 x 15 = 7-31, 38 x 16 = 7-69, 38 x 17 = 8-30, 38 x 18 = 8-68, 38 x 19 = 9-29, 38 x 20 = 9-67, 38 x 21 = 10-28, 38 x 22 = 10-66, 38 x 23 = 11-27, 38 x 24 = 11-65, 38 x 25 = 12-26, 38 x 26 = 12-64, 38 x 27 = 13-25, 38 x 28 = 13-63, 38 x 29 = 14-24, 38 x 30 = 14-62, 38 x 31 = 15-23, 38 x 32 = 15-61, 38 x 33 = 16-22, 38 x 34 = 16-60, 38 x 35 = 17-21, 38 x 36 = 17-59, 38 x 37 = 18-20, 38 x 38 = 18-58, 38 x 39 = 19-19, 38 x 40 = 19-57, 38 x 41 = 20-18, 38 x 42 = 20-56, 38 x 43 = 21-17, 38 x 44 = 21-55, 38 x 45 = 22-16, 38 x 46 = 22-54, 38 x 47 = 23-15, 38 x 48 = 23-53, 38 x 49 = 24-14, 38 x 50 = 24-52, 38 x 51 = 25-13, 38 x 52 = 25-51, 38 x 53 = 26-12, 38 x 54 = 26-50, 38 x 55 = 27-11, 38 x 56 = 27-49, 38 x 57 = 28-10, 38 x 58 = 28-48, 38 x 59 = 29-9, 38 x 60 = 29-47, 38 x 61 = 30-8, 38 x 62 = 30-46, 38 x 63 = 31-7, 38 x 64 = 31-45, 38 x 65 = 32-6, 38 x 66 = 32-44, 38 x 67 = 33-5, 38 x 68 = 33-43, 38 x 69 = 34-4, 38 x 70 = 34-42, 38 x 71 = 35-3, 38 x 72 = 35-41, 38 x 73 = 36-2, 38 x 74 = 36-40, 38 x 75 = 37-1, 38 x 76 = 37-39, 
