0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-25, 0-26 x 0-4 = 1-51, 0-26 x 0-5 = 2-24, 0-26 x 0-6 = 2-50, 0-26 x 0-7 = 3-23, 0-26 x 0-8 = 3-49, 0-26 x 0-9 = 4-22, 0-26 x 0-10 = 4-48, 0-26 x 0-11 = 5-21, 0-26 x 0-12 = 5-47, 0-26 x 0-13 = 6-20, 0-26 x 0-14 = 6-46, 0-26 x 0-15 = 7-19, 0-26 x 0-16 = 7-45, 0-26 x 0-17 = 8-18, 0-26 x 0-18 = 8-44, 0-26 x 0-19 = 9-17, 0-26 x 0-20 = 9-43, 0-26 x 0-21 = 10-16, 0-26 x 0-22 = 10-42, 0-26 x 0-23 = 11-15, 0-26 x 0-24 = 11-41, 0-26 x 0-25 = 12-14, 0-26 x 0-26 = 12-40, 0-26 x 0-27 = 13-13, 0-26 x 0-28 = 13-39, 0-26 x 0-29 = 14-12, 0-26 x 0-30 = 14-38, 0-26 x 0-31 = 15-11, 0-26 x 0-32 = 15-37, 0-26 x 0-33 = 16-10, 0-26 x 0-34 = 16-36, 0-26 x 0-35 = 17-9, 0-26 x 0-36 = 17-35, 0-26 x 0-37 = 18-8, 0-26 x 0-38 = 18-34, 0-26 x 0-39 = 19-7, 0-26 x 0-40 = 19-33, 0-26 x 0-41 = 20-6, 0-26 x 0-42 = 20-32, 0-26 x 0-43 = 21-5, 0-26 x 0-44 = 21-31, 0-26 x 0-45 = 22-4, 0-26 x 0-46 = 22-30, 0-26 x 0-47 = 23-3, 0-26 x 0-48 = 23-29, 0-26 x 0-49 = 24-2, 0-26 x 0-50 = 24-28, 0-26 x 0-51 = 25-1, 0-26 x 0-52 = 25-27, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-1, 0-27 x 0-3 = 1-28, 0-27 x 0-4 = 2-2, 0-27 x 0-5 = 2-29, 0-27 x 0-6 = 3-3, 0-27 x 0-7 = 3-30, 0-27 x 0-8 = 4-4, 0-27 x 0-9 = 4-31, 0-27 x 0-10 = 5-5, 0-27 x 0-11 = 5-32, 0-27 x 0-12 = 6-6, 0-27 x 0-13 = 6-33, 0-27 x 0-14 = 7-7, 0-27 x 0-15 = 7-34, 0-27 x 0-16 = 8-8, 0-27 x 0-17 = 8-35, 0-27 x 0-18 = 9-9, 0-27 x 0-19 = 9-36, 0-27 x 0-20 = 10-10, 0-27 x 0-21 = 10-37, 0-27 x 0-22 = 11-11, 0-27 x 0-23 = 11-38, 0-27 x 0-24 = 12-12, 0-27 x 0-25 = 12-39, 0-27 x 0-26 = 13-13, 0-27 x 0-27 = 13-40, 0-27 x 0-28 = 14-14, 0-27 x 0-29 = 14-41, 0-27 x 0-30 = 15-15, 0-27 x 0-31 = 15-42, 0-27 x 0-32 = 16-16, 0-27 x 0-33 = 16-43, 0-27 x 0-34 = 17-17, 0-27 x 0-35 = 17-44, 0-27 x 0-36 = 18-18, 0-27 x 0-37 = 18-45, 0-27 x 0-38 = 19-19, 0-27 x 0-39 = 19-46, 0-27 x 0-40 = 20-20, 0-27 x 0-41 = 20-47, 0-27 x 0-42 = 21-21, 0-27 x 0-43 = 21-48, 0-27 x 0-44 = 22-22, 0-27 x 0-45 = 22-49, 0-27 x 0-46 = 23-23, 0-27 x 0-47 = 23-50, 0-27 x 0-48 = 24-24, 0-27 x 0-49 = 24-51, 0-27 x 0-50 = 25-25, 0-27 x 0-51 = 25-52, 0-27 x 0-52 = 26-26, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-3, 0-28 x 0-3 = 1-31, 0-28 x 0-4 = 2-6, 0-28 x 0-5 = 2-34, 0-28 x 0-6 = 3-9, 0-28 x 0-7 = 3-37, 0-28 x 0-8 = 4-12, 0-28 x 0-9 = 4-40, 0-28 x 0-10 = 5-15, 0-28 x 0-11 = 5-43, 0-28 x 0-12 = 6-18, 0-28 x 0-13 = 6-46, 0-28 x 0-14 = 7-21, 0-28 x 0-15 = 7-49, 0-28 x 0-16 = 8-24, 0-28 x 0-17 = 8-52, 0-28 x 0-18 = 9-27, 0-28 x 0-19 = 10-2, 0-28 x 0-20 = 10-30, 0-28 x 0-21 = 11-5, 0-28 x 0-22 = 11-33, 0-28 x 0-23 = 12-8, 0-28 x 0-24 = 12-36, 0-28 x 0-25 = 13-11, 0-28 x 0-26 = 13-39, 0-28 x 0-27 = 14-14, 0-28 x 0-28 = 14-42, 0-28 x 0-29 = 15-17, 0-28 x 0-30 = 15-45, 0-28 x 0-31 = 16-20, 0-28 x 0-32 = 16-48, 0-28 x 0-33 = 17-23, 0-28 x 0-34 = 17-51, 0-28 x 0-35 = 18-26, 0-28 x 0-36 = 19-1, 0-28 x 0-37 = 19-29, 0-28 x 0-38 = 20-4, 0-28 x 0-39 = 20-32, 0-28 x 0-40 = 21-7, 0-28 x 0-41 = 21-35, 0-28 x 0-42 = 22-10, 0-28 x 0-43 = 22-38, 0-28 x 0-44 = 23-13, 0-28 x 0-45 = 23-41, 0-28 x 0-46 = 24-16, 0-28 x 0-47 = 24-44, 0-28 x 0-48 = 25-19, 0-28 x 0-49 = 25-47, 0-28 x 0-50 = 26-22, 0-28 x 0-51 = 26-50, 0-28 x 0-52 = 27-25, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-5, 0-29 x 0-3 = 1-34, 0-29 x 0-4 = 2-10, 0-29 x 0-5 = 2-39, 0-29 x 0-6 = 3-15, 0-29 x 0-7 = 3-44, 0-29 x 0-8 = 4-20, 0-29 x 0-9 = 4-49, 0-29 x 0-10 = 5-25, 0-29 x 0-11 = 6-1, 0-29 x 0-12 = 6-30, 0-29 x 0-13 = 7-6, 0-29 x 0-14 = 7-35, 0-29 x 0-15 = 8-11, 0-29 x 0-16 = 8-40, 0-29 x 0-17 = 9-16, 0-29 x 0-18 = 9-45, 0-29 x 0-19 = 10-21, 0-29 x 0-20 = 10-50, 0-29 x 0-21 = 11-26, 0-29 x 0-22 = 12-2, 0-29 x 0-23 = 12-31, 0-29 x 0-24 = 13-7, 0-29 x 0-25 = 13-36, 0-29 x 0-26 = 14-12, 0-29 x 0-27 = 14-41, 0-29 x 0-28 = 15-17, 0-29 x 0-29 = 15-46, 0-29 x 0-30 = 16-22, 0-29 x 0-31 = 16-51, 0-29 x 0-32 = 17-27, 0-29 x 0-33 = 18-3, 0-29 x 0-34 = 18-32, 0-29 x 0-35 = 19-8, 0-29 x 0-36 = 19-37, 0-29 x 0-37 = 20-13, 0-29 x 0-38 = 20-42, 0-29 x 0-39 = 21-18, 0-29 x 0-40 = 21-47, 0-29 x 0-41 = 22-23, 0-29 x 0-42 = 22-52, 0-29 x 0-43 = 23-28, 0-29 x 0-44 = 24-4, 0-29 x 0-45 = 24-33, 0-29 x 0-46 = 25-9, 0-29 x 0-47 = 25-38, 0-29 x 0-48 = 26-14, 0-29 x 0-49 = 26-43, 0-29 x 0-50 = 27-19, 0-29 x 0-51 = 27-48, 0-29 x 0-52 = 28-24, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-7, 0-30 x 0-3 = 1-37, 0-30 x 0-4 = 2-14, 0-30 x 0-5 = 2-44, 0-30 x 0-6 = 3-21, 0-30 x 0-7 = 3-51, 0-30 x 0-8 = 4-28, 0-30 x 0-9 = 5-5, 0-30 x 0-10 = 5-35, 0-30 x 0-11 = 6-12, 0-30 x 0-12 = 6-42, 0-30 x 0-13 = 7-19, 0-30 x 0-14 = 7-49, 0-30 x 0-15 = 8-26, 0-30 x 0-16 = 9-3, 0-30 x 0-17 = 9-33, 0-30 x 0-18 = 10-10, 0-30 x 0-19 = 10-40, 0-30 x 0-20 = 11-17, 0-30 x 0-21 = 11-47, 0-30 x 0-22 = 12-24, 0-30 x 0-23 = 13-1, 0-30 x 0-24 = 13-31, 0-30 x 0-25 = 14-8, 0-30 x 0-26 = 14-38, 0-30 x 0-27 = 15-15, 0-30 x 0-28 = 15-45, 0-30 x 0-29 = 16-22, 0-30 x 0-30 = 16-52, 0-30 x 0-31 = 17-29, 0-30 x 0-32 = 18-6, 0-30 x 0-33 = 18-36, 0-30 x 0-34 = 19-13, 0-30 x 0-35 = 19-43, 0-30 x 0-36 = 20-20, 0-30 x 0-37 = 20-50, 0-30 x 0-38 = 21-27, 0-30 x 0-39 = 22-4, 0-30 x 0-40 = 22-34, 0-30 x 0-41 = 23-11, 0-30 x 0-42 = 23-41, 0-30 x 0-43 = 24-18, 0-30 x 0-44 = 24-48, 0-30 x 0-45 = 25-25, 0-30 x 0-46 = 26-2, 0-30 x 0-47 = 26-32, 0-30 x 0-48 = 27-9, 0-30 x 0-49 = 27-39, 0-30 x 0-50 = 28-16, 0-30 x 0-51 = 28-46, 0-30 x 0-52 = 29-23, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-9, 0-31 x 0-3 = 1-40, 0-31 x 0-4 = 2-18, 0-31 x 0-5 = 2-49, 0-31 x 0-6 = 3-27, 0-31 x 0-7 = 4-5, 0-31 x 0-8 = 4-36, 0-31 x 0-9 = 5-14, 0-31 x 0-10 = 5-45, 0-31 x 0-11 = 6-23, 0-31 x 0-12 = 7-1, 0-31 x 0-13 = 7-32, 0-31 x 0-14 = 8-10, 0-31 x 0-15 = 8-41, 0-31 x 0-16 = 9-19, 0-31 x 0-17 = 9-50, 0-31 x 0-18 = 10-28, 0-31 x 0-19 = 11-6, 0-31 x 0-20 = 11-37, 0-31 x 0-21 = 12-15, 0-31 x 0-22 = 12-46, 0-31 x 0-23 = 13-24, 0-31 x 0-24 = 14-2, 0-31 x 0-25 = 14-33, 0-31 x 0-26 = 15-11, 0-31 x 0-27 = 15-42, 0-31 x 0-28 = 16-20, 0-31 x 0-29 = 16-51, 0-31 x 0-30 = 17-29, 0-31 x 0-31 = 18-7, 0-31 x 0-32 = 18-38, 0-31 x 0-33 = 19-16, 0-31 x 0-34 = 19-47, 0-31 x 0-35 = 20-25, 0-31 x 0-36 = 21-3, 0-31 x 0-37 = 21-34, 0-31 x 0-38 = 22-12, 0-31 x 0-39 = 22-43, 0-31 x 0-40 = 23-21, 0-31 x 0-41 = 23-52, 0-31 x 0-42 = 24-30, 0-31 x 0-43 = 25-8, 0-31 x 0-44 = 25-39, 0-31 x 0-45 = 26-17, 0-31 x 0-46 = 26-48, 0-31 x 0-47 = 27-26, 0-31 x 0-48 = 28-4, 0-31 x 0-49 = 28-35, 0-31 x 0-50 = 29-13, 0-31 x 0-51 = 29-44, 0-31 x 0-52 = 30-22, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-11, 0-32 x 0-3 = 1-43, 0-32 x 0-4 = 2-22, 0-32 x 0-5 = 3-1, 0-32 x 0-6 = 3-33, 0-32 x 0-7 = 4-12, 0-32 x 0-8 = 4-44, 0-32 x 0-9 = 5-23, 0-32 x 0-10 = 6-2, 0-32 x 0-11 = 6-34, 0-32 x 0-12 = 7-13, 0-32 x 0-13 = 7-45, 0-32 x 0-14 = 8-24, 0-32 x 0-15 = 9-3, 0-32 x 0-16 = 9-35, 0-32 x 0-17 = 10-14, 0-32 x 0-18 = 10-46, 0-32 x 0-19 = 11-25, 0-32 x 0-20 = 12-4, 0-32 x 0-21 = 12-36, 0-32 x 0-22 = 13-15, 0-32 x 0-23 = 13-47, 0-32 x 0-24 = 14-26, 0-32 x 0-25 = 15-5, 0-32 x 0-26 = 15-37, 0-32 x 0-27 = 16-16, 0-32 x 0-28 = 16-48, 0-32 x 0-29 = 17-27, 0-32 x 0-30 = 18-6, 0-32 x 0-31 = 18-38, 0-32 x 0-32 = 19-17, 0-32 x 0-33 = 19-49, 0-32 x 0-34 = 20-28, 0-32 x 0-35 = 21-7, 0-32 x 0-36 = 21-39, 0-32 x 0-37 = 22-18, 0-32 x 0-38 = 22-50, 0-32 x 0-39 = 23-29, 0-32 x 0-40 = 24-8, 0-32 x 0-41 = 24-40, 0-32 x 0-42 = 25-19, 0-32 x 0-43 = 25-51, 0-32 x 0-44 = 26-30, 0-32 x 0-45 = 27-9, 0-32 x 0-46 = 27-41, 0-32 x 0-47 = 28-20, 0-32 x 0-48 = 28-52, 0-32 x 0-49 = 29-31, 0-32 x 0-50 = 30-10, 0-32 x 0-51 = 30-42, 0-32 x 0-52 = 31-21, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-13, 0-33 x 0-3 = 1-46, 0-33 x 0-4 = 2-26, 0-33 x 0-5 = 3-6, 0-33 x 0-6 = 3-39, 0-33 x 0-7 = 4-19, 0-33 x 0-8 = 4-52, 0-33 x 0-9 = 5-32, 0-33 x 0-10 = 6-12, 0-33 x 0-11 = 6-45, 0-33 x 0-12 = 7-25, 0-33 x 0-13 = 8-5, 0-33 x 0-14 = 8-38, 0-33 x 0-15 = 9-18, 0-33 x 0-16 = 9-51, 0-33 x 0-17 = 10-31, 0-33 x 0-18 = 11-11, 0-33 x 0-19 = 11-44, 0-33 x 0-20 = 12-24, 0-33 x 0-21 = 13-4, 0-33 x 0-22 = 13-37, 0-33 x 0-23 = 14-17, 0-33 x 0-24 = 14-50, 0-33 x 0-25 = 15-30, 0-33 x 0-26 = 16-10, 0-33 x 0-27 = 16-43, 0-33 x 0-28 = 17-23, 0-33 x 0-29 = 18-3, 0-33 x 0-30 = 18-36, 0-33 x 0-31 = 19-16, 0-33 x 0-32 = 19-49, 0-33 x 0-33 = 20-29, 0-33 x 0-34 = 21-9, 0-33 x 0-35 = 21-42, 0-33 x 0-36 = 22-22, 0-33 x 0-37 = 23-2, 0-33 x 0-38 = 23-35, 0-33 x 0-39 = 24-15, 0-33 x 0-40 = 24-48, 0-33 x 0-41 = 25-28, 0-33 x 0-42 = 26-8, 0-33 x 0-43 = 26-41, 0-33 x 0-44 = 27-21, 0-33 x 0-45 = 28-1, 0-33 x 0-46 = 28-34, 0-33 x 0-47 = 29-14, 0-33 x 0-48 = 29-47, 0-33 x 0-49 = 30-27, 0-33 x 0-50 = 31-7, 0-33 x 0-51 = 31-40, 0-33 x 0-52 = 32-20, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-15, 0-34 x 0-3 = 1-49, 0-34 x 0-4 = 2-30, 0-34 x 0-5 = 3-11, 0-34 x 0-6 = 3-45, 0-34 x 0-7 = 4-26, 0-34 x 0-8 = 5-7, 0-34 x 0-9 = 5-41, 0-34 x 0-10 = 6-22, 0-34 x 0-11 = 7-3, 0-34 x 0-12 = 7-37, 0-34 x 0-13 = 8-18, 0-34 x 0-14 = 8-52, 0-34 x 0-15 = 9-33, 0-34 x 0-16 = 10-14, 0-34 x 0-17 = 10-48, 0-34 x 0-18 = 11-29, 0-34 x 0-19 = 12-10, 0-34 x 0-20 = 12-44, 0-34 x 0-21 = 13-25, 0-34 x 0-22 = 14-6, 0-34 x 0-23 = 14-40, 0-34 x 0-24 = 15-21, 0-34 x 0-25 = 16-2, 0-34 x 0-26 = 16-36, 0-34 x 0-27 = 17-17, 0-34 x 0-28 = 17-51, 0-34 x 0-29 = 18-32, 0-34 x 0-30 = 19-13, 0-34 x 0-31 = 19-47, 0-34 x 0-32 = 20-28, 0-34 x 0-33 = 21-9, 0-34 x 0-34 = 21-43, 0-34 x 0-35 = 22-24, 0-34 x 0-36 = 23-5, 0-34 x 0-37 = 23-39, 0-34 x 0-38 = 24-20, 0-34 x 0-39 = 25-1, 0-34 x 0-40 = 25-35, 0-34 x 0-41 = 26-16, 0-34 x 0-42 = 26-50, 0-34 x 0-43 = 27-31, 0-34 x 0-44 = 28-12, 0-34 x 0-45 = 28-46, 0-34 x 0-46 = 29-27, 0-34 x 0-47 = 30-8, 0-34 x 0-48 = 30-42, 0-34 x 0-49 = 31-23, 0-34 x 0-50 = 32-4, 0-34 x 0-51 = 32-38, 0-34 x 0-52 = 33-19, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-17, 0-35 x 0-3 = 1-52, 0-35 x 0-4 = 2-34, 0-35 x 0-5 = 3-16, 0-35 x 0-6 = 3-51, 0-35 x 0-7 = 4-33, 0-35 x 0-8 = 5-15, 0-35 x 0-9 = 5-50, 0-35 x 0-10 = 6-32, 0-35 x 0-11 = 7-14, 0-35 x 0-12 = 7-49, 0-35 x 0-13 = 8-31, 0-35 x 0-14 = 9-13, 0-35 x 0-15 = 9-48, 0-35 x 0-16 = 10-30, 0-35 x 0-17 = 11-12, 0-35 x 0-18 = 11-47, 0-35 x 0-19 = 12-29, 0-35 x 0-20 = 13-11, 0-35 x 0-21 = 13-46, 0-35 x 0-22 = 14-28, 0-35 x 0-23 = 15-10, 0-35 x 0-24 = 15-45, 0-35 x 0-25 = 16-27, 0-35 x 0-26 = 17-9, 0-35 x 0-27 = 17-44, 0-35 x 0-28 = 18-26, 0-35 x 0-29 = 19-8, 0-35 x 0-30 = 19-43, 0-35 x 0-31 = 20-25, 0-35 x 0-32 = 21-7, 0-35 x 0-33 = 21-42, 0-35 x 0-34 = 22-24, 0-35 x 0-35 = 23-6, 0-35 x 0-36 = 23-41, 0-35 x 0-37 = 24-23, 0-35 x 0-38 = 25-5, 0-35 x 0-39 = 25-40, 0-35 x 0-40 = 26-22, 0-35 x 0-41 = 27-4, 0-35 x 0-42 = 27-39, 0-35 x 0-43 = 28-21, 0-35 x 0-44 = 29-3, 0-35 x 0-45 = 29-38, 0-35 x 0-46 = 30-20, 0-35 x 0-47 = 31-2, 0-35 x 0-48 = 31-37, 0-35 x 0-49 = 32-19, 0-35 x 0-50 = 33-1, 0-35 x 0-51 = 33-36, 0-35 x 0-52 = 34-18, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-19, 0-36 x 0-3 = 2-2, 0-36 x 0-4 = 2-38, 0-36 x 0-5 = 3-21, 0-36 x 0-6 = 4-4, 0-36 x 0-7 = 4-40, 0-36 x 0-8 = 5-23, 0-36 x 0-9 = 6-6, 0-36 x 0-10 = 6-42, 0-36 x 0-11 = 7-25, 0-36 x 0-12 = 8-8, 0-36 x 0-13 = 8-44, 0-36 x 0-14 = 9-27, 0-36 x 0-15 = 10-10, 0-36 x 0-16 = 10-46, 0-36 x 0-17 = 11-29, 0-36 x 0-18 = 12-12, 0-36 x 0-19 = 12-48, 0-36 x 0-20 = 13-31, 0-36 x 0-21 = 14-14, 0-36 x 0-22 = 14-50, 0-36 x 0-23 = 15-33, 0-36 x 0-24 = 16-16, 0-36 x 0-25 = 16-52, 0-36 x 0-26 = 17-35, 0-36 x 0-27 = 18-18, 0-36 x 0-28 = 19-1, 0-36 x 0-29 = 19-37, 0-36 x 0-30 = 20-20, 0-36 x 0-31 = 21-3, 0-36 x 0-32 = 21-39, 0-36 x 0-33 = 22-22, 0-36 x 0-34 = 23-5, 0-36 x 0-35 = 23-41, 0-36 x 0-36 = 24-24, 0-36 x 0-37 = 25-7, 0-36 x 0-38 = 25-43, 0-36 x 0-39 = 26-26, 0-36 x 0-40 = 27-9, 0-36 x 0-41 = 27-45, 0-36 x 0-42 = 28-28, 0-36 x 0-43 = 29-11, 0-36 x 0-44 = 29-47, 0-36 x 0-45 = 30-30, 0-36 x 0-46 = 31-13, 0-36 x 0-47 = 31-49, 0-36 x 0-48 = 32-32, 0-36 x 0-49 = 33-15, 0-36 x 0-50 = 33-51, 0-36 x 0-51 = 34-34, 0-36 x 0-52 = 35-17, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-21, 0-37 x 0-3 = 2-5, 0-37 x 0-4 = 2-42, 0-37 x 0-5 = 3-26, 0-37 x 0-6 = 4-10, 0-37 x 0-7 = 4-47, 0-37 x 0-8 = 5-31, 0-37 x 0-9 = 6-15, 0-37 x 0-10 = 6-52, 0-37 x 0-11 = 7-36, 0-37 x 0-12 = 8-20, 0-37 x 0-13 = 9-4, 0-37 x 0-14 = 9-41, 0-37 x 0-15 = 10-25, 0-37 x 0-16 = 11-9, 0-37 x 0-17 = 11-46, 0-37 x 0-18 = 12-30, 0-37 x 0-19 = 13-14, 0-37 x 0-20 = 13-51, 0-37 x 0-21 = 14-35, 0-37 x 0-22 = 15-19, 0-37 x 0-23 = 16-3, 0-37 x 0-24 = 16-40, 0-37 x 0-25 = 17-24, 0-37 x 0-26 = 18-8, 0-37 x 0-27 = 18-45, 0-37 x 0-28 = 19-29, 0-37 x 0-29 = 20-13, 0-37 x 0-30 = 20-50, 0-37 x 0-31 = 21-34, 0-37 x 0-32 = 22-18, 0-37 x 0-33 = 23-2, 0-37 x 0-34 = 23-39, 0-37 x 0-35 = 24-23, 0-37 x 0-36 = 25-7, 0-37 x 0-37 = 25-44, 0-37 x 0-38 = 26-28, 0-37 x 0-39 = 27-12, 0-37 x 0-40 = 27-49, 0-37 x 0-41 = 28-33, 0-37 x 0-42 = 29-17, 0-37 x 0-43 = 30-1, 0-37 x 0-44 = 30-38, 0-37 x 0-45 = 31-22, 0-37 x 0-46 = 32-6, 0-37 x 0-47 = 32-43, 0-37 x 0-48 = 33-27, 0-37 x 0-49 = 34-11, 0-37 x 0-50 = 34-48, 0-37 x 0-51 = 35-32, 0-37 x 0-52 = 36-16, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-23, 0-38 x 0-3 = 2-8, 0-38 x 0-4 = 2-46, 0-38 x 0-5 = 3-31, 0-38 x 0-6 = 4-16, 0-38 x 0-7 = 5-1, 0-38 x 0-8 = 5-39, 0-38 x 0-9 = 6-24, 0-38 x 0-10 = 7-9, 0-38 x 0-11 = 7-47, 0-38 x 0-12 = 8-32, 0-38 x 0-13 = 9-17, 0-38 x 0-14 = 10-2, 0-38 x 0-15 = 10-40, 0-38 x 0-16 = 11-25, 0-38 x 0-17 = 12-10, 0-38 x 0-18 = 12-48, 0-38 x 0-19 = 13-33, 0-38 x 0-20 = 14-18, 0-38 x 0-21 = 15-3, 0-38 x 0-22 = 15-41, 0-38 x 0-23 = 16-26, 0-38 x 0-24 = 17-11, 0-38 x 0-25 = 17-49, 0-38 x 0-26 = 18-34, 0-38 x 0-27 = 19-19, 0-38 x 0-28 = 20-4, 0-38 x 0-29 = 20-42, 0-38 x 0-30 = 21-27, 0-38 x 0-31 = 22-12, 0-38 x 0-32 = 22-50, 0-38 x 0-33 = 23-35, 0-38 x 0-34 = 24-20, 0-38 x 0-35 = 25-5, 0-38 x 0-36 = 25-43, 0-38 x 0-37 = 26-28, 0-38 x 0-38 = 27-13, 0-38 x 0-39 = 27-51, 0-38 x 0-40 = 28-36, 0-38 x 0-41 = 29-21, 0-38 x 0-42 = 30-6, 0-38 x 0-43 = 30-44, 0-38 x 0-44 = 31-29, 0-38 x 0-45 = 32-14, 0-38 x 0-46 = 32-52, 0-38 x 0-47 = 33-37, 0-38 x 0-48 = 34-22, 0-38 x 0-49 = 35-7, 0-38 x 0-50 = 35-45, 0-38 x 0-51 = 36-30, 0-38 x 0-52 = 37-15, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-25, 0-39 x 0-3 = 2-11, 0-39 x 0-4 = 2-50, 0-39 x 0-5 = 3-36, 0-39 x 0-6 = 4-22, 0-39 x 0-7 = 5-8, 0-39 x 0-8 = 5-47, 0-39 x 0-9 = 6-33, 0-39 x 0-10 = 7-19, 0-39 x 0-11 = 8-5, 0-39 x 0-12 = 8-44, 0-39 x 0-13 = 9-30, 0-39 x 0-14 = 10-16, 0-39 x 0-15 = 11-2, 0-39 x 0-16 = 11-41, 0-39 x 0-17 = 12-27, 0-39 x 0-18 = 13-13, 0-39 x 0-19 = 13-52, 0-39 x 0-20 = 14-38, 0-39 x 0-21 = 15-24, 0-39 x 0-22 = 16-10, 0-39 x 0-23 = 16-49, 0-39 x 0-24 = 17-35, 0-39 x 0-25 = 18-21, 0-39 x 0-26 = 19-7, 0-39 x 0-27 = 19-46, 0-39 x 0-28 = 20-32, 0-39 x 0-29 = 21-18, 0-39 x 0-30 = 22-4, 0-39 x 0-31 = 22-43, 0-39 x 0-32 = 23-29, 0-39 x 0-33 = 24-15, 0-39 x 0-34 = 25-1, 0-39 x 0-35 = 25-40, 0-39 x 0-36 = 26-26, 0-39 x 0-37 = 27-12, 0-39 x 0-38 = 27-51, 0-39 x 0-39 = 28-37, 0-39 x 0-40 = 29-23, 0-39 x 0-41 = 30-9, 0-39 x 0-42 = 30-48, 0-39 x 0-43 = 31-34, 0-39 x 0-44 = 32-20, 0-39 x 0-45 = 33-6, 0-39 x 0-46 = 33-45, 0-39 x 0-47 = 34-31, 0-39 x 0-48 = 35-17, 0-39 x 0-49 = 36-3, 0-39 x 0-50 = 36-42, 0-39 x 0-51 = 37-28, 0-39 x 0-52 = 38-14, 
0-40 x 0-1 = 0-40, 0-40 x 0-2 = 1-27, 0-40 x 0-3 = 2-14, 0-40 x 0-4 = 3-1, 0-40 x 0-5 = 3-41, 0-40 x 0-6 = 4-28, 0-40 x 0-7 = 5-15, 0-40 x 0-8 = 6-2, 0-40 x 0-9 = 6-42, 0-40 x 0-10 = 7-29, 0-40 x 0-11 = 8-16, 0-40 x 0-12 = 9-3, 0-40 x 0-13 = 9-43, 0-40 x 0-14 = 10-30, 0-40 x 0-15 = 11-17, 0-40 x 0-16 = 12-4, 0-40 x 0-17 = 12-44, 0-40 x 0-18 = 13-31, 0-40 x 0-19 = 14-18, 0-40 x 0-20 = 15-5, 0-40 x 0-21 = 15-45, 0-40 x 0-22 = 16-32, 0-40 x 0-23 = 17-19, 0-40 x 0-24 = 18-6, 0-40 x 0-25 = 18-46, 0-40 x 0-26 = 19-33, 0-40 x 0-27 = 20-20, 0-40 x 0-28 = 21-7, 0-40 x 0-29 = 21-47, 0-40 x 0-30 = 22-34, 0-40 x 0-31 = 23-21, 0-40 x 0-32 = 24-8, 0-40 x 0-33 = 24-48, 0-40 x 0-34 = 25-35, 0-40 x 0-35 = 26-22, 0-40 x 0-36 = 27-9, 0-40 x 0-37 = 27-49, 0-40 x 0-38 = 28-36, 0-40 x 0-39 = 29-23, 0-40 x 0-40 = 30-10, 0-40 x 0-41 = 30-50, 0-40 x 0-42 = 31-37, 0-40 x 0-43 = 32-24, 0-40 x 0-44 = 33-11, 0-40 x 0-45 = 33-51, 0-40 x 0-46 = 34-38, 0-40 x 0-47 = 35-25, 0-40 x 0-48 = 36-12, 0-40 x 0-49 = 36-52, 0-40 x 0-50 = 37-39, 0-40 x 0-51 = 38-26, 0-40 x 0-52 = 39-13, 
