23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-4, 23 x 5 = 1-27, 23 x 6 = 1-50, 23 x 7 = 1-73, 23 x 8 = 2-8, 23 x 9 = 2-31, 23 x 10 = 2-54, 23 x 11 = 2-77, 23 x 12 = 3-12, 23 x 13 = 3-35, 23 x 14 = 3-58, 23 x 15 = 3-81, 23 x 16 = 4-16, 23 x 17 = 4-39, 23 x 18 = 4-62, 23 x 19 = 4-85, 23 x 20 = 5-20, 23 x 21 = 5-43, 23 x 22 = 5-66, 23 x 23 = 6-1, 23 x 24 = 6-24, 23 x 25 = 6-47, 23 x 26 = 6-70, 23 x 27 = 7-5, 23 x 28 = 7-28, 23 x 29 = 7-51, 23 x 30 = 7-74, 23 x 31 = 8-9, 23 x 32 = 8-32, 23 x 33 = 8-55, 23 x 34 = 8-78, 23 x 35 = 9-13, 23 x 36 = 9-36, 23 x 37 = 9-59, 23 x 38 = 9-82, 23 x 39 = 10-17, 23 x 40 = 10-40, 23 x 41 = 10-63, 23 x 42 = 10-86, 23 x 43 = 11-21, 23 x 44 = 11-44, 23 x 45 = 11-67, 23 x 46 = 12-2, 23 x 47 = 12-25, 23 x 48 = 12-48, 23 x 49 = 12-71, 23 x 50 = 13-6, 23 x 51 = 13-29, 23 x 52 = 13-52, 23 x 53 = 13-75, 23 x 54 = 14-10, 23 x 55 = 14-33, 23 x 56 = 14-56, 23 x 57 = 14-79, 23 x 58 = 15-14, 23 x 59 = 15-37, 23 x 60 = 15-60, 23 x 61 = 15-83, 23 x 62 = 16-18, 23 x 63 = 16-41, 23 x 64 = 16-64, 23 x 65 = 16-87, 23 x 66 = 17-22, 23 x 67 = 17-45, 23 x 68 = 17-68, 23 x 69 = 18-3, 23 x 70 = 18-26, 23 x 71 = 18-49, 23 x 72 = 18-72, 23 x 73 = 19-7, 23 x 74 = 19-30, 23 x 75 = 19-53, 23 x 76 = 19-76, 23 x 77 = 20-11, 23 x 78 = 20-34, 23 x 79 = 20-57, 23 x 80 = 20-80, 23 x 81 = 21-15, 23 x 82 = 21-38, 23 x 83 = 21-61, 23 x 84 = 21-84, 23 x 85 = 22-19, 23 x 86 = 22-42, 23 x 87 = 22-65, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-8, 24 x 5 = 1-32, 24 x 6 = 1-56, 24 x 7 = 1-80, 24 x 8 = 2-16, 24 x 9 = 2-40, 24 x 10 = 2-64, 24 x 11 = 3-0, 24 x 12 = 3-24, 24 x 13 = 3-48, 24 x 14 = 3-72, 24 x 15 = 4-8, 24 x 16 = 4-32, 24 x 17 = 4-56, 24 x 18 = 4-80, 24 x 19 = 5-16, 24 x 20 = 5-40, 24 x 21 = 5-64, 24 x 22 = 6-0, 24 x 23 = 6-24, 24 x 24 = 6-48, 24 x 25 = 6-72, 24 x 26 = 7-8, 24 x 27 = 7-32, 24 x 28 = 7-56, 24 x 29 = 7-80, 24 x 30 = 8-16, 24 x 31 = 8-40, 24 x 32 = 8-64, 24 x 33 = 9-0, 24 x 34 = 9-24, 24 x 35 = 9-48, 24 x 36 = 9-72, 24 x 37 = 10-8, 24 x 38 = 10-32, 24 x 39 = 10-56, 24 x 40 = 10-80, 24 x 41 = 11-16, 24 x 42 = 11-40, 24 x 43 = 11-64, 24 x 44 = 12-0, 24 x 45 = 12-24, 24 x 46 = 12-48, 24 x 47 = 12-72, 24 x 48 = 13-8, 24 x 49 = 13-32, 24 x 50 = 13-56, 24 x 51 = 13-80, 24 x 52 = 14-16, 24 x 53 = 14-40, 24 x 54 = 14-64, 24 x 55 = 15-0, 24 x 56 = 15-24, 24 x 57 = 15-48, 24 x 58 = 15-72, 24 x 59 = 16-8, 24 x 60 = 16-32, 24 x 61 = 16-56, 24 x 62 = 16-80, 24 x 63 = 17-16, 24 x 64 = 17-40, 24 x 65 = 17-64, 24 x 66 = 18-0, 24 x 67 = 18-24, 24 x 68 = 18-48, 24 x 69 = 18-72, 24 x 70 = 19-8, 24 x 71 = 19-32, 24 x 72 = 19-56, 24 x 73 = 19-80, 24 x 74 = 20-16, 24 x 75 = 20-40, 24 x 76 = 20-64, 24 x 77 = 21-0, 24 x 78 = 21-24, 24 x 79 = 21-48, 24 x 80 = 21-72, 24 x 81 = 22-8, 24 x 82 = 22-32, 24 x 83 = 22-56, 24 x 84 = 22-80, 24 x 85 = 23-16, 24 x 86 = 23-40, 24 x 87 = 23-64, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-12, 25 x 5 = 1-37, 25 x 6 = 1-62, 25 x 7 = 1-87, 25 x 8 = 2-24, 25 x 9 = 2-49, 25 x 10 = 2-74, 25 x 11 = 3-11, 25 x 12 = 3-36, 25 x 13 = 3-61, 25 x 14 = 3-86, 25 x 15 = 4-23, 25 x 16 = 4-48, 25 x 17 = 4-73, 25 x 18 = 5-10, 25 x 19 = 5-35, 25 x 20 = 5-60, 25 x 21 = 5-85, 25 x 22 = 6-22, 25 x 23 = 6-47, 25 x 24 = 6-72, 25 x 25 = 7-9, 25 x 26 = 7-34, 25 x 27 = 7-59, 25 x 28 = 7-84, 25 x 29 = 8-21, 25 x 30 = 8-46, 25 x 31 = 8-71, 25 x 32 = 9-8, 25 x 33 = 9-33, 25 x 34 = 9-58, 25 x 35 = 9-83, 25 x 36 = 10-20, 25 x 37 = 10-45, 25 x 38 = 10-70, 25 x 39 = 11-7, 25 x 40 = 11-32, 25 x 41 = 11-57, 25 x 42 = 11-82, 25 x 43 = 12-19, 25 x 44 = 12-44, 25 x 45 = 12-69, 25 x 46 = 13-6, 25 x 47 = 13-31, 25 x 48 = 13-56, 25 x 49 = 13-81, 25 x 50 = 14-18, 25 x 51 = 14-43, 25 x 52 = 14-68, 25 x 53 = 15-5, 25 x 54 = 15-30, 25 x 55 = 15-55, 25 x 56 = 15-80, 25 x 57 = 16-17, 25 x 58 = 16-42, 25 x 59 = 16-67, 25 x 60 = 17-4, 25 x 61 = 17-29, 25 x 62 = 17-54, 25 x 63 = 17-79, 25 x 64 = 18-16, 25 x 65 = 18-41, 25 x 66 = 18-66, 25 x 67 = 19-3, 25 x 68 = 19-28, 25 x 69 = 19-53, 25 x 70 = 19-78, 25 x 71 = 20-15, 25 x 72 = 20-40, 25 x 73 = 20-65, 25 x 74 = 21-2, 25 x 75 = 21-27, 25 x 76 = 21-52, 25 x 77 = 21-77, 25 x 78 = 22-14, 25 x 79 = 22-39, 25 x 80 = 22-64, 25 x 81 = 23-1, 25 x 82 = 23-26, 25 x 83 = 23-51, 25 x 84 = 23-76, 25 x 85 = 24-13, 25 x 86 = 24-38, 25 x 87 = 24-63, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-16, 26 x 5 = 1-42, 26 x 6 = 1-68, 26 x 7 = 2-6, 26 x 8 = 2-32, 26 x 9 = 2-58, 26 x 10 = 2-84, 26 x 11 = 3-22, 26 x 12 = 3-48, 26 x 13 = 3-74, 26 x 14 = 4-12, 26 x 15 = 4-38, 26 x 16 = 4-64, 26 x 17 = 5-2, 26 x 18 = 5-28, 26 x 19 = 5-54, 26 x 20 = 5-80, 26 x 21 = 6-18, 26 x 22 = 6-44, 26 x 23 = 6-70, 26 x 24 = 7-8, 26 x 25 = 7-34, 26 x 26 = 7-60, 26 x 27 = 7-86, 26 x 28 = 8-24, 26 x 29 = 8-50, 26 x 30 = 8-76, 26 x 31 = 9-14, 26 x 32 = 9-40, 26 x 33 = 9-66, 26 x 34 = 10-4, 26 x 35 = 10-30, 26 x 36 = 10-56, 26 x 37 = 10-82, 26 x 38 = 11-20, 26 x 39 = 11-46, 26 x 40 = 11-72, 26 x 41 = 12-10, 26 x 42 = 12-36, 26 x 43 = 12-62, 26 x 44 = 13-0, 26 x 45 = 13-26, 26 x 46 = 13-52, 26 x 47 = 13-78, 26 x 48 = 14-16, 26 x 49 = 14-42, 26 x 50 = 14-68, 26 x 51 = 15-6, 26 x 52 = 15-32, 26 x 53 = 15-58, 26 x 54 = 15-84, 26 x 55 = 16-22, 26 x 56 = 16-48, 26 x 57 = 16-74, 26 x 58 = 17-12, 26 x 59 = 17-38, 26 x 60 = 17-64, 26 x 61 = 18-2, 26 x 62 = 18-28, 26 x 63 = 18-54, 26 x 64 = 18-80, 26 x 65 = 19-18, 26 x 66 = 19-44, 26 x 67 = 19-70, 26 x 68 = 20-8, 26 x 69 = 20-34, 26 x 70 = 20-60, 26 x 71 = 20-86, 26 x 72 = 21-24, 26 x 73 = 21-50, 26 x 74 = 21-76, 26 x 75 = 22-14, 26 x 76 = 22-40, 26 x 77 = 22-66, 26 x 78 = 23-4, 26 x 79 = 23-30, 26 x 80 = 23-56, 26 x 81 = 23-82, 26 x 82 = 24-20, 26 x 83 = 24-46, 26 x 84 = 24-72, 26 x 85 = 25-10, 26 x 86 = 25-36, 26 x 87 = 25-62, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-20, 27 x 5 = 1-47, 27 x 6 = 1-74, 27 x 7 = 2-13, 27 x 8 = 2-40, 27 x 9 = 2-67, 27 x 10 = 3-6, 27 x 11 = 3-33, 27 x 12 = 3-60, 27 x 13 = 3-87, 27 x 14 = 4-26, 27 x 15 = 4-53, 27 x 16 = 4-80, 27 x 17 = 5-19, 27 x 18 = 5-46, 27 x 19 = 5-73, 27 x 20 = 6-12, 27 x 21 = 6-39, 27 x 22 = 6-66, 27 x 23 = 7-5, 27 x 24 = 7-32, 27 x 25 = 7-59, 27 x 26 = 7-86, 27 x 27 = 8-25, 27 x 28 = 8-52, 27 x 29 = 8-79, 27 x 30 = 9-18, 27 x 31 = 9-45, 27 x 32 = 9-72, 27 x 33 = 10-11, 27 x 34 = 10-38, 27 x 35 = 10-65, 27 x 36 = 11-4, 27 x 37 = 11-31, 27 x 38 = 11-58, 27 x 39 = 11-85, 27 x 40 = 12-24, 27 x 41 = 12-51, 27 x 42 = 12-78, 27 x 43 = 13-17, 27 x 44 = 13-44, 27 x 45 = 13-71, 27 x 46 = 14-10, 27 x 47 = 14-37, 27 x 48 = 14-64, 27 x 49 = 15-3, 27 x 50 = 15-30, 27 x 51 = 15-57, 27 x 52 = 15-84, 27 x 53 = 16-23, 27 x 54 = 16-50, 27 x 55 = 16-77, 27 x 56 = 17-16, 27 x 57 = 17-43, 27 x 58 = 17-70, 27 x 59 = 18-9, 27 x 60 = 18-36, 27 x 61 = 18-63, 27 x 62 = 19-2, 27 x 63 = 19-29, 27 x 64 = 19-56, 27 x 65 = 19-83, 27 x 66 = 20-22, 27 x 67 = 20-49, 27 x 68 = 20-76, 27 x 69 = 21-15, 27 x 70 = 21-42, 27 x 71 = 21-69, 27 x 72 = 22-8, 27 x 73 = 22-35, 27 x 74 = 22-62, 27 x 75 = 23-1, 27 x 76 = 23-28, 27 x 77 = 23-55, 27 x 78 = 23-82, 27 x 79 = 24-21, 27 x 80 = 24-48, 27 x 81 = 24-75, 27 x 82 = 25-14, 27 x 83 = 25-41, 27 x 84 = 25-68, 27 x 85 = 26-7, 27 x 86 = 26-34, 27 x 87 = 26-61, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-24, 28 x 5 = 1-52, 28 x 6 = 1-80, 28 x 7 = 2-20, 28 x 8 = 2-48, 28 x 9 = 2-76, 28 x 10 = 3-16, 28 x 11 = 3-44, 28 x 12 = 3-72, 28 x 13 = 4-12, 28 x 14 = 4-40, 28 x 15 = 4-68, 28 x 16 = 5-8, 28 x 17 = 5-36, 28 x 18 = 5-64, 28 x 19 = 6-4, 28 x 20 = 6-32, 28 x 21 = 6-60, 28 x 22 = 7-0, 28 x 23 = 7-28, 28 x 24 = 7-56, 28 x 25 = 7-84, 28 x 26 = 8-24, 28 x 27 = 8-52, 28 x 28 = 8-80, 28 x 29 = 9-20, 28 x 30 = 9-48, 28 x 31 = 9-76, 28 x 32 = 10-16, 28 x 33 = 10-44, 28 x 34 = 10-72, 28 x 35 = 11-12, 28 x 36 = 11-40, 28 x 37 = 11-68, 28 x 38 = 12-8, 28 x 39 = 12-36, 28 x 40 = 12-64, 28 x 41 = 13-4, 28 x 42 = 13-32, 28 x 43 = 13-60, 28 x 44 = 14-0, 28 x 45 = 14-28, 28 x 46 = 14-56, 28 x 47 = 14-84, 28 x 48 = 15-24, 28 x 49 = 15-52, 28 x 50 = 15-80, 28 x 51 = 16-20, 28 x 52 = 16-48, 28 x 53 = 16-76, 28 x 54 = 17-16, 28 x 55 = 17-44, 28 x 56 = 17-72, 28 x 57 = 18-12, 28 x 58 = 18-40, 28 x 59 = 18-68, 28 x 60 = 19-8, 28 x 61 = 19-36, 28 x 62 = 19-64, 28 x 63 = 20-4, 28 x 64 = 20-32, 28 x 65 = 20-60, 28 x 66 = 21-0, 28 x 67 = 21-28, 28 x 68 = 21-56, 28 x 69 = 21-84, 28 x 70 = 22-24, 28 x 71 = 22-52, 28 x 72 = 22-80, 28 x 73 = 23-20, 28 x 74 = 23-48, 28 x 75 = 23-76, 28 x 76 = 24-16, 28 x 77 = 24-44, 28 x 78 = 24-72, 28 x 79 = 25-12, 28 x 80 = 25-40, 28 x 81 = 25-68, 28 x 82 = 26-8, 28 x 83 = 26-36, 28 x 84 = 26-64, 28 x 85 = 27-4, 28 x 86 = 27-32, 28 x 87 = 27-60, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-28, 29 x 5 = 1-57, 29 x 6 = 1-86, 29 x 7 = 2-27, 29 x 8 = 2-56, 29 x 9 = 2-85, 29 x 10 = 3-26, 29 x 11 = 3-55, 29 x 12 = 3-84, 29 x 13 = 4-25, 29 x 14 = 4-54, 29 x 15 = 4-83, 29 x 16 = 5-24, 29 x 17 = 5-53, 29 x 18 = 5-82, 29 x 19 = 6-23, 29 x 20 = 6-52, 29 x 21 = 6-81, 29 x 22 = 7-22, 29 x 23 = 7-51, 29 x 24 = 7-80, 29 x 25 = 8-21, 29 x 26 = 8-50, 29 x 27 = 8-79, 29 x 28 = 9-20, 29 x 29 = 9-49, 29 x 30 = 9-78, 29 x 31 = 10-19, 29 x 32 = 10-48, 29 x 33 = 10-77, 29 x 34 = 11-18, 29 x 35 = 11-47, 29 x 36 = 11-76, 29 x 37 = 12-17, 29 x 38 = 12-46, 29 x 39 = 12-75, 29 x 40 = 13-16, 29 x 41 = 13-45, 29 x 42 = 13-74, 29 x 43 = 14-15, 29 x 44 = 14-44, 29 x 45 = 14-73, 29 x 46 = 15-14, 29 x 47 = 15-43, 29 x 48 = 15-72, 29 x 49 = 16-13, 29 x 50 = 16-42, 29 x 51 = 16-71, 29 x 52 = 17-12, 29 x 53 = 17-41, 29 x 54 = 17-70, 29 x 55 = 18-11, 29 x 56 = 18-40, 29 x 57 = 18-69, 29 x 58 = 19-10, 29 x 59 = 19-39, 29 x 60 = 19-68, 29 x 61 = 20-9, 29 x 62 = 20-38, 29 x 63 = 20-67, 29 x 64 = 21-8, 29 x 65 = 21-37, 29 x 66 = 21-66, 29 x 67 = 22-7, 29 x 68 = 22-36, 29 x 69 = 22-65, 29 x 70 = 23-6, 29 x 71 = 23-35, 29 x 72 = 23-64, 29 x 73 = 24-5, 29 x 74 = 24-34, 29 x 75 = 24-63, 29 x 76 = 25-4, 29 x 77 = 25-33, 29 x 78 = 25-62, 29 x 79 = 26-3, 29 x 80 = 26-32, 29 x 81 = 26-61, 29 x 82 = 27-2, 29 x 83 = 27-31, 29 x 84 = 27-60, 29 x 85 = 28-1, 29 x 86 = 28-30, 29 x 87 = 28-59, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-2, 30 x 4 = 1-32, 30 x 5 = 1-62, 30 x 6 = 2-4, 30 x 7 = 2-34, 30 x 8 = 2-64, 30 x 9 = 3-6, 30 x 10 = 3-36, 30 x 11 = 3-66, 30 x 12 = 4-8, 30 x 13 = 4-38, 30 x 14 = 4-68, 30 x 15 = 5-10, 30 x 16 = 5-40, 30 x 17 = 5-70, 30 x 18 = 6-12, 30 x 19 = 6-42, 30 x 20 = 6-72, 30 x 21 = 7-14, 30 x 22 = 7-44, 30 x 23 = 7-74, 30 x 24 = 8-16, 30 x 25 = 8-46, 30 x 26 = 8-76, 30 x 27 = 9-18, 30 x 28 = 9-48, 30 x 29 = 9-78, 30 x 30 = 10-20, 30 x 31 = 10-50, 30 x 32 = 10-80, 30 x 33 = 11-22, 30 x 34 = 11-52, 30 x 35 = 11-82, 30 x 36 = 12-24, 30 x 37 = 12-54, 30 x 38 = 12-84, 30 x 39 = 13-26, 30 x 40 = 13-56, 30 x 41 = 13-86, 30 x 42 = 14-28, 30 x 43 = 14-58, 30 x 44 = 15-0, 30 x 45 = 15-30, 30 x 46 = 15-60, 30 x 47 = 16-2, 30 x 48 = 16-32, 30 x 49 = 16-62, 30 x 50 = 17-4, 30 x 51 = 17-34, 30 x 52 = 17-64, 30 x 53 = 18-6, 30 x 54 = 18-36, 30 x 55 = 18-66, 30 x 56 = 19-8, 30 x 57 = 19-38, 30 x 58 = 19-68, 30 x 59 = 20-10, 30 x 60 = 20-40, 30 x 61 = 20-70, 30 x 62 = 21-12, 30 x 63 = 21-42, 30 x 64 = 21-72, 30 x 65 = 22-14, 30 x 66 = 22-44, 30 x 67 = 22-74, 30 x 68 = 23-16, 30 x 69 = 23-46, 30 x 70 = 23-76, 30 x 71 = 24-18, 30 x 72 = 24-48, 30 x 73 = 24-78, 30 x 74 = 25-20, 30 x 75 = 25-50, 30 x 76 = 25-80, 30 x 77 = 26-22, 30 x 78 = 26-52, 30 x 79 = 26-82, 30 x 80 = 27-24, 30 x 81 = 27-54, 30 x 82 = 27-84, 30 x 83 = 28-26, 30 x 84 = 28-56, 30 x 85 = 28-86, 30 x 86 = 29-28, 30 x 87 = 29-58, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-5, 31 x 4 = 1-36, 31 x 5 = 1-67, 31 x 6 = 2-10, 31 x 7 = 2-41, 31 x 8 = 2-72, 31 x 9 = 3-15, 31 x 10 = 3-46, 31 x 11 = 3-77, 31 x 12 = 4-20, 31 x 13 = 4-51, 31 x 14 = 4-82, 31 x 15 = 5-25, 31 x 16 = 5-56, 31 x 17 = 5-87, 31 x 18 = 6-30, 31 x 19 = 6-61, 31 x 20 = 7-4, 31 x 21 = 7-35, 31 x 22 = 7-66, 31 x 23 = 8-9, 31 x 24 = 8-40, 31 x 25 = 8-71, 31 x 26 = 9-14, 31 x 27 = 9-45, 31 x 28 = 9-76, 31 x 29 = 10-19, 31 x 30 = 10-50, 31 x 31 = 10-81, 31 x 32 = 11-24, 31 x 33 = 11-55, 31 x 34 = 11-86, 31 x 35 = 12-29, 31 x 36 = 12-60, 31 x 37 = 13-3, 31 x 38 = 13-34, 31 x 39 = 13-65, 31 x 40 = 14-8, 31 x 41 = 14-39, 31 x 42 = 14-70, 31 x 43 = 15-13, 31 x 44 = 15-44, 31 x 45 = 15-75, 31 x 46 = 16-18, 31 x 47 = 16-49, 31 x 48 = 16-80, 31 x 49 = 17-23, 31 x 50 = 17-54, 31 x 51 = 17-85, 31 x 52 = 18-28, 31 x 53 = 18-59, 31 x 54 = 19-2, 31 x 55 = 19-33, 31 x 56 = 19-64, 31 x 57 = 20-7, 31 x 58 = 20-38, 31 x 59 = 20-69, 31 x 60 = 21-12, 31 x 61 = 21-43, 31 x 62 = 21-74, 31 x 63 = 22-17, 31 x 64 = 22-48, 31 x 65 = 22-79, 31 x 66 = 23-22, 31 x 67 = 23-53, 31 x 68 = 23-84, 31 x 69 = 24-27, 31 x 70 = 24-58, 31 x 71 = 25-1, 31 x 72 = 25-32, 31 x 73 = 25-63, 31 x 74 = 26-6, 31 x 75 = 26-37, 31 x 76 = 26-68, 31 x 77 = 27-11, 31 x 78 = 27-42, 31 x 79 = 27-73, 31 x 80 = 28-16, 31 x 81 = 28-47, 31 x 82 = 28-78, 31 x 83 = 29-21, 31 x 84 = 29-52, 31 x 85 = 29-83, 31 x 86 = 30-26, 31 x 87 = 30-57, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-8, 32 x 4 = 1-40, 32 x 5 = 1-72, 32 x 6 = 2-16, 32 x 7 = 2-48, 32 x 8 = 2-80, 32 x 9 = 3-24, 32 x 10 = 3-56, 32 x 11 = 4-0, 32 x 12 = 4-32, 32 x 13 = 4-64, 32 x 14 = 5-8, 32 x 15 = 5-40, 32 x 16 = 5-72, 32 x 17 = 6-16, 32 x 18 = 6-48, 32 x 19 = 6-80, 32 x 20 = 7-24, 32 x 21 = 7-56, 32 x 22 = 8-0, 32 x 23 = 8-32, 32 x 24 = 8-64, 32 x 25 = 9-8, 32 x 26 = 9-40, 32 x 27 = 9-72, 32 x 28 = 10-16, 32 x 29 = 10-48, 32 x 30 = 10-80, 32 x 31 = 11-24, 32 x 32 = 11-56, 32 x 33 = 12-0, 32 x 34 = 12-32, 32 x 35 = 12-64, 32 x 36 = 13-8, 32 x 37 = 13-40, 32 x 38 = 13-72, 32 x 39 = 14-16, 32 x 40 = 14-48, 32 x 41 = 14-80, 32 x 42 = 15-24, 32 x 43 = 15-56, 32 x 44 = 16-0, 32 x 45 = 16-32, 32 x 46 = 16-64, 32 x 47 = 17-8, 32 x 48 = 17-40, 32 x 49 = 17-72, 32 x 50 = 18-16, 32 x 51 = 18-48, 32 x 52 = 18-80, 32 x 53 = 19-24, 32 x 54 = 19-56, 32 x 55 = 20-0, 32 x 56 = 20-32, 32 x 57 = 20-64, 32 x 58 = 21-8, 32 x 59 = 21-40, 32 x 60 = 21-72, 32 x 61 = 22-16, 32 x 62 = 22-48, 32 x 63 = 22-80, 32 x 64 = 23-24, 32 x 65 = 23-56, 32 x 66 = 24-0, 32 x 67 = 24-32, 32 x 68 = 24-64, 32 x 69 = 25-8, 32 x 70 = 25-40, 32 x 71 = 25-72, 32 x 72 = 26-16, 32 x 73 = 26-48, 32 x 74 = 26-80, 32 x 75 = 27-24, 32 x 76 = 27-56, 32 x 77 = 28-0, 32 x 78 = 28-32, 32 x 79 = 28-64, 32 x 80 = 29-8, 32 x 81 = 29-40, 32 x 82 = 29-72, 32 x 83 = 30-16, 32 x 84 = 30-48, 32 x 85 = 30-80, 32 x 86 = 31-24, 32 x 87 = 31-56, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-11, 33 x 4 = 1-44, 33 x 5 = 1-77, 33 x 6 = 2-22, 33 x 7 = 2-55, 33 x 8 = 3-0, 33 x 9 = 3-33, 33 x 10 = 3-66, 33 x 11 = 4-11, 33 x 12 = 4-44, 33 x 13 = 4-77, 33 x 14 = 5-22, 33 x 15 = 5-55, 33 x 16 = 6-0, 33 x 17 = 6-33, 33 x 18 = 6-66, 33 x 19 = 7-11, 33 x 20 = 7-44, 33 x 21 = 7-77, 33 x 22 = 8-22, 33 x 23 = 8-55, 33 x 24 = 9-0, 33 x 25 = 9-33, 33 x 26 = 9-66, 33 x 27 = 10-11, 33 x 28 = 10-44, 33 x 29 = 10-77, 33 x 30 = 11-22, 33 x 31 = 11-55, 33 x 32 = 12-0, 33 x 33 = 12-33, 33 x 34 = 12-66, 33 x 35 = 13-11, 33 x 36 = 13-44, 33 x 37 = 13-77, 33 x 38 = 14-22, 33 x 39 = 14-55, 33 x 40 = 15-0, 33 x 41 = 15-33, 33 x 42 = 15-66, 33 x 43 = 16-11, 33 x 44 = 16-44, 33 x 45 = 16-77, 33 x 46 = 17-22, 33 x 47 = 17-55, 33 x 48 = 18-0, 33 x 49 = 18-33, 33 x 50 = 18-66, 33 x 51 = 19-11, 33 x 52 = 19-44, 33 x 53 = 19-77, 33 x 54 = 20-22, 33 x 55 = 20-55, 33 x 56 = 21-0, 33 x 57 = 21-33, 33 x 58 = 21-66, 33 x 59 = 22-11, 33 x 60 = 22-44, 33 x 61 = 22-77, 33 x 62 = 23-22, 33 x 63 = 23-55, 33 x 64 = 24-0, 33 x 65 = 24-33, 33 x 66 = 24-66, 33 x 67 = 25-11, 33 x 68 = 25-44, 33 x 69 = 25-77, 33 x 70 = 26-22, 33 x 71 = 26-55, 33 x 72 = 27-0, 33 x 73 = 27-33, 33 x 74 = 27-66, 33 x 75 = 28-11, 33 x 76 = 28-44, 33 x 77 = 28-77, 33 x 78 = 29-22, 33 x 79 = 29-55, 33 x 80 = 30-0, 33 x 81 = 30-33, 33 x 82 = 30-66, 33 x 83 = 31-11, 33 x 84 = 31-44, 33 x 85 = 31-77, 33 x 86 = 32-22, 33 x 87 = 32-55, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-14, 34 x 4 = 1-48, 34 x 5 = 1-82, 34 x 6 = 2-28, 34 x 7 = 2-62, 34 x 8 = 3-8, 34 x 9 = 3-42, 34 x 10 = 3-76, 34 x 11 = 4-22, 34 x 12 = 4-56, 34 x 13 = 5-2, 34 x 14 = 5-36, 34 x 15 = 5-70, 34 x 16 = 6-16, 34 x 17 = 6-50, 34 x 18 = 6-84, 34 x 19 = 7-30, 34 x 20 = 7-64, 34 x 21 = 8-10, 34 x 22 = 8-44, 34 x 23 = 8-78, 34 x 24 = 9-24, 34 x 25 = 9-58, 34 x 26 = 10-4, 34 x 27 = 10-38, 34 x 28 = 10-72, 34 x 29 = 11-18, 34 x 30 = 11-52, 34 x 31 = 11-86, 34 x 32 = 12-32, 34 x 33 = 12-66, 34 x 34 = 13-12, 34 x 35 = 13-46, 34 x 36 = 13-80, 34 x 37 = 14-26, 34 x 38 = 14-60, 34 x 39 = 15-6, 34 x 40 = 15-40, 34 x 41 = 15-74, 34 x 42 = 16-20, 34 x 43 = 16-54, 34 x 44 = 17-0, 34 x 45 = 17-34, 34 x 46 = 17-68, 34 x 47 = 18-14, 34 x 48 = 18-48, 34 x 49 = 18-82, 34 x 50 = 19-28, 34 x 51 = 19-62, 34 x 52 = 20-8, 34 x 53 = 20-42, 34 x 54 = 20-76, 34 x 55 = 21-22, 34 x 56 = 21-56, 34 x 57 = 22-2, 34 x 58 = 22-36, 34 x 59 = 22-70, 34 x 60 = 23-16, 34 x 61 = 23-50, 34 x 62 = 23-84, 34 x 63 = 24-30, 34 x 64 = 24-64, 34 x 65 = 25-10, 34 x 66 = 25-44, 34 x 67 = 25-78, 34 x 68 = 26-24, 34 x 69 = 26-58, 34 x 70 = 27-4, 34 x 71 = 27-38, 34 x 72 = 27-72, 34 x 73 = 28-18, 34 x 74 = 28-52, 34 x 75 = 28-86, 34 x 76 = 29-32, 34 x 77 = 29-66, 34 x 78 = 30-12, 34 x 79 = 30-46, 34 x 80 = 30-80, 34 x 81 = 31-26, 34 x 82 = 31-60, 34 x 83 = 32-6, 34 x 84 = 32-40, 34 x 85 = 32-74, 34 x 86 = 33-20, 34 x 87 = 33-54, 
