21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-3, 21 x 6 = 1-24, 21 x 7 = 1-45, 21 x 8 = 1-66, 21 x 9 = 1-87, 21 x 10 = 2-6, 21 x 11 = 2-27, 21 x 12 = 2-48, 21 x 13 = 2-69, 21 x 14 = 2-90, 21 x 15 = 3-9, 21 x 16 = 3-30, 21 x 17 = 3-51, 21 x 18 = 3-72, 21 x 19 = 3-93, 21 x 20 = 4-12, 21 x 21 = 4-33, 21 x 22 = 4-54, 21 x 23 = 4-75, 21 x 24 = 4-96, 21 x 25 = 5-15, 21 x 26 = 5-36, 21 x 27 = 5-57, 21 x 28 = 5-78, 21 x 29 = 5-99, 21 x 30 = 6-18, 21 x 31 = 6-39, 21 x 32 = 6-60, 21 x 33 = 6-81, 21 x 34 = 7-0, 21 x 35 = 7-21, 21 x 36 = 7-42, 21 x 37 = 7-63, 21 x 38 = 7-84, 21 x 39 = 8-3, 21 x 40 = 8-24, 21 x 41 = 8-45, 21 x 42 = 8-66, 21 x 43 = 8-87, 21 x 44 = 9-6, 21 x 45 = 9-27, 21 x 46 = 9-48, 21 x 47 = 9-69, 21 x 48 = 9-90, 21 x 49 = 10-9, 21 x 50 = 10-30, 21 x 51 = 10-51, 21 x 52 = 10-72, 21 x 53 = 10-93, 21 x 54 = 11-12, 21 x 55 = 11-33, 21 x 56 = 11-54, 21 x 57 = 11-75, 21 x 58 = 11-96, 21 x 59 = 12-15, 21 x 60 = 12-36, 21 x 61 = 12-57, 21 x 62 = 12-78, 21 x 63 = 12-99, 21 x 64 = 13-18, 21 x 65 = 13-39, 21 x 66 = 13-60, 21 x 67 = 13-81, 21 x 68 = 14-0, 21 x 69 = 14-21, 21 x 70 = 14-42, 21 x 71 = 14-63, 21 x 72 = 14-84, 21 x 73 = 15-3, 21 x 74 = 15-24, 21 x 75 = 15-45, 21 x 76 = 15-66, 21 x 77 = 15-87, 21 x 78 = 16-6, 21 x 79 = 16-27, 21 x 80 = 16-48, 21 x 81 = 16-69, 21 x 82 = 16-90, 21 x 83 = 17-9, 21 x 84 = 17-30, 21 x 85 = 17-51, 21 x 86 = 17-72, 21 x 87 = 17-93, 21 x 88 = 18-12, 21 x 89 = 18-33, 21 x 90 = 18-54, 21 x 91 = 18-75, 21 x 92 = 18-96, 21 x 93 = 19-15, 21 x 94 = 19-36, 21 x 95 = 19-57, 21 x 96 = 19-78, 21 x 97 = 19-99, 21 x 98 = 20-18, 21 x 99 = 20-39, 21 x 100 = 20-60, 21 x 101 = 20-81, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-8, 22 x 6 = 1-30, 22 x 7 = 1-52, 22 x 8 = 1-74, 22 x 9 = 1-96, 22 x 10 = 2-16, 22 x 11 = 2-38, 22 x 12 = 2-60, 22 x 13 = 2-82, 22 x 14 = 3-2, 22 x 15 = 3-24, 22 x 16 = 3-46, 22 x 17 = 3-68, 22 x 18 = 3-90, 22 x 19 = 4-10, 22 x 20 = 4-32, 22 x 21 = 4-54, 22 x 22 = 4-76, 22 x 23 = 4-98, 22 x 24 = 5-18, 22 x 25 = 5-40, 22 x 26 = 5-62, 22 x 27 = 5-84, 22 x 28 = 6-4, 22 x 29 = 6-26, 22 x 30 = 6-48, 22 x 31 = 6-70, 22 x 32 = 6-92, 22 x 33 = 7-12, 22 x 34 = 7-34, 22 x 35 = 7-56, 22 x 36 = 7-78, 22 x 37 = 7-100, 22 x 38 = 8-20, 22 x 39 = 8-42, 22 x 40 = 8-64, 22 x 41 = 8-86, 22 x 42 = 9-6, 22 x 43 = 9-28, 22 x 44 = 9-50, 22 x 45 = 9-72, 22 x 46 = 9-94, 22 x 47 = 10-14, 22 x 48 = 10-36, 22 x 49 = 10-58, 22 x 50 = 10-80, 22 x 51 = 11-0, 22 x 52 = 11-22, 22 x 53 = 11-44, 22 x 54 = 11-66, 22 x 55 = 11-88, 22 x 56 = 12-8, 22 x 57 = 12-30, 22 x 58 = 12-52, 22 x 59 = 12-74, 22 x 60 = 12-96, 22 x 61 = 13-16, 22 x 62 = 13-38, 22 x 63 = 13-60, 22 x 64 = 13-82, 22 x 65 = 14-2, 22 x 66 = 14-24, 22 x 67 = 14-46, 22 x 68 = 14-68, 22 x 69 = 14-90, 22 x 70 = 15-10, 22 x 71 = 15-32, 22 x 72 = 15-54, 22 x 73 = 15-76, 22 x 74 = 15-98, 22 x 75 = 16-18, 22 x 76 = 16-40, 22 x 77 = 16-62, 22 x 78 = 16-84, 22 x 79 = 17-4, 22 x 80 = 17-26, 22 x 81 = 17-48, 22 x 82 = 17-70, 22 x 83 = 17-92, 22 x 84 = 18-12, 22 x 85 = 18-34, 22 x 86 = 18-56, 22 x 87 = 18-78, 22 x 88 = 18-100, 22 x 89 = 19-20, 22 x 90 = 19-42, 22 x 91 = 19-64, 22 x 92 = 19-86, 22 x 93 = 20-6, 22 x 94 = 20-28, 22 x 95 = 20-50, 22 x 96 = 20-72, 22 x 97 = 20-94, 22 x 98 = 21-14, 22 x 99 = 21-36, 22 x 100 = 21-58, 22 x 101 = 21-80, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-13, 23 x 6 = 1-36, 23 x 7 = 1-59, 23 x 8 = 1-82, 23 x 9 = 2-3, 23 x 10 = 2-26, 23 x 11 = 2-49, 23 x 12 = 2-72, 23 x 13 = 2-95, 23 x 14 = 3-16, 23 x 15 = 3-39, 23 x 16 = 3-62, 23 x 17 = 3-85, 23 x 18 = 4-6, 23 x 19 = 4-29, 23 x 20 = 4-52, 23 x 21 = 4-75, 23 x 22 = 4-98, 23 x 23 = 5-19, 23 x 24 = 5-42, 23 x 25 = 5-65, 23 x 26 = 5-88, 23 x 27 = 6-9, 23 x 28 = 6-32, 23 x 29 = 6-55, 23 x 30 = 6-78, 23 x 31 = 6-101, 23 x 32 = 7-22, 23 x 33 = 7-45, 23 x 34 = 7-68, 23 x 35 = 7-91, 23 x 36 = 8-12, 23 x 37 = 8-35, 23 x 38 = 8-58, 23 x 39 = 8-81, 23 x 40 = 9-2, 23 x 41 = 9-25, 23 x 42 = 9-48, 23 x 43 = 9-71, 23 x 44 = 9-94, 23 x 45 = 10-15, 23 x 46 = 10-38, 23 x 47 = 10-61, 23 x 48 = 10-84, 23 x 49 = 11-5, 23 x 50 = 11-28, 23 x 51 = 11-51, 23 x 52 = 11-74, 23 x 53 = 11-97, 23 x 54 = 12-18, 23 x 55 = 12-41, 23 x 56 = 12-64, 23 x 57 = 12-87, 23 x 58 = 13-8, 23 x 59 = 13-31, 23 x 60 = 13-54, 23 x 61 = 13-77, 23 x 62 = 13-100, 23 x 63 = 14-21, 23 x 64 = 14-44, 23 x 65 = 14-67, 23 x 66 = 14-90, 23 x 67 = 15-11, 23 x 68 = 15-34, 23 x 69 = 15-57, 23 x 70 = 15-80, 23 x 71 = 16-1, 23 x 72 = 16-24, 23 x 73 = 16-47, 23 x 74 = 16-70, 23 x 75 = 16-93, 23 x 76 = 17-14, 23 x 77 = 17-37, 23 x 78 = 17-60, 23 x 79 = 17-83, 23 x 80 = 18-4, 23 x 81 = 18-27, 23 x 82 = 18-50, 23 x 83 = 18-73, 23 x 84 = 18-96, 23 x 85 = 19-17, 23 x 86 = 19-40, 23 x 87 = 19-63, 23 x 88 = 19-86, 23 x 89 = 20-7, 23 x 90 = 20-30, 23 x 91 = 20-53, 23 x 92 = 20-76, 23 x 93 = 20-99, 23 x 94 = 21-20, 23 x 95 = 21-43, 23 x 96 = 21-66, 23 x 97 = 21-89, 23 x 98 = 22-10, 23 x 99 = 22-33, 23 x 100 = 22-56, 23 x 101 = 22-79, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 0-96, 24 x 5 = 1-18, 24 x 6 = 1-42, 24 x 7 = 1-66, 24 x 8 = 1-90, 24 x 9 = 2-12, 24 x 10 = 2-36, 24 x 11 = 2-60, 24 x 12 = 2-84, 24 x 13 = 3-6, 24 x 14 = 3-30, 24 x 15 = 3-54, 24 x 16 = 3-78, 24 x 17 = 4-0, 24 x 18 = 4-24, 24 x 19 = 4-48, 24 x 20 = 4-72, 24 x 21 = 4-96, 24 x 22 = 5-18, 24 x 23 = 5-42, 24 x 24 = 5-66, 24 x 25 = 5-90, 24 x 26 = 6-12, 24 x 27 = 6-36, 24 x 28 = 6-60, 24 x 29 = 6-84, 24 x 30 = 7-6, 24 x 31 = 7-30, 24 x 32 = 7-54, 24 x 33 = 7-78, 24 x 34 = 8-0, 24 x 35 = 8-24, 24 x 36 = 8-48, 24 x 37 = 8-72, 24 x 38 = 8-96, 24 x 39 = 9-18, 24 x 40 = 9-42, 24 x 41 = 9-66, 24 x 42 = 9-90, 24 x 43 = 10-12, 24 x 44 = 10-36, 24 x 45 = 10-60, 24 x 46 = 10-84, 24 x 47 = 11-6, 24 x 48 = 11-30, 24 x 49 = 11-54, 24 x 50 = 11-78, 24 x 51 = 12-0, 24 x 52 = 12-24, 24 x 53 = 12-48, 24 x 54 = 12-72, 24 x 55 = 12-96, 24 x 56 = 13-18, 24 x 57 = 13-42, 24 x 58 = 13-66, 24 x 59 = 13-90, 24 x 60 = 14-12, 24 x 61 = 14-36, 24 x 62 = 14-60, 24 x 63 = 14-84, 24 x 64 = 15-6, 24 x 65 = 15-30, 24 x 66 = 15-54, 24 x 67 = 15-78, 24 x 68 = 16-0, 24 x 69 = 16-24, 24 x 70 = 16-48, 24 x 71 = 16-72, 24 x 72 = 16-96, 24 x 73 = 17-18, 24 x 74 = 17-42, 24 x 75 = 17-66, 24 x 76 = 17-90, 24 x 77 = 18-12, 24 x 78 = 18-36, 24 x 79 = 18-60, 24 x 80 = 18-84, 24 x 81 = 19-6, 24 x 82 = 19-30, 24 x 83 = 19-54, 24 x 84 = 19-78, 24 x 85 = 20-0, 24 x 86 = 20-24, 24 x 87 = 20-48, 24 x 88 = 20-72, 24 x 89 = 20-96, 24 x 90 = 21-18, 24 x 91 = 21-42, 24 x 92 = 21-66, 24 x 93 = 21-90, 24 x 94 = 22-12, 24 x 95 = 22-36, 24 x 96 = 22-60, 24 x 97 = 22-84, 24 x 98 = 23-6, 24 x 99 = 23-30, 24 x 100 = 23-54, 24 x 101 = 23-78, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 0-100, 25 x 5 = 1-23, 25 x 6 = 1-48, 25 x 7 = 1-73, 25 x 8 = 1-98, 25 x 9 = 2-21, 25 x 10 = 2-46, 25 x 11 = 2-71, 25 x 12 = 2-96, 25 x 13 = 3-19, 25 x 14 = 3-44, 25 x 15 = 3-69, 25 x 16 = 3-94, 25 x 17 = 4-17, 25 x 18 = 4-42, 25 x 19 = 4-67, 25 x 20 = 4-92, 25 x 21 = 5-15, 25 x 22 = 5-40, 25 x 23 = 5-65, 25 x 24 = 5-90, 25 x 25 = 6-13, 25 x 26 = 6-38, 25 x 27 = 6-63, 25 x 28 = 6-88, 25 x 29 = 7-11, 25 x 30 = 7-36, 25 x 31 = 7-61, 25 x 32 = 7-86, 25 x 33 = 8-9, 25 x 34 = 8-34, 25 x 35 = 8-59, 25 x 36 = 8-84, 25 x 37 = 9-7, 25 x 38 = 9-32, 25 x 39 = 9-57, 25 x 40 = 9-82, 25 x 41 = 10-5, 25 x 42 = 10-30, 25 x 43 = 10-55, 25 x 44 = 10-80, 25 x 45 = 11-3, 25 x 46 = 11-28, 25 x 47 = 11-53, 25 x 48 = 11-78, 25 x 49 = 12-1, 25 x 50 = 12-26, 25 x 51 = 12-51, 25 x 52 = 12-76, 25 x 53 = 12-101, 25 x 54 = 13-24, 25 x 55 = 13-49, 25 x 56 = 13-74, 25 x 57 = 13-99, 25 x 58 = 14-22, 25 x 59 = 14-47, 25 x 60 = 14-72, 25 x 61 = 14-97, 25 x 62 = 15-20, 25 x 63 = 15-45, 25 x 64 = 15-70, 25 x 65 = 15-95, 25 x 66 = 16-18, 25 x 67 = 16-43, 25 x 68 = 16-68, 25 x 69 = 16-93, 25 x 70 = 17-16, 25 x 71 = 17-41, 25 x 72 = 17-66, 25 x 73 = 17-91, 25 x 74 = 18-14, 25 x 75 = 18-39, 25 x 76 = 18-64, 25 x 77 = 18-89, 25 x 78 = 19-12, 25 x 79 = 19-37, 25 x 80 = 19-62, 25 x 81 = 19-87, 25 x 82 = 20-10, 25 x 83 = 20-35, 25 x 84 = 20-60, 25 x 85 = 20-85, 25 x 86 = 21-8, 25 x 87 = 21-33, 25 x 88 = 21-58, 25 x 89 = 21-83, 25 x 90 = 22-6, 25 x 91 = 22-31, 25 x 92 = 22-56, 25 x 93 = 22-81, 25 x 94 = 23-4, 25 x 95 = 23-29, 25 x 96 = 23-54, 25 x 97 = 23-79, 25 x 98 = 24-2, 25 x 99 = 24-27, 25 x 100 = 24-52, 25 x 101 = 24-77, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-2, 26 x 5 = 1-28, 26 x 6 = 1-54, 26 x 7 = 1-80, 26 x 8 = 2-4, 26 x 9 = 2-30, 26 x 10 = 2-56, 26 x 11 = 2-82, 26 x 12 = 3-6, 26 x 13 = 3-32, 26 x 14 = 3-58, 26 x 15 = 3-84, 26 x 16 = 4-8, 26 x 17 = 4-34, 26 x 18 = 4-60, 26 x 19 = 4-86, 26 x 20 = 5-10, 26 x 21 = 5-36, 26 x 22 = 5-62, 26 x 23 = 5-88, 26 x 24 = 6-12, 26 x 25 = 6-38, 26 x 26 = 6-64, 26 x 27 = 6-90, 26 x 28 = 7-14, 26 x 29 = 7-40, 26 x 30 = 7-66, 26 x 31 = 7-92, 26 x 32 = 8-16, 26 x 33 = 8-42, 26 x 34 = 8-68, 26 x 35 = 8-94, 26 x 36 = 9-18, 26 x 37 = 9-44, 26 x 38 = 9-70, 26 x 39 = 9-96, 26 x 40 = 10-20, 26 x 41 = 10-46, 26 x 42 = 10-72, 26 x 43 = 10-98, 26 x 44 = 11-22, 26 x 45 = 11-48, 26 x 46 = 11-74, 26 x 47 = 11-100, 26 x 48 = 12-24, 26 x 49 = 12-50, 26 x 50 = 12-76, 26 x 51 = 13-0, 26 x 52 = 13-26, 26 x 53 = 13-52, 26 x 54 = 13-78, 26 x 55 = 14-2, 26 x 56 = 14-28, 26 x 57 = 14-54, 26 x 58 = 14-80, 26 x 59 = 15-4, 26 x 60 = 15-30, 26 x 61 = 15-56, 26 x 62 = 15-82, 26 x 63 = 16-6, 26 x 64 = 16-32, 26 x 65 = 16-58, 26 x 66 = 16-84, 26 x 67 = 17-8, 26 x 68 = 17-34, 26 x 69 = 17-60, 26 x 70 = 17-86, 26 x 71 = 18-10, 26 x 72 = 18-36, 26 x 73 = 18-62, 26 x 74 = 18-88, 26 x 75 = 19-12, 26 x 76 = 19-38, 26 x 77 = 19-64, 26 x 78 = 19-90, 26 x 79 = 20-14, 26 x 80 = 20-40, 26 x 81 = 20-66, 26 x 82 = 20-92, 26 x 83 = 21-16, 26 x 84 = 21-42, 26 x 85 = 21-68, 26 x 86 = 21-94, 26 x 87 = 22-18, 26 x 88 = 22-44, 26 x 89 = 22-70, 26 x 90 = 22-96, 26 x 91 = 23-20, 26 x 92 = 23-46, 26 x 93 = 23-72, 26 x 94 = 23-98, 26 x 95 = 24-22, 26 x 96 = 24-48, 26 x 97 = 24-74, 26 x 98 = 24-100, 26 x 99 = 25-24, 26 x 100 = 25-50, 26 x 101 = 25-76, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-6, 27 x 5 = 1-33, 27 x 6 = 1-60, 27 x 7 = 1-87, 27 x 8 = 2-12, 27 x 9 = 2-39, 27 x 10 = 2-66, 27 x 11 = 2-93, 27 x 12 = 3-18, 27 x 13 = 3-45, 27 x 14 = 3-72, 27 x 15 = 3-99, 27 x 16 = 4-24, 27 x 17 = 4-51, 27 x 18 = 4-78, 27 x 19 = 5-3, 27 x 20 = 5-30, 27 x 21 = 5-57, 27 x 22 = 5-84, 27 x 23 = 6-9, 27 x 24 = 6-36, 27 x 25 = 6-63, 27 x 26 = 6-90, 27 x 27 = 7-15, 27 x 28 = 7-42, 27 x 29 = 7-69, 27 x 30 = 7-96, 27 x 31 = 8-21, 27 x 32 = 8-48, 27 x 33 = 8-75, 27 x 34 = 9-0, 27 x 35 = 9-27, 27 x 36 = 9-54, 27 x 37 = 9-81, 27 x 38 = 10-6, 27 x 39 = 10-33, 27 x 40 = 10-60, 27 x 41 = 10-87, 27 x 42 = 11-12, 27 x 43 = 11-39, 27 x 44 = 11-66, 27 x 45 = 11-93, 27 x 46 = 12-18, 27 x 47 = 12-45, 27 x 48 = 12-72, 27 x 49 = 12-99, 27 x 50 = 13-24, 27 x 51 = 13-51, 27 x 52 = 13-78, 27 x 53 = 14-3, 27 x 54 = 14-30, 27 x 55 = 14-57, 27 x 56 = 14-84, 27 x 57 = 15-9, 27 x 58 = 15-36, 27 x 59 = 15-63, 27 x 60 = 15-90, 27 x 61 = 16-15, 27 x 62 = 16-42, 27 x 63 = 16-69, 27 x 64 = 16-96, 27 x 65 = 17-21, 27 x 66 = 17-48, 27 x 67 = 17-75, 27 x 68 = 18-0, 27 x 69 = 18-27, 27 x 70 = 18-54, 27 x 71 = 18-81, 27 x 72 = 19-6, 27 x 73 = 19-33, 27 x 74 = 19-60, 27 x 75 = 19-87, 27 x 76 = 20-12, 27 x 77 = 20-39, 27 x 78 = 20-66, 27 x 79 = 20-93, 27 x 80 = 21-18, 27 x 81 = 21-45, 27 x 82 = 21-72, 27 x 83 = 21-99, 27 x 84 = 22-24, 27 x 85 = 22-51, 27 x 86 = 22-78, 27 x 87 = 23-3, 27 x 88 = 23-30, 27 x 89 = 23-57, 27 x 90 = 23-84, 27 x 91 = 24-9, 27 x 92 = 24-36, 27 x 93 = 24-63, 27 x 94 = 24-90, 27 x 95 = 25-15, 27 x 96 = 25-42, 27 x 97 = 25-69, 27 x 98 = 25-96, 27 x 99 = 26-21, 27 x 100 = 26-48, 27 x 101 = 26-75, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-10, 28 x 5 = 1-38, 28 x 6 = 1-66, 28 x 7 = 1-94, 28 x 8 = 2-20, 28 x 9 = 2-48, 28 x 10 = 2-76, 28 x 11 = 3-2, 28 x 12 = 3-30, 28 x 13 = 3-58, 28 x 14 = 3-86, 28 x 15 = 4-12, 28 x 16 = 4-40, 28 x 17 = 4-68, 28 x 18 = 4-96, 28 x 19 = 5-22, 28 x 20 = 5-50, 28 x 21 = 5-78, 28 x 22 = 6-4, 28 x 23 = 6-32, 28 x 24 = 6-60, 28 x 25 = 6-88, 28 x 26 = 7-14, 28 x 27 = 7-42, 28 x 28 = 7-70, 28 x 29 = 7-98, 28 x 30 = 8-24, 28 x 31 = 8-52, 28 x 32 = 8-80, 28 x 33 = 9-6, 28 x 34 = 9-34, 28 x 35 = 9-62, 28 x 36 = 9-90, 28 x 37 = 10-16, 28 x 38 = 10-44, 28 x 39 = 10-72, 28 x 40 = 10-100, 28 x 41 = 11-26, 28 x 42 = 11-54, 28 x 43 = 11-82, 28 x 44 = 12-8, 28 x 45 = 12-36, 28 x 46 = 12-64, 28 x 47 = 12-92, 28 x 48 = 13-18, 28 x 49 = 13-46, 28 x 50 = 13-74, 28 x 51 = 14-0, 28 x 52 = 14-28, 28 x 53 = 14-56, 28 x 54 = 14-84, 28 x 55 = 15-10, 28 x 56 = 15-38, 28 x 57 = 15-66, 28 x 58 = 15-94, 28 x 59 = 16-20, 28 x 60 = 16-48, 28 x 61 = 16-76, 28 x 62 = 17-2, 28 x 63 = 17-30, 28 x 64 = 17-58, 28 x 65 = 17-86, 28 x 66 = 18-12, 28 x 67 = 18-40, 28 x 68 = 18-68, 28 x 69 = 18-96, 28 x 70 = 19-22, 28 x 71 = 19-50, 28 x 72 = 19-78, 28 x 73 = 20-4, 28 x 74 = 20-32, 28 x 75 = 20-60, 28 x 76 = 20-88, 28 x 77 = 21-14, 28 x 78 = 21-42, 28 x 79 = 21-70, 28 x 80 = 21-98, 28 x 81 = 22-24, 28 x 82 = 22-52, 28 x 83 = 22-80, 28 x 84 = 23-6, 28 x 85 = 23-34, 28 x 86 = 23-62, 28 x 87 = 23-90, 28 x 88 = 24-16, 28 x 89 = 24-44, 28 x 90 = 24-72, 28 x 91 = 24-100, 28 x 92 = 25-26, 28 x 93 = 25-54, 28 x 94 = 25-82, 28 x 95 = 26-8, 28 x 96 = 26-36, 28 x 97 = 26-64, 28 x 98 = 26-92, 28 x 99 = 27-18, 28 x 100 = 27-46, 28 x 101 = 27-74, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-14, 29 x 5 = 1-43, 29 x 6 = 1-72, 29 x 7 = 1-101, 29 x 8 = 2-28, 29 x 9 = 2-57, 29 x 10 = 2-86, 29 x 11 = 3-13, 29 x 12 = 3-42, 29 x 13 = 3-71, 29 x 14 = 3-100, 29 x 15 = 4-27, 29 x 16 = 4-56, 29 x 17 = 4-85, 29 x 18 = 5-12, 29 x 19 = 5-41, 29 x 20 = 5-70, 29 x 21 = 5-99, 29 x 22 = 6-26, 29 x 23 = 6-55, 29 x 24 = 6-84, 29 x 25 = 7-11, 29 x 26 = 7-40, 29 x 27 = 7-69, 29 x 28 = 7-98, 29 x 29 = 8-25, 29 x 30 = 8-54, 29 x 31 = 8-83, 29 x 32 = 9-10, 29 x 33 = 9-39, 29 x 34 = 9-68, 29 x 35 = 9-97, 29 x 36 = 10-24, 29 x 37 = 10-53, 29 x 38 = 10-82, 29 x 39 = 11-9, 29 x 40 = 11-38, 29 x 41 = 11-67, 29 x 42 = 11-96, 29 x 43 = 12-23, 29 x 44 = 12-52, 29 x 45 = 12-81, 29 x 46 = 13-8, 29 x 47 = 13-37, 29 x 48 = 13-66, 29 x 49 = 13-95, 29 x 50 = 14-22, 29 x 51 = 14-51, 29 x 52 = 14-80, 29 x 53 = 15-7, 29 x 54 = 15-36, 29 x 55 = 15-65, 29 x 56 = 15-94, 29 x 57 = 16-21, 29 x 58 = 16-50, 29 x 59 = 16-79, 29 x 60 = 17-6, 29 x 61 = 17-35, 29 x 62 = 17-64, 29 x 63 = 17-93, 29 x 64 = 18-20, 29 x 65 = 18-49, 29 x 66 = 18-78, 29 x 67 = 19-5, 29 x 68 = 19-34, 29 x 69 = 19-63, 29 x 70 = 19-92, 29 x 71 = 20-19, 29 x 72 = 20-48, 29 x 73 = 20-77, 29 x 74 = 21-4, 29 x 75 = 21-33, 29 x 76 = 21-62, 29 x 77 = 21-91, 29 x 78 = 22-18, 29 x 79 = 22-47, 29 x 80 = 22-76, 29 x 81 = 23-3, 29 x 82 = 23-32, 29 x 83 = 23-61, 29 x 84 = 23-90, 29 x 85 = 24-17, 29 x 86 = 24-46, 29 x 87 = 24-75, 29 x 88 = 25-2, 29 x 89 = 25-31, 29 x 90 = 25-60, 29 x 91 = 25-89, 29 x 92 = 26-16, 29 x 93 = 26-45, 29 x 94 = 26-74, 29 x 95 = 27-1, 29 x 96 = 27-30, 29 x 97 = 27-59, 29 x 98 = 27-88, 29 x 99 = 28-15, 29 x 100 = 28-44, 29 x 101 = 28-73, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-18, 30 x 5 = 1-48, 30 x 6 = 1-78, 30 x 7 = 2-6, 30 x 8 = 2-36, 30 x 9 = 2-66, 30 x 10 = 2-96, 30 x 11 = 3-24, 30 x 12 = 3-54, 30 x 13 = 3-84, 30 x 14 = 4-12, 30 x 15 = 4-42, 30 x 16 = 4-72, 30 x 17 = 5-0, 30 x 18 = 5-30, 30 x 19 = 5-60, 30 x 20 = 5-90, 30 x 21 = 6-18, 30 x 22 = 6-48, 30 x 23 = 6-78, 30 x 24 = 7-6, 30 x 25 = 7-36, 30 x 26 = 7-66, 30 x 27 = 7-96, 30 x 28 = 8-24, 30 x 29 = 8-54, 30 x 30 = 8-84, 30 x 31 = 9-12, 30 x 32 = 9-42, 30 x 33 = 9-72, 30 x 34 = 10-0, 30 x 35 = 10-30, 30 x 36 = 10-60, 30 x 37 = 10-90, 30 x 38 = 11-18, 30 x 39 = 11-48, 30 x 40 = 11-78, 30 x 41 = 12-6, 30 x 42 = 12-36, 30 x 43 = 12-66, 30 x 44 = 12-96, 30 x 45 = 13-24, 30 x 46 = 13-54, 30 x 47 = 13-84, 30 x 48 = 14-12, 30 x 49 = 14-42, 30 x 50 = 14-72, 30 x 51 = 15-0, 30 x 52 = 15-30, 30 x 53 = 15-60, 30 x 54 = 15-90, 30 x 55 = 16-18, 30 x 56 = 16-48, 30 x 57 = 16-78, 30 x 58 = 17-6, 30 x 59 = 17-36, 30 x 60 = 17-66, 30 x 61 = 17-96, 30 x 62 = 18-24, 30 x 63 = 18-54, 30 x 64 = 18-84, 30 x 65 = 19-12, 30 x 66 = 19-42, 30 x 67 = 19-72, 30 x 68 = 20-0, 30 x 69 = 20-30, 30 x 70 = 20-60, 30 x 71 = 20-90, 30 x 72 = 21-18, 30 x 73 = 21-48, 30 x 74 = 21-78, 30 x 75 = 22-6, 30 x 76 = 22-36, 30 x 77 = 22-66, 30 x 78 = 22-96, 30 x 79 = 23-24, 30 x 80 = 23-54, 30 x 81 = 23-84, 30 x 82 = 24-12, 30 x 83 = 24-42, 30 x 84 = 24-72, 30 x 85 = 25-0, 30 x 86 = 25-30, 30 x 87 = 25-60, 30 x 88 = 25-90, 30 x 89 = 26-18, 30 x 90 = 26-48, 30 x 91 = 26-78, 30 x 92 = 27-6, 30 x 93 = 27-36, 30 x 94 = 27-66, 30 x 95 = 27-96, 30 x 96 = 28-24, 30 x 97 = 28-54, 30 x 98 = 28-84, 30 x 99 = 29-12, 30 x 100 = 29-42, 30 x 101 = 29-72, 
