23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-5, 23 x 5 = 1-28, 23 x 6 = 1-51, 23 x 7 = 1-74, 23 x 8 = 2-10, 23 x 9 = 2-33, 23 x 10 = 2-56, 23 x 11 = 2-79, 23 x 12 = 3-15, 23 x 13 = 3-38, 23 x 14 = 3-61, 23 x 15 = 3-84, 23 x 16 = 4-20, 23 x 17 = 4-43, 23 x 18 = 4-66, 23 x 19 = 5-2, 23 x 20 = 5-25, 23 x 21 = 5-48, 23 x 22 = 5-71, 23 x 23 = 6-7, 23 x 24 = 6-30, 23 x 25 = 6-53, 23 x 26 = 6-76, 23 x 27 = 7-12, 23 x 28 = 7-35, 23 x 29 = 7-58, 23 x 30 = 7-81, 23 x 31 = 8-17, 23 x 32 = 8-40, 23 x 33 = 8-63, 23 x 34 = 8-86, 23 x 35 = 9-22, 23 x 36 = 9-45, 23 x 37 = 9-68, 23 x 38 = 10-4, 23 x 39 = 10-27, 23 x 40 = 10-50, 23 x 41 = 10-73, 23 x 42 = 11-9, 23 x 43 = 11-32, 23 x 44 = 11-55, 23 x 45 = 11-78, 23 x 46 = 12-14, 23 x 47 = 12-37, 23 x 48 = 12-60, 23 x 49 = 12-83, 23 x 50 = 13-19, 23 x 51 = 13-42, 23 x 52 = 13-65, 23 x 53 = 14-1, 23 x 54 = 14-24, 23 x 55 = 14-47, 23 x 56 = 14-70, 23 x 57 = 15-6, 23 x 58 = 15-29, 23 x 59 = 15-52, 23 x 60 = 15-75, 23 x 61 = 16-11, 23 x 62 = 16-34, 23 x 63 = 16-57, 23 x 64 = 16-80, 23 x 65 = 17-16, 23 x 66 = 17-39, 23 x 67 = 17-62, 23 x 68 = 17-85, 23 x 69 = 18-21, 23 x 70 = 18-44, 23 x 71 = 18-67, 23 x 72 = 19-3, 23 x 73 = 19-26, 23 x 74 = 19-49, 23 x 75 = 19-72, 23 x 76 = 20-8, 23 x 77 = 20-31, 23 x 78 = 20-54, 23 x 79 = 20-77, 23 x 80 = 21-13, 23 x 81 = 21-36, 23 x 82 = 21-59, 23 x 83 = 21-82, 23 x 84 = 22-18, 23 x 85 = 22-41, 23 x 86 = 22-64, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-9, 24 x 5 = 1-33, 24 x 6 = 1-57, 24 x 7 = 1-81, 24 x 8 = 2-18, 24 x 9 = 2-42, 24 x 10 = 2-66, 24 x 11 = 3-3, 24 x 12 = 3-27, 24 x 13 = 3-51, 24 x 14 = 3-75, 24 x 15 = 4-12, 24 x 16 = 4-36, 24 x 17 = 4-60, 24 x 18 = 4-84, 24 x 19 = 5-21, 24 x 20 = 5-45, 24 x 21 = 5-69, 24 x 22 = 6-6, 24 x 23 = 6-30, 24 x 24 = 6-54, 24 x 25 = 6-78, 24 x 26 = 7-15, 24 x 27 = 7-39, 24 x 28 = 7-63, 24 x 29 = 8-0, 24 x 30 = 8-24, 24 x 31 = 8-48, 24 x 32 = 8-72, 24 x 33 = 9-9, 24 x 34 = 9-33, 24 x 35 = 9-57, 24 x 36 = 9-81, 24 x 37 = 10-18, 24 x 38 = 10-42, 24 x 39 = 10-66, 24 x 40 = 11-3, 24 x 41 = 11-27, 24 x 42 = 11-51, 24 x 43 = 11-75, 24 x 44 = 12-12, 24 x 45 = 12-36, 24 x 46 = 12-60, 24 x 47 = 12-84, 24 x 48 = 13-21, 24 x 49 = 13-45, 24 x 50 = 13-69, 24 x 51 = 14-6, 24 x 52 = 14-30, 24 x 53 = 14-54, 24 x 54 = 14-78, 24 x 55 = 15-15, 24 x 56 = 15-39, 24 x 57 = 15-63, 24 x 58 = 16-0, 24 x 59 = 16-24, 24 x 60 = 16-48, 24 x 61 = 16-72, 24 x 62 = 17-9, 24 x 63 = 17-33, 24 x 64 = 17-57, 24 x 65 = 17-81, 24 x 66 = 18-18, 24 x 67 = 18-42, 24 x 68 = 18-66, 24 x 69 = 19-3, 24 x 70 = 19-27, 24 x 71 = 19-51, 24 x 72 = 19-75, 24 x 73 = 20-12, 24 x 74 = 20-36, 24 x 75 = 20-60, 24 x 76 = 20-84, 24 x 77 = 21-21, 24 x 78 = 21-45, 24 x 79 = 21-69, 24 x 80 = 22-6, 24 x 81 = 22-30, 24 x 82 = 22-54, 24 x 83 = 22-78, 24 x 84 = 23-15, 24 x 85 = 23-39, 24 x 86 = 23-63, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-13, 25 x 5 = 1-38, 25 x 6 = 1-63, 25 x 7 = 2-1, 25 x 8 = 2-26, 25 x 9 = 2-51, 25 x 10 = 2-76, 25 x 11 = 3-14, 25 x 12 = 3-39, 25 x 13 = 3-64, 25 x 14 = 4-2, 25 x 15 = 4-27, 25 x 16 = 4-52, 25 x 17 = 4-77, 25 x 18 = 5-15, 25 x 19 = 5-40, 25 x 20 = 5-65, 25 x 21 = 6-3, 25 x 22 = 6-28, 25 x 23 = 6-53, 25 x 24 = 6-78, 25 x 25 = 7-16, 25 x 26 = 7-41, 25 x 27 = 7-66, 25 x 28 = 8-4, 25 x 29 = 8-29, 25 x 30 = 8-54, 25 x 31 = 8-79, 25 x 32 = 9-17, 25 x 33 = 9-42, 25 x 34 = 9-67, 25 x 35 = 10-5, 25 x 36 = 10-30, 25 x 37 = 10-55, 25 x 38 = 10-80, 25 x 39 = 11-18, 25 x 40 = 11-43, 25 x 41 = 11-68, 25 x 42 = 12-6, 25 x 43 = 12-31, 25 x 44 = 12-56, 25 x 45 = 12-81, 25 x 46 = 13-19, 25 x 47 = 13-44, 25 x 48 = 13-69, 25 x 49 = 14-7, 25 x 50 = 14-32, 25 x 51 = 14-57, 25 x 52 = 14-82, 25 x 53 = 15-20, 25 x 54 = 15-45, 25 x 55 = 15-70, 25 x 56 = 16-8, 25 x 57 = 16-33, 25 x 58 = 16-58, 25 x 59 = 16-83, 25 x 60 = 17-21, 25 x 61 = 17-46, 25 x 62 = 17-71, 25 x 63 = 18-9, 25 x 64 = 18-34, 25 x 65 = 18-59, 25 x 66 = 18-84, 25 x 67 = 19-22, 25 x 68 = 19-47, 25 x 69 = 19-72, 25 x 70 = 20-10, 25 x 71 = 20-35, 25 x 72 = 20-60, 25 x 73 = 20-85, 25 x 74 = 21-23, 25 x 75 = 21-48, 25 x 76 = 21-73, 25 x 77 = 22-11, 25 x 78 = 22-36, 25 x 79 = 22-61, 25 x 80 = 22-86, 25 x 81 = 23-24, 25 x 82 = 23-49, 25 x 83 = 23-74, 25 x 84 = 24-12, 25 x 85 = 24-37, 25 x 86 = 24-62, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-17, 26 x 5 = 1-43, 26 x 6 = 1-69, 26 x 7 = 2-8, 26 x 8 = 2-34, 26 x 9 = 2-60, 26 x 10 = 2-86, 26 x 11 = 3-25, 26 x 12 = 3-51, 26 x 13 = 3-77, 26 x 14 = 4-16, 26 x 15 = 4-42, 26 x 16 = 4-68, 26 x 17 = 5-7, 26 x 18 = 5-33, 26 x 19 = 5-59, 26 x 20 = 5-85, 26 x 21 = 6-24, 26 x 22 = 6-50, 26 x 23 = 6-76, 26 x 24 = 7-15, 26 x 25 = 7-41, 26 x 26 = 7-67, 26 x 27 = 8-6, 26 x 28 = 8-32, 26 x 29 = 8-58, 26 x 30 = 8-84, 26 x 31 = 9-23, 26 x 32 = 9-49, 26 x 33 = 9-75, 26 x 34 = 10-14, 26 x 35 = 10-40, 26 x 36 = 10-66, 26 x 37 = 11-5, 26 x 38 = 11-31, 26 x 39 = 11-57, 26 x 40 = 11-83, 26 x 41 = 12-22, 26 x 42 = 12-48, 26 x 43 = 12-74, 26 x 44 = 13-13, 26 x 45 = 13-39, 26 x 46 = 13-65, 26 x 47 = 14-4, 26 x 48 = 14-30, 26 x 49 = 14-56, 26 x 50 = 14-82, 26 x 51 = 15-21, 26 x 52 = 15-47, 26 x 53 = 15-73, 26 x 54 = 16-12, 26 x 55 = 16-38, 26 x 56 = 16-64, 26 x 57 = 17-3, 26 x 58 = 17-29, 26 x 59 = 17-55, 26 x 60 = 17-81, 26 x 61 = 18-20, 26 x 62 = 18-46, 26 x 63 = 18-72, 26 x 64 = 19-11, 26 x 65 = 19-37, 26 x 66 = 19-63, 26 x 67 = 20-2, 26 x 68 = 20-28, 26 x 69 = 20-54, 26 x 70 = 20-80, 26 x 71 = 21-19, 26 x 72 = 21-45, 26 x 73 = 21-71, 26 x 74 = 22-10, 26 x 75 = 22-36, 26 x 76 = 22-62, 26 x 77 = 23-1, 26 x 78 = 23-27, 26 x 79 = 23-53, 26 x 80 = 23-79, 26 x 81 = 24-18, 26 x 82 = 24-44, 26 x 83 = 24-70, 26 x 84 = 25-9, 26 x 85 = 25-35, 26 x 86 = 25-61, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-21, 27 x 5 = 1-48, 27 x 6 = 1-75, 27 x 7 = 2-15, 27 x 8 = 2-42, 27 x 9 = 2-69, 27 x 10 = 3-9, 27 x 11 = 3-36, 27 x 12 = 3-63, 27 x 13 = 4-3, 27 x 14 = 4-30, 27 x 15 = 4-57, 27 x 16 = 4-84, 27 x 17 = 5-24, 27 x 18 = 5-51, 27 x 19 = 5-78, 27 x 20 = 6-18, 27 x 21 = 6-45, 27 x 22 = 6-72, 27 x 23 = 7-12, 27 x 24 = 7-39, 27 x 25 = 7-66, 27 x 26 = 8-6, 27 x 27 = 8-33, 27 x 28 = 8-60, 27 x 29 = 9-0, 27 x 30 = 9-27, 27 x 31 = 9-54, 27 x 32 = 9-81, 27 x 33 = 10-21, 27 x 34 = 10-48, 27 x 35 = 10-75, 27 x 36 = 11-15, 27 x 37 = 11-42, 27 x 38 = 11-69, 27 x 39 = 12-9, 27 x 40 = 12-36, 27 x 41 = 12-63, 27 x 42 = 13-3, 27 x 43 = 13-30, 27 x 44 = 13-57, 27 x 45 = 13-84, 27 x 46 = 14-24, 27 x 47 = 14-51, 27 x 48 = 14-78, 27 x 49 = 15-18, 27 x 50 = 15-45, 27 x 51 = 15-72, 27 x 52 = 16-12, 27 x 53 = 16-39, 27 x 54 = 16-66, 27 x 55 = 17-6, 27 x 56 = 17-33, 27 x 57 = 17-60, 27 x 58 = 18-0, 27 x 59 = 18-27, 27 x 60 = 18-54, 27 x 61 = 18-81, 27 x 62 = 19-21, 27 x 63 = 19-48, 27 x 64 = 19-75, 27 x 65 = 20-15, 27 x 66 = 20-42, 27 x 67 = 20-69, 27 x 68 = 21-9, 27 x 69 = 21-36, 27 x 70 = 21-63, 27 x 71 = 22-3, 27 x 72 = 22-30, 27 x 73 = 22-57, 27 x 74 = 22-84, 27 x 75 = 23-24, 27 x 76 = 23-51, 27 x 77 = 23-78, 27 x 78 = 24-18, 27 x 79 = 24-45, 27 x 80 = 24-72, 27 x 81 = 25-12, 27 x 82 = 25-39, 27 x 83 = 25-66, 27 x 84 = 26-6, 27 x 85 = 26-33, 27 x 86 = 26-60, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-25, 28 x 5 = 1-53, 28 x 6 = 1-81, 28 x 7 = 2-22, 28 x 8 = 2-50, 28 x 9 = 2-78, 28 x 10 = 3-19, 28 x 11 = 3-47, 28 x 12 = 3-75, 28 x 13 = 4-16, 28 x 14 = 4-44, 28 x 15 = 4-72, 28 x 16 = 5-13, 28 x 17 = 5-41, 28 x 18 = 5-69, 28 x 19 = 6-10, 28 x 20 = 6-38, 28 x 21 = 6-66, 28 x 22 = 7-7, 28 x 23 = 7-35, 28 x 24 = 7-63, 28 x 25 = 8-4, 28 x 26 = 8-32, 28 x 27 = 8-60, 28 x 28 = 9-1, 28 x 29 = 9-29, 28 x 30 = 9-57, 28 x 31 = 9-85, 28 x 32 = 10-26, 28 x 33 = 10-54, 28 x 34 = 10-82, 28 x 35 = 11-23, 28 x 36 = 11-51, 28 x 37 = 11-79, 28 x 38 = 12-20, 28 x 39 = 12-48, 28 x 40 = 12-76, 28 x 41 = 13-17, 28 x 42 = 13-45, 28 x 43 = 13-73, 28 x 44 = 14-14, 28 x 45 = 14-42, 28 x 46 = 14-70, 28 x 47 = 15-11, 28 x 48 = 15-39, 28 x 49 = 15-67, 28 x 50 = 16-8, 28 x 51 = 16-36, 28 x 52 = 16-64, 28 x 53 = 17-5, 28 x 54 = 17-33, 28 x 55 = 17-61, 28 x 56 = 18-2, 28 x 57 = 18-30, 28 x 58 = 18-58, 28 x 59 = 18-86, 28 x 60 = 19-27, 28 x 61 = 19-55, 28 x 62 = 19-83, 28 x 63 = 20-24, 28 x 64 = 20-52, 28 x 65 = 20-80, 28 x 66 = 21-21, 28 x 67 = 21-49, 28 x 68 = 21-77, 28 x 69 = 22-18, 28 x 70 = 22-46, 28 x 71 = 22-74, 28 x 72 = 23-15, 28 x 73 = 23-43, 28 x 74 = 23-71, 28 x 75 = 24-12, 28 x 76 = 24-40, 28 x 77 = 24-68, 28 x 78 = 25-9, 28 x 79 = 25-37, 28 x 80 = 25-65, 28 x 81 = 26-6, 28 x 82 = 26-34, 28 x 83 = 26-62, 28 x 84 = 27-3, 28 x 85 = 27-31, 28 x 86 = 27-59, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-0, 29 x 4 = 1-29, 29 x 5 = 1-58, 29 x 6 = 2-0, 29 x 7 = 2-29, 29 x 8 = 2-58, 29 x 9 = 3-0, 29 x 10 = 3-29, 29 x 11 = 3-58, 29 x 12 = 4-0, 29 x 13 = 4-29, 29 x 14 = 4-58, 29 x 15 = 5-0, 29 x 16 = 5-29, 29 x 17 = 5-58, 29 x 18 = 6-0, 29 x 19 = 6-29, 29 x 20 = 6-58, 29 x 21 = 7-0, 29 x 22 = 7-29, 29 x 23 = 7-58, 29 x 24 = 8-0, 29 x 25 = 8-29, 29 x 26 = 8-58, 29 x 27 = 9-0, 29 x 28 = 9-29, 29 x 29 = 9-58, 29 x 30 = 10-0, 29 x 31 = 10-29, 29 x 32 = 10-58, 29 x 33 = 11-0, 29 x 34 = 11-29, 29 x 35 = 11-58, 29 x 36 = 12-0, 29 x 37 = 12-29, 29 x 38 = 12-58, 29 x 39 = 13-0, 29 x 40 = 13-29, 29 x 41 = 13-58, 29 x 42 = 14-0, 29 x 43 = 14-29, 29 x 44 = 14-58, 29 x 45 = 15-0, 29 x 46 = 15-29, 29 x 47 = 15-58, 29 x 48 = 16-0, 29 x 49 = 16-29, 29 x 50 = 16-58, 29 x 51 = 17-0, 29 x 52 = 17-29, 29 x 53 = 17-58, 29 x 54 = 18-0, 29 x 55 = 18-29, 29 x 56 = 18-58, 29 x 57 = 19-0, 29 x 58 = 19-29, 29 x 59 = 19-58, 29 x 60 = 20-0, 29 x 61 = 20-29, 29 x 62 = 20-58, 29 x 63 = 21-0, 29 x 64 = 21-29, 29 x 65 = 21-58, 29 x 66 = 22-0, 29 x 67 = 22-29, 29 x 68 = 22-58, 29 x 69 = 23-0, 29 x 70 = 23-29, 29 x 71 = 23-58, 29 x 72 = 24-0, 29 x 73 = 24-29, 29 x 74 = 24-58, 29 x 75 = 25-0, 29 x 76 = 25-29, 29 x 77 = 25-58, 29 x 78 = 26-0, 29 x 79 = 26-29, 29 x 80 = 26-58, 29 x 81 = 27-0, 29 x 82 = 27-29, 29 x 83 = 27-58, 29 x 84 = 28-0, 29 x 85 = 28-29, 29 x 86 = 28-58, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-3, 30 x 4 = 1-33, 30 x 5 = 1-63, 30 x 6 = 2-6, 30 x 7 = 2-36, 30 x 8 = 2-66, 30 x 9 = 3-9, 30 x 10 = 3-39, 30 x 11 = 3-69, 30 x 12 = 4-12, 30 x 13 = 4-42, 30 x 14 = 4-72, 30 x 15 = 5-15, 30 x 16 = 5-45, 30 x 17 = 5-75, 30 x 18 = 6-18, 30 x 19 = 6-48, 30 x 20 = 6-78, 30 x 21 = 7-21, 30 x 22 = 7-51, 30 x 23 = 7-81, 30 x 24 = 8-24, 30 x 25 = 8-54, 30 x 26 = 8-84, 30 x 27 = 9-27, 30 x 28 = 9-57, 30 x 29 = 10-0, 30 x 30 = 10-30, 30 x 31 = 10-60, 30 x 32 = 11-3, 30 x 33 = 11-33, 30 x 34 = 11-63, 30 x 35 = 12-6, 30 x 36 = 12-36, 30 x 37 = 12-66, 30 x 38 = 13-9, 30 x 39 = 13-39, 30 x 40 = 13-69, 30 x 41 = 14-12, 30 x 42 = 14-42, 30 x 43 = 14-72, 30 x 44 = 15-15, 30 x 45 = 15-45, 30 x 46 = 15-75, 30 x 47 = 16-18, 30 x 48 = 16-48, 30 x 49 = 16-78, 30 x 50 = 17-21, 30 x 51 = 17-51, 30 x 52 = 17-81, 30 x 53 = 18-24, 30 x 54 = 18-54, 30 x 55 = 18-84, 30 x 56 = 19-27, 30 x 57 = 19-57, 30 x 58 = 20-0, 30 x 59 = 20-30, 30 x 60 = 20-60, 30 x 61 = 21-3, 30 x 62 = 21-33, 30 x 63 = 21-63, 30 x 64 = 22-6, 30 x 65 = 22-36, 30 x 66 = 22-66, 30 x 67 = 23-9, 30 x 68 = 23-39, 30 x 69 = 23-69, 30 x 70 = 24-12, 30 x 71 = 24-42, 30 x 72 = 24-72, 30 x 73 = 25-15, 30 x 74 = 25-45, 30 x 75 = 25-75, 30 x 76 = 26-18, 30 x 77 = 26-48, 30 x 78 = 26-78, 30 x 79 = 27-21, 30 x 80 = 27-51, 30 x 81 = 27-81, 30 x 82 = 28-24, 30 x 83 = 28-54, 30 x 84 = 28-84, 30 x 85 = 29-27, 30 x 86 = 29-57, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-6, 31 x 4 = 1-37, 31 x 5 = 1-68, 31 x 6 = 2-12, 31 x 7 = 2-43, 31 x 8 = 2-74, 31 x 9 = 3-18, 31 x 10 = 3-49, 31 x 11 = 3-80, 31 x 12 = 4-24, 31 x 13 = 4-55, 31 x 14 = 4-86, 31 x 15 = 5-30, 31 x 16 = 5-61, 31 x 17 = 6-5, 31 x 18 = 6-36, 31 x 19 = 6-67, 31 x 20 = 7-11, 31 x 21 = 7-42, 31 x 22 = 7-73, 31 x 23 = 8-17, 31 x 24 = 8-48, 31 x 25 = 8-79, 31 x 26 = 9-23, 31 x 27 = 9-54, 31 x 28 = 9-85, 31 x 29 = 10-29, 31 x 30 = 10-60, 31 x 31 = 11-4, 31 x 32 = 11-35, 31 x 33 = 11-66, 31 x 34 = 12-10, 31 x 35 = 12-41, 31 x 36 = 12-72, 31 x 37 = 13-16, 31 x 38 = 13-47, 31 x 39 = 13-78, 31 x 40 = 14-22, 31 x 41 = 14-53, 31 x 42 = 14-84, 31 x 43 = 15-28, 31 x 44 = 15-59, 31 x 45 = 16-3, 31 x 46 = 16-34, 31 x 47 = 16-65, 31 x 48 = 17-9, 31 x 49 = 17-40, 31 x 50 = 17-71, 31 x 51 = 18-15, 31 x 52 = 18-46, 31 x 53 = 18-77, 31 x 54 = 19-21, 31 x 55 = 19-52, 31 x 56 = 19-83, 31 x 57 = 20-27, 31 x 58 = 20-58, 31 x 59 = 21-2, 31 x 60 = 21-33, 31 x 61 = 21-64, 31 x 62 = 22-8, 31 x 63 = 22-39, 31 x 64 = 22-70, 31 x 65 = 23-14, 31 x 66 = 23-45, 31 x 67 = 23-76, 31 x 68 = 24-20, 31 x 69 = 24-51, 31 x 70 = 24-82, 31 x 71 = 25-26, 31 x 72 = 25-57, 31 x 73 = 26-1, 31 x 74 = 26-32, 31 x 75 = 26-63, 31 x 76 = 27-7, 31 x 77 = 27-38, 31 x 78 = 27-69, 31 x 79 = 28-13, 31 x 80 = 28-44, 31 x 81 = 28-75, 31 x 82 = 29-19, 31 x 83 = 29-50, 31 x 84 = 29-81, 31 x 85 = 30-25, 31 x 86 = 30-56, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-9, 32 x 4 = 1-41, 32 x 5 = 1-73, 32 x 6 = 2-18, 32 x 7 = 2-50, 32 x 8 = 2-82, 32 x 9 = 3-27, 32 x 10 = 3-59, 32 x 11 = 4-4, 32 x 12 = 4-36, 32 x 13 = 4-68, 32 x 14 = 5-13, 32 x 15 = 5-45, 32 x 16 = 5-77, 32 x 17 = 6-22, 32 x 18 = 6-54, 32 x 19 = 6-86, 32 x 20 = 7-31, 32 x 21 = 7-63, 32 x 22 = 8-8, 32 x 23 = 8-40, 32 x 24 = 8-72, 32 x 25 = 9-17, 32 x 26 = 9-49, 32 x 27 = 9-81, 32 x 28 = 10-26, 32 x 29 = 10-58, 32 x 30 = 11-3, 32 x 31 = 11-35, 32 x 32 = 11-67, 32 x 33 = 12-12, 32 x 34 = 12-44, 32 x 35 = 12-76, 32 x 36 = 13-21, 32 x 37 = 13-53, 32 x 38 = 13-85, 32 x 39 = 14-30, 32 x 40 = 14-62, 32 x 41 = 15-7, 32 x 42 = 15-39, 32 x 43 = 15-71, 32 x 44 = 16-16, 32 x 45 = 16-48, 32 x 46 = 16-80, 32 x 47 = 17-25, 32 x 48 = 17-57, 32 x 49 = 18-2, 32 x 50 = 18-34, 32 x 51 = 18-66, 32 x 52 = 19-11, 32 x 53 = 19-43, 32 x 54 = 19-75, 32 x 55 = 20-20, 32 x 56 = 20-52, 32 x 57 = 20-84, 32 x 58 = 21-29, 32 x 59 = 21-61, 32 x 60 = 22-6, 32 x 61 = 22-38, 32 x 62 = 22-70, 32 x 63 = 23-15, 32 x 64 = 23-47, 32 x 65 = 23-79, 32 x 66 = 24-24, 32 x 67 = 24-56, 32 x 68 = 25-1, 32 x 69 = 25-33, 32 x 70 = 25-65, 32 x 71 = 26-10, 32 x 72 = 26-42, 32 x 73 = 26-74, 32 x 74 = 27-19, 32 x 75 = 27-51, 32 x 76 = 27-83, 32 x 77 = 28-28, 32 x 78 = 28-60, 32 x 79 = 29-5, 32 x 80 = 29-37, 32 x 81 = 29-69, 32 x 82 = 30-14, 32 x 83 = 30-46, 32 x 84 = 30-78, 32 x 85 = 31-23, 32 x 86 = 31-55, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-12, 33 x 4 = 1-45, 33 x 5 = 1-78, 33 x 6 = 2-24, 33 x 7 = 2-57, 33 x 8 = 3-3, 33 x 9 = 3-36, 33 x 10 = 3-69, 33 x 11 = 4-15, 33 x 12 = 4-48, 33 x 13 = 4-81, 33 x 14 = 5-27, 33 x 15 = 5-60, 33 x 16 = 6-6, 33 x 17 = 6-39, 33 x 18 = 6-72, 33 x 19 = 7-18, 33 x 20 = 7-51, 33 x 21 = 7-84, 33 x 22 = 8-30, 33 x 23 = 8-63, 33 x 24 = 9-9, 33 x 25 = 9-42, 33 x 26 = 9-75, 33 x 27 = 10-21, 33 x 28 = 10-54, 33 x 29 = 11-0, 33 x 30 = 11-33, 33 x 31 = 11-66, 33 x 32 = 12-12, 33 x 33 = 12-45, 33 x 34 = 12-78, 33 x 35 = 13-24, 33 x 36 = 13-57, 33 x 37 = 14-3, 33 x 38 = 14-36, 33 x 39 = 14-69, 33 x 40 = 15-15, 33 x 41 = 15-48, 33 x 42 = 15-81, 33 x 43 = 16-27, 33 x 44 = 16-60, 33 x 45 = 17-6, 33 x 46 = 17-39, 33 x 47 = 17-72, 33 x 48 = 18-18, 33 x 49 = 18-51, 33 x 50 = 18-84, 33 x 51 = 19-30, 33 x 52 = 19-63, 33 x 53 = 20-9, 33 x 54 = 20-42, 33 x 55 = 20-75, 33 x 56 = 21-21, 33 x 57 = 21-54, 33 x 58 = 22-0, 33 x 59 = 22-33, 33 x 60 = 22-66, 33 x 61 = 23-12, 33 x 62 = 23-45, 33 x 63 = 23-78, 33 x 64 = 24-24, 33 x 65 = 24-57, 33 x 66 = 25-3, 33 x 67 = 25-36, 33 x 68 = 25-69, 33 x 69 = 26-15, 33 x 70 = 26-48, 33 x 71 = 26-81, 33 x 72 = 27-27, 33 x 73 = 27-60, 33 x 74 = 28-6, 33 x 75 = 28-39, 33 x 76 = 28-72, 33 x 77 = 29-18, 33 x 78 = 29-51, 33 x 79 = 29-84, 33 x 80 = 30-30, 33 x 81 = 30-63, 33 x 82 = 31-9, 33 x 83 = 31-42, 33 x 84 = 31-75, 33 x 85 = 32-21, 33 x 86 = 32-54, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-15, 34 x 4 = 1-49, 34 x 5 = 1-83, 34 x 6 = 2-30, 34 x 7 = 2-64, 34 x 8 = 3-11, 34 x 9 = 3-45, 34 x 10 = 3-79, 34 x 11 = 4-26, 34 x 12 = 4-60, 34 x 13 = 5-7, 34 x 14 = 5-41, 34 x 15 = 5-75, 34 x 16 = 6-22, 34 x 17 = 6-56, 34 x 18 = 7-3, 34 x 19 = 7-37, 34 x 20 = 7-71, 34 x 21 = 8-18, 34 x 22 = 8-52, 34 x 23 = 8-86, 34 x 24 = 9-33, 34 x 25 = 9-67, 34 x 26 = 10-14, 34 x 27 = 10-48, 34 x 28 = 10-82, 34 x 29 = 11-29, 34 x 30 = 11-63, 34 x 31 = 12-10, 34 x 32 = 12-44, 34 x 33 = 12-78, 34 x 34 = 13-25, 34 x 35 = 13-59, 34 x 36 = 14-6, 34 x 37 = 14-40, 34 x 38 = 14-74, 34 x 39 = 15-21, 34 x 40 = 15-55, 34 x 41 = 16-2, 34 x 42 = 16-36, 34 x 43 = 16-70, 34 x 44 = 17-17, 34 x 45 = 17-51, 34 x 46 = 17-85, 34 x 47 = 18-32, 34 x 48 = 18-66, 34 x 49 = 19-13, 34 x 50 = 19-47, 34 x 51 = 19-81, 34 x 52 = 20-28, 34 x 53 = 20-62, 34 x 54 = 21-9, 34 x 55 = 21-43, 34 x 56 = 21-77, 34 x 57 = 22-24, 34 x 58 = 22-58, 34 x 59 = 23-5, 34 x 60 = 23-39, 34 x 61 = 23-73, 34 x 62 = 24-20, 34 x 63 = 24-54, 34 x 64 = 25-1, 34 x 65 = 25-35, 34 x 66 = 25-69, 34 x 67 = 26-16, 34 x 68 = 26-50, 34 x 69 = 26-84, 34 x 70 = 27-31, 34 x 71 = 27-65, 34 x 72 = 28-12, 34 x 73 = 28-46, 34 x 74 = 28-80, 34 x 75 = 29-27, 34 x 76 = 29-61, 34 x 77 = 30-8, 34 x 78 = 30-42, 34 x 79 = 30-76, 34 x 80 = 31-23, 34 x 81 = 31-57, 34 x 82 = 32-4, 34 x 83 = 32-38, 34 x 84 = 32-72, 34 x 85 = 33-19, 34 x 86 = 33-53, 
